year,ses_DET hivers_NOUN,ses_DET divers_ADJ
1843,3.898561473647533e-08,2.0142566974357123e-06
1844,6.586273748609983e-08,1.7782938712684881e-06
1845,4.51998474204629e-08,1.5931550407799477e-06
1846,3.688335681317767e-08,1.5941807340880132e-06
1847,2.6966117339100037e-08,1.7247529022768049e-06
1848,2.011305433313737e-08,1.6420297512809157e-06
1849,6.703532173801818e-09,1.8962615584428022e-06
1850,3.326607966869233e-08,1.5404232200921797e-06
1851,3.998652076120379e-08,1.7806900913797108e-06
1852,2.9948509450150596e-08,1.8782923909554938e-06
1853,3.702597695109944e-08,1.6799044040283206e-06
1854,7.170017113367066e-08,1.9468154235369184e-06
1855,4.0332722051061864e-08,1.6945050198557965e-06
1856,2.174419488909507e-08,1.826512324498708e-06
1857,4.0028374614919926e-08,1.8681534754705353e-06
1858,2.7893953813418193e-08,1.8116389028932645e-06
1859,1.323965115318515e-08,1.6427351496872689e-06
1860,2.1512764902809067e-08,1.7576386284190448e-06
1861,5.4705179053371467e-08,1.7769751785579047e-06
1862,2.7559716508918086e-08,1.8221038153853897e-06
1863,1.8480096564132964e-08,1.6672044758081483e-06
1864,3.691940542172034e-08,1.8852870464769467e-06
1865,2.447559133145205e-08,1.6342163462468307e-06
1866,3.7951781550749075e-08,1.6976123404788268e-06
1867,5.920430012906763e-08,1.9023020669806101e-06
1868,4.297690381349639e-08,1.925562898463795e-06
1869,4.932354258357918e-08,1.8474353211672678e-06
1870,5.6193677266946906e-08,1.839482901999645e-06
1871,7.009977309735405e-08,1.6122947616992178e-06
1872,3.265563108811875e-08,1.637014783284485e-06
1873,3.23244258026989e-08,1.6694966298302916e-06
1874,4.8394334539736406e-08,1.8186710271095308e-06
1875,3.318485752856759e-08,1.7673797394479607e-06
1876,5.3204928462946555e-08,1.5616856288147574e-06
1877,5.8755753595818305e-08,1.8486415527263489e-06
1878,3.0799352401800206e-08,1.7960250069393169e-06
1879,5.376206146934237e-08,1.6892283909442085e-06
1880,4.6208491255583795e-08,1.7199827695435488e-06
1881,5.647731171620762e-08,1.6608512716231871e-06
1882,4.3925540982314715e-08,1.8515281823283658e-06
1883,5.8137919367595714e-08,1.8395595517972652e-06
1884,8.978307874940583e-08,1.6550454269292914e-06
1885,4.511945150831309e-08,1.7319423335493411e-06
1886,4.3883553901835626e-08,1.803743209904951e-06
1887,1.8933881240634776e-08,1.6838096748017506e-06
1888,3.9311810695608074e-08,1.6155886708446587e-06
1889,4.573549716724301e-08,1.7417079920534206e-06
1890,5.440140837809082e-08,1.7100394487101767e-06
1891,5.2268603667471325e-08,1.6407241929528027e-06
1892,5.202865338560514e-08,1.5520836722515696e-06
1893,6.220000869916475e-08,1.5463783746838544e-06
1894,2.5836311090543518e-08,1.6131941045216536e-06
1895,3.671354775747204e-08,1.6232203350341479e-06
1896,4.953504206817172e-08,1.658244503488504e-06
1897,3.437761009195128e-08,1.6448812338865082e-06
1898,4.3003495875382214e-08,1.6177237078807138e-06
1899,3.8693048765026106e-08,1.6621428216012646e-06
1900,3.529916181577164e-08,1.705260970652489e-06
1901,4.8622027293276915e-08,1.715183962858191e-06
1902,3.4863013809172116e-08,1.704850582484596e-06
1903,4.37417830845277e-08,1.7647919676733181e-06
1904,5.4283713524228006e-08,1.6962317594959586e-06
1905,5.263974112157399e-08,1.6602161707623964e-06
1906,3.7038127231880935e-08,1.5874953049888063e-06
1907,4.0628464148539933e-08,1.7629666864138471e-06
1908,3.192402897589375e-08,1.8162316521852517e-06
1909,5.115914802900079e-08,1.6266408628951012e-06
1910,4.275320530933158e-08,1.5968322735204765e-06
1911,3.6178544604581475e-08,1.7418904967314575e-06
1912,5.0010442009806866e-08,1.6039808503620634e-06
1913,3.606033160963307e-08,1.8841522368973074e-06
1914,4.821655458231433e-08,1.5770831787165207e-06
1915,3.180805663305364e-08,1.3477191895816532e-06
1916,3.29623865980011e-08,1.4997885884326934e-06
1917,1.7546279096336548e-08,1.4344083432149546e-06
1918,5.3985966808056673e-08,1.5541066922253322e-06
1919,4.788081320317161e-08,1.5091663492228236e-06
1920,2.5745588327907853e-08,1.6045559192434666e-06
1921,1.5145495135815423e-08,1.6834217895222992e-06
1922,2.2133807120461313e-08,1.5810915918734736e-06
1923,2.866306081372727e-08,1.5042798366948773e-06
1924,4.2542360634278964e-08,1.4000303796279923e-06
1925,4.7292164850887275e-08,1.5254473026971027e-06
1926,2.452150482668003e-08,1.4991556049892552e-06
1927,4.7941666192485854e-08,1.4672380217461978e-06
1928,2.9707706517001498e-08,1.412258672672806e-06
1929,2.5622934884950155e-08,1.5162093092158102e-06
1930,3.151081040542181e-08,1.6280585377614898e-06
1931,3.42160717536899e-08,1.475853153465323e-06
1932,5.918149881267709e-08,1.5737894916156847e-06
1933,4.244144946596862e-08,1.659804780729246e-06
1934,4.193552882725271e-08,1.5779740856203262e-06
1935,5.505410882733486e-08,1.5415149832165298e-06
1936,3.516167268458048e-08,1.6356240326587113e-06
1937,3.903246792447135e-08,1.4996021224789047e-06
1938,2.5930428804166183e-08,1.549343108919743e-06
1939,3.058810094103137e-08,1.6991689797407616e-06
1940,1.0143131667916805e-08,1.6330441923173566e-06
1941,3.836953510472085e-08,1.3694972089695057e-06
1942,4.8547388331598995e-08,1.5080032760295126e-06
1943,6.387117679196308e-08,1.6316182254172418e-06
1944,7.069009200222354e-08,1.4652128896841532e-06
1945,4.1391576388605245e-08,1.3528509601457017e-06
1946,4.872386405452289e-08,1.5786532223671657e-06
1947,4.0530959921625254e-08,1.4579225044997202e-06
1948,3.4790040182031134e-08,1.5090179878995968e-06
1949,2.5524220959027843e-08,1.5226179357341607e-06
1950,2.446133184896837e-08,1.4815058406725257e-06
1951,2.7719644468682247e-08,1.5267127011497905e-06
1952,3.585233443459401e-08,1.4425291254838157e-06
1953,3.878577814475648e-08,1.4975620103996334e-06
1954,3.615838295445428e-08,1.5577422196599855e-06
1955,3.472674947602172e-08,1.4181653931188976e-06
1956,4.971050882041084e-08,1.472128737134426e-06
1957,2.385460257103844e-08,1.5576171072950729e-06
1958,2.481672983778438e-08,1.4997577864050982e-06
1959,4.1854038901334434e-08,1.3928093416382126e-06
1960,2.07624992754063e-08,1.4229232938589575e-06
1961,4.0299324044479334e-08,1.5487447555528888e-06
1962,3.170978146727066e-08,1.4009382027779793e-06
1963,2.845063462597608e-08,1.4568017654426058e-06
1964,3.285342842218597e-08,1.3658508635217004e-06
1965,3.173785145804686e-08,1.5710236578314607e-06
1966,3.4342264143560897e-08,1.4767173119878407e-06
1967,3.05680800671837e-08,1.4253599971425501e-06
1968,2.1109654885220763e-08,1.5347167412471663e-06
1969,1.8621206326896456e-08,1.485154818681167e-06
1970,2.759235046001507e-08,1.420086300996104e-06
1971,2.517814767788451e-08,1.361675337818724e-06
1972,3.488499866755035e-08,1.3369162239484922e-06
1973,1.598829119098255e-08,1.3286820959024226e-06
1974,2.700274492895005e-08,1.24887690233777e-06
1975,2.056132863970106e-08,1.2873675778735105e-06
1976,3.199575004941835e-08,1.1741297996081812e-06
1977,2.6445517775641747e-08,1.1906360075641942e-06
1978,3.326731246033887e-08,1.1803955413114409e-06
1979,2.574868285254439e-08,1.2072621196068667e-06
1980,1.9329512213062117e-08,1.1222487259487934e-06
1981,2.7199863694704618e-08,1.152515132218923e-06
1982,2.483000827169235e-08,1.3290262845799816e-06
1983,3.0313516474755886e-08,1.1727541711081813e-06
1984,1.6817123971168968e-08,1.1424046348906813e-06
1985,3.188245756291508e-08,1.1441591105665339e-06
1986,2.1580147446798037e-08,1.1191703830348843e-06
1987,2.5665430669619127e-08,1.0461718353838023e-06
1988,3.897759970339365e-08,1.0517955182365313e-06
1989,2.140367705294466e-08,1.095429130515413e-06
1990,1.961514328741032e-08,1.1180631620533177e-06
1991,2.7548885839223658e-08,1.0538914452240533e-06
1992,2.1488782309120324e-08,1.102539787467549e-06
1993,3.3235243224183364e-08,1.0203220295323945e-06
1994,2.2682185019107237e-08,1.0618427790376472e-06
1995,2.9281235214284607e-08,9.310347959257115e-07
1996,2.9893316044748985e-08,1.1033836866403135e-06
1997,3.116681435155755e-08,9.867892369896936e-07
1998,2.6701523880845457e-08,1.0098897185173428e-06
1999,2.7878227726318983e-08,9.469457005195636e-07
2000,2.87172046142814e-08,9.998005499056717e-07
2001,3.329720854594598e-08,9.459036096615137e-07
2002,2.8477940006155222e-08,9.53791925439873e-07
2003,2.5418228966067602e-08,9.742265625334312e-07
2004,3.1274016265570026e-08,9.426253031463716e-07
2005,3.377812363147825e-08,9.304746662053276e-07
2006,3.3354908168803377e-08,9.26937017808882e-07
2007,3.3154179179817334e-08,8.91567795591186e-07
2008,4.0871420026178384e-08,8.242403328750925e-07
2009,3.385416746937153e-08,7.867517624049469e-07
2010,4.109699913712461e-08,7.076241876902145e-07
2011,4.282848553582852e-08,6.424273077954012e-07
2012,5.140421560634323e-08,5.603400019538185e-07
2013,4.100013761831889e-08,5.943625200899305e-07
2014,4.872251546661488e-08,6.329596260457038e-07
2015,5.630101340692306e-08,6.235226486239753e-07
2016,4.971216127636069e-08,6.526792315497687e-07
2017,4.6287250143883796e-08,4.907957746880243e-07
2018,4.72408414609049e-08,4.866064706732232e-07
2019,6.096860805104853e-08,6.255021993695209e-07
