year,mes_DET oies_NOUN,mes_DET doigts_NOUN
1883,8.847074184359371e-09,3.9559061892902037e-07
1884,4.621187876807653e-09,3.974221449709603e-07
1885,5.80107206715752e-09,3.4290782124912766e-07
1886,2.5813855497602844e-09,4.375448643401114e-07
1887,6.528924623161458e-10,7.527849845700985e-07
1888,5.07249175996094e-09,4.457452194017719e-07
1889,3.132568426877924e-09,4.5359589773141806e-07
1890,2.6217545912032847e-09,3.696673829267638e-07
1891,1.2748440081367107e-09,4.818910213089111e-07
1892,3.1342561879199593e-09,4.34407901650502e-07
1893,5.542574843531156e-09,3.7258419727237424e-07
1894,5.041231432301174e-09,4.190523750224884e-07
1895,1.8055843487019274e-09,5.224157533234575e-07
1896,1.7691086373616827e-09,4.829666782057984e-07
1897,1.1653427112179315e-09,4.259327717193173e-07
1898,4.52668391659472e-09,4.011773633294524e-07
1899,1.1055156790007459e-08,4.996930798029098e-07
1900,3.633737311048435e-09,5.092423318586725e-07
1901,3.912117296778206e-09,4.934856399074761e-07
1902,5.4013122863239005e-09,4.3210498290591204e-07
1903,4.860198465905796e-09,4.5685863270250593e-07
1904,1.0749250378694342e-09,4.4931866938213716e-07
1905,2.0643036169332163e-09,4.845952688015132e-07
1906,4.115347618238729e-09,5.411682195699541e-07
1907,3.5999902503469627e-09,5.672556362412706e-07
1908,6.875944702500192e-09,6.546881685665085e-07
1909,0.0,6.001573034097873e-07
1910,3.740905363258662e-09,6.56261711640127e-07
1911,4.788336838146279e-09,6.629186266593479e-07
1912,7.814131564032323e-09,6.454472938344225e-07
1913,3.181793939432964e-09,5.716623121543307e-07
1914,6.696743715117748e-10,5.524813815327434e-07
1915,5.890381071793627e-09,5.030385423765438e-07
1916,1.0987462051303964e-09,5.592618066430077e-07
1917,3.289927441585405e-09,6.546955440001057e-07
1918,1.4932289182922887e-08,7.535063133445874e-07
1919,9.207848372660976e-10,7.88191840683794e-07
1920,2.2716695191604686e-09,6.428824477211492e-07
1921,3.0290989716519334e-09,7.648474849020204e-07
1922,5.164555005876537e-09,7.739454126465262e-07
1923,6.369568872344189e-09,9.023555911369385e-07
1924,5.156649773851996e-09,9.153053284194357e-07
1925,4.399271169575059e-09,9.524421997753052e-07
1926,7.802296586589819e-09,7.980635317039741e-07
1927,7.804457524684949e-09,8.651798282244272e-07
1928,3.4278122562625413e-09,7.426926984521742e-07
1929,2.2280812750352652e-09,7.55319575773683e-07
1930,5.2518016602221e-09,6.890363835054814e-07
1931,4.5621426636444085e-09,5.451760536345773e-07
1932,2.1919073223131136e-09,5.556485298541247e-07
1933,6.882397318719313e-09,6.400629644076616e-07
1934,1.1981580172459871e-09,5.535490217312145e-07
1935,7.180970484910176e-09,6.738144087137243e-07
1936,0.0,6.304851360994235e-07
1937,1.2591118148108649e-09,5.716367681429801e-07
1938,5.186085783037697e-09,6.417781435175129e-07
1939,9.176430282309411e-09,5.857621303562155e-07
1940,0.0,4.336188794695772e-07
1941,0.0,9.326748440230404e-07
1942,0.0,7.828266461729072e-07
1943,0.0,8.738738195290807e-07
1944,6.4263723231761105e-09,9.703822243523064e-07
1945,6.535512131478072e-09,1.1415361527156165e-06
1946,0.0,1.1359621581163992e-06
1947,3.5762612871081956e-09,9.083703460532888e-07
1948,0.0,9.665108464673722e-07
1949,1.9634016634739737e-09,7.637632322143872e-07
1950,0.0,7.859532118459356e-07
1951,0.0,7.409674473990435e-07
1952,1.2653764258629963e-08,7.940237338743827e-07
1953,3.2321482157371406e-09,8.37126400199395e-07
1954,3.029486217442923e-08,1.064229131486627e-06
1955,2.815682353940474e-09,7.517871729589842e-07
1956,2.616342476002842e-09,9.418832718210979e-07
1957,9.718541527092839e-09,7.916193993651177e-07
1958,3.1434524760953764e-08,1.0439571127562886e-06
1959,8.525822714489095e-09,8.820351169447349e-07
1960,4.152500121534786e-09,9.280837502956274e-07
1961,4.86371165564492e-09,1.0547305322461398e-06
1962,2.5367825617905737e-09,1.0933533260981676e-06
1963,5.819448034571906e-09,9.815469041996039e-07
1964,3.6503808864551957e-09,9.758685308725035e-07
1965,1.6416130677043839e-09,9.576075896688963e-07
1966,9.416427082520329e-09,1.0662718636922364e-06
1967,4.930335584241163e-10,1.0753062227308874e-06
1968,1.616909695023594e-08,1.2203177419678468e-06
1969,2.7250546263957176e-09,9.106224467814172e-07
1970,6.898087712148282e-09,9.477972184868122e-07
1971,1.541519245584766e-09,9.978767749885264e-07
1972,4.104117490300041e-09,8.105632147703545e-07
1973,7.167165139154719e-09,9.344880140815803e-07
1974,5.063014507644681e-09,7.352622048983903e-07
1975,3.998036124386317e-09,8.84708249770938e-07
1976,5.142174241967723e-09,8.181770638771013e-07
1977,2.3507127355770763e-09,8.151096579922523e-07
1978,7.128709511583509e-09,8.845540264701413e-07
1979,9.363157582598092e-09,9.105670528697374e-07
1980,7.95921106799824e-09,8.36285693139871e-07
1981,2.5302198114474095e-09,9.747671612103659e-07
1982,4.966001831974154e-09,8.448410468986367e-07
1983,7.57837881337764e-09,9.978199315696656e-07
1984,1.739702604197646e-09,1.0049681620216688e-06
1985,1.2031116103372597e-09,8.812792628987154e-07
1986,5.994485463567401e-10,1.0118691378124822e-06
1987,2.4443267410134695e-09,8.732357414942271e-07
1988,5.9965538645734284e-09,8.209282285065456e-07
1989,1.6464366536794728e-09,1.010912129117969e-06
1990,3.269190529398003e-09,9.180976761058446e-07
1991,1.0550637363770932e-08,8.446371353443283e-07
1992,7.713921945651236e-09,8.859990003884377e-07
1993,2.7696036575264316e-09,9.743465767542148e-07
1994,6.85740436656701e-09,9.014849453592433e-07
1995,3.79571546416102e-09,9.022958309401474e-07
1996,1.6014276571496566e-09,9.117461274854577e-07
1997,2.3974471297094624e-09,1.0644665451309265e-06
1998,2.3840646123929332e-09,9.450432116864249e-07
1999,3.656160929565999e-09,9.250087273926511e-07
2000,4.418031274155965e-09,9.118816706177313e-07
2001,1.2267393101339508e-08,9.507229421501506e-07
2002,8.324320788233308e-09,1.066389366144449e-06
2003,9.583922655487243e-09,1.0183959417986443e-06
2004,2.642874807889939e-09,1.0241139918321096e-06
2005,6.305249211635555e-09,1.0043361555744923e-06
2006,7.000412693969338e-09,1.222189752070335e-06
2007,2.7961355453243186e-09,1.2998035572309163e-06
2008,2.554463751636149e-09,1.5169257920888413e-06
2009,5.721830786953319e-09,1.491967466904498e-06
2010,6.140930985942816e-09,2.666581167432014e-06
2011,8.41273803398046e-09,3.537556551691523e-06
2012,9.531907513293802e-09,4.544677437934297e-06
2013,1.3945625543243523e-08,5.228493591857841e-06
2014,1.6240839117998007e-08,6.148131831196224e-06
2015,8.866302025900552e-09,6.004702981954324e-06
2016,8.07822619908194e-09,7.049391342661693e-06
2017,7.043711836018929e-09,9.606364528735867e-06
2018,1.523065362718512e-08,1.0835448733814701e-05
2019,1.122434611922074e-08,1.0317979786123033e-05
