year,en_ADP aile_NOUN,en_ADP gel_NOUN
1973,6.781240702302682e-08,3.5780691387543584e-07
1974,5.1755259189434355e-08,2.615890957180511e-07
1975,7.996072115545871e-08,3.1755830542934405e-07
1976,8.341749418994127e-08,2.119718458537534e-07
1977,4.995264557550172e-08,1.5044561341159834e-07
1978,4.633661299102698e-08,2.1089098867221878e-07
1979,5.0326971035019596e-08,3.4526643744037244e-07
1980,8.641429039002446e-08,2.6663357965972523e-07
1981,6.894849136074299e-08,2.17598896734561e-07
1982,5.338451991576676e-08,1.8374207022553435e-07
1983,3.9786492656013195e-08,2.1219462142951784e-07
1984,7.074790064898195e-08,1.954265851367154e-07
1985,6.857735967980005e-08,1.4016249716419793e-07
1986,7.553051878383954e-08,1.4266875786317357e-07
1987,5.621951615353282e-08,2.3893293310539576e-07
1988,6.836071220206463e-08,1.3132452608699552e-07
1989,7.463846340982627e-08,1.1470175476091526e-07
1990,7.900544174432866e-08,8.172976256881626e-08
1991,7.150987269000098e-08,7.854363409665055e-08
1992,8.044518184924243e-08,1.0028098129666319e-07
1993,6.702441002204296e-08,1.1410767136732503e-07
1994,7.27939867273264e-08,9.494868163928416e-08
1995,5.4224509327127635e-08,7.374533078641221e-08
1996,8.167281206894472e-08,6.886138925743523e-08
1997,5.226434973693017e-08,7.336188379003517e-08
1998,6.1508868220983e-08,6.723062218050302e-08
1999,4.4787972358628636e-08,8.866190048806288e-08
2000,3.5786055674336126e-08,5.389998569693688e-08
2001,5.301266403634486e-08,8.718611715918811e-08
2002,5.0384047600715576e-08,5.301278171998547e-08
2003,6.125376650345515e-08,5.4169997210085086e-08
2004,8.633390669032792e-08,7.17980938313989e-08
2005,5.5396121467765624e-08,6.170136801486592e-08
2006,6.547444897364585e-08,5.929761348610896e-08
2007,5.592271179466479e-08,6.471056734902447e-08
2008,4.810906906183021e-08,1.013270624627971e-07
2009,4.0529637646002925e-08,7.48606250322581e-08
2010,2.6925620677520357e-08,8.644541354962954e-08
2011,5.0858826372568444e-08,1.365157942245787e-07
2012,4.5276559695883734e-08,1.3072329776986358e-07
2013,4.2952524315076346e-08,6.247639877665634e-08
2014,3.486366653704387e-08,8.077110646986796e-08
2015,2.925879433179901e-08,7.75801403674059e-08
2016,3.5419916305512444e-08,5.385484130870921e-08
2017,2.238894164507954e-08,6.691525847313251e-08
2018,2.555652095503902e-08,6.995775087004219e-08
2019,1.9387507654844427e-08,6.198900481813041e-08
