year,en_ADP aile_NOUN,en_ADP gel_NOUN
1800,1.1318992676478956e-07,3.144164484325529e-09
1801,1.6668278135512082e-07,2.3811825844433088e-09
1802,1.857407312400028e-07,4.475680270843441e-09
1803,1.4432510653250574e-07,1.1702035340732664e-08
1804,2.1257918803030407e-07,4.943701892301533e-09
1805,1.9331568079650197e-07,2.842877711017877e-09
1806,2.8528523543513984e-07,2.881669125542885e-09
1807,9.96434317279693e-08,0.0
1808,2.2660739151803e-07,4.5321479902327155e-09
1809,1.445779496123123e-07,4.518061036407062e-09
1810,1.5444837231370911e-07,2.3401267590372754e-09
1811,1.3287507272252697e-07,2.5070767684098882e-09
1812,1.8137016155606034e-07,8.00162469616339e-09
1813,1.1215392348162823e-07,5.751483289628823e-09
1814,1.1328037530233814e-07,3.1466771410748606e-09
1815,1.7801675156192687e-07,0.0
1816,2.2712518621403888e-07,2.3176038865813098e-09
1817,9.02986592166144e-08,7.784366928831332e-09
1818,1.7881766112282094e-07,1.1921177378582115e-09
1819,2.701624062240171e-07,4.140420117870747e-09
1820,6.645229433388522e-08,3.5599443393152796e-09
1821,9.565643921405353e-08,1.97229765852569e-09
1822,3.559093784133438e-07,0.0
1823,8.993244904331732e-08,0.0
1824,1.1873769167891624e-07,2.5263338088166165e-09
1825,1.8139213153745004e-07,0.0
1826,1.735172965311449e-07,2.6423953025656033e-09
1827,1.4839809026057083e-07,2.7651818612639545e-09
1828,1.5317743340403922e-07,3.6689205562545624e-09
1829,9.773420650560638e-08,8.57317605795771e-10
1830,1.1480519557238722e-07,1.0436835840010872e-09
1831,3.196197297938852e-07,1.5591206103948707e-09
1832,2.1106752612354285e-07,1.3529969367098715e-09
1833,8.571885423691583e-08,6.950177322551099e-09
1834,1.577535688745968e-07,5.600718555598405e-09
1835,9.075705520444899e-08,3.025235173481633e-09
1836,9.140220419423528e-08,2.0162250202737653e-09
1837,7.931995860133156e-08,1.3915781860163179e-09
1838,5.996553742448896e-08,3.1560809521380406e-09
1839,1.4122779212755177e-07,7.690622805256453e-09
1840,7.962110792902877e-08,6.369688665408546e-10
1841,2.587481109372902e-07,5.1364388298225094e-09
1842,1.0263645577879288e-07,0.0
1843,1.3940310239490827e-07,1.7720733214154905e-09
1844,8.94635450721104e-08,2.744280691580059e-09
1845,9.318980787043074e-08,1.6740683839167048e-09
1846,6.557041487553761e-08,5.854501106128396e-09
1847,7.928039025273392e-08,4.853901280910122e-09
1848,1.1102405750307298e-07,8.045221711050488e-10
1849,8.211826862947191e-08,8.379414939696517e-10
1850,7.535785417900343e-08,4.073397619208663e-09
1851,1.2060450416129243e-07,1.2898877521649865e-09
1852,1.2370036017728125e-07,6.510545436100301e-10
1853,1.0510599857127545e-07,2.388772735173461e-09
1854,8.884586311097564e-08,2.0782657816909023e-09
1855,8.756445879498642e-08,1.0613874223963649e-09
1856,4.918329715719594e-08,1.0354378465748937e-09
1857,9.177237469959465e-08,2.440754598431738e-09
1858,6.459652546197958e-08,7.340513863418607e-09
1859,7.485494712966556e-08,2.5460866748261424e-09
1860,1.0527523386372195e-07,9.154367819341758e-10
1861,1.0752397328062102e-07,2.82957823838359e-09
1862,1.9156261488184612e-07,9.035972525772706e-10
1863,1.2286767453462133e-07,1.9978483312144135e-09
1864,1.0164823471825457e-07,9.589455896019672e-10
1865,1.0919878867809985e-07,2.8241067262513297e-09
1866,1.0266443128958969e-07,1.9462451650298362e-09
1867,1.4073152954097168e-07,7.76449837758264e-09
1868,1.4276235482668653e-07,2.9639245502366407e-09
1869,1.0108884396231588e-07,4.395167341186834e-09
1870,1.4048419272327806e-07,3.4404292748035914e-09
1871,1.5188283208900089e-07,2.1242354542039266e-09
1872,1.5662608721100924e-07,6.047339295989218e-10
1873,2.1370035430123835e-07,1.1972008939764578e-09
1874,1.1949218076123813e-07,5.3771481711706315e-09
1875,1.8766609422016245e-07,1.7164581422868253e-09
1876,1.4873196030329439e-07,6.04601479992084e-09
1877,9.339071826985901e-08,3.710889595609501e-09
1878,1.425224924744839e-07,3.6234532041490297e-09
1879,9.408360746032685e-08,3.6655952717623563e-09
1880,1.2964049678210188e-07,4.492492378105339e-09
1881,9.691785241017215e-08,6.972507571312292e-10
1882,7.8533544112247e-08,3.3276925659464496e-09
1883,9.9845554324407e-08,5.055470986281563e-09
1884,1.313737740815668e-07,5.281357573494461e-09
1885,1.289127151693492e-07,5.156508664505566e-09
1886,1.2261581527894805e-07,7.744156649280853e-09
1887,9.662808686528024e-08,7.181817252011058e-09
1888,1.3885945993052928e-07,8.242799331981132e-09
1889,1.0963989405254893e-07,2.506054641582267e-09
1890,7.73417605515192e-08,4.5880705901168994e-09
1891,1.1409854216992699e-07,5.099376143569145e-09
1892,9.277397960971712e-08,6.268512375839919e-10
1893,1.0530892247118118e-07,9.853466598208627e-09
1894,1.600590944228486e-07,1.0712616793639995e-08
1895,1.5648397222456367e-07,1.1435367097689664e-08
1896,1.0378771264640818e-07,1.2383761072154442e-08
1897,1.0196748501112296e-07,8.740070223112184e-09
1898,1.324055053375517e-07,9.05336783318944e-09
1899,9.839089365470954e-08,4.4220627160029835e-09
1900,9.863000993703963e-08,5.191053142894475e-09
1901,9.389081379040931e-08,3.912117185755903e-09
1902,9.967876374306073e-08,7.365425824801264e-09
1903,8.046328003885606e-08,4.320176216765503e-09
1904,1.5425174382244222e-07,1.9886114088762952e-08
1905,1.0682771423020654e-07,4.128607344888735e-09
1906,1.7593111012459417e-07,5.658602808544799e-09
1907,2.0211374973655438e-07,1.0285686746769329e-08
1908,2.3967578255401634e-07,8.349361424464519e-09
1909,1.5402754571791633e-07,9.351671881319135e-09
1910,9.298822134518048e-08,1.12227167559098e-08
1911,1.3088120431881123e-07,1.0640748282497725e-08
1912,1.2085857115096132e-07,3.1256526811240803e-09
1913,1.34695939346674e-07,2.015136124633443e-08
1914,1.6005217062797783e-07,1.004511546165432e-08
1915,1.366568368466048e-07,9.424609648256421e-09
1916,2.1755174572923863e-07,1.4283700666695154e-08
1917,1.052776754661977e-07,9.869781991689308e-09
1918,1.3898515494048524e-07,3.44591288836682e-09
1919,8.010828267401848e-08,7.366278809151083e-09
1920,1.3099961071461053e-07,2.1202248845497706e-08
1921,9.011569268579933e-08,2.4232792050771224e-08
1922,1.8813735075395854e-07,1.6969252392140532e-08
1923,1.1465223792583856e-07,1.5923922624949682e-08
1924,7.219309772210636e-08,1.933743687398959e-08
1925,6.488924952918751e-08,1.53974488714681e-08
1926,7.133528756586571e-08,1.5604593950335754e-08
1927,5.3516278963883224e-08,2.898798556749682e-08
1928,8.226749592665783e-08,2.6279895037895074e-08
1929,8.578112797863469e-08,4.0105463394723984e-08
1930,8.82302675364599e-08,3.4661892245324566e-08
1931,9.238338805062085e-08,3.193499953368928e-08
1932,9.644391951724174e-08,4.603005532288762e-08
1933,7.45593045081705e-08,6.882396985652406e-08
1934,8.746553348260022e-08,2.7557634396657704e-08
1935,9.454944205344873e-08,5.984142159576322e-08
1936,8.608547119592913e-08,4.001155806676593e-08
1937,6.673292496373051e-08,7.051026118531922e-08
1938,5.8343465170196396e-08,9.334954054196487e-08
1939,1.9729324751693866e-07,5.505857991749963e-08
1940,1.3693227352007398e-07,4.3108308478423396e-08
1941,7.378756272657938e-08,7.083606101687678e-08
1942,1.3957373834472264e-07,6.37184480734021e-08
1943,1.0451646836884265e-07,8.419382169222445e-08
1944,6.105053707017305e-08,4.177142187700156e-08
1945,1.590307974197458e-07,4.1391575500426825e-08
1946,7.9350293447078e-08,2.9234318965620787e-08
1947,9.298279657343755e-08,4.7683484716287694e-08
1948,1.1198044624904924e-07,1.0219574320124991e-07
1949,7.657266642979721e-08,8.737137591197097e-08
1950,6.487570480828708e-08,4.2541447253796605e-08
1951,5.970384897580061e-08,3.518262625679114e-08
1952,1.2759212530966124e-07,4.2179214787552155e-08
1953,7.110726230052933e-08,5.92560516210483e-08
1954,5.0817189567453624e-08,8.599831535782698e-08
1955,9.761032160326977e-08,7.039205796033343e-08
1956,7.761816078755146e-08,9.50604464033944e-08
1957,1.1043797076837336e-07,7.24473084301458e-08
1958,7.114129463303698e-08,1.5469094610809364e-07
1959,7.053180439697826e-08,2.8832781406862296e-07
1960,7.543708591128961e-08,3.411970714850554e-07
1961,6.53126956962069e-08,2.3762704026708548e-07
1962,6.659054357927019e-08,3.0948746632120105e-07
1963,6.983337463850603e-08,3.7438449673743435e-07
1964,5.1713729298796807e-08,4.496052703473197e-07
1965,7.770301435616744e-08,5.351658334262765e-07
1966,8.530175277243757e-08,3.3456010939403313e-07
1967,1.1684895140362528e-07,3.4956078920345135e-07
1968,9.701458125732643e-08,2.9284031777265795e-07
1969,6.131372826123638e-08,2.9248921418201235e-07
1970,6.71413845632074e-08,3.3248781727834853e-07
1971,7.810363944482646e-08,3.0470697254258994e-07
1972,9.593374838967605e-08,4.293932818200119e-07
