year,en_ADP oeufs_NOUN,en_ADP jeu_NOUN
1849,3.3517659758786067e-09,4.022957000415772e-06
1850,1.3577992064028876e-09,3.721727580341394e-06
1851,7.739326512989919e-09,3.880627446051221e-06
1852,3.906327261660181e-09,3.780673750952701e-06
1853,2.388772735173461e-09,3.811286887867027e-06
1854,0.0,3.81621566702961e-06
1855,0.0,4.508773599809501e-06
1856,5.177189232874468e-10,3.8254252103797626e-06
1857,2.9289055625270066e-09,4.232268565829145e-06
1858,4.893676019968041e-10,4.269243163435021e-06
1859,0.0,4.985746727470541e-06
1860,9.154367819341758e-10,4.488386366574559e-06
1861,9.431927461278633e-10,4.977227945346385e-06
1862,0.0,4.425367478688713e-06
1863,1.9978483312144135e-09,4.126555722905323e-06
1864,4.794727948009836e-10,4.641776286007371e-06
1865,9.41368871743009e-10,4.492212156037567e-06
1866,9.731225825149181e-10,4.921567324345233e-06
1867,9.7056229719783e-10,4.816415184905054e-06
1868,1.4819622196071691e-09,5.4057040870247874e-06
1869,1.4650557433881772e-09,5.488098850037204e-06
1870,1.1468097582678638e-09,5.2804853112320416e-06
1871,0.0,5.6961375776154455e-06
1872,0.0,5.091859748063143e-06
1873,2.3944017879529156e-09,5.2413456614885945e-06
1874,3.5847653734322193e-09,5.7404045037401374e-06
1875,2.8607636259891933e-09,5.665456228598487e-06
1876,1.209202959984168e-09,5.284216967993416e-06
1877,3.7108897066318036e-09,5.857020823896164e-06
1878,6.039088673581716e-10,5.259442332317121e-06
1879,0.0,5.048135335528059e-06
1880,0.0,4.745355454360833e-06
1881,6.972507571312292e-10,5.390445494413143e-06
1882,3.9932310791357395e-09,5.732283170800656e-06
1883,3.159669414998234e-09,5.420728939498076e-06
1884,2.6406787867472303e-09,5.521659204532625e-06
1885,1.2891271383708158e-09,5.3582571126753464e-06
1886,6.453463874400711e-10,6.0985234995314386e-06
1887,1.9586773869484375e-09,5.800949566037161e-06
1888,1.268122939990235e-09,5.905014404561371e-06
1889,3.759081934617825e-09,5.864168088010047e-06
1890,2.6217545912032847e-09,6.173576821311144e-06
1891,2.5496880162734215e-09,6.3805941863392945e-06
1892,6.268512375839919e-10,6.272900463955011e-06
1893,1.2316833108982905e-09,6.4392402236990165e-06
1894,0.0,5.869883807463339e-06
1895,6.018614495673091e-10,6.382138963090256e-06
1896,0.0,6.5439330683148e-06
1897,2.330685422435863e-09,6.640122592216358e-06
1898,1.6975064687230201e-09,6.753246452717576e-06
1899,1.6582735185011188e-09,6.782338914490538e-06
1900,1.5573159428683425e-09,6.968989055167185e-06
1901,1.1177477832191585e-09,7.262007329700282e-06
1902,1.9641135384773634e-09,7.839758836780675e-06
1903,4.320176216765503e-09,7.194713361968752e-06
1904,1.0749250378694342e-09,7.585746061522514e-06
1905,2.0643036169332163e-09,7.406205440929625e-06
1906,2.572092316910357e-09,7.538288173236651e-06
1907,5.142843373384665e-10,7.267866294569103e-06
1908,6.3848057951787496e-09,7.312567049666541e-06
1909,1.4852655993990993e-08,7.520394774473971e-06
1910,2.137660271017694e-09,7.300109700736357e-06
1911,5.852411777418354e-09,7.714542334724683e-06
1912,2.6047106693738442e-09,7.67035180615494e-06
1913,6.893886850267705e-09,7.77630430093268e-06
1914,6.027069510139427e-09,7.863316568545997e-06
1915,4.712304657594757e-09,7.906069185992237e-06
1916,6.592477230782379e-09,8.709761459613219e-06
1917,1.0966424435210342e-09,9.186574061459396e-06
1918,3.44591288836682e-09,8.813496606308036e-06
1919,7.366278698128781e-09,8.232736945501529e-06
1920,4.543339038320937e-09,8.304466973640956e-06
1921,4.543648568500203e-09,8.853298822941724e-06
1922,2.951174193910333e-09,9.136097105510999e-06
1923,5.307974060286824e-09,8.150925168592948e-06
1924,1.2891624656674594e-08,8.43498946778709e-06
1925,1.6497267552040284e-08,7.77461173129268e-06
1926,0.0,8.806564437691122e-06
1927,8.919380012351041e-09,7.736447514616884e-06
1928,7.998228745975666e-09,8.293020982819144e-06
1929,5.570202965543558e-09,8.241672730946448e-06
1930,7.352522590764465e-09,8.67177550389897e-06
1931,9.124285327288817e-09,8.993123628897592e-06
1932,6.575722188983946e-09,9.138061614066828e-06
1933,1.2617728861741284e-08,8.919587344280444e-06
1934,1.4377896206951846e-08,9.073650289792567e-06
1935,3.590485242455088e-09,9.02049578144215e-06
1936,2.7886843056990074e-08,9.28146891965298e-06
1937,3.903246792447135e-08,9.72537964116782e-06
1938,7.779128452511941e-09,9.985807992052287e-06
1939,2.141167065872196e-08,9.944191333488561e-06
1940,7.607348528892999e-09,9.770371434569824e-06
1941,1.4757512545315876e-08,9.016840522235725e-06
1942,9.102635312174812e-09,8.665709174238145e-06
1943,1.7419411024732767e-08,9.68809581536334e-06
1944,1.2852744646352221e-08,9.421061804459896e-06
1945,8.714016175304096e-09,9.41113739827415e-06
1946,8.352662561605939e-09,8.979111953522079e-06
1947,1.1920871401116528e-08,9.907435924105812e-06
1948,1.3046265179283978e-08,1.0394612218078692e-05
1949,9.817008539414473e-09,9.993714229494799e-06
1950,7.444753036267571e-09,1.0429035683046095e-05
1951,4.264560704569931e-09,9.912971108860802e-06
1952,1.4762725264461096e-08,1.0370814379712101e-05
1953,1.1851209791302608e-08,1.0105850378749892e-05
1954,1.1727043114362345e-08,1.005789454211481e-05
1955,7.508486277174597e-09,1.0015382031269837e-05
1956,1.1337484062678982e-08,1.0433102033857722e-05
1957,1.236905244894615e-08,9.919096555677243e-06
1958,8.272243334772611e-09,1.0217874660156667e-05
1959,6.200598257066758e-09,1.0173631380894221e-05
1960,1.3149583255600561e-08,1.0367408322053961e-05
1961,1.459113452284555e-08,1.0119993930857163e-05
1962,6.976151933901775e-09,9.887744454317726e-06
1963,2.5864212549464582e-08,1.0857150300580543e-05
1964,6.6923653285755336e-09,9.526886060484685e-06
1965,2.243537855495248e-08,9.306851097790059e-06
1966,2.6033652011925312e-08,9.937100003298838e-06
1967,3.007504684182649e-08,9.81531229626853e-06
1968,2.0211372131484495e-08,9.950283129001036e-06
1969,1.8621206132607426e-08,8.907295523385983e-06
1970,2.6672605457633836e-08,9.999007488659117e-06
1971,2.5178147566862208e-08,9.577973287377972e-06
1972,2.411168970040123e-08,9.900670193019323e-06
1973,3.4181862285098674e-08,1.070223152055405e-05
1974,1.1251143128276908e-08,1.0486628525541164e-05
1975,2.513051278185685e-08,1.0619925888022408e-05
1976,1.9425991482080462e-08,1.0798566108860541e-05
1977,1.9393379346865913e-08,1.0843250493053347e-05
1978,1.841583241457556e-08,1.0704945452744141e-05
1979,2.925986741786346e-08,1.0973620192089584e-05
1980,1.193881615790815e-08,1.0590299098112155e-05
1981,1.9609202761561306e-08,1.1318938049953431e-05
1982,8.690503427999374e-09,1.1670725143630989e-05
1983,5.68378455412244e-09,1.1785011338361073e-05
1984,1.9136728035551442e-08,1.1563222869881429e-05
1985,3.609334697785016e-08,1.19787810035632e-05
1986,1.9182353483415682e-08,1.2414579032338224e-05
1987,2.1998941002188133e-08,1.2166636224719696e-05
1988,1.0793796967334401e-08,1.2078858162567485e-05
1989,1.2073869015694072e-08,1.120125762099633e-05
1990,1.2531897297662908e-08,1.2602729839272797e-05
1991,1.1722930182145319e-08,1.215316206071293e-05
1992,8.815910668147353e-09,1.2345029972493649e-05
1993,1.4401939196773128e-08,1.2097629223717377e-05
1994,1.3714808844156323e-08,1.1946126505790744e-05
1995,7.591431483433553e-09,1.2371863704174757e-05
1996,2.2953797085278893e-08,1.2613378203241155e-05
1997,1.006927874414032e-08,1.2660919310292229e-05
1998,4.7681290027412615e-09,1.3008409950998612e-05
1999,5.941261704833778e-09,1.2594560757861473e-05
2000,5.743440834038438e-09,1.2844984667026438e-05
2001,4.3812117822561447e-10,1.3375401067605708e-05
2002,8.324320788233308e-09,1.2978492122783791e-05
2003,4.583615265119079e-09,1.3190810932428576e-05
2004,3.523833003171717e-09,1.3114825378579553e-05
2005,2.702249757291497e-09,1.3183375813241582e-05
2006,5.353256948836815e-09,1.3447381206788123e-05
2007,4.793375391054511e-09,1.2386481103021652e-05
2008,1.2772318758180745e-09,1.2589249308803119e-05
2009,4.76819250749827e-09,1.2609484656422865e-05
2010,2.3618964561933353e-09,1.2472703019739129e-05
2011,7.64794394481072e-10,1.1892170732608065e-05
2012,2.0425516833455504e-09,1.1605778126977384e-05
2013,2.789125042035323e-10,1.0931975339190103e-05
2014,8.661780737106994e-10,9.576680895406753e-06
2015,8.866301581811342e-10,9.918952855514362e-06
2016,2.0713400439298368e-10,9.313573173130862e-06
2017,2.515611330355938e-10,9.977920853998512e-06
2018,5.162933414126769e-10,9.30179885472171e-06
2019,1.02039510174734e-09,9.02922147361096e-06
