year,en_ADP oie_NOUN,en_ADP joies_NOUN
1853,1.791579506971175e-08,3.1054046445433414e-08
1854,7.79349651480743e-09,2.1302223984775992e-08
1855,1.0083180512765466e-08,3.02495415382964e-08
1856,1.3978411317339123e-08,2.0708757375587084e-08
1857,1.4156376515472857e-08,2.6848299583548396e-08
1858,1.5659763041853125e-08,2.936205589776364e-08
1859,2.036869339860914e-09,2.1387128512628806e-08
1860,4.57718396518203e-09,2.4259074749011234e-08
1861,7.073945706981277e-09,2.0278644541349422e-08
1862,1.490935469528054e-08,2.755971628687348e-08
1863,3.9956967790022446e-08,3.5461809488879226e-08
1864,1.4384183844029508e-09,2.5412058235474433e-08
1865,1.3179164426446732e-08,2.165148416111151e-08
1866,1.702964580463373e-08,2.77339928800302e-08
1867,1.4073153309368536e-08,2.038180824115443e-08
1868,1.2349685274415378e-08,2.9145256874585357e-08
1869,2.24641887314192e-08,2.9789466893248573e-08
1870,9.17447806614291e-09,4.243196016773254e-08
1871,2.2304472935275044e-08,1.6993883633631413e-08
1872,7.256807155187062e-09,2.237515595027162e-08
1873,2.5141218329416404e-08,2.8732820567256567e-08
1874,1.1949218503559678e-08,1.3144139998644278e-08
1875,9.7265964171811e-09,2.0597497041308088e-08
1876,2.1161051577678336e-08,1.4510435519810017e-08
1877,2.2265337129567797e-08,2.8450154232473324e-08
1878,2.1740719446938783e-08,1.872117572077059e-08
1879,1.5273313280772527e-08,1.0385853066452455e-08
1880,1.6044615858135103e-08,1.6044616302224313e-08
1881,2.1614772693911988e-08,2.2312024228199334e-08
1882,3.327692410515226e-08,1.5307385581309063e-08
1883,8.847074184359371e-09,1.2006744043446815e-08
1884,1.4523733327109767e-08,9.902545450302114e-09
1885,1.546952527187173e-08,1.740321664556177e-08
1886,2.0005737511041843e-08,1.936039240035825e-08
1887,2.0239665943222462e-08,1.4363633837888301e-08
1888,3.1703073499755874e-09,2.2192152115962926e-08
1889,1.3783300722991498e-08,1.50363277384713e-08
1890,7.865263995654459e-09,1.3108772733971819e-08
1891,1.0836173736095134e-08,1.6572972327821844e-08
1892,7.522214628963297e-09,1.7551833764173352e-08
1893,1.2932674486876294e-08,1.6011883374744684e-08
1894,8.192001077489408e-09,1.8904618315218613e-08
1895,9.629783193076946e-09,2.166701307260155e-08
1896,2.94851448812139e-09,2.358811634906033e-08
1897,8.740070001067579e-09,2.4472196713531957e-08
1898,3.960848538042683e-09,4.356933303029109e-08
1899,7.738609753005221e-09,2.65323762960179e-08
1900,8.30568502863116e-09,3.8932899570909285e-08
1901,1.620734302321125e-08,2.51493244007861e-08
1902,7.365425880312415e-09,2.6515532880466708e-08
1903,9.1803746826713e-09,1.9980815224585058e-08
1904,4.837162670412454e-09,3.493506284257819e-08
1905,1.4450125374043665e-08,2.7352022868853965e-08
1906,1.0288368990085672e-08,3.189394348623864e-08
1907,1.2342823652033985e-08,3.291419758966185e-08
1908,1.7680999775393502e-08,1.5716445034286153e-08
1909,5.500983557560346e-10,2.585462333115629e-08
1910,1.4963622119168463e-08,3.740905540894346e-08
1911,5.3203743632934675e-09,4.0434844805758985e-08
1912,9.376957876838787e-09,3.334029585744247e-08
1913,1.0075680734189518e-08,3.446943352969356e-08
1914,6.696743604095445e-09,3.214437072074361e-08
1915,1.6493066468115103e-08,2.709575319670421e-08
1916,1.0987462051303964e-09,1.3184954461564757e-08
1917,1.315970976634162e-08,3.289927263949721e-08
1918,4.594550517822427e-09,3.675640414257941e-08
1919,8.287063479883727e-09,4.051453217357448e-08
1920,1.0601124866838063e-08,2.4988365154854364e-08
1921,5.300923255902035e-09,4.1650110915725236e-08
1922,3.6889677978990676e-09,4.0578644444622114e-08
1923,7.431163684401554e-09,3.715581797791856e-08
1924,9.024137215263295e-09,3.2229060309418855e-08
1925,1.2097995494286806e-08,2.639562701745035e-08
1926,2.229227691330493e-09,2.0063049888108253e-08
1927,1.0034302277972529e-08,2.5643217327342427e-08
1928,2.2852082337543322e-08,2.2852082892654835e-08
1929,6.684243603061191e-09,3.0079096546842266e-08
1930,1.3654684494213143e-08,3.7812974085227324e-08
1931,1.1405356659111021e-08,1.1405356659111021e-08
1932,5.4797681947604815e-09,1.8631212128639163e-08
1933,1.1470662641954732e-08,8.02946331646126e-09
1934,1.3179738189705859e-08,5.990790086229936e-09
1935,2.393656828303392e-09,2.393656828303392e-08
1936,2.424942913137329e-09,2.9099314957647948e-08
1937,5.0364472592434595e-09,3.1477796369472344e-08
1938,9.075650453382877e-09,2.074434313215079e-08
1939,1.3764645423464117e-08,2.2941076593951948e-08
1940,1.2678914806940611e-08,2.028626333583361e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,0.0,1.8205270180260413e-08
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,3.855823393905666e-08
1945,8.714016175304096e-09,2.3963544037997053e-08
1946,2.7842208538686464e-09,4.1763314584386535e-08
1947,2.3841741914054637e-09,2.8610090296865565e-08
1948,3.2615663503321457e-09,2.8266908813634473e-08
1949,9.817008539414473e-09,2.846932467548413e-08
1950,8.508289184305795e-09,3.084254984742074e-08
1951,5.330700769690111e-09,3.1984203729962246e-08
1952,3.1634410646574906e-09,2.1089608281954497e-08
1953,3.232148326759443e-09,1.6160740301529586e-08
1954,4.886268278880834e-09,3.615838295445428e-08
1955,3.754243138587299e-09,1.5016972554349195e-08
1956,9.593255967388359e-09,2.1802854632824165e-08
1957,1.5903067307476704e-08,1.767007518083119e-08
1958,9.099467679352102e-09,1.0753916868111446e-08
1959,3.100299128533379e-09,1.2401196514133517e-08
1960,8.997083078554624e-09,2.07624992754063e-08
1961,8.33779090214648e-09,1.320150300188061e-08
1962,8.24454354786397e-09,2.029426049432459e-08
1963,1.0345685197421517e-08,2.7157422977097667e-08
1964,4.867174663303331e-09,1.2776333768727e-08
1965,2.73602163147757e-09,7.1136563306595235e-09
1966,3.323444985880997e-08,2.437192847537517e-08
1967,1.7256174267288316e-08,1.7749208325312793e-08
1968,1.4372530721118437e-08,1.9313088017725022e-08
1969,9.083515217778171e-09,2.1346261647181564e-08
1970,1.3796175091229657e-08,1.3336302728816918e-08
1971,1.6956711590410123e-08,2.6719666479380066e-08
1972,1.1799337673590315e-08,1.1799337507056862e-08
1973,1.047508757512361e-08,7.718485406371656e-09
1974,1.4626486743996026e-08,1.2938814464291681e-08
1975,1.4849848462006321e-08,7.996072248772634e-09
1976,9.141642998145016e-09,1.9425991482080462e-08
1977,1.1753563455840776e-08,5.876781727920388e-09
1978,2.1386129422928946e-08,2.0198010375338527e-08
1979,1.2289143924704149e-08,1.6385525825057812e-08
1980,8.527726080842513e-09,1.2507331170752423e-08
1981,9.48832401537203e-09,1.3916208629893845e-08
1982,1.1173504455008754e-08,1.2415004135846175e-08
1983,8.209910973278056e-09,1.894594880980094e-08
1984,8.69851302098823e-09,1.0438215625185876e-08
1985,4.812446441349039e-09,1.0226449020933615e-08
1986,1.1988970816112499e-08,4.7955883708539204e-09
1987,9.777306964053878e-09,7.944062296871834e-09
1988,5.99655392008458e-09,1.3192418713003917e-08
1989,6.585746614717891e-09,8.780995486290522e-09
1990,1.0897301727652575e-08,1.5256222951620657e-08
1991,4.68917216167597e-09,1.2309077312977479e-08
1992,8.264916362410446e-09,1.5427843891302473e-08
1993,4.4313659408601325e-09,1.772546376344053e-08
1994,9.494867947434926e-09,1.4242301560329906e-08
1995,7.591431483433553e-09,1.1929391696696712e-08
1996,8.007138063703678e-09,1.1743802375008272e-08
1997,1.054876808126437e-08,7.192341833217597e-09
1998,7.629006759657386e-09,1.5258013519314773e-08
1999,6.8553016596695215e-09,1.0511462811280126e-08
2000,1.060327570190367e-08,1.4579503826439577e-08
2001,5.695575122643959e-09,9.638665865452367e-09
2002,1.3581786362237835e-08,1.9715496790695397e-08
2003,1.1250691767106247e-08,6.667076668520622e-09
2004,9.690541008522402e-09,7.928623979580607e-09
2005,8.557123898356167e-09,1.3961623857028371e-08
2006,1.1530091548195287e-08,7.412201963319376e-09
2007,1.0385647009059085e-08,1.2382886716011399e-08
2008,1.1920831433087642e-08,1.1495087548496485e-08
2009,8.105927484791664e-09,1.7165493915172192e-08
2010,4.251413721068076e-09,1.6060896612657416e-08
2011,7.647943611743813e-09,1.9502257586623273e-08
2012,1.1234033758800166e-08,1.6340413466764403e-08
2013,9.483025031897796e-09,1.4224537991935904e-08
2014,9.094869662940042e-09,2.2304085689484054e-08
2015,1.2634479421014255e-08,2.9702110992957387e-08
2016,1.0356700386182638e-08,2.195620396605591e-08
2017,1.1068689659277098e-08,1.3584300795344006e-08
2018,1.290733386838383e-08,2.0135439982027492e-08
2019,8.163161147045628e-09,1.785691416955615e-08
