year,en_ADP ailes_NOUN,en_ADP gel_NOUN
1800,1.6664071722516383e-07,3.144164484325529e-09
1801,8.572257570449437e-08,2.3811825844433088e-09
1802,7.608656460433849e-08,4.475680270843441e-09
1803,1.4432509942707838e-07,1.1702035340732664e-08
1804,1.0134588990240445e-07,4.943701892301533e-09
1805,1.7910129201936797e-07,2.842877711017877e-09
1806,2.420601958874613e-07,2.881669125542885e-09
1807,1.6512339584551228e-07,0.0
1808,2.3567169193938753e-07,4.5321479902327155e-09
1809,9.713831161661801e-08,4.518061036407062e-09
1810,1.193464669313471e-07,2.3401267590372754e-09
1811,2.0056614147279106e-08,2.5070767684098882e-09
1812,9.335229123053068e-08,8.00162469616339e-09
1813,2.5881675469463516e-08,5.751483289628823e-09
1814,1.1642705288750221e-07,3.1466771410748606e-09
1815,6.74305908887618e-08,0.0
1816,1.5991466284503986e-07,2.3176038865813098e-09
1817,1.634717108345285e-07,7.784366928831332e-09
1818,1.3351719019283337e-07,1.1921177378582115e-09
1819,2.4842520929269085e-08,4.140420117870747e-09
1820,9.730514705097448e-08,3.5599443393152796e-09
1821,1.0847637099686835e-07,1.97229765852569e-09
1822,1.0727409005539812e-07,0.0
1823,8.499110748516614e-08,0.0
1824,1.381062446625947e-07,2.5263338088166165e-09
1825,1.2327620879659662e-07,0.0
1826,6.077509340229881e-08,2.6423953025656033e-09
1827,9.309445658800541e-08,2.7651818612639545e-09
1828,8.163348041989593e-08,3.6689205562545624e-09
1829,7.715858174606183e-08,8.57317605795771e-10
1830,1.49246758951449e-07,1.0436835840010872e-09
1831,2.1359952029342821e-07,1.5591206103948707e-09
1832,2.0565553882079257e-07,1.3529969367098715e-09
1833,6.370995464521911e-08,6.950177322551099e-09
1834,1.0081293311259287e-07,5.600718555598405e-09
1835,1.187404805591541e-07,3.025235173481633e-09
1836,7.325617445985699e-08,2.0162250202737653e-09
1837,1.0436836106464398e-07,1.3915781860163179e-09
1838,5.302215910774066e-08,3.1560809521380406e-09
1839,1.0207553913232914e-07,7.690622805256453e-09
1840,5.7327198987877637e-08,6.369688665408546e-10
1841,2.0802576727874111e-07,5.1364388298225094e-09
1842,3.957876515414682e-08,0.0
1843,9.923610377882142e-08,1.7720733214154905e-09
1844,6.476502534269457e-08,2.744280691580059e-09
1845,9.263178668561522e-08,1.6740683839167048e-09
1846,8.137757134818457e-08,5.854501106128396e-09
1847,9.384208965457219e-08,4.853901280910122e-09
1848,5.551202875153649e-08,8.045221711050488e-10
1849,1.0306680309213334e-07,8.379414939696517e-10
1850,8.418355434969271e-08,4.073397619208663e-09
1851,6.384944128967618e-08,1.2898877521649865e-09
1852,1.7513367822630244e-07,6.510545436100301e-10
1853,1.1107793085329831e-07,2.388772735173461e-09
1854,5.975014261139222e-08,2.0782657816909023e-09
1855,9.021793090369101e-08,1.0613874223963649e-09
1856,7.403380664072756e-08,1.0354378465748937e-09
1857,8.64027143165913e-08,2.440754598431738e-09
1858,5.627727261980908e-08,7.340513863418607e-09
1859,6.670747154657874e-08,2.5460866748261424e-09
1860,8.467790024724309e-08,9.154367819341758e-10
1861,6.272231445336729e-08,2.82957823838359e-09
1862,6.46072066956549e-08,9.035972525772706e-10
1863,7.841554605647616e-08,1.9978483312144135e-09
1864,8.822299690791624e-08,9.589455896019672e-10
1865,7.530950796308389e-08,2.8241067262513297e-09
1866,5.93604774223877e-08,1.9462451650298362e-09
1867,9.851207494193659e-08,7.76449837758264e-09
1868,7.16281718382561e-08,2.9639245502366407e-09
1869,6.788091866383184e-08,4.395167341186834e-09
1870,9.346499751927695e-08,3.4404292748035914e-09
1871,9.240424247991541e-08,2.1242354542039266e-09
1872,5.624025689598966e-08,6.047339295989218e-10
1873,1.2091729217900138e-07,1.1972008939764578e-09
1874,9.081406204813902e-08,5.3771481711706315e-09
1875,1.0813685946686746e-07,1.7164581422868253e-09
1876,1.0580525611203484e-07,6.04601479992084e-09
1877,6.741449709579683e-08,3.710889595609501e-09
1878,5.072834596830944e-08,3.6234532041490297e-09
1879,7.331190232662266e-08,3.6655952717623563e-09
1880,1.0396910710142038e-07,4.492492378105339e-09
1881,7.181682804002776e-08,6.972507571312292e-10
1882,8.984770261122321e-08,3.3276925659464496e-09
1883,8.467914369703067e-08,5.055470986281563e-09
1884,1.0694748908690599e-07,5.281357573494461e-09
1885,1.0313016929330843e-07,5.156508664505566e-09
1886,1.206797719532915e-07,7.744156649280853e-09
1887,1.0185122079064968e-07,7.181817252011058e-09
1888,1.0525420179874345e-07,8.242799331981132e-09
1889,9.397705014180247e-08,2.506054641582267e-09
1890,8.651790039948537e-08,4.5880705901168994e-09
1891,7.01164211136529e-08,5.099376143569145e-09
1892,1.0280360385195308e-07,6.268512375839919e-10
1893,1.1947328459882556e-07,9.853466598208627e-09
1894,1.5690832810832944e-07,1.0712616793639995e-08
1895,1.3842813473274873e-07,1.1435367097689664e-08
1896,1.0909503345146732e-07,1.2383761072154442e-08
1897,1.4974654050092795e-07,8.740070223112184e-09
1898,8.261198303216588e-08,9.05336783318944e-09
1899,5.417026827103655e-08,4.4220627160029835e-09
1900,8.66905907059845e-08,5.191053142894475e-09
1901,7.824234415920728e-08,3.912117185755903e-09
1902,1.0508007619591808e-07,7.365425824801264e-09
1903,8.262337303222012e-08,4.320176216765503e-09
1904,7.255744094436523e-08,1.9886114088762952e-08
1905,1.0063480004873782e-07,4.128607344888735e-09
1906,8.076369795162464e-08,5.658602808544799e-09
1907,1.1262827115388063e-07,1.0285686746769329e-08
1908,8.152905905944863e-08,8.349361424464519e-09
1909,1.0176819387197611e-07,9.351671881319135e-09
1910,1.0902067515417002e-07,1.12227167559098e-08
1911,6.118430206925041e-08,1.0640748282497725e-08
1912,8.335074141996301e-08,3.1256526811240803e-09
1913,7.901454779357664e-08,2.015136124633443e-08
1914,8.571831955350717e-08,1.004511546165432e-08
1915,1.1309531089409575e-07,9.424609648256421e-09
1916,1.1097336738430386e-07,1.4283700666695154e-08
1917,9.211796481167767e-08,9.869781991689308e-09
1918,9.418828739171659e-08,3.44591288836682e-09
1919,7.550436009751138e-08,7.366278809151083e-09
1920,7.799398815677705e-08,2.1202248845497706e-08
1921,5.9067428281878165e-08,2.4232792050771224e-08
1922,9.22241909506738e-08,1.6969252392140532e-08
1923,8.811237250938575e-08,1.5923922624949682e-08
1924,7.86389122708897e-08,1.933743687398959e-08
1925,7.808706214973427e-08,1.53974488714681e-08
1926,1.1480522488227507e-07,1.5604593950335754e-08
1927,8.473411128306907e-08,2.898798556749682e-08
1928,8.798051709391075e-08,2.6279895037895074e-08
1929,8.912324744869693e-08,4.0105463394723984e-08
1930,9.033099246380516e-08,3.4661892245324566e-08
1931,1.2203732069338002e-07,3.193499953368928e-08
1932,8.87722464426588e-08,4.603005532288762e-08
1933,9.061822936473618e-08,6.882396985652406e-08
1934,9.824896096688462e-08,2.7557634396657704e-08
1935,1.0891138657598276e-07,5.984142159576322e-08
1936,7.1535815493462e-08,4.001155806676593e-08
1937,8.310137644684801e-08,7.051026118531922e-08
1938,7.649476430060531e-08,9.334954054196487e-08
1939,1.1470537941704606e-07,5.505857991749963e-08
1940,1.6736167651743017e-07,4.3108308478423396e-08
1941,1.0625409174735978e-07,7.083606101687678e-08
1942,1.061974117533282e-07,6.37184480734021e-08
1943,8.709705667797607e-08,8.419382169222445e-08
1944,1.124615138792251e-07,4.177142187700156e-08
1945,8.496165548876888e-08,4.1391575500426825e-08
1946,8.07424029858339e-08,2.9234318965620787e-08
1947,9.417487945029279e-08,4.7683484716287694e-08
1948,1.2611390332040173e-07,1.0219574320124991e-07
1949,7.362756093698408e-08,8.737137591197097e-08
1950,7.232046073113452e-08,4.2541447253796605e-08
1951,9.595261474260042e-08,3.518262625679114e-08
1952,1.0439355691005403e-07,4.2179214787552155e-08
1953,8.942276963352924e-08,5.92560516210483e-08
1954,8.502106396690579e-08,8.599831535782698e-08
1955,8.91632723210023e-08,7.039205796033343e-08
1956,8.023449993288523e-08,9.50604464033944e-08
1957,1.0513694803648832e-07,7.24473084301458e-08
1958,8.851300492551673e-08,1.5469094610809364e-07
1959,7.673240531858028e-08,2.8832781406862296e-07
1960,9.412333668024075e-08,3.411970714850554e-07
1961,8.893643865803824e-08,2.3762704026708548e-07
1962,8.688480335194981e-08,3.0948746632120105e-07
1963,7.241979460559378e-08,3.7438449673743435e-07
1964,6.38816644027429e-08,4.496052703473197e-07
1965,1.1710172742596114e-07,5.351658334262765e-07
1966,7.090015685662365e-08,3.3456010939403313e-07
1967,1.0255097748768094e-07,3.4956078920345135e-07
1968,8.354033553814588e-08,2.9284031777265795e-07
1969,7.175977145834622e-08,2.9248921418201235e-07
1970,7.265985857429769e-08,3.3248781727834853e-07
1971,7.656212375195537e-08,3.0470697254258994e-07
1972,7.951727809540898e-08,4.293932818200119e-07
1973,6.340184199871146e-08,3.5780691387543584e-07
1974,4.387946006545462e-08,2.615890957180511e-07
1975,8.681449514824635e-08,3.1755830542934405e-07
1976,5.656391621755574e-08,2.119718458537534e-07
1977,6.581995393162288e-08,1.5044561341159834e-07
1978,5.8811853165252614e-08,2.1089098867221878e-07
1979,6.437170441131457e-08,3.4526643744037244e-07
1980,7.504399235358505e-08,2.6663357965972523e-07
1981,6.958104137311238e-08,2.17598896734561e-07
1982,6.393727147724348e-08,1.8374207022553435e-07
1983,8.525676520321213e-08,2.1219462142951784e-07
1984,7.364740639559386e-08,1.954265851367154e-07
1985,8.181159216746892e-08,1.4016249716419793e-07
1986,6.773768745915731e-08,1.4266875786317357e-07
1987,6.171924837872211e-08,2.3893293310539576e-07
1988,6.056519197272792e-08,1.3132452608699552e-07
1989,7.408964819433095e-08,1.1470175476091526e-07
1990,6.865300150593612e-08,8.172976256881626e-08
1991,7.67851915384199e-08,7.854363409665055e-08
1992,6.06093877308922e-08,1.0028098129666319e-07
1993,5.760775678709251e-08,1.1410767136732503e-07
1994,5.960666982218754e-08,9.494868163928416e-08
1995,5.476675468685244e-08,7.374533078641221e-08
1996,4.750901894112758e-08,6.886138925743523e-08
1997,6.041567246484192e-08,7.336188379003517e-08
1998,7.438281812710557e-08,6.723062218050302e-08
1999,6.078367675854679e-08,8.866190048806288e-08
2000,6.892128823210442e-08,5.389998569693688e-08
2001,6.966126875340706e-08,8.718611715918811e-08
2002,5.301277994362863e-08,5.301278171998547e-08
2003,5.75035379313249e-08,5.4169997210085086e-08
2004,8.104815663045883e-08,7.17980938313989e-08
2005,6.845699118684934e-08,6.170136801486592e-08
