year,en_ADP est_NOUN,en_ADP geste_NOUN
1800,7.671761068195337e-06,3.144164484325529e-09
1801,7.376903607081431e-06,0.0
1802,6.917163801745119e-06,1.5664880947952042e-08
1803,8.140715650029051e-06,0.0
1804,8.216432204832813e-06,0.0
1805,7.650183903029628e-06,5.685755422035754e-09
1806,6.140837092161178e-06,0.0
1807,9.070398920840717e-06,0.0
1808,7.006700907474794e-06,2.2660739951163578e-09
1809,7.99470866130747e-06,0.0
1810,8.880780999032112e-06,9.360507036149102e-09
1811,5.593288370686622e-06,7.521229861140455e-09
1812,8.90047399604299e-06,0.0
1813,7.448170994184267e-06,2.8757416448144113e-09
1814,6.3814613948665055e-06,0.0
1815,7.3337510133608674e-06,3.236668177919455e-08
1816,7.261053015739094e-06,0.0
1817,7.558620296110874e-06,1.8682481339737933e-08
1818,6.324184543160527e-06,0.0
1819,6.584303017476145e-06,9.315945015409e-09
1820,5.691164250087866e-06,2.3732962262101864e-09
1821,6.425745994853571e-06,1.97229765852569e-09
1822,6.3612530709633575e-06,2.0051231786055723e-09
1823,5.118243690205304e-06,1.9765373782121287e-09
1824,6.258571062289775e-06,2.863178316658832e-08
1825,6.044936586846461e-06,2.641632912414593e-09
1826,5.6776266390556884e-06,0.0
1827,6.2308767585506075e-06,0.0
1828,6.092242679223148e-06,6.420610987323272e-09
1829,6.360439297914411e-06,6.001223074036943e-09
1830,6.376906505067836e-06,1.461157062010443e-08
1831,5.584769975364168e-06,3.1182412207897414e-09
1832,6.410499479692078e-06,1.0823975493678972e-08
1833,6.1983998165260346e-06,0.0
1834,6.069311909051578e-06,1.120143711119681e-08
1835,5.575508595256906e-06,2.2689263801112247e-09
1836,5.732127556612454e-06,8.064900081095061e-09
1837,5.791052836379151e-06,1.3915781860163179e-09
1838,5.3583940471391145e-06,3.1560809521380406e-09
1839,6.016164573630078e-06,2.0974426639952526e-09
1840,5.924447250116316e-06,3.821813254756279e-09
1841,6.1033734368720616e-06,6.420548537278137e-10
1842,5.7899037875230874e-06,1.341653010911159e-09
1843,5.697215518463139e-06,1.0041748654820992e-08
1844,5.5900995432622835e-06,2.195424508855126e-09
1845,5.5199613924195035e-06,2.790113973194508e-09
1846,6.106244716086451e-06,9.367202569166011e-09
1847,5.266482881793877e-06,3.775256551818984e-09
1848,5.960704608121148e-06,8.045221711050488e-10
1849,5.6921367361795205e-06,2.513824481908955e-09
1850,5.484830118973605e-06,9.504594444820214e-09
1851,5.522009659308935e-06,1.0319102239364497e-08
1852,5.548286861944973e-06,7.812654301275757e-09
1853,5.751567631051557e-06,7.166318427564988e-09
1854,5.859150829401472e-06,3.6369652289813814e-09
1855,5.671523567229997e-06,2.653468555990912e-09
1856,5.3594262636735834e-06,0.0
1857,5.472171627829425e-06,5.857810791987106e-09
1858,5.095295311008385e-06,1.1255455178993401e-08
1859,5.1512426244570975e-06,4.582956014687056e-09
1860,5.508640911422447e-06,3.204028736769615e-09
1861,5.627559509502333e-06,8.488734437595014e-09
1862,5.425197764807876e-06,4.517986429419807e-09
1863,5.027585551431457e-06,1.2986014041871385e-08
1864,5.589214267409659e-06,4.315255153208852e-09
1865,5.540426435857171e-06,1.4120533076145136e-09
1866,5.330279148729744e-06,6.811858133115578e-09
1867,5.2211399470536435e-06,6.308654931785895e-09
1868,5.38989651488464e-06,9.38576083520104e-09
1869,5.617023622228601e-06,4.395167119142229e-09
1870,5.319477018872476e-06,2.2936195165357276e-09
1871,5.048245764971426e-06,5.3105884134652115e-09
1872,5.227924735340395e-06,5.442605366390296e-09
1873,4.991130389875309e-06,1.6162212346237936e-08
1874,4.672741666489344e-06,7.766991716451344e-09
1875,5.210022460566677e-06,1.2015206996007777e-08
1876,5.2817985238817755e-06,3.627608879952504e-09
1877,5.211944323235684e-06,1.8554447978047506e-09
1878,4.8650896449231595e-06,1.630553925213718e-08
1879,5.131833077598458e-06,3.6655952717623563e-09
1880,4.717758740113709e-06,1.0910339076630748e-08
1881,4.736424620510604e-06,4.183504487276224e-09
1882,4.91899516585903e-06,7.320923867126794e-09
1883,4.8564117527405415e-06,3.791603475633565e-09
1884,4.786890647423547e-06,6.601696966868076e-09
1885,4.875478878840767e-06,1.031301727349998e-08
1886,4.712319532362841e-06,1.613365985253523e-08
1887,5.174825525422477e-06,5.876032105334161e-09
1888,4.497398049529977e-06,6.974675947901687e-09
1889,4.858613501745879e-06,1.4409814452776004e-08
1890,4.7329226937620206e-06,1.1797895549392479e-08
1891,4.712460902389637e-06,1.211101796627645e-08
1892,4.50580691691016e-06,1.8805537127519756e-08
1893,4.921806298074927e-06,1.539604177480669e-08
1894,4.642343785832281e-06,1.3233232287745977e-08
1895,4.897346453702767e-06,1.2037229435435393e-08
1896,4.4752554897442565e-06,1.769108692872834e-08
1897,4.73303922010615e-06,1.7480140446224368e-08
1898,4.388619922579551e-06,8.487532565659706e-09
1899,4.736028992979868e-06,4.4220627160029835e-09
1900,4.962646733996934e-06,1.09012117111007e-08
1901,4.8560552032839155e-06,1.0618603996093157e-08
1902,4.2390480881060455e-06,2.8479646030366013e-08
1903,4.621508345348246e-06,1.2420506623200822e-08
1904,4.565206716655723e-06,1.827372475560196e-08
1905,4.791248484181665e-06,2.064303700199943e-08
1906,4.820615213674273e-06,2.3148830408104004e-08
1907,4.524673601125073e-06,2.7257069545871815e-08
1908,4.7669944498451855e-06,2.0627834551589785e-08
1909,4.7968574543588716e-06,3.2455802212449925e-08
1910,4.612536607329076e-06,2.8858413880783473e-08
1911,4.561156687232781e-06,2.500575868591426e-08
1912,4.401440031109871e-06,1.8753916974922902e-08
1913,4.528753253740803e-06,1.2196876397752021e-08
1914,4.249083924712238e-06,2.1429579888376793e-08
1915,4.6357298015831105e-06,3.6520361512693e-08
1916,5.232229590035331e-06,3.625862632361532e-08
1917,4.314191190957217e-06,3.070598941778968e-08
1918,4.403876536329676e-06,5.283732917860107e-08
1919,4.655487995552932e-06,2.301962137574165e-08
1920,4.658436853599568e-06,2.1202248845497706e-08
1921,4.486095793510003e-06,2.5747341647619493e-08
1922,4.228294765873386e-06,1.3280283872596499e-08
1923,4.1805603165911975e-06,4.777176787484905e-08
1924,4.104693288375927e-06,3.093989942026809e-08
1925,4.416868421230902e-06,1.9796720707176974e-08
1926,4.297950926712701e-06,3.0094573277850145e-08
1927,4.115178949604115e-06,4.1252132376712325e-08
1928,4.025394548357042e-06,2.170947865920425e-08
1929,4.118608060821316e-06,1.3368487650211591e-08
1930,4.08695235520895e-06,2.4158287814657342e-08
1931,3.86185376566317e-06,2.3951248095954725e-08
1932,3.820494512751793e-06,1.972716578979572e-08
1933,3.950495961024814e-06,1.491186085722518e-08
1934,3.830511154490068e-06,1.5576054224197833e-08
1935,3.713758630397024e-06,1.795242621227544e-08
1936,4.008430535940022e-06,3.15242587589637e-08
1937,3.661497106399736e-06,3.021868266728234e-08
1938,3.909012079361673e-06,4.537825049055755e-08
1939,3.8097480210552703e-06,2.141167065872196e-08
1940,3.806210138179722e-06,3.0429394115571995e-08
1941,3.7808747297418677e-06,2.3612020783048138e-08
1942,4.263067594934e-06,2.4273694165799498e-08
1943,4.349046251128641e-06,2.6129116648121453e-08
1944,4.373146559544239e-06,3.534504600111177e-08
1945,3.7862400112942396e-06,2.6142048081823077e-08
1946,4.15962590949448e-06,3.201854070766785e-08
1947,4.011373199830359e-06,3.218635202806297e-08
1948,3.991069966957639e-06,4.566192757238241e-08
1949,3.978833490236866e-06,3.6322929886090094e-08
1950,4.0308021027612995e-06,2.765194051512765e-08
1951,3.98309958882237e-06,4.797630737130021e-08
1952,3.7286426106675208e-06,6.432330224015459e-08
1953,3.625392933415128e-06,3.663101466599983e-08
1954,4.026284756264431e-06,4.788542695699505e-08
1955,3.903474350863689e-06,3.754243138587299e-08
1956,3.890501290015891e-06,1.5698054411927842e-08
1957,3.7363373621701612e-06,2.47381048978923e-08
1958,3.7771062579849968e-06,3.722509589465517e-08
1959,3.735860502729338e-06,4.5729411368711226e-08
1960,3.9144234165178204e-06,3.598833281381886e-08
1961,4.204331219170854e-06,3.8214875874853504e-08
1962,3.772195725559868e-06,3.297817485758969e-08
1963,3.3849789247142326e-06,4.396916053472921e-08
1964,3.6838428343344276e-06,3.2853430032009356e-08
1965,3.7620298769525107e-06,3.9398712403659886e-08
1966,3.640279899741472e-06,3.046491126035278e-08
1967,3.737687507054943e-06,3.599144882127092e-08
1968,3.673978227425323e-06,2.9194202333382435e-08
1969,3.4626360587708405e-06,2.997560150097556e-08
1970,3.280730368260265e-06,4.598725178439622e-08
1971,3.316321759427865e-06,4.675941800424965e-08
1972,3.462336053416948e-06,3.693705741270037e-08
1973,2.913728124553927e-06,6.11965604857545e-08
1974,2.9500497404910675e-06,3.8816443503897347e-08
1975,2.9174241547025304e-06,5.5401359055906596e-08
1976,2.9019003520147635e-06,6.227743998277191e-08
1977,3.2968746737083165e-06,6.170621241752272e-08
1978,3.211483743825738e-06,5.762373656015285e-08
1979,3.0992050028544327e-06,5.266776037515797e-08
1980,3.1404771476672977e-06,4.548120374758824e-08
1981,2.8989994333983304e-06,5.69299452024552e-08
1982,2.8678660086711716e-06,7.386927680652633e-08
1983,2.723164325146854e-06,5.55747827757358e-08
1984,2.885586564360665e-06,4.407246534388065e-08
1985,2.5487919721456365e-06,5.7147802379198254e-08
1986,2.792830706255245e-06,6.953603232107142e-08
1987,2.7834771714196904e-06,6.294141247087381e-08
1988,2.6936519326170583e-06,7.495692233572271e-08
1989,2.6463725291137052e-06,4.390497565509577e-08
1990,2.7243254692166374e-06,9.426166475146047e-08
1991,2.716789087031657e-06,6.740685282169423e-08
1992,2.4932496653917724e-06,6.060938623209111e-08
1993,2.54914313302379e-06,8.308811416668505e-08
1994,2.402201527473835e-06,6.013416231631652e-08
1995,2.417870845761172e-06,6.83228821851678e-08
1996,2.4838143986016803e-06,5.8719012985264385e-08
1997,2.2353797124452512e-06,8.007473539795029e-08
1998,2.324939849529528e-06,8.439588905506668e-08
1999,2.3975276057797146e-06,6.626791587693859e-08
2000,2.3782263447458263e-06,7.289751613459572e-08
2001,2.287430604042129e-06,8.718611441138613e-08
2002,2.1941157584137727e-06,7.18520342668505e-08
2003,2.175133850812472e-06,7.208776370282166e-08
2004,2.132800023701975e-06,8.060768091899817e-08
2005,2.1460365919878654e-06,5.989986906485001e-08
2006,2.172598620120425e-06,1.1530092008937842e-07
2007,2.1414405502184763e-06,7.269952617683373e-08
2008,2.04867996345115e-06,7.663391654588736e-08
2009,2.032680459507219e-06,8.10592728495152e-08
2010,1.8980200522378254e-06,9.069682438411775e-08
2011,1.6760469261356548e-06,9.598169764535314e-08
2012,1.7279987019058751e-06,8.272334195424946e-08
2013,1.6461416036950283e-06,8.534722351072332e-08
2014,1.7760981405601228e-06,9.354722903254231e-08
2015,1.8694596310153688e-06,8.422986459699633e-08
2016,2.1328587820335088e-06,8.368213999521146e-08
2017,1.4927638159467627e-06,9.936664452370181e-08
2018,1.5705643777730316e-06,8.234878806634427e-08
2019,1.6780397726345875e-06,8.18867051388672e-08
