year,bon_ADJ arrêt_NOUN,bon_ADJ jarret_NOUN
1800,6.288328968651058e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,1.1330369975581789e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,0.0,0.0
1811,1.0028307073639553e-08,1.0028307073639553e-08
1812,2.6672082320544632e-09,0.0
1813,1.7254449646841863e-08,0.0
1814,1.8880063290538374e-08,0.0
1815,0.0,0.0
1816,9.270415546325239e-09,0.0
1817,1.8682481339737933e-08,0.0
1818,2.1458118837358597e-08,0.0
1819,9.315945348475907e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,2.1695274909916407e-08,0.0
1822,6.015369535816717e-09,0.0
1823,1.9765373782121287e-09,0.0
1824,8.421112696055388e-09,0.0
1825,2.641632912414593e-09,0.0
1826,7.0463874735082754e-09,0.0
1827,3.3182182335167454e-08,0.0
1828,7.337841001486822e-09,9.172301251858528e-10
1829,2.143294031142773e-08,0.0
1830,1.5655253093882493e-08,1.0436835840010872e-09
1831,7.795603274018958e-09,0.0
1832,3.6530916958099624e-08,0.0
1833,6.950177322551099e-09,0.0
1834,1.9602515166639023e-08,9.334530925997342e-10
1835,2.2689263801112247e-08,7.563087933704082e-10
1836,4.704525213838906e-09,6.720750067579218e-10
1837,6.262101948095733e-09,6.957890930081589e-10
1838,3.787297142565649e-09,3.787297142565649e-09
1839,4.894032734625853e-09,1.3982950353153e-09
1840,3.1848443882154243e-09,0.0
1841,1.6051371787284552e-08,6.420548537278137e-10
1842,9.391571076378114e-09,4.695785538189057e-09
1843,8.860366662588604e-09,5.906911071384968e-10
1844,8.232841963717874e-09,1.0977122322231025e-08
1845,2.2320911785556063e-09,3.348136878855712e-09
1846,1.3465353276842507e-08,1.1123552745573306e-08
1847,3.775256551818984e-09,4.314578916364553e-09
1848,3.218088684420195e-09,8.045221711050488e-10
1849,9.217356655710773e-09,0.0
1850,1.1541293254424545e-08,2.7155984128057753e-09
1851,1.9348316282474798e-09,3.2247193804124663e-09
1852,7.161600201754936e-09,7.812654523320361e-09
1853,5.971931837933653e-09,1.1943863675867306e-09
1854,2.0782657816909023e-09,2.0782657816909023e-09
1855,8.491099379170919e-09,7.960405667972736e-09
1856,3.1063134287023786e-09,6.73034605824796e-09
1857,1.0251168802710708e-08,3.905207268672939e-09
1858,6.8511463169329545e-09,3.4255731584664773e-09
1859,1.6804172275897145e-08,8.147477359443656e-09
1860,5.034902272882391e-09,6.408057640072684e-09
1861,8.960331143725853e-09,6.13075279431996e-09
1862,1.3102160245637151e-08,4.517986429419807e-09
1863,4.495158911765884e-09,9.989241656072068e-10
1864,4.315255264231155e-09,5.753673537611803e-09
1865,5.6482134525026595e-09,1.882737743486018e-09
1866,7.298419202328432e-09,3.4059290943133647e-09
1867,5.338092634588065e-09,9.7056229719783e-10
1868,1.5807597342210045e-08,9.385760613156435e-09
1869,1.12320943657096e-08,3.906815315701806e-09
1870,7.454262984651905e-09,6.307453670473251e-09
1871,3.18635318130589e-09,8.496941816815706e-09
1872,1.0885210843802895e-08,0.0
1873,8.979006871356887e-09,0.0
1874,1.0156835372754358e-08,8.364453130127458e-09
1875,9.7265964171811e-09,5.721527140956084e-10
1876,9.069021977836655e-09,0.0
1877,1.1751150275074451e-08,6.184816214727107e-09
1878,6.039088784604019e-09,5.435179861734696e-09
1879,3.665595160740054e-09,6.10932526790009e-10
1880,7.701415727368044e-09,1.9253538763308597e-09
1881,1.324776466304911e-08,2.7890030285249168e-09
1882,2.6621540527571597e-09,1.3310770263785798e-09
1883,1.8958017378167824e-09,0.0
1884,7.2618666635548834e-09,5.941527270181268e-09
1885,3.2228177904158883e-09,1.0957580620640783e-08
1886,3.2267319927115068e-09,4.5174246565693466e-09
1887,1.3710741875172516e-08,1.3057849246322917e-09
1888,6.340614699951175e-09,6.340614699951175e-10
1889,1.8795409673089125e-09,3.132568426877924e-09
1890,6.554386366985909e-09,1.9663159989136147e-09
1891,1.211101796627645e-08,6.374220040683554e-10
1892,1.8805537127519756e-09,1.8805537127519756e-09
1893,0.0,1.2316833108982905e-09
1894,3.780923574225881e-09,1.8904617871129403e-09
1895,1.2639090662958097e-08,6.018614495673091e-10
1896,7.076434938024789e-09,1.7691086373616827e-09
1897,3.4960281336537946e-09,1.7480140668268973e-09
1898,5.6583546736987955e-09,1.6975064687230201e-09
1899,3.3165470370022376e-09,2.2110313580014918e-09
1900,2.180242253402298e-08,1.5573159428683425e-09
1901,8.38310842965484e-09,5.588738916095792e-10
1902,6.38336894454028e-09,3.437198747846537e-09
1903,3.7801539676252105e-09,5.400220270956879e-10
1904,1.5586413049106795e-08,2.1498500757388683e-09
1905,7.741138396966107e-09,1.5482277682110634e-09
1906,9.259532418592897e-09,3.0865106026567446e-09
1907,7.199980611716228e-09,0.0
1908,6.384805573134145e-09,2.9468334439286537e-09
1909,2.2003934230241384e-09,2.2003934230241384e-09
1910,3.740905363258662e-09,8.550641084070776e-09
