year,en_ADP art_NOUN,en_ADP jarre_NOUN
1891,7.272985200756921e-07,5.099376032546843e-09
1892,8.07384399337252e-07,6.268512375839919e-10
1893,8.917387077644889e-07,4.310891643655168e-09
1894,8.86626551732661e-07,5.041231432301174e-09
1895,8.925605605725195e-07,6.018614495673091e-10
1896,1.0325697559210312e-06,5.307326134129653e-09
1897,1.0447297391635857e-06,0.0
1898,1.0603756770422024e-06,3.3950129374460403e-09
1899,9.557183062725016e-07,1.2160672469008205e-08
1900,1.077143508609879e-06,4.15284251431558e-09
1901,9.802648186507668e-07,3.353243460679778e-09
1902,1.0051350756157262e-06,1.4730852093691738e-09
1903,1.1864283351314953e-06,1.6200660812870638e-09
1904,1.1963915405033276e-06,5.374625189347171e-10
1905,1.253032266390619e-06,3.096455536422127e-09
1906,1.1188601689582356e-06,3.600929110447737e-09
1907,1.1509683268684512e-06,2.057137349353866e-09
1908,1.2754877047882474e-06,9.822778146428846e-09
1909,1.3389394126761545e-06,4.950885035270858e-09
1910,1.2344987538881469e-06,9.085056262847502e-09
1911,1.2891266258918677e-06,5.852411444351446e-09
1912,1.4065436957366728e-06,2.6047106693738442e-09
1913,1.456200919847106e-06,1.484837142129436e-08
1914,1.4284154019605921e-06,2.8126324380650658e-08
1915,8.281875860660648e-07,2.3561523843085297e-09
1916,1.1295111193021512e-06,2.197492410260793e-09
1917,1.1646342876758808e-06,3.289927441585405e-09
1918,1.202623650442547e-06,5.743188147278033e-09
1919,1.480621982352659e-06,1.6574126959767455e-08
1920,1.7787172410521634e-06,9.843901693784574e-09
1921,1.535753170855969e-06,4.543648568500203e-09
1922,1.690285010624848e-06,7.377935484775833e-10
1923,1.5531132007140513e-06,6.369568872344189e-09
1924,1.5805131141632955e-06,2.5783249313349188e-08
1925,1.452859351047664e-06,3.299453510408057e-08
1926,1.4512271810929178e-06,5.57306911730393e-09
1927,1.5765004022227913e-06,8.919379901328739e-09
1928,1.5619398716637534e-06,1.1426041224282812e-09
1929,1.3279364559082296e-06,0.0
1930,1.3287059026367842e-06,1.05036033204442e-08
1931,1.2374812570215e-06,3.4216069977333063e-09
1932,1.0203328280056212e-06,1.0959536611565568e-09
1933,1.2457138822696834e-06,1.605892663292252e-08
1934,1.0028582657639618e-06,1.0783422155213884e-08
1935,1.18845058949546e-06,3.590485242455088e-09
1936,1.0851619407503676e-06,6.0623572828433225e-09
1937,1.1344597474760576e-06,1.6368453259474336e-08
1938,1.1318632360257652e-06,0.0
1939,9.925838426738665e-07,1.070583532936098e-08
1940,9.357038877055857e-07,2.2822046474857416e-08
1941,1.4167212469828883e-06,1.1806010391524069e-08
1942,1.225821534944771e-06,2.730790527039062e-08
1943,1.1903264542922898e-06,5.806470415592457e-09
1944,1.1374679331765947e-06,3.2131861615880553e-09
1945,1.4225631375097691e-06,2.178504043826024e-09
1946,1.3238969991391514e-06,1.3921104269343232e-09
1947,1.391165618258583e-06,5.960435700558264e-09
1948,1.3133240273077718e-06,4.348755133776194e-09
1949,1.2585404540743639e-06,8.835307596655184e-09
1950,1.1039505167786956e-06,1.1698897850465073e-08
1951,1.1610266525963198e-06,1.3859822622919182e-08
1952,1.1198581582050338e-06,6.326882129314981e-09
1953,1.0515255262077972e-06,5.386913581872932e-09
1954,1.300724580488577e-06,7.818028890937967e-09
1955,1.2773812763100523e-06,9.385607846468247e-10
1956,1.3317183018557444e-06,2.616342476002842e-09
1957,1.03369938386777e-06,8.835037590415595e-09
1958,1.0174859284006743e-06,6.617794756635931e-09
1959,1.1137824067475321e-06,6.200598257066758e-09
1960,1.0035208433123444e-06,6.920833239831836e-09
1961,1.0102623697605395e-06,1.250668635321972e-08
1962,1.0527647802405227e-06,3.107558654846798e-08
1963,1.2725192561902077e-06,2.2631185814248056e-08
1964,1.0665196583659053e-06,1.2167936880302932e-08
1965,1.329159285745618e-06,4.924839203113152e-09
1966,1.118893070639615e-06,1.0524241922382771e-08
1967,1.0669246464090065e-06,7.395503320850594e-09
1968,1.8221673983020992e-06,5.3896989093971115e-09
1969,1.1640525485745457e-06,6.8126366770115965e-09
1970,1.3313308500073617e-06,4.598724956395017e-09
1971,1.4998982180713938e-06,3.083038491169532e-09
1972,1.1804468265097512e-06,1.1799337507056862e-08
1973,1.2057376821417165e-06,1.268036875501366e-08
1974,9.659106261494799e-07,1.2376257352286757e-08
1975,1.1057425517435604e-06,1.1422960355389478e-08
1976,1.086712789089006e-06,1.542652228181396e-08
1977,1.1935744268498638e-06,1.4104276857551667e-08
1978,1.2011875334394517e-06,2.257424647211792e-08
1979,1.1095341534428371e-06,2.2822696621460636e-08
1980,1.4355005859556513e-06,1.0801786132219604e-08
1981,1.0557342129402514e-06,2.0874313833019187e-08
1982,1.0844506803664444e-06,2.0484757001781873e-08
1983,1.2851667960944724e-06,1.5788289786655696e-08
1984,1.1731394771175019e-06,3.015484395518797e-08
1985,1.1537839981201614e-06,1.7445119127046382e-08
1986,1.330775774022186e-06,1.1988970705090196e-08
1987,1.3517126618012298e-06,1.8943532964499354e-08
1988,1.2676715250847792e-06,2.6984492862425213e-08
1989,1.3648960042189628e-06,2.030605195102453e-08
1990,1.3212978799970188e-06,3.868542108875772e-08
1991,1.3698244174520369e-06,1.1136783939491579e-08
1992,1.3493852826229613e-06,2.5345743281945943e-08
1993,1.5487623485910262e-06,3.655877023334142e-08
1994,1.4384725339766646e-06,2.953958855300698e-08
1995,1.3306693880110743e-06,1.4098372247417501e-08
1996,1.4834557653387037e-06,4.2704737523990843e-08
1997,1.4499760467856504e-06,1.006927874414032e-08
1998,1.420425721931906e-06,6.198567881199324e-09
1999,1.4492107993646641e-06,1.7823785114501334e-08
2000,1.4049340499866503e-06,1.5463109903635086e-08
2001,1.5636544645758477e-06,1.9715452381774412e-08
2002,1.7196294628263331e-06,1.4896152755738967e-08
2003,1.5580125136693823e-06,1.583430631058036e-08
2004,1.553569848766756e-06,3.303593487657963e-08
2005,1.5398320449833136e-06,2.567137258324692e-08
2006,1.6945116705358032e-06,1.7706927479821388e-08
2007,1.7495819939483681e-06,9.18730247434496e-09
2008,1.8762536164729227e-06,1.575252639440805e-08
2009,1.4280737055116788e-06,1.907277002999308e-08
2010,1.3184106713026722e-06,5.196172381261022e-09
2011,1.4022505183675094e-06,8.030340836739924e-09
2012,1.1901267917835412e-06,6.127654827992046e-09
2013,1.1544188609491357e-06,4.183687618564136e-09
2014,1.065832080371365e-06,4.114345752981308e-09
2015,1.3982158009184786e-06,5.098123256885856e-09
2016,1.0690185696660137e-06,4.349814286541687e-09
2017,1.122214264626109e-06,8.049956257139002e-09
2018,1.205803044967979e-06,9.29327992338358e-09
2019,1.2114640455251902e-06,1.2499840273960672e-08
