year,en_ADP arts_NOUN,en_ADP jarre_NOUN
1800,5.345079756580162e-08,0.0
1801,6.42919282256571e-08,0.0
1802,9.398928568771225e-08,0.0
1803,7.80135707145746e-08,0.0
1804,6.921182560404304e-08,0.0
1805,2.558589917711629e-08,0.0
1806,4.8988375134229045e-08,0.0
1807,4.27043254092041e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,1.581321384946932e-08,0.0
1810,5.616304221689461e-08,1.1700633351097167e-08
1811,3.7606150637969904e-08,0.0
1812,5.06769564090348e-08,0.0
1813,4.3136123117903935e-08,5.751483289628823e-09
1814,9.440030979135372e-09,0.0
1815,2.6972236000233352e-08,0.0
1816,8.57513455798653e-08,0.0
1817,2.1796228488746294e-08,0.0
1818,4.4108355412575406e-08,0.0
1819,9.212434237682032e-08,1.035105001712111e-09
1820,3.44127952800477e-08,0.0
1821,7.001656854299654e-08,0.0
1822,3.308453244699194e-08,0.0
1823,6.32491954366543e-08,1.9765373782121287e-09
1824,3.1158117863583357e-08,5.894778887238772e-09
1825,4.3146671568905504e-08,0.0
1826,8.807984186454121e-08,0.0
1827,3.686909327837995e-08,3.6869092223668076e-09
1828,3.3937512911030865e-08,0.0
1829,3.686465693819585e-08,0.0
1830,3.131050774207722e-08,0.0
1831,3.741889442743229e-08,0.0
1832,5.276688019861808e-08,0.0
1833,4.51761508202253e-08,0.0
1834,2.4269779741459274e-08,0.0
1835,3.932805725526123e-08,0.0
1836,6.922372786100084e-08,6.720750067579218e-10
1837,3.89641890974346e-08,0.0
1838,4.102905393210676e-08,0.0
1839,2.8665047335785232e-08,0.0
1840,5.8601136720959346e-08,0.0
1841,3.2102741354123054e-08,0.0
1842,4.9641161403712886e-08,6.708265054555795e-10
1843,4.075768533784441e-08,0.0
1844,5.1592476069117765e-08,1.097712254427563e-09
1845,1.3392547348889394e-08,0.0
1846,3.981060747726417e-08,1.8148954339380907e-08
1847,1.5101026207275936e-08,0.0
1848,2.735375304041554e-08,0.0
1849,3.26797175986826e-08,0.0
1850,3.6660578572877967e-08,0.0
1851,2.3217978650791338e-08,0.0
1852,4.9480144648228475e-08,6.510545436100301e-10
1853,2.926246556178569e-08,0.0
1854,4.0006617019194834e-08,0.0
1855,1.0083180512765466e-08,1.5920811335945473e-09
1856,2.0708756043319454e-08,1.0354378465748937e-09
1857,1.3668224996266076e-08,2.9289055625270066e-09
1858,4.8447393652395476e-08,1.468102750479261e-09
1859,3.5645212559387573e-08,2.5460866748261424e-09
1860,3.249800525906288e-08,9.154367819341758e-10
1861,3.301174633651982e-08,9.431927461278633e-10
1862,5.0149648683772696e-08,4.517986262886353e-10
1863,3.9457503930862003e-08,4.994620828036034e-10
1864,1.726102105692462e-08,0.0
1865,3.4830647810402127e-08,0.0
1866,2.7733993435141713e-08,2.919367858567057e-09
1867,1.5043715606566366e-08,1.94112459439566e-09
1868,1.778354707937524e-08,0.0
1869,1.12320943657096e-08,4.883519144627257e-10
1870,2.5803219116937726e-08,0.0
1871,1.1683294776076991e-08,2.1242354542039266e-09
1872,1.8746751706544273e-08,0.0
1873,5.566984079274917e-08,3.591602570907071e-09
1874,2.031367180022059e-08,0.0
1875,1.3731665304828056e-08,0.0
1876,6.16693476285235e-08,0.0
1877,2.1028374708187414e-08,0.0
1878,2.5364172762110115e-08,1.2078177347163432e-09
1879,1.7717042943843353e-08,0.0
1880,2.7596738449986447e-08,1.9253538763308597e-09
1881,1.2550513517339823e-08,1.3945015142624584e-09
1882,2.5290463057103807e-08,5.324308105514319e-09
1883,2.7805092117638708e-08,5.687405213450347e-09
1884,1.914492120391742e-08,1.9805090900604227e-09
1885,3.931837805337679e-08,0.0
1886,4.130216729736347e-08,0.0
1887,4.178511875396751e-08,9.793386546164129e-09
1888,2.1558089979833994e-08,5.07249175996094e-09
1889,2.6940088715399213e-08,5.012109394186837e-09
1890,4.194807196045147e-08,5.243509182406569e-09
1891,5.0993758771156195e-08,5.099376032546843e-09
1892,4.701384459515623e-08,6.268512375839919e-10
1893,2.5249507429325746e-08,4.310891643655168e-09
1894,2.9617235108858608e-08,5.041231432301174e-09
1895,4.6343330728504384e-08,6.018614495673091e-10
1896,5.071444997284402e-08,5.307326134129653e-09
1897,2.4472196047398143e-08,0.0
1898,3.734514275599565e-08,3.3950129374460403e-09
1899,3.59292577911674e-08,1.2160672469008205e-08
1900,3.9971108201086736e-08,4.15284251431558e-09
1901,3.297355899434251e-08,3.353243460679778e-09
1902,3.731815834129293e-08,1.4730852093691738e-09
1903,4.104167294904926e-08,1.6200660812870638e-09
1904,5.159640092955442e-08,5.374625189347171e-10
1905,2.3223415412942927e-08,3.096455536422127e-09
1906,5.452835516450705e-08,3.600929110447737e-09
1907,2.2114226339020604e-08,2.057137349353866e-09
1908,5.549869519505535e-08,9.822778146428846e-09
1909,3.6306490647231016e-08,4.950885035270858e-09
1910,3.42025641142385e-08,9.085056262847502e-09
1911,5.32037401912433e-08,5.852411444351446e-09
1912,6.355493675780366e-08,2.6047106693738442e-09
1913,2.0681660051202755e-08,1.484837142129436e-08
1914,5.0895253012051e-08,2.8126324380650658e-08
1915,1.8849218963445935e-08,2.3561523843085297e-09
1916,4.944358011904626e-08,2.197492410260793e-09
1917,3.728584374584898e-08,3.289927441585405e-09
1918,6.776962369059447e-08,5.743188147278033e-09
1919,2.1178050757519884e-08,1.6574126959767455e-08
1920,4.46761680983343e-08,9.843901693784574e-09
1921,4.240738515903786e-08,4.543648568500203e-09
1922,3.32007097370024e-08,7.377935484775833e-10
1923,3.6094222277682775e-08,6.369568872344189e-09
1924,2.707241186783449e-08,2.5783249313349188e-08
1925,3.849362140151413e-08,3.299453510408057e-08
1926,3.566764272822098e-08,5.57306911730393e-09
1927,4.682674314970825e-08,8.919379901328739e-09
1928,3.8848539829494655e-08,1.1426041224282812e-09
1929,3.3421218015305953e-08,0.0
1930,5.566909955234678e-08,1.05036033204442e-08
1931,2.3951248984133144e-08,3.4216069977333063e-09
1932,4.7126008873021874e-08,1.0959536611565568e-09
1933,5.850037565480193e-08,1.605892663292252e-08
1934,5.990790441501304e-08,1.0783422155213884e-08
1935,6.582556189016486e-08,3.590485242455088e-09
1936,5.698615890281644e-08,6.0623572828433225e-09
1937,5.791914281516597e-08,1.6368453259474336e-08
1938,3.889564470505036e-08,0.0
1939,3.8235125288110794e-08,1.070583532936098e-08
1940,3.803674530900025e-08,2.2822046474857416e-08
1941,7.378756183840096e-08,1.1806010391524069e-08
1942,5.158160121254696e-08,2.730790527039062e-08
1943,2.6129116870166058e-08,5.806470415592457e-09
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,4.315542145860718e-08,1.3921104269343232e-09
1947,3.457052732969146e-08,5.960435700558264e-09
1948,2.3918153901902883e-08,4.348755133776194e-09
1949,5.203014352694879e-08,8.835307596655184e-09
1950,1.0103593162114066e-07,1.1698897850465073e-08
1951,5.01085888338082e-08,1.3859822622919182e-08
1952,3.796129288691219e-08,6.326882129314981e-09
1953,5.279175385730639e-08,5.386913581872932e-09
1954,3.811289239763482e-08,7.818028890937967e-09
1955,3.566531070475776e-08,9.385607846468247e-10
1956,3.7500909488841216e-08,2.616342476002842e-09
1957,3.003912851795576e-08,8.835037590415595e-09
1958,4.880623505343351e-08,6.617794756635931e-09
1959,4.960478516835565e-08,6.200598257066758e-09
1960,7.543708591128961e-08,6.920833239831836e-09
1961,4.446822099435366e-08,1.250668635321972e-08
1962,5.77118033362467e-08,3.107558654846798e-08
1963,8.082566393952106e-08,2.2631185814248056e-08
1964,7.848319272252269e-08,1.2167936880302932e-08
1965,7.058936013493167e-08,4.924839203113152e-09
1966,6.979234279391733e-08,1.0524241922382771e-08
1967,7.543413310662217e-08,7.395503320850594e-09
1968,7.051523109868896e-08,5.3896989093971115e-09
1969,1.2626086995370933e-07,6.8126366770115965e-09
1970,1.3106366436588246e-07,4.598724956395017e-09
1971,1.3051529534902073e-07,3.083038491169532e-09
1972,1.1132418914483466e-07,1.1799337507056862e-08
1973,1.334195335322974e-07,1.268036875501366e-08
1974,1.5020276666888321e-07,1.2376257352286757e-08
1975,1.1765649432504688e-07,1.1422960355389478e-08
1976,1.2512623959182179e-07,1.542652228181396e-08
1977,1.569100801512846e-07,1.4104276857551667e-08
1978,1.657425026113657e-07,2.257424647211792e-08
1979,2.0598946381955585e-07,2.2822696621460636e-08
1980,2.0523393451377103e-07,1.0801786132219604e-08
1981,1.5371085165805098e-07,2.0874313833019187e-08
1982,3.1720337467788795e-07,2.0484757001781873e-08
1983,2.1408921646592916e-07,1.5788289786655696e-08
1984,2.696539020963229e-07,3.015484395518797e-08
1985,3.326603521536242e-07,1.7445119127046382e-08
1986,4.5797868297725586e-07,1.1988970705090196e-08
1987,2.7804215485538464e-07,1.8943532964499354e-08
1988,4.17360150439805e-07,2.6984492862425213e-08
1989,3.605696310415851e-07,2.030605195102453e-08
1990,3.639698877844211e-07,3.868542108875772e-08
1991,4.185086017738371e-07,1.1136783939491579e-08
1992,3.4051454278483106e-07,2.5345743281945943e-08
1993,4.5975422180433156e-07,3.655877023334142e-08
1994,3.6502492362089356e-07,2.953958855300698e-08
1995,5.232664950227672e-07,1.4098372247417501e-08
1996,3.9501881499148794e-07,4.2704737523990843e-08
1997,4.909971869082597e-07,1.006927874414032e-08
1998,3.4425893347123093e-07,6.198567881199324e-09
1999,5.246590891738734e-07,1.7823785114501334e-08
2000,3.892285849182997e-07,1.5463109903635086e-08
2001,6.361519561681739e-07,1.9715452381774412e-08
