year,en_ADP iles_NOUN,en_ADP gilles_NOUN
1876,3.02300739996042e-09,3.627608879952504e-09
1877,4.9478527941460015e-09,4.9478527941460015e-09
1878,8.454724254036705e-09,4.22736201599605e-09
1879,6.10932526790009e-10,6.10932526790009e-10
1880,6.417846032391594e-09,1.2835692508872398e-09
1881,6.972507571312292e-10,1.6036766581351003e-08
1882,8.652000671460769e-09,6.655385131892899e-10
1883,3.791603475633565e-09,1.2638677882037541e-09
1884,5.941527270181268e-09,0.0
1885,3.222817901438191e-09,6.445635580831777e-09
1886,1.1616235306988187e-08,1.1616235084943582e-08
1887,3.264462256069578e-09,2.6115698492645834e-09
1888,6.340614699951175e-09,5.706553452000662e-09
1889,5.638623234993645e-09,6.891650361495749e-09
1890,3.2771931834929546e-09,6.554386478008212e-10
1891,5.736798147637501e-09,2.5496880162734215e-09
1892,1.2537024751679837e-09,4.387958441043338e-09
1893,8.621783287310336e-09,6.774258043407144e-09
1894,6.301539512421073e-09,1.8904617871129403e-09
1895,4.213030146971164e-09,3.611168697403855e-09
1896,7.076434771491336e-09,1.7691086373616827e-09
1897,4.661370844871726e-09,2.330685422435863e-09
1898,4.526683805572418e-09,2.8291773368493978e-09
1899,5.527578395003729e-09,1.1055156790007459e-09
1900,2.07642125715779e-09,1.038210628578895e-09
1901,7.265360812969135e-09,6.706486921359556e-09
1902,3.928227187977029e-09,2.946170252204894e-09
1903,4.860198243861191e-09,3.7801539676252105e-09
1904,5.912087708281888e-09,2.1498500757388683e-09
1905,5.676834835544042e-09,5.160759042333041e-10
1906,3.0865107691901983e-09,1.0288369267641428e-08
1907,3.08570607954195e-09,2.057137349353866e-09
1908,3.929111258571538e-09,5.893666887857307e-09
1909,7.151278569317299e-09,5.500983557560346e-10
1910,3.740905585303267e-09,8.01622590529405e-09
1911,3.1922244847493175e-09,5.852411444351446e-09
1912,6.251305251225858e-09,3.6465947483854677e-09
1913,6.893886572711949e-09,3.71209285532359e-09
1914,6.696743715117748e-10,0.0
1915,2.3561523843085297e-09,2.3561523843085297e-09
1916,0.0,1.0987462051303964e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,0.0
1919,4.603924241841639e-09,1.8415696745321952e-09
1920,1.514446346106979e-09,3.786115865267448e-09
1921,4.543648624011354e-09,7.572747429129834e-10
1922,5.902348387820666e-09,7.377935595798135e-09
1923,4.246379248229459e-09,7.431163684401554e-09
1924,3.867487330388997e-09,6.4458122173149945e-09
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,8.916910765321973e-09,7.802296586589819e-09
1927,5.574612549352764e-09,5.574612327308159e-09
1928,3.4278123672848437e-09,1.9424270192303084e-08
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,5.2518016602221e-09
1931,2.2810713318222042e-09,5.7026783295555106e-09
1932,3.2878609834696704e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,9.574627313213568e-09
1936,8.487300195980652e-09,0.0
1937,6.295558963032022e-09,0.0
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,7.647025235257843e-09,1.3764645423464117e-08
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,1.3071024262956144e-08
1946,6.960552134671616e-09,0.0
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,0.0,2.945102384188658e-09
1950,3.190608444114673e-09,5.317680740191122e-09
1951,2.1322803522849654e-09,0.0
1952,7.381362521208246e-09,3.1634410646574906e-09
1953,1.0773827385790469e-08,0.0
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,2.815682353940474e-09,9.385607846468247e-09
1956,3.488456634670456e-09,8.72114114258693e-09
1957,5.301022620862739e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,3.8753737996444215e-09
1960,4.152500121534786e-09,2.7683333403416555e-09
1961,5.558527305105088e-09,3.47407969059077e-09
1962,1.2683912808952869e-09,1.0781325887609938e-08
1963,3.2330265131719216e-09,1.939815863494232e-09
1964,3.650380997477498e-09,5.475571551727398e-09
1965,3.2832260243864653e-09,5.47204326295514e-09
1966,5.539074976468328e-09,4.985167278981351e-09
1967,3.944268467392931e-09,7.395503209828291e-09
1968,5.838840522187638e-09,1.4372530721118437e-08
1969,2.725054681906869e-09,2.7250546263957176e-09
1970,1.8394900047624674e-09,5.058597540852361e-09
1971,2.0553589941130213e-09,6.679916619845017e-09
1972,5.130146751852749e-09,9.234264186641639e-09
1973,4.961883570686609e-09,3.3079223804577396e-09
1974,4.500457340128605e-09,5.06301445213353e-09
1975,2.8557400888473694e-09,5.140332159925265e-09
1976,3.9994687561772935e-09,2.856763492431469e-09
1977,2.9383909194713453e-09,1.0578207476630297e-08
1978,5.940591352171509e-10,7.128709622605811e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2740603289328476e-09,7.390696055153967e-09
1981,3.162774819820413e-09,3.795329828193417e-09
1982,1.2415004579935385e-09,4.966001831974154e-09
1983,4.4207211225000265e-09,5.68378455412244e-09
1984,4.639206796497319e-09,6.958810416790584e-09
1985,1.2031116103372597e-09,7.820225467192188e-09
1986,1.1988970927134801e-09,2.997242676272549e-09
1987,1.8332450557601021e-09,1.2221633483022742e-08
1988,1.7989661427186832e-09,4.197587721854745e-09
1989,1.6464366536794728e-09,1.1525056686778612e-08
1990,2.724325487424295e-09,5.993515905799995e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,1.65298330578878e-09,4.958949695321735e-09
1993,1.6617622278225497e-09,5.539207315052863e-09
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,1.6267352465071383e-09,5.422450655157007e-09
1996,2.135236876199542e-09,6.4057106285986265e-09
1997,2.3974471297094624e-09,3.3564262480467733e-09
1998,4.768129224785866e-10,9.536258005482523e-09
1999,1.8280804925385752e-09,3.656160929565999e-09
2000,1.3254094488601709e-09,3.976228346580513e-09
2001,3.06684819206815e-09,7.448060113102173e-09
2002,8.76244299341522e-10,6.1337101509018055e-09
2003,2.500153750695233e-09,8.333845613606172e-09
2004,8.809582507929292e-10,3.0833537945085254e-09
2005,9.007499190971657e-10,4.503749373441224e-09
2006,1.6471559671771274e-09,1.0706513675629026e-08
2007,7.988958938831558e-10,9.187303195989927e-09
2008,8.514879357157668e-10,4.257439734089985e-09
2009,4.76819250749827e-10,1.0490023738540799e-08
2010,1.8895172648747405e-09,6.140930874920514e-09
2011,3.82397197240536e-10,3.441574775164824e-09
2012,1.0212758139171996e-09,6.808505564892542e-09
2013,1.1156500168141292e-09,5.02042502015243e-09
2014,4.330890368553497e-10,1.061068106988916e-08
2015,0.0,6.649726283503021e-09
2016,6.214020409345267e-10,5.592618063099408e-09
2017,2.515611330355938e-10,7.798395096347832e-09
2018,5.162933414126769e-10,5.937373259712331e-09
2019,2.55098775436835e-10,6.377469552454329e-09
