year,son_DET arrêt_NOUN,son_DET jarret_NOUN
1926,1.3431096999028114e-06,2.7865345586519652e-08
1927,1.732589556269204e-06,1.7838759802657478e-08
1928,1.6419221502417258e-06,1.1426041446327417e-08
1929,1.5206655223920507e-06,1.2254447234738564e-08
1930,1.2751375209063553e-06,8.402882833991043e-09
1931,1.5853445951563572e-06,1.0264820993199919e-08
1932,1.7031119678989626e-06,1.0959536500543265e-08
1933,1.6127750708250232e-06,1.4911860191091364e-08
1934,1.4066375175758594e-06,5.990790086229936e-09
1935,1.5103974817520793e-06,1.3165112555668657e-08
1936,1.309469135790664e-06,9.699771652549316e-09
1937,1.6872098314024697e-06,1.0072894518486919e-08
1938,1.5298953535136661e-06,5.186085783037697e-09
1939,1.491169901335354e-06,6.117620188206274e-09
1940,1.1132087527343515e-06,2.2822046474857416e-08
1941,1.0861530022054922e-06,2.9515025978810172e-09
1942,1.5110374924631742e-06,1.2136847082899749e-08
1943,1.3383914048148426e-06,1.4516176038981143e-08
1944,1.1953052680979681e-06,6.4263723231761105e-09
1945,1.0478604597352614e-06,0.0
1946,1.091414535636659e-06,8.352662561605939e-09
1947,9.775114317989164e-07,7.152522574216391e-09
1948,1.0317421939021187e-06,6.523132700664291e-09
1949,1.0504198684202493e-06,1.1780409536754632e-08
1950,1.1815886189481262e-06,1.2762433776458693e-08
1951,1.4190325394736192e-06,5.330700769690111e-09
1952,1.4878718097577348e-06,1.0544803918932644e-09
1953,1.440460709822844e-06,8.619061908632375e-09
1954,1.1824768364476768e-06,1.07497895029951e-08
1955,1.3871928938868905e-06,5.631364707880948e-09
1956,1.1790983833748214e-06,6.104799110673298e-09
1957,1.5576170966369318e-06,2.1204090927540165e-08
1958,1.3583023186214405e-06,1.1581140491045971e-08
1959,1.1440103939719393e-06,1.6276571201956358e-08
1960,1.4658325113714454e-06,8.997083300599229e-09
1961,1.3660081172872651e-06,7.64297514166401e-09
1962,1.5252404814702913e-06,1.0781326054143392e-08
1963,1.154837130812325e-06,1.2932106940866106e-08
1964,1.4485928048202368e-06,1.4601524211954597e-08
1965,1.144751473169947e-06,7.660860390501512e-09
1966,1.5165987194976083e-06,7.754704434148607e-09
1967,1.3144274735310546e-06,1.824224188373691e-08
1968,1.1529464805093426e-06,1.4821672111864359e-08
1969,1.0382458457414145e-06,6.8126366770115965e-09
1970,1.1860112341111062e-06,5.058597540852361e-09
1971,1.1170876463850732e-06,6.679916730867319e-09
1972,1.1850639216604009e-06,7.182205497002769e-09
1973,1.1456437558621246e-06,7.718485406371656e-09
1974,1.2173736623211084e-06,5.06301445213353e-09
1975,1.125732707052407e-06,3.4268881066168433e-09
1976,1.161560023277275e-06,1.7140580066410394e-09
1977,1.084266269657519e-06,1.4104276857551667e-08
1978,1.2380192799810175e-06,7.72276909088987e-09
1979,1.2482259155177644e-06,8.192762912528906e-09
1980,1.2092315295753053e-06,6.253665585376211e-09
1981,1.2379100047255065e-06,4.427884725544118e-09
1982,1.4339330018930951e-06,4.345251713999687e-09
1983,1.4803100318871998e-06,1.2630632095778083e-09
1984,1.5958870864807295e-06,6.378909400694965e-09
1985,1.6055523976987729e-06,4.812446441349039e-09
1986,1.489030197143748e-06,5.994485352545098e-09
1987,1.527093120401446e-06,6.721898593298192e-09
1988,1.6550488854960577e-06,3.597932174415064e-09
1989,1.6996714045092176e-06,5.488122178931576e-09
1990,1.727767190762286e-06,4.90378582185258e-09
1991,1.7191677592620636e-06,7.6199047072123e-09
1992,1.5527023204953139e-06,7.162927584403178e-09
1993,1.9514628810668455e-06,6.09312805766038e-09
1994,1.6315348547735198e-06,3.164955852952289e-09
1995,1.7454868928012957e-06,6.506940930517402e-09
1996,1.9911083812829133e-06,1.067618438099771e-09
1997,2.015294066737283e-06,7.671831170341648e-09
1998,1.8619545008036198e-06,4.7681290027412615e-09
1999,1.9697567079646205e-06,2.7421207526856506e-09
2000,1.635555271661815e-06,3.976228346580513e-09
2001,1.7941062768755955e-06,6.571817839917671e-09
2002,1.763441665580956e-06,1.0514931148009055e-08
2003,1.6630189669797346e-06,7.083768793769707e-09
2004,1.665892013669179e-06,1.3214374039449694e-09
2005,1.4673216526261967e-06,6.7556245042510454e-09
2006,1.4243780732670075e-06,6.588623646663905e-09
2007,1.1807681210562748e-06,3.1955835755326234e-09
2008,1.1618552910874769e-06,7.2376473703172906e-09
2009,1.1982467729154678e-06,1.2874119548200724e-08
2010,1.112925647639429e-06,8.97520635589899e-09
2011,9.91173541353696e-07,1.0324724158961018e-08
2012,9.98126945095379e-07,1.191488488427872e-08
2013,1.7560331144750307e-06,1.5619099902330902e-08
2014,1.3259020423816992e-06,1.5374660572442522e-08
2015,1.5451747183981013e-06,2.0170835848820623e-08
2016,1.508556990437171e-06,1.8434925586063855e-08
2017,1.5252151588374119e-06,1.0314006204659165e-08
2018,1.3632725481826924e-06,1.3423626599173843e-08
2019,1.414522661669082e-06,1.68365186237196e-08
