year,un_DET arrêt_NOUN,un_DET jarret_NOUN
1964,8.3180016474671e-06,1.2167936880302932e-08
1965,8.030770906941598e-06,2.0793765487248095e-08
1966,8.325229543970636e-06,1.550940920136412e-08
1967,7.5675719131140795e-06,2.0707410230969003e-08
1968,7.0977842483443965e-06,1.5719955115400808e-08
1969,6.982952790224317e-06,1.7712856015261735e-08
1970,7.437057945480774e-06,1.3336302562283464e-08
1971,6.884424820441382e-06,1.7470551560982983e-08
1972,7.030353458503669e-06,1.692948464748767e-08
1973,7.409194431318156e-06,2.4258095976392724e-08
1974,8.166080085914018e-06,1.7439271360331077e-08
1975,7.92867666277175e-06,9.709516746170266e-09
1976,7.694406484404226e-06,1.3712464885795583e-08
1977,7.135000810620795e-06,1.704266816560107e-08
1978,7.940194560518421e-06,2.07920705097564e-08
1979,8.287564504882994e-06,2.2237497954158414e-08
1980,6.943843199991306e-06,2.5014662341504845e-08
1981,6.5798366648550655e-06,3.1627749308427155e-08
1982,6.493047585820477e-06,9.311253656996143e-09
1983,6.46056851039134e-06,1.8945947699577914e-08
1984,6.892701321703498e-06,1.4497521683143333e-08
1985,6.793369649926717e-06,1.0828004270990732e-08
1986,6.786956650017828e-06,1.678455963105563e-08
1987,7.117268371104046e-06,1.894353190978748e-08
1988,7.295407378649088e-06,9.594486094499644e-09
1989,8.02528085230847e-06,1.7013178421620978e-08
1990,7.0380226553368175e-06,1.2531897075618303e-08
1991,7.738892733755165e-06,1.2309077312977479e-08
1992,6.976691091509224e-06,1.5978838308061682e-08
1993,7.176043018475298e-06,1.384801839865446e-08
1994,7.335840248146042e-06,1.160483886764041e-08
1995,7.15167041676068e-06,2.5485518917456318e-08
1996,7.498418181484112e-06,1.7081894565507127e-08
1997,7.307898556518921e-06,1.1507746755512471e-08
1998,7.271397024055659e-06,9.536258005482523e-09
1999,7.702160221612075e-06,2.5593125674294726e-08
2000,7.228341175391506e-06,1.3695897971288673e-08
2001,7.353863741954569e-06,1.3143635152479405e-08
2002,7.792440698040082e-06,1.5334276071143904e-08
2003,6.875006057782684e-06,1.500092211559334e-08
2004,6.761795255272318e-06,2.2023955464911538e-08
2005,7.119076798289825e-06,1.7564623533417034e-08
2006,6.282664596568566e-06,1.8942294122137326e-08
2007,5.98452910249847e-06,2.196963788669848e-08
2008,6.162643813922841e-06,2.9376333449127046e-08
2009,6.494754925867596e-06,2.4317781566196572e-08
2010,5.853724394100368e-06,4.109699958121382e-08
2011,6.075909031011406e-06,5.238841438437447e-08
2012,5.729357424044679e-06,6.229782478772705e-08
2013,8.202537865598103e-06,4.406817510904659e-08
2014,7.385034274776103e-06,5.521885182435682e-08
2015,8.313044738805786e-06,6.073416725094205e-08
2016,7.909619051726935e-06,5.92403259780383e-08
2017,8.541758708346947e-06,3.773416895613835e-08
2018,7.296257367173098e-06,5.059674856866536e-08
2019,7.646075807610231e-06,5.40809415583432e-08
