year,en_ADP herbe_NOUN,en_ADP gerbe_NOUN
1800,1.0784484629766666e-06,8.174827570428533e-08
1801,6.333945634651172e-07,4.286128785224719e-08
1802,4.0281122437590966e-07,1.5217312920867698e-07
1803,5.246412229098496e-07,2.515937467251206e-07
1804,6.500968083855696e-07,2.2741028260497842e-07
1805,3.809456075032358e-07,9.665784261869703e-08
1806,2.766402280585112e-07,1.181484350354367e-07
1807,1.9643989901396708e-07,1.2526602688467392e-07
1808,3.761682876302075e-07,1.450287356874469e-07
1809,8.584316004700554e-07,1.6716825257390155e-07
1810,3.2761775514700275e-07,5.616304221689461e-08
1811,4.13667659238115e-07,1.1532553401139012e-07
1812,3.040617286842462e-07,1.440292436427626e-07
1813,2.386865673997818e-07,1.5241430162404868e-07
1814,4.625615304121311e-07,7.552024783308298e-08
1815,1.4025562222741428e-07,2.7241958377999254e-07
1816,3.3605255111979204e-07,1.1819779643928996e-07
1817,3.035903262116335e-07,9.49692804397273e-08
1818,4.077042774497386e-07,5.96058882251782e-08
1819,2.0081037632735388e-07,1.35598753558952e-07
1820,2.2071654370847682e-07,8.069207524386002e-08
1821,2.4555106392654125e-07,7.396116075142345e-08
1822,2.0853281057497952e-07,9.624591257306747e-08
1823,4.832633635487582e-07,7.412015179397713e-08
1824,2.2905426533270656e-07,1.0947446327236321e-07
1825,2.4831348355291993e-07,7.484626252107773e-08
1826,1.964180569302698e-07,1.0569581121444571e-07
1827,4.000296485173749e-07,5.438191053031005e-08
1828,2.7150011305820954e-07,7.06267186956211e-08
1829,3.8322096429510566e-07,1.1830982771243725e-07
1830,3.12061388285656e-07,7.097048637660919e-08
1831,4.630588250620349e-07,1.2005229166334175e-07
1832,4.410769918195001e-07,9.8768779821512e-08
1833,4.6682023935318284e-07,1.1236119945579048e-07
1834,3.7338122638175264e-07,9.241185949804276e-08
1835,4.053815132465388e-07,1.0361430469174593e-07
1836,5.040562314206909e-07,1.1492482343555821e-07
1837,4.557418549211434e-07,1.1202204319715747e-07
1838,3.907228161015297e-07,9.468242723187359e-08
1839,3.097223384429526e-07,7.480878139176639e-08
1840,4.032012839161325e-07,1.0573683084658114e-07
1841,5.605139108411095e-07,8.988767774553708e-08
1842,3.8438358274106577e-07,8.787826999423487e-08
1843,3.3728463222360006e-07,7.50177733266355e-08
1844,3.7871072322559485e-07,8.177956090094085e-08
1845,3.682950477923441e-07,7.421703429599802e-08
1846,4.0630240505379334e-07,8.137757134818457e-08
1847,3.079530834781963e-07,7.820174374728595e-08
1848,4.0628370967521477e-07,5.309846429213394e-08
1849,3.14228060460664e-07,5.9493846293889874e-08
1850,4.2499115693317435e-07,7.943125268639051e-08
1851,4.411416212324326e-07,5.868989205737307e-08
1852,3.561268329121958e-07,1.0026239749549859e-07
1853,4.0967452719087305e-07,8.002388796057858e-08
1854,3.444725393819681e-07,8.780673255159854e-08
1855,4.1234901360098775e-07,1.1356845419641104e-07
1856,3.7379307443741183e-07,1.009551908737194e-07
1857,3.5781462770501093e-07,1.0153539165003167e-07
1858,4.1596246092012734e-07,9.934162648050915e-08
1859,4.5371265855465026e-07,1.0184346876940253e-07
1860,4.792311756318668e-07,1.0024032803812588e-07
1861,3.909534029844508e-07,7.592701933845092e-08
1862,3.343309913361736e-07,1.346359965737065e-07
1863,3.9007987651107356e-07,1.2536497706605587e-07
1864,4.876238207662809e-07,1.1555294321397014e-07
1865,3.991403900727164e-07,1.4214670329693035e-07
1866,4.6271979253775797e-07,7.93094869777633e-08
1867,4.4742921545548597e-07,8.589476152565112e-08
1868,5.409161939473606e-07,1.0571330477660013e-07
1869,4.7614312848054396e-07,9.57169774551403e-08
1870,4.793664629687555e-07,1.1181395365156277e-07
1871,4.2484708262513493e-07,1.359510690690513e-07
1872,3.6525930180442145e-07,7.559174264315516e-08
1873,3.0708201848028693e-07,9.876907114403366e-08
1874,3.9014196318021277e-07,1.0455566012979034e-07
1875,3.4958531125450776e-07,9.841026837875688e-08
1876,4.6372932160920755e-07,8.585340793842988e-08
1877,4.960222351746424e-07,1.001940219680364e-07
1878,3.9193685097416164e-07,1.1715832215486444e-07
1879,4.5575566787192656e-07,1.3012862609684817e-07
1880,4.287121211365985e-07,9.690948132856647e-08
1881,4.2811197431547043e-07,9.203709794292081e-08
1882,4.7586004825461714e-07,1.0182738918729228e-07
1883,4.1897217784026e-07,1.1880356964866223e-07
1884,3.7431621535688464e-07,8.648223115415021e-08
1885,4.505499228146803e-07,8.121500627567002e-08
1886,4.9627135773056e-07,1.1809839151055712e-07
1887,5.471238750942575e-07,1.13603285001318e-07
1888,5.338797564036213e-07,1.1920355547090367e-07
1889,4.4106562313572795e-07,1.1214594763941932e-07
1890,3.729445892663996e-07,8.782878069268918e-08
1891,4.124120493997907e-07,8.605196910593804e-08
1892,4.0870699535844324e-07,1.0719156051663958e-07
1893,4.2924162357849127e-07,1.1085149509426628e-07
1894,3.711606666456646e-07,1.0964678409663975e-07
1895,4.495905159274116e-07,8.305688226073471e-08
1896,4.275346058291163e-07,9.081424678925032e-08
1897,4.2942877842566674e-07,1.3751044036780513e-07
1898,4.0626989061820495e-07,1.1429877133650734e-07
1899,3.703477489125362e-07,9.231055742020544e-08
1900,5.351975902456729e-07,8.253774552713367e-08
1901,3.811520059571194e-07,9.556743663097222e-08
1902,3.9134963003562007e-07,9.96787647977726e-08
1903,3.483142074767187e-07,1.1016449263934192e-07
1904,3.4827572115148087e-07,1.268411580213069e-07
1905,3.9170161647561486e-07,9.753834717685095e-08
1906,3.606073443185309e-07,1.0082601420435822e-07
1907,4.325131399696147e-07,1.0697114305457944e-07
1908,4.96050302389861e-07,7.759994957723393e-08
1909,4.2687633283744475e-07,1.0231829605800158e-07
1910,4.419612497086334e-07,1.165024841043305e-07
1911,4.511677332841302e-07,9.949099677442064e-08
1912,5.178164617092307e-07,1.906648208205297e-07
1913,4.534056188276736e-07,1.2037786234486703e-07
1914,4.158677984200665e-07,1.0647822534792795e-07
1915,2.6860138291340263e-07,1.060268601804637e-07
1916,3.812649254086864e-07,1.1646709907608965e-07
1917,5.220018124418857e-07,1.337903796638784e-07
1918,3.801990544616274e-07,1.2864741449902795e-07
1919,4.6867947389728215e-07,1.270683043230747e-07
1920,4.3616054767880996e-07,1.1206903138827329e-07
1921,3.7106462968949927e-07,1.1131938748576431e-07
1922,4.028352691420878e-07,1.1140682687482695e-07
1923,5.775075599956381e-07,1.273913738941701e-07
1924,4.911709083899041e-07,1.2762707513047644e-07
1925,4.344280397639011e-07,1.2537923055333522e-07
1926,5.104931514177125e-07,1.6496285581979464e-07
1927,5.630358312913586e-07,1.6054883644756046e-07
1928,5.09601447262753e-07,1.793888486645301e-07
1929,4.901778680732605e-07,9.023729319324048e-08
1930,5.283312596304768e-07,9.663315125862937e-08
1931,5.132410585417801e-07,1.1405356303839653e-07
1932,4.186543027806522e-07,9.753987484373283e-08
1933,4.381792848562327e-07,6.997103696448903e-08
1934,4.301387388494504e-07,9.944711365506009e-08
1935,4.23677268379663e-07,1.2447014796634903e-07
1936,5.225751933402023e-07,1.3094691553305893e-07
1937,4.608349132295686e-07,8.436049370175169e-08
1938,4.91381603406893e-07,1.3224519079813035e-07
1939,4.5729211706202477e-07,1.6823454984660202e-07
1940,4.894060907645326e-07,1.0396709626547818e-07
1941,6.729425656715193e-07,1.0625409174735978e-07
1942,6.735950393021994e-07,1.8205270180260413e-07
1943,9.116158441457856e-07,1.3935529352693266e-07
1944,6.844086311019737e-07,1.381670102773569e-07
1945,5.707680799105219e-07,1.2199622290154366e-07
1946,6.194891435384875e-07,8.631084824628488e-08
1947,6.651845771976639e-07,1.1205618477561075e-07
1948,7.947350244563722e-07,1.108932536908469e-07
1949,5.713499122705912e-07,1.148589987565174e-07
1950,6.221686321694619e-07,1.3719616731577844e-07
1951,6.748667047418166e-07,1.4073050635943218e-07
1952,6.063261994704305e-07,1.0228459501604448e-07
1953,5.462330374683688e-07,9.80418306539832e-08
1954,7.974389575338137e-07,9.479359874831061e-08
1955,9.18850998843368e-07,1.5955532717271126e-07
1956,9.174640833720105e-07,1.1860752380243866e-07
1957,6.970844950160426e-07,7.951533831374036e-08
1958,6.601249999960146e-07,9.926692001727133e-08
1959,5.8285623349974e-07,9.84344978860463e-08
1960,7.169983540222802e-07,1.2665124415889295e-07
1961,7.114915276940081e-07,1.0769647218467071e-07
1962,5.821915953774237e-07,1.179603899004178e-07
1963,6.40139263374806e-07,8.793832506626131e-08
1964,6.795792657499078e-07,7.239922439339352e-08
1965,7.792189773425662e-07,9.521355792685426e-08
1966,6.286849716374832e-07,9.748771390150068e-08
1967,6.019939919887918e-07,8.381570637538971e-08
1968,6.144256801121628e-07,1.266579232606091e-07
1969,5.2684388340829e-07,8.538504658872625e-08
1970,5.927756561163733e-07,8.875539236896657e-08
1971,5.909157216876793e-07,9.762955244241311e-08
1972,8.475002371000073e-07,9.131661471428743e-08
1973,6.836372641316757e-07,1.0640483338875129e-07
1974,6.401900423114171e-07,7.594521633791373e-08
1975,8.030341351883408e-07,7.767613396936213e-08
1976,6.450571683469519e-07,6.856232204199841e-08
1977,8.262755164523128e-07,9.050243932051671e-08
1978,8.132669782057178e-07,8.07920415013541e-08
1979,7.712900926826194e-07,1.0240953685070053e-07
1980,7.38501100272515e-07,1.2564183293761744e-07
1981,7.850007115450808e-07,8.033448040123403e-08
1982,8.169072893693397e-07,9.000878264942003e-08
1983,8.10886565894009e-07,8.58882955867557e-08
1984,8.547738445940922e-07,7.944641566837163e-08
1985,7.663820742465077e-07,6.737425195524338e-08
1986,1.01067029767421e-06,7.133437662787401e-08
1987,9.844526083213623e-07,8.188494859950879e-08
1988,8.587065103426994e-07,7.735554419241453e-08
1989,1.0674398005505736e-06,8.945639251578541e-08
1990,1.0325194104154889e-06,8.826814479334644e-08
