year,en_ADP herbe_NOUN,en_ADP gerbe_NOUN
1991,9.501435371817024e-07,9.436958947617313e-08
1992,9.262215865390999e-07,7.934319512514776e-08
1993,1.0175523570410405e-06,8.1980267907511e-08
1994,8.22361057473131e-07,7.173900229417995e-08
1995,1.1235317787239296e-06,6.94073705176379e-08
1996,1.0291841530118973e-06,5.97866289808735e-08
1997,9.872688089274106e-07,6.281311470957007e-08
1998,8.859183873166643e-07,6.723062284663683e-08
1999,9.830502820662446e-07,7.677937929884138e-08
2000,9.816866528566948e-07,6.494506266108147e-08
2001,9.174257602495572e-07,5.827011761994072e-08
2002,1.012500289832019e-06,6.747080760760582e-08
2003,9.383910528626416e-07,6.333722524232144e-08
2004,8.994583651222854e-07,5.8143243109043397e-08
2005,1.0074887377697905e-06,8.286899344511767e-08
2006,9.907643299111868e-07,5.229720301258567e-08
2007,1.125644327082398e-06,7.94901424683303e-08
2008,1.3202319966154619e-06,5.6623946420586435e-08
2009,1.2568955827241268e-06,6.961560927720711e-08
2010,1.3207725384489777e-06,5.243410328148457e-08
2011,1.542590309711045e-06,6.11835488939505e-08
2012,1.5342966541709302e-06,5.6170168960534284e-08
2013,1.2534328464042233e-06,6.331313784357917e-08
2014,1.2877902015873133e-06,7.275895796965415e-08
2015,1.2840621792520324e-06,7.824510817044938e-08
2016,1.1752783279916912e-06,7.933232382129063e-08
2017,1.1622124329591088e-06,4.754505411597165e-08
2018,1.2166452645345771e-06,6.040632172243932e-08
2019,1.2106988336313407e-06,5.484623599727456e-08
