year,certain_ADJ est_NOUN,certain_ADJ geste_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,4.518061036407062e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.600324850414836e-08
1813,0.0,3.163315653864629e-08
1814,0.0,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,5.175524897538253e-09
1820,0.0,0.0
1821,9.86148829262845e-10,9.86148829262845e-10
1822,0.0,4.010246357211145e-09
1823,2.9648061783404955e-09,1.9765373782121287e-09
1824,0.0,2.5263338088166165e-09
1825,2.641632912414593e-09,0.0
1826,0.0,0.0
1827,9.217273055917019e-10,9.217273055917019e-10
1828,9.172301251858528e-10,6.420610709767516e-09
1829,2.571952872898464e-09,4.286587973467704e-09
1830,2.0873671680021744e-09,4.174734336004349e-09
1831,1.5591206103948707e-09,2.9623292263636358e-08
1832,1.3529969367098715e-09,4.058990921151917e-09
1833,0.0,3.4750886612755494e-09
1834,7.467624518753269e-09,0.0
1835,3.025235173481633e-09,1.5126175867408165e-09
1836,3.36037508930076e-09,6.72075017860152e-09
1837,9.045258542172974e-09,6.262101948095733e-09
1838,0.0,6.312161904276081e-10
1839,6.9914751765765e-10,1.3283802502428443e-08
1840,1.2739377330817092e-09,1.2102408852854296e-08
1841,0.0,2.5682194149112547e-09
1842,6.708265054555795e-09,7.379091560011375e-09
1843,1.1813822142769936e-09,1.1223130869097986e-08
1844,5.488561383160118e-09,4.9397050894128824e-09
1845,5.580227946389016e-10,1.0602432709561072e-08
1846,4.6836010625384006e-09,6.439951683034906e-09
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,8.045221711050488e-10,1.6090443422100975e-09
1849,9.217356655710773e-09,0.0
1850,1.3577992064028876e-09,3.394498016007219e-09
1851,4.514607354622058e-09,1.6123596680017727e-08
1852,5.208436348880241e-09,1.1067927019325907e-08
1853,0.0,2.9859659189668264e-09
1854,3.63696517347023e-09,4.1565315633818045e-09
1855,3.1841622671890946e-09,1.0613874223963649e-08
1856,5.177189232874468e-10,6.73034605824796e-09
1857,4.881509085841174e-09,6.8341128311999455e-09
1858,4.893676019968041e-10,1.0276719919488642e-08
1859,1.0693564256314403e-08,9.165912473463322e-09
1860,5.034902272882391e-09,4.119465657481669e-09
1861,2.8295783494058924e-09,3.3011746669586728e-09
1862,4.517986262886353e-10,5.421583626485926e-09
1863,9.989241656072068e-10,1.2486552236623538e-08
1864,2.397363974004918e-09,2.3973640850272204e-09
1865,0.0,1.0355057755706554e-08
1866,4.865612912574591e-10,6.3252967308358166e-09
1867,1.94112459439566e-09,2.0867089389753346e-08
1868,4.93987406535723e-10,9.87974813071446e-10
1869,1.4650557433881772e-09,9.278686263769487e-09
1870,0.0,1.7202147262196377e-08
1871,3.18635318130589e-09,1.0621177271019633e-09
1872,1.2094678591978436e-09,3.0236697590169115e-09
1873,5.986004303348835e-09,2.3944017879529156e-09
1874,1.1949218281515073e-09,1.1351757756017378e-08
1875,5.721527140956084e-10,4.005069165202713e-09
1876,6.04601479992084e-10,4.836811839936672e-09
1877,4.9478527941460015e-09,8.658742167710898e-09
1878,1.2078177347163432e-09,1.2078177347163432e-09
1879,2.443730107160036e-09,9.774920428640144e-09
1880,1.2835692508872398e-09,4.492492600149944e-09
1881,5.578006112560985e-09,3.4862537301449947e-09
1882,0.0,6.655385353937504e-09
1883,1.895801682305631e-09,6.319338941018771e-10
1884,5.941527270181268e-09,1.1883054540362536e-08
1885,1.9336907075562237e-09,1.2891271161663553e-08
1886,1.2906927748801422e-09,1.4842966855610484e-08
1887,1.9586773869484375e-09,7.1818171409887555e-09
1888,6.340614699951175e-10,5.07249175996094e-09
1889,8.77119121778236e-09,2.506054641582267e-09
1890,2.6217545912032847e-09,7.865263995654459e-09
1891,4.461953917456185e-09,8.92390783491237e-09
1892,2.5074049503359674e-09,4.387958441043338e-09
1893,0.0,3.695050043717174e-09
1894,1.2603078580752936e-09,8.192000855444803e-09
1895,6.018614495673091e-10,4.814891596538473e-09
1896,3.5382172747233653e-09,2.94851448812139e-09
1897,5.826713556089658e-10,0.0
1898,0.0,1.3580051749784161e-08
1899,5.527578395003729e-10,2.7637891975018647e-09
1900,1.5573159428683425e-09,7.26747462209687e-09
1901,3.912117296778206e-09,1.676621730339889e-09
1902,1.9641135384773634e-09,6.383369222096036e-09
1903,1.0800440541913758e-09,1.7280704422972804e-08
1904,5.374625189347171e-10,7.524475265086039e-09
1905,2.0643036724443675e-09,3.6125313851442797e-09
1906,1.0288369045596824e-09,6.173021205313489e-09
1907,5.142843373384665e-10,5.142843484406967e-09
1908,1.4734167219643268e-09,6.384805573134145e-09
1909,2.7504918342913243e-09,8.251475058784763e-09
1910,0.0,2.2979847358328698e-08
1911,1.0640748282497725e-09,1.4365010514438836e-08
1912,2.604710613862693e-09,9.376958209905695e-09
1913,5.30298971401777e-10,6.363587878865928e-09
1914,4.0180461735594974e-09,6.696743604095445e-09
1915,5.890380849749022e-09,1.6493066468115103e-08
1916,0.0,2.197492410260793e-09
1917,9.869782324756216e-09,5.483212217605171e-09
1918,4.594550517822427e-09,1.6080926812378493e-08
1919,0.0,9.207848372660976e-10
1920,7.572231730534895e-10,9.843901249695364e-09
1921,2.2718242842501013e-09,3.0290989716519334e-09
1922,7.377935484775833e-10,8.853522359686394e-09
1923,0.0,7.431163684401554e-09
1924,3.867487219366694e-09,1.2891624656674594e-08
1925,1.0998177923937646e-09,9.898360353588487e-09
1926,4.458455382660986e-09,2.5636119005412183e-08
1927,2.2298449753321847e-09,2.2298449531277242e-08
1928,0.0,7.998228745975666e-09
1929,0.0,3.342121912552898e-09
1930,3.1510811737689437e-09,8.402882945013346e-09
1931,0.0,9.124285327288817e-09
1932,1.0959536611565568e-09,1.4247397261968331e-08
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,0.0,7.180970484910176e-09
1936,4.849885826274658e-09,2.7886843056990074e-08
1937,2.5182236296217297e-09,1.5109342110797286e-08
1938,0.0,2.5930428915188486e-09
1939,0.0,4.588215141154706e-09
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,1.2136847082899749e-08
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,4.357008087652048e-09,1.3071024262956144e-08
1946,6.960552134671616e-09,1.2528993842408909e-08
1947,5.960435700558264e-09,1.4305045148432782e-08
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,1.9634016634739737e-09,1.668891336237266e-08
1950,6.381216888229346e-09,1.4889506516624351e-08
1951,4.264560704569931e-09,8.529121409139861e-09
1952,4.2179215675730575e-09,1.1599284199803606e-08
1953,1.0773827385790469e-09,6.464296320451979e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,3.754243138587299e-09,1.2201290200408721e-08
1956,4.360570571293465e-09,1.657016923672927e-08
1957,2.6505113659425206e-09,1.8553580005686854e-08
1958,1.6544486891589827e-09,6.617794756635931e-09
1959,7.750747821333448e-10,6.200598257066758e-09
1960,1.3841666701708277e-09,1.3841666479663672e-08
1961,1.3896318540318475e-09,1.181187059273725e-08
1962,2.5367825617905737e-09,1.1415521861124489e-08
1963,3.879631726988464e-09,1.099229041123806e-08
1964,3.0419841645645818e-09,1.2776333657704697e-08
1965,4.924838981068547e-09,6.5664522708175355e-09
1966,1.6617224263271169e-09,6.092982118843793e-09
1967,2.465167847631733e-09,7.88853687927471e-09
1968,1.7965663401398047e-09,1.8414805680322388e-08
1969,4.087581828571274e-09,1.0900218921916505e-08
1970,9.197450023812337e-10,6.438215127690938e-09
1971,1.0276794970565106e-09,9.24911525146399e-09
1972,2.0520587451500205e-09,9.747279428040656e-09
1973,2.205281512956958e-09,1.0475087464101307e-08
1974,2.8127858375803783e-09,8.438357568252286e-09
1975,1.7134440533084216e-09,7.996072248772634e-09
1976,2.856763492431469e-09,6.856232415142216e-09
1977,1.7630346071939584e-09,1.2341241639735046e-08
1978,4.752472970714905e-09,7.128709622605811e-09
1979,1.1703946700691858e-09,2.0481905949054635e-08
1980,2.8425752862659692e-09,7.390696055153967e-09
1981,0.0,8.223214109648325e-09
1982,1.2415004579935385e-09,6.2075020679230875e-09
1983,1.2630632095778083e-09,1.136756910824488e-08
1984,2.8995041922996734e-09,6.958810416790584e-09
1985,6.015558051686298e-10,6.015557940663996e-09
1986,5.994485463567401e-10,7.1933827783254856e-09
1987,1.2221633705067347e-09,7.944061963804927e-09
