year,certain_ADJ est_NOUN,certain_ADJ geste_NOUN
1988,2.9982768490199874e-09,6.596209300990807e-09
1989,1.6464366536794728e-09,4.390497743145261e-09
1990,3.269190529398003e-09,7.628111475810329e-09
1991,2.9307325455363298e-09,9.37834432335194e-09
1992,1.1019888335184191e-09,7.713922001162388e-09
1993,1.1078414852150331e-09,1.1632335983335906e-08
1994,2.1099706426497278e-09,7.3848970827405935e-09
1995,1.0844901643380922e-09,4.880205572987961e-09
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,4.79489448146353e-10,4.315404922294874e-09
1998,9.536258449571733e-10,9.059445638115449e-09
1999,2.285100608734325e-09,8.683381930163492e-09
2000,3.5344251969604557e-09,8.394259620736477e-09
2001,3.5049694258049158e-09,1.5772362971233633e-08
2002,2.1906108038649563e-09,5.6955880012310445e-09
2003,1.2500768753476166e-09,1.5417615462087753e-08
2004,4.404791253964646e-10,1.1011977996133737e-08
2005,3.6029997874109654e-09,6.7556245042510454e-09
2006,4.1178899179428186e-10,1.7706926036531456e-08
2007,0.0,1.0385647009059085e-08
2008,2.1287198670449925e-09,6.811903485726134e-09
2009,3.337734755248789e-09,1.0490023072406984e-08
2010,9.447586046817946e-10,1.1809483002611643e-08
2011,1.5295887612065684e-09,9.55992973672437e-09
2012,2.7234021704458655e-09,1.4638286638390952e-08
2013,5.578250084070646e-10,1.1993237514218436e-08
2014,1.7323561751769745e-09,8.661780459551238e-09
2015,4.433150790905671e-10,1.2412821881468972e-08
2016,6.21402013178951e-10,9.942431905551885e-09
2017,5.031222660711876e-10,9.30776167251679e-09
2018,2.323319980845895e-09,1.161660012627408e-08
2019,2.55098775436835e-10,9.693753355577428e-09
