year,en_PRON eurent_VERB,en_PRON jurent_VERB
1889,3.019795826730842e-07,6.265136742733546e-10
1890,2.4513406060577836e-07,4.5880703680722945e-09
1891,2.4540747745049885e-07,0.0
1892,3.059033986119175e-07,1.8805537127519756e-09
1893,2.3709904439783713e-07,0.0
1894,2.3819818295578443e-07,1.8904617871129403e-09
1895,2.5940229875232035e-07,4.814891596538473e-09
1896,2.2762532125852886e-07,0.0
1897,3.2979198749671923e-07,1.7480140668268973e-09
1898,2.942344679013331e-07,5.6583548957434e-10
1899,2.802482299557596e-07,2.7637891975018647e-09
1900,2.5695712224660383e-07,5.191053142894475e-10
1901,2.4143352561623033e-07,5.588738916095792e-10
1902,1.8806386492542515e-07,1.4730852093691738e-09
1903,2.424698948289006e-07,8.100330184390714e-09
1904,2.821678322106891e-07,3.7622376325430196e-09
1905,2.554575644353463e-07,5.160759042333041e-10
1906,2.448631732931972e-07,2.572092316910357e-09
1907,2.2217083994746645e-07,5.142843373384665e-10
1908,2.2150364031858771e-07,1.964555629285769e-09
1909,2.0958746915766824e-07,0.0
1910,2.656042852322571e-07,5.344150677544235e-10
1911,2.670827825568267e-07,1.5961122423746588e-09
1912,2.2765171081573499e-07,0.0
1913,2.2802855426107271e-07,3.71209285532359e-09
1914,2.3505570823090238e-07,2.678697486047099e-09
1915,1.8024566372787376e-07,1.1780761921542648e-09
1916,2.3623043432507984e-07,0.0
1917,2.4564789669057063e-07,1.0966424435210342e-09
1918,2.664839371391281e-07,0.0
1919,2.412456296951859e-07,0.0
1920,2.203519500199036e-07,0.0
1921,2.1885240641950077e-07,7.572747429129834e-10
1922,2.6413007958581147e-07,7.377935484775833e-10
1923,2.8769218829438614e-07,0.0
1924,2.3462756360004278e-07,6.445812328337297e-09
1925,3.0354971158885746e-07,0.0
1926,2.4855887659214204e-07,2.229227691330493e-09
1927,2.9099476250848966e-07,0.0
1928,2.2737822291674092e-07,3.4278122562625413e-09
1929,2.2949237177272153e-07,2.2280812750352652e-09
1930,1.8906486332070926e-07,0.0
1931,1.9503160331169056e-07,0.0
1932,1.90695942592356e-07,2.1919073223131136e-09
1933,1.8582473160222435e-07,0.0
1934,2.00092387103723e-07,0.0
1935,1.2087967604657024e-07,1.196828414151696e-09
1936,1.8793308242948115e-07,0.0
1937,1.9138499851578672e-07,1.2591118148108649e-09
1938,1.763269210641738e-07,0.0
1939,2.0952849411060015e-07,0.0
1940,2.1807733219247893e-07,0.0
1941,2.036536841387715e-07,0.0
1942,1.5777901296587515e-07,6.068423541449874e-09
1943,2.0612969819922e-07,0.0
1944,2.1849666609341512e-07,0.0
1945,2.0695787839031254e-07,0.0
1946,2.227376683094917e-07,0.0
1947,2.3484115274641226e-07,0.0
1948,2.0221710883561173e-07,1.0871887834440486e-09
1949,1.8455975236975064e-07,9.817008317369869e-10
1950,2.520580721920851e-07,0.0
1951,2.1855873910681112e-07,1.0661401761424827e-09
1952,2.0773263997853064e-07,1.0544803918932644e-09
1953,1.5729787605778256e-07,3.232148326759443e-09
1954,1.5929234109535173e-07,9.772536113672459e-10
1955,1.6800238711311977e-07,0.0
1956,1.6221324017351435e-07,1.744228317335228e-09
1957,1.6433169491847366e-07,0.0
1958,1.7702600985103345e-07,0.0
1959,1.48039276837153e-07,0.0
1960,1.4602957776332914e-07,6.920833350854139e-10
1961,1.6189211748951493e-07,0.0
1962,1.5854891444178065e-07,1.2683912808952869e-09
1963,1.7975628452404635e-07,2.5864212993553792e-09
1964,1.8921141986538714e-07,1.8251904432275978e-09
1965,1.783886176554006e-07,5.47204326295514e-09
1966,2.0051450633218337e-07,5.539074976468328e-09
1967,2.691963345569093e-07,2.9582012395223956e-09
1968,2.4163816192412924e-07,6.287982134978165e-09
1969,1.6759086918227695e-07,4.087581828571274e-09
1970,1.89007593576207e-07,1.3796175313274261e-09
1971,1.9268991025001014e-07,5.652237344833111e-09
1972,1.8468529106030473e-07,1.0260293725750103e-09
1973,1.4885650045926013e-07,2.7566018356850464e-09
1974,1.4626486688484874e-07,0.0
1975,1.365043829082424e-07,1.1422960355389478e-09
1976,1.3655329667017213e-07,1.142705374768127e-09
1977,1.6631292965030298e-07,5.876781838942691e-10
1978,1.544553782650837e-07,1.7821774056514528e-09
1979,1.7087762671508244e-07,5.851973350345929e-10
1980,1.5293055355414253e-07,5.685150683554241e-10
1981,1.246133223276047e-07,6.325549528618524e-10
1982,1.4153104643810366e-07,1.2415004579935385e-09
1983,1.3956848476937012e-07,6.315316047889041e-10
1984,1.3105758966958092e-07,0.0
1985,1.3113915997564618e-07,0.0
1986,1.4806379056153673e-07,2.3977941854269602e-09
1987,1.466596017962729e-07,6.110816852533674e-10
1988,1.4151866878364672e-07,0.0
1989,1.4378879598098138e-07,1.0976244357863152e-09
1990,1.0515896065044217e-07,5.44865097484859e-10
1991,1.2484920830502233e-07,0.0
1992,1.5427843891302473e-07,5.509944167592096e-10
1993,1.4124978520158038e-07,5.539207426075166e-10
1994,1.2870820853549958e-07,2.1099706426497278e-09
1995,1.1007575295707284e-07,2.1689803286761844e-09
1996,1.0782946446852293e-07,2.135236876199542e-09
1997,1.217903218275751e-07,1.438468344439059e-09
1998,1.0919016091293088e-07,9.536258449571733e-10
1999,1.1608310757083018e-07,1.8280804647829996e-09
2000,1.0117292248423837e-07,3.092622158362701e-09
2001,1.2179768305031757e-07,8.762423564512289e-10
2002,1.4151345339996624e-07,2.6287327870022636e-09
2003,1.2584106912072457e-07,2.083461403401543e-09
2004,1.184888844818488e-07,8.809582507929292e-10
2005,1.2880724398200982e-07,2.702249757291497e-09
2006,1.4330257158690074e-07,2.4707338397433887e-09
2007,1.1623935591842383e-07,7.988958938831558e-10
2008,1.192083090018059e-07,1.2772318758180745e-09
2009,1.4256895042308315e-07,3.337734755248789e-09
2010,1.464375856130573e-07,9.447586046817946e-10
2011,1.391925792404436e-07,1.911985902935953e-09
2012,1.7838284804838622e-07,2.0425516833455504e-09
2013,1.974700580831268e-07,2.789125042035323e-10
2014,1.959727882194784e-07,1.5158115873603606e-09
2015,2.1013134698932845e-07,4.433150790905671e-10
2016,2.2950447942093888e-07,1.2428040818690533e-09
2017,1.8892241371304408e-07,7.54683426862357e-10
2018,1.8380042376975325e-07,2.5814667070633845e-10
2019,1.7678344477189967e-07,1.02039510174734e-09
