year,en_ADP an_NOUN,en_ADP gens_NOUN
1891,3.5823116739663874e-07,3.461201458776486e-07
1892,3.2658949455921515e-07,4.2751253914730114e-07
1893,2.7528121826492224e-07,2.8636637594559033e-07
1894,3.610781962315457e-07,3.762018891961816e-07
1895,2.8167116128408054e-07,9.178387259112242e-07
1896,2.954411550959435e-07,3.178498708678035e-07
1897,3.018237670904256e-07,3.472721274988544e-07
1898,2.8744442459593955e-07,3.717539200920328e-07
1899,2.802482299557596e-07,3.5818708354895534e-07
1900,2.678583330695261e-07,3.3845667601895e-07
1901,2.732893396584224e-07,3.3979533853312205e-07
1902,2.7595794294121845e-07,2.489513963865875e-07
1903,2.9323195738228947e-07,3.429139852073604e-07
1904,2.7410588554488413e-07,2.9076723606635824e-07
1905,2.342984628533884e-07,3.2615998435403526e-07
1906,2.453775985733486e-07,3.2614130951458264e-07
1907,2.7617068942831224e-07,2.807992434128437e-07
1908,2.1462770916080842e-07,2.8142260433128286e-07
1909,2.381925914285432e-07,3.091552862599656e-07
1910,1.9345826018923873e-07,3.126328120828248e-07
1911,2.745313101293334e-07,2.5750611776231835e-07
1912,2.3181924374560126e-07,2.7922496315113676e-07
1913,2.2484676126532932e-07,2.821190605573065e-07
1914,2.276892898667171e-07,2.497885347452211e-07
1915,2.0969756231448144e-07,3.02765574389241e-07
1916,2.64797828997132e-07,3.2083390522075206e-07
1917,2.0836206238161736e-07,2.8183710654161587e-07
1918,2.2857889092620098e-07,2.7797030810461365e-07
1919,2.1822600482224175e-07,2.3572092544554835e-07
1920,2.4761197181533134e-07,2.4079696459011757e-07
1921,2.1203692424087706e-07,1.9992053346129524e-07
1922,2.0363102271048206e-07,2.36093942618254e-07
1923,2.2081171513477216e-07,1.8577909166594964e-07
1924,1.8950688063235077e-07,2.784590860116509e-07
1925,2.2106337516092367e-07,2.947511674733505e-07
1926,2.5859040508890985e-07,2.5413195459123017e-07
1927,1.4493992472885964e-07,3.1106336351172104e-07
1928,2.1252436988028478e-07,2.0566874248117983e-07
1929,2.5511530887811773e-07,2.4286086564018206e-07
1930,2.951512604321138e-07,2.62590093669246e-07
1931,1.8704785009759917e-07,1.9731266842626383e-07
1932,1.5233756045507363e-07,1.950797470229304e-07
1933,1.5944220788099983e-07,1.5944220077557247e-07
1934,2.0009239420915037e-07,1.6894027510261367e-07
1935,1.4242258306040867e-07,1.8550840152897763e-07
1936,1.624711774006471e-07,1.745958906340661e-07
1937,2.5434058437134865e-07,1.510934142245901e-07
1938,1.8540257140653438e-07,1.3872778836798716e-07
1939,1.8199920415185034e-07,1.8964622316985924e-07
1940,2.3329202702981888e-07,1.4200384335083527e-07
1941,2.6858673107810205e-07,1.711871466802961e-07
1942,5.006449512734434e-07,1.8205270180260413e-07
1943,3.251623377220625e-07,1.887102900610671e-07
1944,1.670856821789357e-07,1.5101975314735228e-07
1945,1.7645882843808636e-07,1.5903080141654868e-07
1946,1.767980171152317e-07,1.4895581479379416e-07
1947,1.2874540833429649e-07,2.2530445775714725e-07
1948,1.7829895648802108e-07,1.739502106801183e-07
1949,1.7277934827308883e-07,1.5412702758510477e-07
1950,2.0845308923433947e-07,1.9462711442486125e-07
1951,1.7697927001680824e-07,1.9083909386097275e-07
1952,1.7609822067221614e-07,1.34973488385981e-07
1953,1.8100030263479283e-07,1.3790498964993958e-07
1954,1.3192924086524727e-07,1.182476845329461e-07
1955,1.9052783706285936e-07,1.4172267626122448e-07
1956,1.7965551646348388e-07,1.8663243572802912e-07
1957,2.31477991108342e-07,1.2810804950191823e-07
1958,2.556123281927114e-07,1.21601980040964e-07
1959,2.1082034362684965e-07,1.7361674764515556e-07
1960,1.986279155596904e-07,1.2665124815569584e-07
1961,2.0913959231094736e-07,1.6884027509433963e-07
1962,2.416285432849108e-07,1.661592587964833e-07
1963,2.133797532000159e-07,1.422531727968135e-07
1964,2.293656092833274e-07,1.7582667855009504e-07
1965,2.1450410364609596e-07,1.8386065292474996e-07
1966,2.0549968060556978e-07,1.667261564364253e-07
1967,1.9770645359740158e-07,1.7847815003690926e-07
1968,1.8280062505371397e-07,1.5675041087348518e-07
1969,1.630491064108508e-07,1.7213261438442373e-07
1970,1.692330778291229e-07,1.5267767139448551e-07
1971,1.6905328026339816e-07,1.5261040253733427e-07
1972,1.8468528922843674e-07,1.3389683495290683e-07
1973,1.3783009528145485e-07,1.2625236411878404e-07
1974,2.3852424302361896e-07,1.0069773115350955e-07
1975,2.2560346923938823e-07,1.3421978817262925e-07
1976,1.5255116581069927e-07,1.439808814396315e-07
1977,1.4280580318271063e-07,9.814225920834474e-08
1978,1.188118274875194e-07,1.3009894761495389e-07
1979,1.281582141521298e-07,1.1645426845063866e-07
1980,1.5804718556111652e-07,1.1427152646348304e-07
1981,1.1449244580186146e-07,9.931112820993349e-08
1982,1.3904804907483026e-07,9.559553326710102e-08
1983,1.3388469954911386e-07,8.083604230435526e-08
1984,1.786094572242547e-07,8.814492868935986e-08
1985,1.0527226579348792e-07,1.0587382082150043e-07
1986,1.0190625043815515e-07,8.991728028817647e-08
1987,1.1305011188289527e-07,8.55514388220513e-08
1988,2.4645836249614916e-07,7.79551991847427e-08
1989,1.053719477228654e-07,9.384688848257383e-08
1990,1.0897301572221352e-07,9.753085539188078e-08
1991,1.1781545167233176e-07,6.682070186059264e-08
1992,1.4160556649489564e-07,1.0413794626629169e-07
1993,1.0801454858322401e-07,1.0025965480053856e-07
1994,9.283870938681105e-08,8.439882703825674e-08
1995,1.1441371272624679e-07,9.001268175268251e-08
1996,1.2117468917161034e-07,7.686852998567417e-08
1997,7.719779804293836e-08,8.966452769154643e-08
1998,8.201181977973704e-08,7.056830941820635e-08
1999,8.27206416420534e-08,9.825932389961878e-08
2000,8.350079627739149e-08,7.422292647163431e-08
2001,1.0339659703428872e-07,8.061429523920083e-08
2002,1.0602556049787992e-07,8.67481861899222e-08
2003,8.500522735710447e-08,9.250568533403225e-08
2004,1.0263163519041996e-07,8.369103032812575e-08
2005,9.097574116267992e-08,7.926599021601533e-08
2006,7.782812000423078e-08,8.44167464819634e-08
2007,7.869124660220272e-08,8.428351494504938e-08
2008,7.705965823778804e-08,7.961412062940099e-08
2009,6.53242375747709e-08,7.438380156266078e-08
2010,8.077686158847186e-08,7.55806852659191e-08
2011,3.7474924913238894e-08,6.691950593662455e-08
2012,3.6765930244708755e-08,1.1302118974043651e-07
2013,2.8727987766430374e-08,1.0766022517927354e-07
2014,3.3131311125145224e-08,1.3339142634904988e-07
2015,2.1722439139115757e-08,1.6336161046126563e-07
2016,2.7548822750800284e-08,1.9346315305313055e-07
2017,2.440142932158551e-08,6.339340430372431e-08
2018,2.0135440093049795e-08,1.2726631393178423e-07
2019,4.28565950505444e-08,1.4081452626157898e-07
