year,en_ADP île_NOUN,en_ADP ile_NOUN,en_ADP gilles_NOUN
1800,3.144164395507687e-08,1.2576657937302116e-08,1.2576658381391326e-08
1801,1.0715321963061797e-07,3.095537381980762e-08,0.0
1802,6.937304419807333e-08,2.2378401354217203e-08,4.475680270843441e-09
1803,3.705644502360883e-08,1.1702035340732664e-08,0.0
1804,1.557266102736321e-07,4.943701892301533e-09,4.943701892301533e-09
1805,6.254330742194725e-08,1.9900143755080535e-08,0.0
1806,5.187004603612877e-08,5.76333825108577e-09,1.729001475325731e-08
1807,6.832692633906845e-08,5.693910232196231e-09,1.7081731584767113e-08
1808,7.47804418388398e-08,2.2660739951163578e-08,9.064295980465431e-09
1809,7.454800710071652e-08,6.7770917766551975e-09,2.9367397402779716e-08
1810,8.424456154898508e-08,4.680253518074551e-08,0.0
1811,6.267691787797958e-08,1.0028307073639553e-08,7.521230305229665e-09
1812,9.868670503010435e-08,8.00162469616339e-09,2.6672082320544632e-09
1813,9.777521370324394e-08,2.5881675469463516e-08,5.463909147351842e-08
1814,9.125363931161701e-08,2.5173416684509675e-08,9.440030979135372e-09
1815,6.74305908887618e-08,5.394447111228828e-09,2.1577788444915313e-08
1816,6.025770460382773e-08,6.952811659743929e-09,0.0
1817,9.49692804397273e-08,1.0898113522728181e-08,0.0
1818,1.1801965627000754e-07,7.152706427149269e-09,9.536941902865692e-09
1819,4.5544620519422097e-08,7.24573512300708e-09,9.315945348475907e-09
1820,1.2222476186707354e-07,3.5599443393152796e-09,2.3732962262101864e-09
1821,3.550135829755163e-08,1.0847637010868993e-08,0.0
1822,5.714601059025881e-08,7.017931125119503e-09,2.0051231786055723e-09
1823,7.313188632451784e-08,6.917880934764753e-09,4.941343556552624e-09
1824,4.6316120716483056e-08,1.0947446504872005e-08,0.0
1825,9.862096272961196e-08,1.4969253392393966e-08,7.924898959288385e-09
1826,1.3476216054186807e-07,8.807984452907647e-09,8.807984341885344e-10
1827,4.2399456390285195e-08,8.295545805836468e-09,0.0
1828,9.630916508740484e-08,8.255071293206129e-09,1.3758452155343548e-08
1829,1.0287811136322489e-07,1.971830476676928e-08,2.571952872898464e-09
1830,6.575206867864836e-08,8.349468672008697e-09,2.0873671680021744e-09
1831,5.456922025359745e-08,1.2472964883158966e-08,4.677361609140007e-09
1832,6.22378593106987e-08,3.382492252956837e-08,2.705993873419743e-09
1833,1.3321172898095313e-07,3.590924801954998e-08,1.1583628500844156e-09
1834,8.027696907220161e-08,2.5203233278148218e-08,5.600718555598405e-09
1835,7.638718813041123e-08,1.5882484660778573e-08,0.0
1836,1.0148332307835517e-07,4.099657502365517e-08,3.3603750337896088e-09
1837,7.305785487687899e-08,9.74104708006962e-09,3.478945576063097e-09
1838,5.996553653631054e-08,2.0830134062066463e-08,1.2624323808552163e-09
1839,9.088918062616358e-08,1.1186360615589308e-08,2.0974426639952526e-09
1840,8.853866972913238e-08,3.949207094677831e-08,4.458782232319436e-09
1841,7.76886395215115e-08,3.4028906803484915e-08,6.420548537278137e-10
1842,5.903273203600179e-08,2.2808100297311285e-08,0.0
1843,5.9069112268161916e-08,1.594865972620596e-08,1.7720733769266417e-09
1844,6.53138769735051e-08,1.2074834687680891e-08,0.0
1845,9.095771247302764e-08,2.4553003186156275e-08,1.674068439427856e-09
1846,6.732676638421253e-08,1.8148954339380907e-08,0.0
1847,4.7460368080010085e-08,1.0247124926365814e-08,5.393223645455691e-10
1848,7.803865287314693e-08,1.769948720919956e-08,5.631655031201888e-09
1849,7.29009101974043e-08,1.7596771817451895e-08,3.3517659758786067e-09
1850,7.128446100068686e-08,2.104588769924476e-08,4.073397619208663e-09
1851,4.9660677348128957e-08,2.063820336850597e-08,1.2898877521649865e-09
1852,6.901178140061859e-08,1.8229527221080843e-08,0.0
1853,9.614809926006274e-08,2.269334142823709e-08,4.180352064508952e-09
1854,7.58567040293201e-08,8.884585955826196e-08,5.195664454227256e-10
1855,5.306937111981824e-08,1.1675261646360013e-08,4.2455496895854594e-09
1856,4.814786080942213e-08,9.836659264905734e-09,2.070875637638636e-09
1857,5.9554409403972386e-08,9.763018393726952e-09,4.881509085841174e-10
1858,6.753272691062406e-08,1.3702293077955119e-08,0.0
1859,6.568903621051447e-08,1.018434669930457e-08,4.582956236731661e-09
1860,5.6757080812985805e-08,2.1055046151019496e-08,4.119465518703791e-09
1861,5.800635555219813e-08,1.650587311274876e-08,9.431927461278633e-10
1862,6.957699127951855e-08,1.3102160689726361e-08,3.1625904395315985e-09
1863,9.589672345100553e-08,2.497310469529168e-08,8.490855130105501e-09
1864,7.959248193856183e-08,2.2535221688713136e-08,1.4384183844029508e-09
1865,5.836486849375433e-08,4.142023080078161e-08,4.706844358715045e-10
1866,6.957826315101556e-08,2.9680238100571188e-08,4.379051787850585e-09
1867,5.386620927083641e-08,2.2808213984149006e-08,1.94112459439566e-09
1868,4.050696877921922e-08,2.4699369660652337e-08,1.4819622196071691e-09
1869,8.106642057637004e-08,1.1720446391194628e-08,2.9301114867763545e-09
1870,7.511604138699113e-08,7.454263428741115e-09,5.734048791339319e-10
1871,7.009977154304181e-08,2.6552942955504477e-08,0.0
1872,5.6844989160254045e-08,1.6327815544059376e-08,2.4189357183956872e-09
1873,8.08110627303904e-08,3.292302430679683e-08,4.190203295451056e-09
1874,5.257655999457711e-08,2.2106054209380943e-08,5.974609140757536e-10
1875,7.437985516389745e-08,3.490131444960909e-08,1.716458086775674e-09
1876,5.985554452081487e-08,1.3301233003915058e-08,3.627608879952504e-09
1877,8.225805459005642e-08,1.669900340228736e-08,4.9478527941460015e-09
1878,8.152769481739597e-08,1.8117265909722846e-08,4.22736201599605e-09
1879,5.5594860270957724e-08,1.0385853066452455e-08,6.10932526790009e-10
1880,8.279021557200394e-08,4.235778594541273e-08,1.2835692508872398e-09
1881,5.717456247333885e-08,2.9284531744000475e-08,1.6036766581351003e-08
1882,4.45910792734594e-08,6.655385131892899e-09,6.655385131892899e-10
1883,7.140852886777793e-08,3.728410069570032e-08,1.2638677882037541e-09
1884,6.271612296160356e-08,2.1125431182156262e-08,0.0
1885,4.18966337178972e-08,1.0313017106966527e-08,6.445635580831777e-09
1886,4.194751518360462e-08,2.0651084398082276e-08,1.1616235084943582e-08
1887,6.8553710264041e-08,2.8727268563955022e-08,2.6115698492645834e-09
1888,3.550744054336974e-08,1.2681229621946954e-08,5.706553452000662e-09
1889,7.831420845150205e-08,1.1277246247942685e-08,6.891650361495749e-09
1890,6.94764992204e-08,2.6872984115744458e-08,6.554386478008212e-10
1891,3.6970476458009216e-08,2.932141285327816e-08,2.5496880162734215e-09
1892,7.522215006439126e-08,2.9462008832581432e-08,4.387958441043338e-09
1893,6.096832549928877e-08,3.017624117251927e-08,6.774258043407144e-09
1894,7.18375510189162e-08,6.364554661075772e-08,1.8904617871129403e-09
1895,5.2963805785566365e-08,3.550982596856045e-08,3.611168697403855e-09
1896,5.366296207398591e-08,2.535722409824359e-08,1.7691086373616827e-09
1897,5.010973680441566e-08,2.0393497224269197e-08,2.330685422435863e-09
1898,2.4330926606808134e-08,4.639851125531891e-08,2.8291773368493978e-09
1899,5.859233098703953e-08,3.537650172802387e-08,1.1055156790007459e-09
1900,7.00792170960085e-08,3.374184520676948e-08,1.038210628578895e-09
1901,7.488910142017247e-08,8.438995735549071e-08,6.706486921359556e-09
1902,4.7629754362787935e-08,5.548620674034055e-08,2.946170252204894e-09
1903,5.6702312178913417e-08,3.5101431761219715e-08,3.7801539676252105e-09
1904,4.78341632970114e-08,5.320878937453699e-08,2.1498500757388683e-09
1905,4.180214735471921e-08,1.0218303092557335e-07,5.160759042333041e-10
1906,5.349951948119269e-08,7.047532901705011e-08,1.0288369267641428e-08
1907,4.4742737514980035e-08,6.68569620776438e-08,2.057137349353866e-09
1908,3.536200066101003e-08,6.92505877086802e-08,5.893666887857307e-09
1909,3.245580160182726e-08,5.115914747388928e-08,5.500983557560346e-10
1910,2.9927242906069296e-08,4.702852551830006e-08,8.01622590529405e-09
1911,4.14989171915181e-08,9.097839959171239e-08,5.852411444351446e-09
1912,5.0531385964447395e-08,3.802877518443992e-08,3.6465947483854677e-09
1913,5.196929819817342e-08,7.954484776417914e-08,3.71209285532359e-09
1914,6.964613419313537e-08,4.821655363862476e-08,0.0
1915,4.7123048574349014e-08,2.3561523843085297e-08,2.3561523843085297e-09
1916,4.1752354462687435e-08,3.625862410316927e-08,1.0987462051303964e-09
1917,4.1672412742777e-08,7.237839794171919e-08,1.0966424435210342e-09
1918,7.006689184407833e-08,7.810735525026757e-08,0.0
1919,3.867296488602179e-08,9.576162607327632e-08,1.8415696745321952e-09
1920,3.256059599721084e-08,5.073395392685143e-08,3.786115865267448e-09
1921,5.2251955651172466e-08,1.1813486100464843e-07,7.572747429129834e-10
1922,6.713921302248238e-08,7.673052992984708e-08,7.377935595798135e-09
1923,5.6264525483129546e-08,1.2102180546591512e-07,7.431163684401554e-09
1924,4.383152329978657e-08,8.766304548935011e-08,6.4458122173149945e-09
1925,5.169143690864075e-08,1.407766827554724e-07,3.299453377181294e-09
1926,5.015762383209221e-08,9.808601619809565e-08,7.802296586589819e-09
1927,7.804457169413581e-08,2.1295019048128694e-07,5.574612327308159e-09
1928,4.6846768242403414e-08,8.569531007029951e-08,1.9424270192303084e-08
1929,4.9017788938954254e-08,1.3814104371512315e-07,1.1140406375176326e-09
1930,3.2561171536826805e-08,1.0923747439939291e-07,5.2518016602221e-09
1931,7.299428261831054e-08,1.6423713677937712e-07,5.7026783295555106e-09
1932,8.110057336807586e-08,1.0630750812978818e-07,5.4797681947604815e-09
1933,6.308864186621577e-08,2.2941324773206873e-07,3.4411986593596566e-09
1934,5.751158482780738e-08,2.000923906564367e-07,2.3963160344919743e-09
1935,6.582556011380802e-08,1.2686381367643662e-07,9.574627313213568e-09
1936,5.334874497719966e-08,1.3822174294020328e-07,0.0
1937,5.9178255185088346e-08,1.3220674199843074e-07,0.0
1938,7.779128452511941e-08,1.20576491347002e-07,2.5930428915188486e-09
1939,5.352917753498332e-08,1.1011716427589135e-07,1.3764645423464117e-08
1940,3.296517903095264e-08,9.635974973498662e-08,0.0
1941,6.788455664263893e-08,2.1545969319802794e-07,0.0
1942,7.282108316353231e-08,1.7598427848319886e-07,0.0
1943,9.00002918857723e-08,2.2645234376561518e-07,0.0
1944,1.0282195717081777e-07,2.3134941073976734e-07,0.0
1945,1.2635323676235544e-07,1.394242614694008e-07,1.3071024262956144e-08
1946,8.631084824628488e-08,3.870066960232066e-07,0.0
1947,6.556479337227472e-08,1.7404471130966215e-07,4.7683483828109274e-09
1948,8.914948068650119e-08,3.174591389765169e-07,4.348755133776194e-09
1949,1.089687948763185e-07,2.9843705084964256e-07,2.945102384188658e-09
1950,8.295581621631243e-08,1.9356358382793815e-07,5.317680740191122e-09
1951,9.488647223498958e-08,2.2708785563096967e-07,0.0
1952,1.0861147714535946e-07,1.5711757173075824e-07,3.1634410646574906e-09
1953,8.511323734694543e-08,2.1008963413393644e-07,0.0
1954,7.81802900196027e-08,1.6906487076973065e-07,4.886268278880834e-09
1955,1.154429796201839e-07,2.815682353940474e-07,9.385607846468247e-09
1956,1.1599118132643582e-07,2.1279585205036256e-07,8.72114114258693e-09
1957,1.4312761464907453e-07,3.321974053616117e-07,2.6505113659425206e-09
1958,1.1829308449451403e-07,2.5230342171056463e-07,2.4816730892496253e-09
1959,1.5113958196089072e-07,3.208809538080004e-07,3.8753737996444215e-09
1960,8.581833199627908e-08,2.4568957890380716e-07,2.7683333403416555e-09
1961,8.754680447253804e-08,2.7167303651154384e-07,3.47407969059077e-09
1962,1.2557073747476721e-07,2.454337102442139e-07,1.0781325887609938e-08
1963,9.893061736487851e-08,2.5993534169543864e-07,1.939815863494232e-09
1964,8.030838327677259e-08,2.2814880673571736e-07,5.475571551727398e-09
1965,6.457011131333346e-08,2.5390281344073173e-07,5.47204326295514e-09
1966,9.028691627666063e-08,2.4094974704347294e-07,4.985167278981351e-09
1967,7.543413449440095e-08,1.9277612661738885e-07,7.395503209828291e-09
1968,8.039634266654438e-08,2.1064740374221458e-07,1.4372530721118437e-08
1969,1.0309790240969896e-07,3.6788237811613556e-07,2.7250546263957176e-09
1970,9.795284305891272e-08,2.8742032753825697e-07,5.058597540852361e-09
1971,7.347908270727288e-08,3.283435972001314e-07,6.679916619845017e-09
1972,8.87515437808517e-08,2.45221021710762e-07,9.234264186641639e-09
1973,7.332560791883935e-08,2.3265720616727492e-07,3.3079223804577396e-09
1974,7.650777655854313e-08,2.1827218210646038e-07,5.06301445213353e-09
1975,7.71049837311466e-08,2.947123856067435e-07,5.140332159925265e-09
1976,6.970502741676654e-08,3.085304505212605e-07,2.856763492431469e-09
1977,8.815172769516266e-08,4.5897666911542956e-07,1.0578207476630297e-08
1978,1.0455440435652719e-07,7.235640131497689e-07,7.128709622605811e-09
1979,8.017203212418167e-08,7.829940444903372e-07,2.925986564150662e-09
1980,8.982538313162536e-08,6.662996441253455e-07,7.390696055153967e-09
1981,1.2651099079441508e-07,8.824141608521074e-07,3.795329828193417e-09
1982,1.1794254017871708e-07,1.0174096072290695e-06,4.966001831974154e-09
1983,1.648297492939932e-07,1.0350802774894419e-06,5.68378455412244e-09
1984,1.090213619936442e-07,1.1076106196661328e-06,6.958810416790584e-09
1985,1.401624999397555e-07,1.4160623419412488e-06,7.820225467192188e-09
1986,1.582544151834675e-07,1.1599328857414548e-06,2.997242676272549e-09
