year,aucun_DET arrêt_NOUN,aucun_DET jarret_NOUN
1800,2.829747991484055e-08,1.2576657937302116e-08
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,4.4756802708434407e-08,0.0
1803,4.485780058516298e-08,0.0
1804,3.460591235793231e-08,2.7190360185613827e-08
1805,2.55858996212055e-08,0.0
1806,5.76333825108577e-08,0.0
1807,2.0498076702679668e-07,0.0
1808,2.3113955371911743e-07,0.0
1809,1.4909601420143304e-07,1.3554183553310395e-08
1810,1.2870697219113936e-07,0.0
1811,1.2535383575595915e-07,0.0
1812,3.227321982990361e-07,1.0668832928217853e-08
1813,1.984261785992203e-07,2.8757416448144113e-09
1814,9.754699448194515e-08,1.2586708564299443e-08
1815,1.2137506200105008e-07,0.0
1816,1.205154021022281e-07,0.0
1817,4.514932749888345e-08,0.0
1818,9.179306892370676e-08,2.384235475716423e-09
1819,2.525656169760637e-07,3.1053151161586356e-09
1820,5.57724622041178e-08,1.1866481131050932e-09
1821,8.48088004268277e-08,7.88919063410276e-09
1822,1.3334069137727056e-07,0.0
1823,9.685033441897417e-08,0.0
1824,8.421112696055388e-08,0.0
1825,1.2063456811262085e-07,1.4088708866211164e-08
1826,2.0698763769644302e-07,6.1655889282974385e-09
1827,2.543967226875665e-07,0.0
1828,1.770254126620685e-07,7.337841001486822e-09
1829,2.6576845157944007e-07,0.0
1830,1.96212514014249e-07,4.174734336004349e-09
1831,1.3408437116169125e-07,0.0
1832,1.5018266541488856e-07,2.705993873419743e-09
1833,9.614411489167196e-08,3.4750886612755494e-09
1834,1.0828055874156917e-07,2.8003592777992026e-09
1835,8.31939672707449e-08,7.563087933704082e-10
1836,7.796069745324985e-08,3.36037508930076e-09
1837,8.975679022249494e-08,1.3915781860163179e-09
1838,8.268932027988285e-08,3.1560809521380406e-09
1839,1.3773205465028582e-07,2.0974426639952526e-09
1840,9.809320555831391e-08,7.0066574764382494e-09
1841,9.759234043116294e-08,3.852329122366882e-09
1842,6.708264965737953e-08,0.0
1843,8.624090330755507e-08,1.7720733769266417e-09
1844,9.330553935038566e-08,0.0
1845,6.919482908873675e-08,0.0
1846,7.318126993283158e-08,1.1709002656346001e-09
1847,1.0139260275821016e-07,1.0786447290911383e-09
1848,1.0700144947861645e-07,1.6090443422100975e-09
1849,6.703532218210739e-08,2.513824481908955e-09
1850,1.0115604087701513e-07,0.0
1851,8.900225556551788e-08,1.2898877521649865e-09
1852,8.2032872938953e-08,0.0
1853,8.480143387501471e-08,5.971931837933653e-10
1854,9.508065712537928e-08,0.0
1855,1.2259024728678014e-07,0.0
1856,1.0457922061668512e-07,1.0354378465748937e-09
1857,8.737901291411276e-08,1.4644527812635033e-09
1858,9.249047439041647e-08,0.0
1859,9.522364230463154e-08,0.0
1860,6.682688447057217e-08,4.577183909670879e-10
1861,8.488734515310625e-08,0.0
1862,9.758850483265746e-08,4.517986262886353e-10
1863,9.090209857065545e-08,9.989241656072068e-10
1864,9.925087018913814e-08,2.3973640850272204e-09
1865,7.295608472901449e-08,4.706844358715045e-10
1866,6.909170063851278e-08,9.731225825149181e-10
1867,1.01909042982129e-07,9.7056229719783e-10
1868,9.18816582817783e-08,0.0
1869,8.155476838300757e-08,0.0
1870,4.3578770370089615e-08,0.0
1871,1.1683294887099294e-07,1.0621177271019633e-09
1872,8.950062380108648e-08,0.0
1873,6.584604966830554e-08,5.986004469882289e-10
1874,1.0037343328717085e-07,1.1949218281515073e-09
1875,1.0012672690962177e-07,1.1443054281912168e-09
1876,7.134297752564578e-08,1.813804439976252e-09
1877,9.710161075204837e-08,1.2369631985365004e-09
1878,9.300196757155987e-08,6.039088673581716e-10
1879,1.710611119420946e-07,6.10932526790009e-10
1880,8.984984400939311e-08,1.2835692508872398e-09
1881,1.1853262948946508e-07,2.7890030285249168e-09
1882,1.0848278009234491e-07,0.0
1883,1.0363715530203876e-07,0.0
1884,1.1288901635708726e-07,0.0
1885,1.4051485930366425e-07,6.445635691854079e-10
1886,9.938334044612418e-08,1.936039106809062e-09
1887,1.0511568548920991e-07,0.0
1888,1.490044496677001e-07,0.0
1889,1.0963989494072734e-07,0.0
1890,1.5468352698722043e-07,0.0
1891,1.7082910064303292e-07,0.0
1892,1.2787765713007104e-07,0.0
1893,1.5149704868377967e-07,3.079208221734575e-09
1894,1.1279755574022943e-07,1.2603078580752936e-09
1895,1.275946299728048e-07,0.0
1896,1.1558176926662611e-07,2.358811590497112e-09
1897,1.316837278109162e-07,0.0
1898,1.3919552621644016e-07,2.26334195829736e-09
1899,1.4813910453881363e-07,0.0
1900,1.8687790626081835e-07,0.0
1901,1.6654442180907836e-07,0.0
1902,2.253820292619224e-07,0.0
1903,1.8792766898201307e-07,0.0
1904,1.628511441253977e-07,0.0
1905,1.5688707222238918e-07,0.0
1906,1.5946971898550544e-07,0.0
1907,1.5891386284661024e-07,5.142843373384665e-10
1908,1.7631886706226396e-07,3.437972351250096e-09
1909,1.7933205737064029e-07,2.2003934230241384e-09
1910,1.9132058781679007e-07,5.344150677544235e-10
1911,1.5748307857776922e-07,0.0
1912,1.8024596992738395e-07,0.0
1913,1.712865609904135e-07,0.0
1914,1.5000706010681597e-07,1.3393487430235496e-09
1915,1.4254721469875165e-07,0.0
1916,1.7030566112907763e-07,0.0
1917,1.315970932225241e-07,0.0
1918,1.3324196856956405e-07,0.0
1919,1.2522673986659072e-07,0.0
1920,1.4538684656173473e-07,0.0
1921,1.5069767750341967e-07,1.5145494858259667e-09
1922,1.7928382600729265e-07,0.0
1923,1.6667038060802497e-07,0.0
1924,1.5856697466176684e-07,0.0
1925,1.0448268872309541e-07,2.1996355847875293e-09
1926,1.4601441300499118e-07,1.1146138456652466e-09
1927,1.5162945299351804e-07,0.0
1928,1.5196635372305423e-07,0.0
