year,aucun_DET arrêt_NOUN,aucun_DET jarret_NOUN
1929,1.5930781138706607e-07,0.0
1930,1.428490019605988e-07,0.0
1931,1.5853445489710793e-07,0.0
1932,1.2384276382171322e-07,0.0
1933,1.0782422288357907e-07,0.0
1934,1.2341027399997984e-07,0.0
1935,1.4002892800846212e-07,0.0
1936,1.224596117843646e-07,0.0
1937,1.2339295762942015e-07,0.0
1938,1.1927997345395625e-07,0.0
1939,9.941132717017354e-08,0.0
1940,8.114505645195891e-08,0.0
1941,9.149658097840074e-08,0.0
1942,6.068423408223111e-08,3.034211770724937e-09
1943,8.419382169222445e-08,0.0
1944,9.960877278558655e-08,0.0
1945,9.367567344042982e-08,0.0
1946,6.542918740137793e-08,0.0
1947,8.106192006529511e-08,0.0
1948,8.806228946056649e-08,0.0
1949,9.522497990133161e-08,0.0
1950,6.91298502886184e-08,0.0
1951,1.0021717544717035e-07,0.0
1952,1.1177492176273063e-07,0.0
1953,9.804182754535873e-08,0.0
1954,9.283909463420059e-08,0.0
1955,7.977766980360457e-08,0.0
1956,7.500182075403927e-08,0.0
1957,7.86318334888847e-08,0.0
1958,6.286905085417516e-08,0.0
1959,6.665642970915542e-08,7.750747821333448e-10
1960,7.889750008871488e-08,0.0
1961,8.129346618090949e-08,0.0
1962,7.48350892365579e-08,0.0
1963,6.724695289506144e-08,0.0
1964,8.152517505521928e-08,6.083968329129164e-10
1965,8.536387952062796e-08,0.0
1966,7.090015541333372e-08,0.0
1967,7.987143835208599e-08,0.0
1968,7.186265402192582e-08,0.0
1969,8.992680688990617e-08,0.0
1970,7.311972699541869e-08,0.0
1971,7.090988196623016e-08,0.0
1972,5.745764386499985e-08,5.130146862875051e-10
1973,7.222296855013965e-08,0.0
1974,6.019361820097657e-08,0.0
1975,7.59626850310724e-08,0.0
1976,5.656391510733272e-08,0.0
1977,6.346924319444724e-08,5.876781838942691e-10
1978,5.584155804427837e-08,0.0
1979,5.266775870982343e-08,0.0
1980,6.026259630198538e-08,3.411090521154847e-09
1981,6.76833775692387e-08,0.0
1982,5.2143020567996246e-08,0.0
1983,4.673333753313358e-08,0.0
1984,5.741018460625469e-08,2.3196033982486597e-09
1985,5.0530687190075696e-08,0.0
1986,6.174319866492084e-08,0.0
1987,5.6219513488997563e-08,6.110816852533674e-10
1988,4.677312004375267e-08,0.0
1989,8.835876741386528e-08,0.0
1990,4.2499476382573675e-08,0.0
1991,5.1580893334346456e-08,0.0
1992,5.0691487007981095e-08,0.0
1993,5.317639217850001e-08,0.0
1994,3.745197885152152e-08,0.0
1995,3.633042178208257e-08,0.0
1996,5.3380922793166974e-08,0.0
1997,4.794894636894753e-08,0.0
1998,5.3403047317601704e-08,0.0
1999,5.8955594101073316e-08,0.0
2000,6.185244083578567e-08,0.0
2001,4.68789673746528e-08,0.0
2002,5.126029289925782e-08,4.38122149670761e-10
2003,4.5419460636964004e-08,0.0
2004,3.96431230065275e-08,0.0
2005,4.593824698417848e-08,0.0
2006,3.706100848432925e-08,0.0
2007,4.553706478560571e-08,0.0
2008,4.257439720212197e-08,0.0
2009,4.052963786804753e-08,4.76819250749827e-10
2010,5.0544587182344e-08,0.0
2011,4.435807410274606e-08,3.82397197240536e-10
2012,4.3234009261539086e-08,0.0
2013,4.044231394217945e-08,0.0
2014,4.2226181620752534e-08,2.1654451842767486e-10
2015,5.1867866002197616e-08,0.0
2016,5.447624307208798e-08,0.0
2017,5.282783632765131e-08,0.0
2018,4.001273401499361e-08,2.5814667070633845e-10
2019,5.790742169109464e-08,0.0
