year,en_ADP ans_NOUN,en_ADP gens_NOUN
1889,2.5060547192978788e-08,4.0096874798223325e-07
1890,3.211649518553017e-08,3.585249395143819e-07
1891,3.4420787553557375e-08,3.461201458776486e-07
1892,3.447681917734258e-08,4.2751253914730114e-07
1893,1.9706933140906102e-08,2.8636637594559033e-07
1894,2.5836310646454308e-08,3.762018891961816e-07
1895,2.708376523052891e-08,9.178387259112242e-07
1896,2.594692793955744e-08,3.178498708678035e-07
1897,2.38895258020122e-08,3.472721274988544e-07
1898,2.150174849280262e-08,3.717539200920328e-07
1899,2.819064981451902e-08,3.5818708354895534e-07
1900,2.0764212682600203e-08,3.3845667601895e-07
1901,2.5149324622830704e-08,3.3979533853312205e-07
1902,3.191684577741327e-08,2.489513963865875e-07
1903,2.4300991663395166e-08,3.429139852073604e-07
1904,4.192207558872951e-08,2.9076723606635824e-07
1905,3.818961596957493e-08,3.2615998435403526e-07
1906,4.012464094316215e-08,3.2614130951458264e-07
1907,2.108565710923216e-08,2.807992434128437e-07
1908,2.6521501217402488e-08,2.8142260433128286e-07
1909,3.685658955809856e-08,3.091552862599656e-07
1910,2.93928290595602e-08,3.126328120828248e-07
1911,2.873001958558774e-08,2.5750611776231835e-07
1912,2.2400511667797218e-08,2.7922496315113676e-07
1913,3.2348237311019545e-08,2.821190605573065e-07
1914,3.147469573860917e-08,2.497885347452211e-07
1915,2.591767644943843e-08,3.02765574389241e-07
1916,2.7468654462126096e-08,3.2083390522075206e-07
1917,2.960934575302332e-08,2.8183710654161587e-07
1918,2.5270027848023346e-08,2.7797030810461365e-07
1919,5.893022841929607e-08,2.3572092544554835e-07
1920,3.7861158652674476e-08,2.4079696459011757e-07
1921,3.937828690903089e-08,1.9992053346129524e-07
1922,2.9511741217458365e-08,2.36093942618254e-07
1923,4.671017128643484e-08,1.8577909166594964e-07
1924,1.675911143195208e-08,2.784590860116509e-07
1925,3.2994533993857544e-08,2.947511674733505e-07
1926,2.2292277579438746e-08,2.5413195459123017e-07
1927,4.236705530846763e-08,3.1106336351172104e-07
1928,2.627989537096198e-08,2.0566874248117983e-07
1929,1.893869105984436e-08,2.4286086564018206e-07
1930,1.8906487042613662e-08,2.62590093669246e-07
1931,2.9653928201867075e-08,1.9731266842626383e-07
1932,3.0686703178517405e-08,1.950797470229304e-07
1933,2.40883908375622e-08,1.5944220077557247e-07
1934,1.7972370258689807e-08,1.6894027510261367e-07
1935,3.351119381989065e-08,1.8550840152897763e-07
1936,2.667437160042141e-08,1.745958906340661e-07
1937,1.6368453148452033e-08,1.510934142245901e-07
1938,4.926781471681352e-08,1.3872778836798716e-07
1939,2.2941075705773528e-08,1.8964622316985924e-07
1940,2.7893612752905028e-08,1.4200384335083527e-07
1941,6.493305493293633e-08,1.711871466802961e-07
1942,1.517105907566929e-08,1.8205270180260413e-07
1943,2.6129116648121453e-08,1.887102900610671e-07
1944,2.5705489292704442e-08,1.5101975314735228e-07
1945,2.6142048081823077e-08,1.5903080141654868e-07
1946,2.645009899993056e-08,1.4895581479379416e-07
1947,2.7418003201162833e-08,2.2530445775714725e-07
1948,1.1959077061973744e-08,1.739502106801183e-07
1949,2.552422173618396e-08,1.5412702758510477e-07
1950,2.339779547888554e-08,1.9462711442486125e-07
1951,2.345508343104541e-08,1.9083909386097275e-07
1952,2.741649052229178e-08,1.34973488385981e-07
1953,2.5857185836919427e-08,1.3790498964993958e-07
1954,1.3681550781186047e-08,1.182476845329461e-07
1955,1.5016972554349195e-08,1.4172267626122448e-07
1956,1.3953826982771034e-08,1.8663243572802912e-07
1957,1.855357895097498e-08,1.2810804950191823e-07
1958,2.2335056470978998e-08,1.21601980040964e-07
1959,1.9376869220266713e-08,1.7361674764515556e-07
1960,1.3841666590685975e-08,1.2665124815569584e-07
1961,2.0149661827950638e-08,1.6884027509433963e-07
1962,8.87873902177816e-09,1.661592587964833e-07
1963,2.069137072790994e-08,1.422531727968135e-07
1964,2.737785814721505e-08,1.7582667855009504e-07
1965,3.1190647065137966e-08,1.8386065292474996e-07
1966,2.3818021666066613e-08,1.667261564364253e-07
1967,3.3526280418527676e-08,1.7847815003690926e-07
1968,3.1439911063468884e-08,1.5675041087348518e-07
1969,1.9529559247555284e-08,1.7213261438442373e-07
1970,2.7132478319646935e-08,1.5267767139448551e-07
1971,2.6205827285963323e-08,1.5261040253733427e-07
1972,3.231992518060167e-08,1.3389683495290683e-07
1973,3.087394190304238e-08,1.2625236411878404e-07
1974,2.418995898034737e-08,1.0069773115350955e-07
1975,2.1703624231150798e-08,1.3421978817262925e-07
1976,1.199840671262109e-08,1.439808814396315e-07
1977,2.056873571465445e-08,9.814225920834474e-08
1978,2.6732660640682582e-08,1.3009894761495389e-07
1979,1.5215130599877114e-08,1.1645426845063866e-07
1980,1.9898026615283726e-08,1.1427152646348304e-07
1981,2.3404533255888538e-08,9.931112820993349e-08
1982,1.3035755141999061e-08,9.559553326710102e-08
1983,1.7682884045910896e-08,8.083604230435526e-08
1984,2.2036232061317662e-08,8.814492868935986e-08
1985,2.0452897042666507e-08,1.0587382082150043e-07
1986,2.2779044428489215e-08,8.991728028817647e-08
1987,3.727598285596656e-08,8.55514388220513e-08
1988,4.2575532321897924e-08,7.79551991847427e-08
1989,1.7013179198777095e-08,9.384688848257383e-08
1990,4.685839771756406e-08,9.753085539188078e-08
1991,1.69982495301646e-08,6.682070186059264e-08
1992,3.361065836759991e-08,1.0413794626629169e-07
1993,1.606370203521834e-08,1.0025965480053856e-07
1994,1.8989735672825248e-08,8.439882703825674e-08
1995,2.60277633890027e-08,9.001268175268251e-08
1996,2.829188883168854e-08,7.686852998567417e-08
1997,2.733089898843133e-08,8.966452769154643e-08
1998,2.9085588382216088e-08,7.056830941820635e-08
1999,2.1479946238356362e-08,9.825932389961878e-08
2000,1.8555731395863972e-08,7.422292647163431e-08
2001,1.7962967807649832e-08,8.061429523920083e-08
2002,2.0591740479414256e-08,8.67481861899222e-08
2003,2.2501383034612132e-08,9.250568533403225e-08
2004,3.479785087856513e-08,8.369103032812575e-08
2005,2.3869873078119497e-08,7.926599021601533e-08
2006,1.7295138099449048e-08,8.44167464819634e-08
2007,5.951774256773845e-08,8.428351494504938e-08
2008,2.2138686828210297e-08,7.961412062940099e-08
2009,1.4781396995289242e-08,7.438380156266078e-08
2010,8.030448139795254e-09,7.55806852659191e-08
2011,6.500752353089112e-09,6.691950593662455e-08
2012,6.468080182564506e-09,1.1302118974043651e-07
2013,6.972812660599459e-09,1.0766022517927354e-07
2014,2.165445156521173e-09,1.3339142634904988e-07
2015,4.876465897751814e-09,1.6336161046126563e-07
2016,4.556948124401217e-09,1.9346315305313055e-07
2017,1.4590545660553289e-08,6.339340430372431e-08
2018,1.032586693927584e-08,1.2726631393178423e-07
2019,1.989770437305083e-08,1.4081452626157898e-07
