year,mon_DET arrêt_NOUN,mon_DET jarret_NOUN
1800,2.295240024707823e-07,3.144164484325529e-09
1801,1.8811341817581706e-07,0.0
1802,2.3721105435470236e-07,0.0
1803,3.315576555529276e-07,0.0
1804,4.4493318362981427e-07,0.0
1805,2.2743022043414385e-07,0.0
1806,3.2562860496909707e-07,0.0
1807,1.822051274302794e-07,0.0
1808,2.809931629599305e-07,0.0
1809,2.801197798163457e-07,0.0
1810,1.9891076874500868e-07,0.0
1811,1.4791752533938052e-07,0.0
1812,1.4669645587161995e-07,0.0
1813,2.3293506967725364e-07,0.0
1814,2.0453401416986594e-07,0.0
1815,2.157778871136884e-07,0.0
1816,1.297858158721965e-07,0.0
1817,2.708959702113489e-07,0.0
1818,1.8716248217920395e-07,0.0
1819,1.7596784340767613e-07,0.0
1820,4.022737245534813e-07,0.0
1821,3.1951221046711e-07,9.861488514673056e-09
1822,3.769631433669929e-07,0.0
1823,3.547884581678318e-07,3.656594316225892e-08
1824,2.13054154762915e-07,1.6842225392110777e-09
1825,2.430302257216965e-07,0.0
1826,1.3564296397206022e-07,0.0
1827,1.5485018128869044e-07,0.0
1828,1.8344602870090654e-07,0.0
1829,1.3717081126518593e-07,0.0
1830,1.4507202505953387e-07,0.0
1831,1.637076678662197e-07,0.0
1832,3.0713031407003655e-07,0.0
1833,2.0039677162131397e-07,0.0
1834,1.8295680526136948e-07,0.0
1835,1.830267279956388e-07,7.563087933704082e-10
1836,1.3710329582750092e-07,0.0
1837,1.7394727946928867e-07,6.957890930081589e-10
1838,1.6159135118876122e-07,5.049729523420865e-09
1839,9.158832625644209e-08,0.0
1840,1.5478343584618415e-07,0.0
1841,1.1942220590199781e-07,6.420548537278137e-10
1842,1.1940711708291474e-07,0.0
1843,1.42947241599245e-07,5.906911071384968e-10
1844,9.824524932477985e-08,0.0
1845,9.207376128195222e-08,0.0
1846,9.074477236303835e-08,5.854501328173001e-10
1847,8.359496472820638e-08,0.0
1848,6.597081725345788e-08,1.367687652020777e-08
1849,1.0139092410099693e-07,0.0
1850,1.1744963401838504e-07,4.073397619208663e-09
1851,1.0641573711112073e-07,0.0
1852,1.2630458279261347e-07,1.3021090872200602e-09
1853,9.674529533043597e-08,0.0
1854,1.2157855100447534e-07,0.0
1855,1.6133088820424746e-07,0.0
1856,1.0872097577774298e-07,0.0
1857,1.1617991368950698e-07,3.905207268672939e-09
1858,1.081502425392955e-07,1.9574704079872163e-09
1859,1.166107734817956e-07,0.0
1860,1.4097726808159905e-07,3.204028820036342e-09
1861,1.141263196169362e-07,1.4147891747029462e-09
1862,1.3102160789646433e-07,5.873382225018986e-09
1863,1.0538649597435779e-07,9.489779295712708e-09
1864,1.0500454550310678e-07,9.589455896019672e-10
1865,9.601962691618837e-08,6.118897832863013e-09
1866,9.00138375503623e-08,6.811858188626729e-09
1867,7.23068893648815e-08,4.85281148598915e-10
1868,5.829051508143834e-08,8.89177353968762e-09
1869,1.3234336915246558e-07,3.4184632902167778e-09
1870,1.2442886543340137e-07,1.1468097582678638e-09
1871,6.054071377548098e-08,4.248470908407853e-09
1872,9.433849612605627e-08,1.2094678591978436e-09
1873,9.996627203801012e-08,2.3944017879529156e-09
1874,9.260644073805224e-08,2.3898436563030145e-09
1875,1.0527610072585958e-07,2.8607636259891933e-09
1876,7.315677841290835e-08,4.232210359944588e-09
1877,1.0699731689545189e-07,6.184816214727107e-09
1878,8.515115079710256e-08,4.22736201599605e-09
1879,1.1790997955785087e-07,1.221865053580018e-09
1880,1.01401973040538e-07,0.0
1881,7.530308443470801e-08,2.789003084036068e-09
1882,1.0182739274000596e-07,0.0
1883,5.876985353925335e-08,1.2638677882037541e-09
1884,5.0172898724554216e-08,1.3203393933736152e-09
1885,6.767917271055524e-08,6.445635691854079e-10
1886,4.969167022306209e-08,1.936039106809062e-09
1887,7.442974059301832e-08,0.0
1888,7.038082272536883e-08,1.268122939990235e-09
1889,7.142256031045235e-08,5.6386229019267375e-09
1890,7.20982497037781e-08,1.9663159989136147e-09
1891,3.0596255640169545e-08,0.0
1892,3.6984221463143285e-08,2.5074049503359674e-09
1893,4.618812399215244e-08,0.0
1894,5.4823391160141455e-08,8.822155450616265e-09
1895,4.995450098022047e-08,5.416753268150387e-09
1896,4.4817418443088286e-08,1.769108692872834e-09
1897,4.3700350005337896e-08,3.4960281336537946e-09
1898,6.846609512667357e-08,0.0
1899,5.085372123403431e-08,0.0
1900,6.540726893433657e-08,1.5573159428683425e-09
1901,4.6945406007026236e-08,5.588738916095792e-10
1902,3.633610179409885e-08,0.0
1903,2.8621166769937645e-08,0.0
1904,3.171028684079147e-08,1.0749250378694342e-09
1905,3.922177005399874e-08,6.708986977077558e-09
1906,4.218231425268115e-08,5.144184522798412e-10
1907,3.857132691020837e-08,1.5428529565042481e-09
1908,4.17468073443672e-08,9.331639461152008e-09
1909,4.1807473927235606e-08,2.2003934230241384e-09
1910,3.63402248293454e-08,5.34415089958884e-09
1911,3.8306692706768786e-08,2.6601870706244313e-09
1912,5.417798243367855e-08,1.0418842455450772e-09
1913,4.4014814515325185e-08,1.590896969716482e-09
1914,4.151981247701997e-08,1.3393487430235496e-09
1915,8.246533234057551e-09,1.1780761921542648e-09
1916,8.789969641043172e-09,2.197492410260793e-09
1917,2.7416060532914344e-08,1.4256351654751143e-08
1918,1.4932290071101306e-08,6.89182577673364e-09
1919,2.9465114792515124e-08,1.1049418269237776e-08
1920,3.104614876292544e-08,3.028892692213958e-09
1921,4.3921935533042245e-08,2.2718242842501013e-09
1922,4.5743198340275626e-08,4.426761179843197e-09
1923,4.0340603302269074e-08,5.307974060286824e-09
1924,4.769901096324247e-08,1.1602462102189293e-08
1925,8.028669640225417e-08,2.1996355847875293e-09
1926,6.13037585139864e-08,1.1146138456652466e-09
1927,7.358488574027433e-08,7.804457524684949e-09
1928,4.4561559775502246e-08,2.2852082448565625e-09
1929,7.909688548579652e-08,1.1140406375176326e-09
1930,4.516549623190258e-08,9.453243521306831e-09
1931,4.44808918587114e-08,9.124285327288817e-09
1932,2.849479496802587e-08,2.1919073223131136e-09
1933,4.12943848004943e-08,4.588264879146209e-09
1934,5.032263672433146e-08,9.585264137967897e-09
1935,3.7101681726881e-08,0.0
1936,3.394919900756577e-08,0.0
1937,2.8959572406783707e-08,0.0
1938,3.241303758727554e-08,2.5930428915188486e-09
1939,2.5999886688055085e-08,1.5294050470515685e-09
1940,2.2822046474857416e-08,0.0
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,3.6410540360520827e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,4.177142187700156e-08,0.0
1945,5.010559434026618e-08,0.0
1946,3.619487021211398e-08,0.0
1947,6.318061940291386e-08,2.3841741914054637e-09
1948,4.783630558335972e-08,0.0
1949,4.417653798327592e-08,1.1780409536754632e-08
1950,4.5732054587688253e-08,1.0635361480382244e-09
1951,5.1174728676883774e-08,2.1322803522849654e-09
1952,3.479785126714319e-08,2.1089607837865287e-09
1953,2.0470271810957286e-08,1.0773827385790469e-09
1954,3.224936762080688e-08,2.9317608341017376e-09
1955,3.472674947602172e-08,9.385607846468247e-10
1956,4.447782231409292e-08,4.36057079333807e-09
1957,2.0320587545974433e-08,0.0
1958,3.308897444931347e-08,8.272243334772611e-09
1959,4.1854038457245224e-08,4.650448914844674e-09
1960,5.052208251754564e-08,2.7683333403416555e-09
1961,4.9331931595286704e-08,0.0
1962,3.868593356770589e-08,2.5367825617905737e-09
1963,4.84954010282479e-08,1.2932106496776896e-09
1964,4.928014418759119e-08,1.8251904432275978e-09
1965,3.119064589940379e-08,2.7360217424998723e-09
1966,3.7665707330880593e-08,3.8773522170743036e-09
1967,6.212222936063938e-08,3.9442684118817795e-09
1968,4.536329956117413e-08,8.982831700699023e-10
1969,4.178417298272841e-08,5.45010922503586e-09
1970,2.8052221878738237e-08,5.058597540852361e-09
1971,3.751030075438422e-08,5.652237344833111e-09
1972,6.104874827883577e-08,0.0
1973,3.748978688600246e-08,2.7566018356850464e-09
1974,1.8564387360697765e-08,1.687671502548227e-09
1975,3.0270844941782116e-08,5.711480177694739e-10
1976,3.085304589589555e-08,2.285410749536254e-09
1977,3.7023727028628883e-08,1.7630345516828072e-09
1978,4.930690800097892e-08,1.1881182704343018e-09
1979,3.6867433106380076e-08,3.5111840102075575e-09
1980,3.183684427199296e-08,2.8425752862659692e-09
1981,1.8344094243616382e-08,3.1627747087981106e-09
