year,mon_DET arrêt_NOUN,mon_DET jarret_NOUN
1982,2.8554509756695268e-08,1.2415004579935385e-09
1983,2.210360550147783e-08,1.89459470334441e-09
1984,2.4355835237521717e-08,2.899504303321976e-09
1985,2.8273123287014812e-08,2.4062232206745193e-09
1986,2.3378492974845955e-08,2.9972427872948515e-09
1987,2.2610021965796534e-08,3.0554083707556856e-09
1988,1.499138491123375e-08,2.3986214681137596e-09
1989,2.853823599657801e-08,5.488122178931576e-10
1990,2.9422715597249294e-08,1.089730194969718e-09
1991,3.106576618172596e-08,1.7584395606284886e-09
1992,2.7549721226538537e-08,0.0
1993,4.3205819366676224e-08,2.2156829704300662e-09
1994,4.325439906249784e-08,1.0549853213248639e-09
1995,2.8738989577004048e-08,4.337960657352369e-09
1996,2.6156651511399787e-08,1.067618438099771e-09
1997,3.4523239378358994e-08,1.917957792585412e-09
1998,3.671459547494038e-08,0.0
1999,4.43309527975444e-08,9.140402323914998e-10
2000,4.373851181238564e-08,0.0
2001,4.074527049091614e-08,8.762423564512289e-10
2002,5.651775669690551e-08,1.3143663935011318e-09
2003,4.916968876500505e-08,8.333845835650777e-10
2004,5.065510011448282e-08,1.3214374039449694e-09
2005,5.044199413717365e-08,2.702249757291497e-09
2006,5.229720079213962e-08,8.235779835885637e-10
2007,4.913209894485959e-08,7.988958938831558e-10
2008,5.4069483113039496e-08,3.405951742863067e-09
2009,6.484742032242252e-08,9.53638501499654e-10
2010,8.833493092552658e-08,3.7790344187271785e-09
2011,1.0515923132281557e-07,1.529588788962144e-09
2012,1.3514883168141978e-07,2.723402198201441e-09
2013,1.5312297119152163e-07,2.5102124823206395e-09
2014,1.4703373185653845e-07,4.7639794331644225e-09
2015,2.021516762873432e-07,1.329945265027277e-09
2016,1.8869907858487522e-07,3.72841224560716e-09
2017,2.57347034349209e-07,1.2578056374223934e-09
2018,2.421415778997016e-07,1.4714360396794746e-08
2019,2.691292184664462e-07,5.101975730781305e-09
