year,en_ADP arrêt_NOUN,en_ADP jarret_NOUN
1800,5.156429665476026e-07,0.0
1801,4.1194459754478885e-07,0.0
1802,3.535787413966318e-07,0.0
1803,4.817337639906327e-07,0.0
1804,3.21340621667332e-07,0.0
1805,3.3830244206001225e-07,0.0
1806,1.7578182109900808e-07,0.0
1807,2.590729195617314e-07,2.8469551160981155e-09
1808,3.5124148212162254e-07,0.0
1809,3.95330346236733e-07,0.0
1810,4.890865170636971e-07,0.0
1811,3.334412213007454e-07,0.0
1812,6.507988246085006e-07,0.0
1813,4.3136125782439194e-07,5.751483289628823e-09
1814,3.555745138328348e-07,3.1466771410748606e-09
1815,1.7531952778426785e-07,2.1577788444915313e-08
1816,2.8274766350477876e-07,0.0
1817,3.985595924405061e-07,0.0
1818,2.741870730460505e-07,4.768470951432846e-09
1819,3.6849738194177917e-07,0.0
1820,4.058336458001577e-07,0.0
1821,3.954456815336016e-07,0.0
1822,6.687085942758131e-07,1.0025615893027862e-09
1823,4.654745566767815e-07,9.882686891060644e-10
1824,4.6400330688811664e-07,0.0
1825,9.941345524566714e-07,6.163809906922779e-09
1826,4.157368493906688e-07,1.7615968683770689e-09
1827,3.3274355359935726e-07,2.7651819167751057e-09
1828,4.366015389223321e-07,0.0
1829,4.569502891627053e-07,0.0
1830,5.166234018361138e-07,0.0
1831,2.8843732025052304e-07,0.0
1832,5.141388328411267e-07,0.0
1833,4.4828641421190696e-07,0.0
1834,4.900628596260503e-07,0.0
1835,6.912662229296984e-07,1.5126175867408165e-09
1836,5.443807822302915e-07,1.1425274948351216e-08
1837,5.308870640874375e-07,0.0
1838,4.797242922904843e-07,3.9135404250600914e-08
1839,6.662875762231124e-07,0.0
1840,1.1478178976176423e-06,3.821813088222825e-09
1841,5.02728937590291e-07,0.0
1842,5.104989782012126e-07,2.0124795163667386e-09
1843,3.892654376613791e-07,0.0
1844,4.725651194803504e-07,0.0
1845,4.2856152049353113e-07,5.580227946389016e-10
1846,4.3674580751940084e-07,4.6836010625384006e-09
1847,4.115029526019498e-07,0.0
1848,3.564033193015348e-07,2.413566457803995e-09
1849,3.184177614912187e-07,6.703531951757213e-09
1850,3.5302778655932343e-07,4.073397619208663e-09
1851,3.3537082799739437e-07,7.739326512989919e-09
1852,5.384221140047885e-07,0.0
1853,4.275903222605848e-07,2.388772735173461e-09
1854,3.423942871449981e-07,1.0391328908454511e-09
1855,3.6193310393173306e-07,3.714855978387277e-09
1856,2.769796196844254e-07,3.6240324075009767e-09
1857,3.036298608094512e-07,9.763018171682347e-10
1858,3.1270590739040927e-07,1.468102750479261e-09
1859,5.616666953756067e-07,0.0
1860,4.613801252162375e-07,1.8308735638683515e-09
1861,3.6925996482750634e-07,3.3011746669586728e-09
1862,3.758964624012151e-07,2.2589932147099034e-09
1863,4.1655138716123474e-07,4.994620828036034e-10
1864,3.61522495495592e-07,2.397363974004918e-09
1865,3.51601272541302e-07,1.4120533631256649e-09
1866,4.646660443086148e-07,4.865612912574591e-10
1867,4.712079828550486e-07,1.455843445796745e-09
1868,4.035877054775483e-07,9.87974813071446e-10
1869,5.10816107635037e-07,1.953407657850903e-09
1870,3.7844722555746557e-07,2.8670243956696595e-09
1871,3.281943747879268e-07,1.0621177271019633e-09
1872,4.16056934682274e-07,1.8142017887967654e-09
1873,3.0827922614662384e-07,5.986004469882289e-10
1874,4.5048551555737504e-07,5.974609140757536e-10
1875,3.884916850438458e-07,1.1443054281912168e-09
1876,3.682023077544727e-07,1.813804439976252e-09
1877,4.5458398290065816e-07,2.4739263970730008e-09
1878,4.215283979647211e-07,6.039088673581716e-10
1879,4.2826368940040993e-07,1.5273313280772527e-08
1880,4.614431361460447e-07,1.4119262203848848e-08
1881,3.7163465549383545e-07,1.3945015142624584e-09
1882,4.698702014138689e-07,4.6587693702804245e-09
1883,4.992277808923973e-07,1.8958017378167824e-09
1884,5.004086460758117e-07,2.6406787867472303e-09
1885,4.286347632387333e-07,2.5782542767416317e-09
1886,4.878818913311989e-07,0.0
1887,4.3417350070740213e-07,6.528924623161458e-10
1888,5.440247150545474e-07,1.9021844099853524e-09
1889,4.949458229930315e-07,1.8795409673089125e-09
1890,4.837137339563924e-07,0.0
