year,en_ADP oies_NOUN,en_ADP joie_NOUN
1855,4.776243400783642e-09,4.967293172342124e-07
1856,3.106313539724681e-09,5.410162486896297e-07
1857,9.763018171682347e-10,4.647196627516337e-07
1858,1.468102750479261e-09,5.020911648667692e-07
1859,3.5645213447565993e-09,4.975053256028872e-07
1860,5.95033897154984e-09,5.602473152066523e-07
1861,8.017138342086838e-09,4.937613793387641e-07
1862,9.035972525772706e-10,5.859828463017358e-07
1863,4.9946209945694875e-09,5.479099143279598e-07
1864,9.589455896019672e-10,6.074920392284966e-07
1865,3.2947911621228343e-09,6.109484167460266e-07
1866,6.811858188626729e-09,5.488411449761088e-07
1867,4.85281148598915e-10,5.260447757393649e-07
1868,5.433861360870651e-09,4.697820195076474e-07
1869,1.953407657850903e-09,5.728368188684385e-07
1870,1.1468097582678638e-09,5.16064366351543e-07
1871,1.0621177271019633e-09,3.398776655672009e-07
1872,1.2094678591978436e-09,4.112190794547388e-07
1873,2.9930022349411445e-09,4.591265554410029e-07
1874,4.182226565063729e-09,3.8894705811642893e-07
1875,5.149374260327022e-09,4.6172724910142904e-07
1876,8.464420275799966e-09,5.302355177150275e-07
1877,2.4739263970730008e-09,5.207615068059113e-07
1878,1.3285995414946683e-08,4.782958302751439e-07
1879,1.0996785704264767e-08,4.91189739326714e-07
1880,1.1552123035940554e-08,4.903234804842782e-07
1881,6.972507571312292e-10,5.473418502877081e-07
1882,6.655385131892899e-10,5.291031059950768e-07
1883,1.2006744043446815e-08,5.39671549226739e-07
1884,3.300848483434038e-09,5.096510315993896e-07
1885,7.090199094506033e-09,5.394997107388555e-07
1886,1.5488312854472497e-08,4.0463217793051953e-07
1887,7.834709769838355e-09,4.7465281083347577e-07
1888,1.7119660356001987e-08,4.977382321857959e-07
1889,1.8795409673089125e-09,5.394282958093299e-07
1890,5.243509182406569e-09,4.778147677519939e-07
1891,3.1871101313640793e-09,5.016511193112194e-07
1892,6.268512375839919e-09,5.466142767307502e-07
1893,6.158416498980301e-09,5.123802682138745e-07
1894,5.041231432301174e-09,4.921502139154654e-07
1895,1.745398137131815e-08,4.893133489503043e-07
1896,2.948514543632541e-09,5.67883886137821e-07
1897,6.992056045262984e-09,4.5098763556961075e-07
1898,1.923840653450526e-08,4.775651594179919e-07
1899,6.080336234504102e-09,5.781846912356059e-07
1900,4.15284251431558e-09,5.518089656320058e-07
1901,6.147612696683069e-09,5.320479385950705e-07
1902,1.6694965410124496e-08,4.6254872865247876e-07
1903,1.0260418292773466e-08,5.292215996544058e-07
1904,2.6873125946735854e-09,5.079020857223782e-07
1905,5.160759042333041e-10,5.666513187563282e-07
1906,9.259531807970234e-09,5.38081677659008e-07
1907,6.685696440911215e-09,4.993700648547872e-07
1908,4.4202501658929805e-09,5.707033938762152e-07
1909,6.60118004702781e-09,6.144598763135889e-07
1910,2.137660271017694e-09,5.921319022883509e-07
1911,2.128149656499545e-09,4.990510724667274e-07
1912,5.209421061191932e-09,6.636802654114149e-07
1913,5.302989602995467e-09,5.186324187889113e-07
1914,4.018046340092951e-09,4.948893330691817e-07
1915,5.890381071793627e-09,4.441347232209125e-07
1916,3.2962386153911893e-09,5.197069694595768e-07
1917,3.289927441585405e-09,5.8451039919305e-07
1918,3.44591288836682e-09,5.13441028360262e-07
1919,2.762354511798293e-09,6.316583784915508e-07
1920,9.086678076641874e-09,6.307669315752662e-07
1921,7.572747429129834e-10,5.808297456333378e-07
1922,2.951174193910333e-09,6.086796933146843e-07
1923,2.1231896241147297e-09,6.560656129472875e-07
1924,5.156649662829693e-09,6.484487113933568e-07
1925,7.698724768800957e-09,6.202972482327596e-07
1926,1.1146138456652466e-09,5.729115448716016e-07
1927,6.689535148041159e-09,7.068608609550608e-07
1928,2.2852082448565625e-09,6.478565415246607e-07
1929,3.342121912552898e-09,5.848713289235974e-07
1930,2.100720708497761e-09,5.062737008509899e-07
1931,4.5621426636444085e-09,4.6990069879626617e-07
1932,6.575722188983946e-09,4.811236569146615e-07
1933,0.0,4.79473669656727e-07
1934,3.5944740517379614e-09,4.3852583608838813e-07
1935,3.590485242455088e-09,5.565252338968207e-07
1936,2.424942913137329e-09,5.456121368041522e-07
1937,0.0,4.847580612477032e-07
1938,9.075650453382877e-09,4.65451198916611e-07
1939,1.070583532936098e-08,3.792924525569674e-07
1940,7.607348750937604e-09,3.4993805630989527e-07
1941,0.0,6.788455815254224e-07
1942,3.034211770724937e-09,6.007739585811578e-07
1943,2.9032352077962287e-09,6.183891090305593e-07
1944,0.0,6.105053600435895e-07
1945,4.357008087652048e-09,6.317661700450117e-07
1946,0.0,5.011597368209664e-07
1947,2.3841741914054637e-09,5.841226549119227e-07
1948,1.0871887834440486e-09,5.381584253782989e-07
1949,9.817008317369869e-10,4.2409476463944884e-07
1950,1.0635361480382244e-09,5.062432082425516e-07
1951,3.198420528427448e-09,4.904244943482183e-07
1952,9.490323193972472e-09,4.766251278098821e-07
1953,8.619062019654677e-09,4.0832804870660766e-07
1954,9.772536113672459e-10,4.710362491167075e-07
1955,1.8771215692936494e-09,4.345536419592122e-07
1956,1.744228317335228e-09,4.412897611771882e-07
1957,0.0,3.93159172773494e-07
1958,0.0,4.3015666051360313e-07
1959,6.975672928177801e-09,4.0691425395866787e-07
1960,3.460416619915918e-09,4.4362541373743625e-07
1961,3.47407969059077e-09,4.564940542794993e-07
1962,6.341956404476434e-10,4.5598666975621427e-07
1963,2.5864212993553792e-09,4.894802154709055e-07
1964,2.4335873316516654e-09,4.191854310331422e-07
1965,1.6416130677043839e-09,4.612932649195045e-07
1966,7.754704434148607e-09,5.212269273968673e-07
1967,5.916402701089396e-09,4.6887492555214294e-07
1968,4.491415656060482e-09,4.69802107883055e-07
1969,3.1792304344691047e-09,3.8922865053248046e-07
1970,9.197450023812337e-10,4.3825850193357496e-07
1971,3.596878239697787e-09,4.691357036179511e-07
1972,2.0520587451500205e-09,4.1656792859612324e-07
1973,4.410563025913916e-09,4.366457395654777e-07
1974,2.812785782069227e-09,3.3078360184291e-07
1975,3.4268881066168433e-09,3.0499304948250483e-07
1976,1.7140580066410394e-09,3.468110945092917e-07
1977,2.3507127355770763e-09,3.2381068226783327e-07
1978,8.316827893040113e-09,3.273265858361185e-07
1979,7.607565244427406e-09,3.4175524787904976e-07
1980,2.8425752862659692e-09,3.4167756135516925e-07
1981,8.223214109648325e-09,3.4410988392075126e-07
1982,4.345251713999687e-09,3.314806134024906e-07
1983,6.315316158911344e-09,3.29659490372336e-07
1984,5.219107812592938e-09,3.096670552205083e-07
1985,1.8046674155058895e-09,3.567225932421536e-07
1986,4.795588426365072e-09,3.1171325703960306e-07
1987,3.0554083707556856e-09,3.4892764377847385e-07
1988,4.197587610832443e-09,3.5019873179109595e-07
1989,6.585746614717891e-09,3.4959338979234644e-07
1990,5.44865097484859e-10,3.356368938334242e-07
1991,1.7584396161396398e-09,3.7278919062799787e-07
1992,4.4079553340736766e-09,3.5649338769871974e-07
1993,3.323524566667402e-09,3.467543964186248e-07
1994,3.6924485691258724e-09,3.7029984367720203e-07
1995,1.0844901643380922e-09,3.5408605247866376e-07
1996,4.270473752399084e-09,3.528478966785542e-07
1997,7.192341833217597e-09,4.646252743656376e-07
1998,4.7681290027412615e-09,3.557024346179105e-07
1999,2.285100553223174e-09,3.8572496596778194e-07
2000,3.97622823555821e-09,3.591859694118682e-07
2001,3.5049694258049158e-09,3.8861347473329033e-07
2002,5.6955880012310445e-09,3.9387181427485984e-07
2003,2.9168460979889232e-09,3.6293897826000787e-07
2004,1.7619165015858584e-09,3.7264532937175687e-07
2005,4.503749373441224e-09,3.602999731899814e-07
2006,3.294311934354255e-09,3.9490563796817924e-07
2007,3.1955835755326234e-09,4.1822199536856175e-07
2008,3.405951742863067e-09,4.397935149391685e-07
2009,9.53638501499654e-10,4.3009095529455976e-07
2010,1.4171379625338432e-09,5.210343854145094e-07
2011,2.2943831279320648e-09,5.410920163040345e-07
2012,1.0212758416727752e-09,6.648505359585499e-07
2013,1.9523875849358774e-09,6.484715618926273e-07
2014,2.815078836704288e-09,7.791271877666262e-07
2015,4.43315073539452e-09,7.70924906134951e-07
2016,3.935546111222266e-09,7.916661570739336e-07
2017,2.7671724911471074e-09,7.594630706542205e-07
2018,3.872199894061623e-09,8.503351365263256e-07
2019,4.08158040698936e-09,9.387634873903039e-07
