year,en_ADP oies_NOUN,en_ADP joies_NOUN
1915,5.890381071793627e-09,2.709575319670421e-08
1916,3.2962386153911893e-09,1.3184954461564757e-08
1917,3.289927441585405e-09,3.289927263949721e-08
1918,3.44591288836682e-09,3.675640414257941e-08
1919,2.762354511798293e-09,4.051453217357448e-08
1920,9.086678076641874e-09,2.4988365154854364e-08
1921,7.572747429129834e-10,4.1650110915725236e-08
1922,2.951174193910333e-09,4.0578644444622114e-08
1923,2.1231896241147297e-09,3.715581797791856e-08
1924,5.156649662829693e-09,3.2229060309418855e-08
1925,7.698724768800957e-09,2.639562701745035e-08
1926,1.1146138456652466e-09,2.0063049888108253e-08
1927,6.689535148041159e-09,2.5643217327342427e-08
1928,2.2852082448565625e-09,2.2852082892654835e-08
1929,3.342121912552898e-09,3.0079096546842266e-08
1930,2.100720708497761e-09,3.7812974085227324e-08
1931,4.5621426636444085e-09,1.1405356659111021e-08
1932,6.575722188983946e-09,1.8631212128639163e-08
1933,0.0,8.02946331646126e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,3.590485242455088e-09,2.393656828303392e-08
1936,2.424942913137329e-09,2.9099314957647948e-08
1937,0.0,3.1477796369472344e-08
1938,9.075650453382877e-09,2.074434313215079e-08
1939,1.070583532936098e-08,2.2941076593951948e-08
1940,7.607348750937604e-09,2.028626333583361e-08
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,3.855823393905666e-08
1945,4.357008087652048e-09,2.3963544037997053e-08
1946,0.0,4.1763314584386535e-08
1947,2.3841741914054637e-09,2.8610090296865565e-08
1948,1.0871887834440486e-09,2.8266908813634473e-08
1949,9.817008317369869e-10,2.846932467548413e-08
1950,1.0635361480382244e-09,3.084254984742074e-08
1951,3.198420528427448e-09,3.1984203729962246e-08
1952,9.490323193972472e-09,2.1089608281954497e-08
1953,8.619062019654677e-09,1.6160740301529586e-08
1954,9.772536113672459e-10,3.615838295445428e-08
1955,1.8771215692936494e-09,1.5016972554349195e-08
1956,1.744228317335228e-09,2.1802854632824165e-08
1957,0.0,1.767007518083119e-08
1958,0.0,1.0753916868111446e-08
1959,6.975672928177801e-09,1.2401196514133517e-08
1960,3.460416619915918e-09,2.07624992754063e-08
1961,3.47407969059077e-09,1.320150300188061e-08
1962,6.341956404476434e-10,2.029426049432459e-08
1963,2.5864212993553792e-09,2.7157422977097667e-08
1964,2.4335873316516654e-09,1.2776333768727e-08
1965,1.6416130677043839e-09,7.1136563306595235e-09
1966,7.754704434148607e-09,2.437192847537517e-08
1967,5.916402701089396e-09,1.7749208325312793e-08
1968,4.491415656060482e-09,1.9313088017725022e-08
1969,3.1792304344691047e-09,2.1346261647181564e-08
1970,9.197450023812337e-10,1.3336302728816918e-08
1971,3.596878239697787e-09,2.6719666479380066e-08
1972,2.0520587451500205e-09,1.1799337507056862e-08
1973,4.410563025913916e-09,7.718485406371656e-09
1974,2.812785782069227e-09,1.2938814464291681e-08
1975,3.4268881066168433e-09,7.996072248772634e-09
1976,1.7140580066410394e-09,1.9425991482080462e-08
1977,2.3507127355770763e-09,5.876781727920388e-09
1978,8.316827893040113e-09,2.0198010375338527e-08
1979,7.607565244427406e-09,1.6385525825057812e-08
1980,2.8425752862659692e-09,1.2507331170752423e-08
1981,8.223214109648325e-09,1.3916208629893845e-08
1982,4.345251713999687e-09,1.2415004135846175e-08
1983,6.315316158911344e-09,1.894594880980094e-08
1984,5.219107812592938e-09,1.0438215625185876e-08
1985,1.8046674155058895e-09,1.0226449020933615e-08
1986,4.795588426365072e-09,4.7955883708539204e-09
1987,3.0554083707556856e-09,7.944062296871834e-09
1988,4.197587610832443e-09,1.3192418713003917e-08
1989,6.585746614717891e-09,8.780995486290522e-09
1990,5.44865097484859e-10,1.5256222951620657e-08
1991,1.7584396161396398e-09,1.2309077312977479e-08
1992,4.4079553340736766e-09,1.5427843891302473e-08
1993,3.323524566667402e-09,1.772546376344053e-08
1994,3.6924485691258724e-09,1.4242301560329906e-08
1995,1.0844901643380922e-09,1.1929391696696712e-08
1996,4.270473752399084e-09,1.1743802375008272e-08
1997,7.192341833217597e-09,7.192341833217597e-09
1998,4.7681290027412615e-09,1.5258013519314773e-08
1999,2.285100553223174e-09,1.0511462811280126e-08
2000,3.97622823555821e-09,1.4579503826439577e-08
2001,3.5049694258049158e-09,9.638665865452367e-09
2002,5.6955880012310445e-09,1.9715496790695397e-08
2003,2.9168460979889232e-09,6.667076668520622e-09
2004,1.7619165015858584e-09,7.928623979580607e-09
2005,4.503749373441224e-09,1.3961623857028371e-08
2006,3.294311934354255e-09,7.412201963319376e-09
2007,3.1955835755326234e-09,1.2382886716011399e-08
2008,3.405951742863067e-09,1.1495087548496485e-08
2009,9.53638501499654e-10,1.7165493915172192e-08
2010,1.4171379625338432e-09,1.6060896612657416e-08
2011,2.2943831279320648e-09,1.9502257586623273e-08
2012,1.0212758416727752e-09,1.6340413466764403e-08
2013,1.9523875849358774e-09,1.4224537991935904e-08
2014,2.815078836704288e-09,2.2304085689484054e-08
2015,4.43315073539452e-09,2.9702110992957387e-08
2016,3.935546111222266e-09,2.195620396605591e-08
2017,2.7671724911471074e-09,1.3584300795344006e-08
2018,3.872199894061623e-09,2.0135439982027492e-08
2019,4.08158040698936e-09,1.785691416955615e-08
