year,en_ADP oies_NOUN,en_ADP joies_NOUN
1800,9.432493897065797e-09,0.0
1801,0.0,9.524730337773235e-09
1802,6.713520406265161e-09,0.0
1803,1.950339267864365e-08,0.0
1804,1.9774807569206132e-08,1.4831105232815389e-08
1805,2.842877711017877e-09,0.0
1806,0.0,1.4408345627714425e-08
1807,1.9928686256776018e-08,5.693910232196231e-09
1808,2.039466551195801e-08,6.798221985349073e-09
1809,2.4849335034105025e-08,0.0
1810,2.106114038724627e-08,4.680253518074551e-09
1811,2.5070768572277302e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,1.1588019432906549e-08
1817,0.0,6.227493631882908e-09
1818,2.384235475716423e-09,0.0
1819,1.035105001712111e-09,2.070210003424222e-09
1820,1.3053129244156025e-08,1.3053129244156025e-08
1821,1.1833785507064931e-08,9.86148829262845e-10
1822,3.0076847679083585e-09,0.0
1823,2.668325471688604e-08,9.882686891060644e-10
1824,0.0,2.5263338088166165e-09
1825,3.522177216552791e-09,2.641632912414593e-09
1826,0.0,1.0569580766173203e-08
1827,1.8434546111834038e-09,3.6869092223668076e-09
1828,4.586150570418113e-09,1.834460228167245e-08
1829,5.143905745796928e-09,6.001223074036943e-09
1830,8.349468672008697e-09,7.305785310052215e-09
1831,3.1182412207897414e-09,2.9623292263636358e-08
1832,0.0,3.3824925083081325e-08
1833,2.548398292390175e-08,3.59092489077284e-08
1834,2.42697808516823e-08,3.453776287187793e-08
1835,5.294161553592858e-09,2.4958190181223472e-08
1836,6.720750067579218e-10,1.4785650037651976e-08
1837,0.0,3.896418832027848e-08
1838,1.8936485712828244e-09,2.1461350030449466e-08
1839,1.2584655095793096e-08,6.292327547896548e-09
1840,1.4650283985950807e-08,1.3376346252869098e-08
1841,5.778493683550323e-09,1.926164472365599e-08
1842,1.341653010911159e-08,2.1466448174578545e-08
1843,4.7255288571079745e-09,3.0125246297529884e-08
1844,9.330554162634286e-09,1.3721403568922597e-08
1845,3.9061593959388574e-09,2.511102614732863e-08
1846,9.367202347121406e-09,1.6978054517835517e-08
1847,9.168480197274675e-09,3.128069891999985e-08
1848,1.287235473768078e-08,4.183515400768556e-08
1849,1.1731180693530519e-08,1.9272654583346593e-08
1850,6.1100964288129944e-09,7.467895635215882e-09
1851,6.449438760824933e-10,1.5478653025979838e-08
1852,5.208436348880241e-09,2.8646400807019745e-08
1853,2.9859659189668264e-09,3.1054046445433414e-08
1854,5.195664343204953e-09,2.1302223984775992e-08
1855,4.776243400783642e-09,3.02495415382964e-08
1856,3.106313539724681e-09,2.0708757375587084e-08
1857,9.763018171682347e-10,2.6848299583548396e-08
1858,1.468102750479261e-09,2.936205589776364e-08
1859,3.5645213447565993e-09,2.1387128512628806e-08
1860,5.95033897154984e-09,2.4259074749011234e-08
1861,8.017138342086838e-09,2.0278644541349422e-08
1862,9.035972525772706e-10,2.755971628687348e-08
1863,4.9946209945694875e-09,3.5461809488879226e-08
1864,9.589455896019672e-10,2.5412058235474433e-08
1865,3.2947911621228343e-09,2.165148416111151e-08
1866,6.811858188626729e-09,2.77339928800302e-08
1867,4.85281148598915e-10,2.038180824115443e-08
1868,5.433861360870651e-09,2.9145256874585357e-08
1869,1.953407657850903e-09,2.9789466893248573e-08
1870,1.1468097582678638e-09,4.243196016773254e-08
1871,1.0621177271019633e-09,1.6993883633631413e-08
1872,1.2094678591978436e-09,2.237515595027162e-08
1873,2.9930022349411445e-09,2.8732820567256567e-08
1874,4.182226565063729e-09,1.3144139998644278e-08
1875,5.149374260327022e-09,2.0597497041308088e-08
1876,8.464420275799966e-09,1.4510435519810017e-08
1877,2.4739263970730008e-09,2.8450154232473324e-08
1878,1.3285995414946683e-08,1.872117572077059e-08
1879,1.0996785704264767e-08,1.0385853066452455e-08
1880,1.1552123035940554e-08,1.6044616302224313e-08
1881,6.972507571312292e-10,2.2312024228199334e-08
1882,6.655385131892899e-10,1.5307385581309063e-08
1883,1.2006744043446815e-08,1.2006744043446815e-08
1884,3.300848483434038e-09,9.902545450302114e-09
1885,7.090199094506033e-09,1.740321664556177e-08
1886,1.5488312854472497e-08,1.936039240035825e-08
1887,7.834709769838355e-09,1.4363633837888301e-08
1888,1.7119660356001987e-08,2.2192152115962926e-08
1889,1.8795409673089125e-09,1.50363277384713e-08
1890,5.243509182406569e-09,1.3108772733971819e-08
1891,3.1871101313640793e-09,1.6572972327821844e-08
1892,6.268512375839919e-09,1.7551833764173352e-08
1893,6.158416498980301e-09,1.6011883374744684e-08
1894,5.041231432301174e-09,1.8904618315218613e-08
1895,1.745398137131815e-08,2.166701307260155e-08
1896,2.948514543632541e-09,2.358811634906033e-08
1897,6.992056045262984e-09,2.4472196713531957e-08
1898,1.923840653450526e-08,4.356933303029109e-08
1899,6.080336234504102e-09,2.65323762960179e-08
1900,4.15284251431558e-09,3.8932899570909285e-08
1901,6.147612696683069e-09,2.51493244007861e-08
1902,1.6694965410124496e-08,2.6515532880466708e-08
1903,1.0260418292773466e-08,1.9980815224585058e-08
1904,2.6873125946735854e-09,3.493506284257819e-08
1905,5.160759042333041e-10,2.7352022868853965e-08
1906,9.259531807970234e-09,3.189394348623864e-08
1907,6.685696440911215e-09,3.291419758966185e-08
1908,4.4202501658929805e-09,1.5716445034286153e-08
1909,6.60118004702781e-09,2.585462333115629e-08
1910,2.137660271017694e-09,3.740905540894346e-08
1911,2.128149656499545e-09,4.0434844805758985e-08
1912,5.209421061191932e-09,3.334029585744247e-08
1913,5.302989602995467e-09,3.446943352969356e-08
1914,4.018046340092951e-09,3.214437072074361e-08
