year,en_ADP herbes_NOUN,en_ADP gerbe_NOUN
1800,1.7607321334267567e-07,8.174827570428533e-08
1801,1.0715321474563666e-07,4.286128785224719e-08
1802,2.304975339484372e-07,1.5217312920867698e-07
1803,1.891829022326874e-07,2.515937467251206e-07
1804,2.1505103653396418e-07,2.2741028260497842e-07
1805,1.1371510977298271e-07,9.665784261869703e-08
1806,1.4120178093435243e-07,1.181484350354367e-07
1807,8.256170014320219e-08,1.2526602688467392e-07
1808,7.93125889408941e-08,1.450287356874469e-07
1809,8.358412628695078e-08,1.6716825257390155e-07
1810,9.828532654410083e-08,5.616304221689461e-08
1811,1.7048121492280188e-07,1.1532553401139012e-07
1812,2.400487453257938e-08,1.440292436427626e-07
1813,9.202373263406116e-08,1.5241430162404868e-07
1814,1.195737269199526e-07,7.552024783308298e-08
1815,8.091670622434322e-08,2.7241958377999254e-07
1816,9.502176112619054e-08,1.1819779643928996e-07
1817,1.9772292925157586e-07,9.49692804397273e-08
1818,1.5020683008515334e-07,5.96058882251782e-08
1819,7.14222423425781e-08,1.35598753558952e-07
1820,1.1629151686065597e-07,8.069207524386002e-08
1821,3.4515210245444905e-08,7.396116075142345e-08
1822,9.223566621585633e-08,9.624591257306747e-08
1823,3.162459805139406e-08,7.412015179397713e-08
1824,5.3895121254754486e-08,1.0947446327236321e-07
1825,1.2415674177645997e-07,7.484626252107773e-08
1826,1.2331177856594877e-07,1.0569581121444571e-07
1827,6.359918103271411e-08,5.438191053031005e-08
1828,4.219258542548232e-08,7.06267186956211e-08
1829,8.916103055867097e-08,1.1830982771243725e-07
1830,6.366470017837855e-08,7.097048637660919e-08
1831,1.2784789360509308e-07,1.2005229166334175e-07
1832,9.065079353831607e-08,9.8768779821512e-08
1833,1.355284524606759e-07,1.1236119945579048e-07
1834,8.494423298088805e-08,9.241185949804276e-08
1835,9.378229037793062e-08,1.0361430469174593e-07
1836,1.1626897844507766e-07,1.1492482343555821e-07
1837,7.305785487687899e-08,1.1202204319715747e-07
1838,4.5447563934430946e-08,9.468242723187359e-08
1839,4.47454411300896e-08,7.480878139176639e-08
1840,7.325142092895476e-08,1.0573683084658114e-07
1841,8.988767774553708e-08,8.988767774553708e-08
1842,8.117000360741145e-08,8.787826999423487e-08
1843,8.446883015267304e-08,7.50177733266355e-08
1844,7.299786375369877e-08,8.177956090094085e-08
1845,1.060243306483244e-07,7.421703429599802e-08
1846,6.849766265304424e-08,8.137757134818457e-08
1847,6.040410482910374e-08,7.820174374728595e-08
1848,9.332457295840868e-08,5.309846429213394e-08
1849,6.787325901314034e-08,5.9493846293889874e-08
1850,5.838536498714575e-08,7.943125268639051e-08
1851,8.706741994046752e-08,5.868989205737307e-08
1852,6.119912399071836e-08,1.0026239749549859e-07
1853,7.882950114890264e-08,8.002388796057858e-08
1854,7.06610379097583e-08,8.780673255159854e-08
1855,7.111295730055645e-08,1.1356845419641104e-07
1856,4.6594702096669494e-08,1.009551908737194e-07
1857,4.78387889302212e-08,1.0153539165003167e-07
1858,3.327699715782728e-08,9.934162648050915e-08
1859,6.619825398956891e-08,1.0184346876940253e-07
1860,7.415037828195636e-08,1.0024032803812588e-07
1861,5.564837124438782e-08,7.592701933845092e-08
1862,6.596260254676523e-08,1.346359965737065e-07
1863,4.9446747141246306e-08,1.2536497706605587e-07
1864,4.650886253898534e-08,1.1555294321397014e-07
1865,6.165966226490127e-08,1.4214670329693035e-07
1866,4.135770836910524e-08,7.93094869777633e-08
1867,8.73506067478047e-08,8.589476152565112e-08
1868,7.607405905218911e-08,1.0571330477660013e-07
1869,8.25314714347769e-08,9.57169774551403e-08
1870,6.020751186497364e-08,1.1181395365156277e-07
1871,7.116188527334089e-08,1.359510690690513e-07
1872,7.135860613516343e-08,7.559174264315516e-08
1873,6.70432527272169e-08,9.876907114403366e-08
1874,6.273339892004515e-08,1.0455566012979034e-07
1875,7.380769773135398e-08,9.841026837875688e-08
1876,4.776351825164227e-08,8.585340793842988e-08
1877,5.504486111362894e-08,1.001940219680364e-07
1878,4.9520526346213956e-08,1.1715832215486444e-07
1879,4.4598075343849075e-08,1.3012862609684817e-07
1880,4.299957012676714e-08,9.690948132856647e-08
1881,6.623881887435346e-08,9.203709794292081e-08
1882,9.783416032860259e-08,1.0182738918729228e-07
1883,6.129758950423891e-08,1.1880356964866223e-07
1884,5.3473744543452995e-08,8.648223115415021e-08
1885,6.574548061522023e-08,8.121500627567002e-08
1886,3.4203359644546794e-08,1.1809839151055712e-07
1887,4.570247114088488e-08,1.13603285001318e-07
1888,5.389522428345117e-08,1.1920355547090367e-07
1889,5.0121094830046786e-08,1.1214594763941932e-07
1890,5.374596973029e-08,8.782878069268918e-08
1891,5.609313546983685e-08,8.605196910593804e-08
1892,6.143142172732041e-08,1.0719156051663958e-07
1893,6.035248401037308e-08,1.1085149509426628e-07
1894,4.222031435574536e-08,1.0964678409663975e-07
1895,4.935263930860856e-08,8.305688226073471e-08
1896,3.715128193970685e-08,9.081424678925032e-08
1897,7.108590338589238e-08,1.3751044036780513e-07
1898,7.29927753795323e-08,1.1429877133650734e-07
1899,6.798921248218903e-08,9.231055742020544e-08
1900,4.983411017178696e-08,8.253774552713367e-08
1901,4.750427967659121e-08,9.556743663097222e-08
1902,5.254003881960401e-08,9.96787647977726e-08
1903,5.778235845355084e-08,1.1016449263934192e-07
1904,4.8909090111237674e-08,1.268411580213069e-07
1905,4.954328858275403e-08,9.753834717685095e-08
1906,5.041300710217911e-08,1.0082601420435822e-07
1907,4.319988339274161e-08,1.0697114305457944e-07
1908,5.79543915080194e-08,7.759994957723393e-08
1909,5.3909637642846064e-08,1.0231829605800158e-07
1910,4.9700600857072175e-08,1.165024841043305e-07
1911,4.362706818028528e-08,9.949099677442064e-08
1912,5.7824576571441355e-08,1.906648208205297e-07
1913,4.613600879110891e-08,1.2037786234486703e-07
1914,3.549274296688054e-08,1.0647822534792795e-07
1915,3.416420923940677e-08,1.060268601804637e-07
1916,2.5271162940043723e-08,1.1646709907608965e-07
1917,3.5092558192673096e-08,1.337903796638784e-07
1918,2.5270027848023346e-08,1.2864741449902795e-07
1919,5.064316610514652e-08,1.270683043230747e-07
1920,2.0445025228355007e-08,1.1206903138827329e-07
1921,3.256281250196835e-08,1.1131938748576431e-07
1922,4.721878710256533e-08,1.1140682687482695e-07
1923,2.9724654737606215e-08,1.273913738941701e-07
1924,5.672314884463958e-08,1.2762707513047644e-07
1925,5.49908882874206e-08,1.2537923055333522e-07
1926,3.232380052509143e-08,1.6496285581979464e-07
1927,3.4562596340492746e-08,1.6054883644756046e-07
1928,4.227635130860108e-08,1.793888486645301e-07
1929,3.8991423423340166e-08,9.023729319324048e-08
1930,4.621585603103995e-08,9.663315125862937e-08
1931,4.676196141417677e-08,1.1405356303839653e-07
1932,3.287861005674131e-08,9.753987484373283e-08
1933,4.473558234963093e-08,6.997103696448903e-08
1934,3.1152108448395666e-08,9.944711365506009e-08
1935,3.111753699158726e-08,1.2447014796634903e-07
1936,5.8198629915295896e-08,1.3094691553305893e-07
1937,5.288269544490021e-08,8.436049370175169e-08
1938,7.908780597087883e-08,1.3224519079813035e-07
1939,4.5882153187903896e-08,1.6823454984660202e-07
1940,2.5357829169792012e-08,1.0396709626547818e-07
1941,6.493305448884712e-08,1.0625409174735978e-07
1942,6.068423630267716e-08,1.8205270180260413e-07
1943,6.967764698551093e-08,1.3935529352693266e-07
1944,2.5705489292704442e-08,1.381670102773569e-07
1945,4.1391576388605245e-08,1.2199622290154366e-07
1946,4.1763314584386535e-08,8.631084824628488e-08
1947,4.4107220986688844e-08,1.1205618477561075e-07
1948,5.327225038875838e-08,1.108932536908469e-07
1949,5.595694652082983e-08,1.148589987565174e-07
1950,3.93508372553697e-08,1.3719616731577844e-07
1951,4.051332780363737e-08,1.4073050635943218e-07
1952,6.748674508116892e-08,1.0228459501604448e-07
1953,3.663101466599983e-08,9.80418306539832e-08
1954,4.202190395652394e-08,9.479359874831061e-08
1955,4.5050917663047585e-08,1.5955532717271126e-07
1956,4.7094163679872736e-08,1.1860752380243866e-07
1957,5.035971506472947e-08,7.951533831374036e-08
1958,3.5570646705895825e-08,9.926692001727133e-08
1959,2.8677767716089875e-08,9.84344978860463e-08
1960,4.429333344546649e-08,1.2665124415889295e-07
1961,3.682524507553353e-08,1.0769647218467071e-07
1962,3.361236977639237e-08,1.179603899004178e-07
1963,5.108181966306802e-08,8.793832506626131e-08
1964,2.251068309533366e-08,7.239922439339352e-08
1965,2.7360217202954118e-08,9.521355792685426e-08
1966,3.15727252120368e-08,9.748771390150068e-08
1967,4.338695447358987e-08,8.381570637538971e-08
1968,3.368561962702188e-08,1.266579232606091e-07
1969,4.632593017528386e-08,8.538504658872625e-08
1970,3.081145649730388e-08,8.875539236896657e-08
1971,2.928886644326667e-08,9.762955244241311e-08
1972,3.796308689629768e-08,9.131661471428743e-08
1973,3.9695066789136035e-08,1.0640483338875129e-07
1974,4.219178606490459e-08,7.594521633791373e-08
1975,3.084199207137317e-08,7.767613396936213e-08
1976,4.9707683302813166e-08,6.856232204199841e-08
