year,en_ADP herbes_NOUN,en_ADP gerbe_NOUN
1977,3.526069036752233e-08,9.050243932051671e-08
1978,3.5049488644745e-08,8.07920415013541e-08
1979,3.920822067016161e-08,1.0240953685070053e-07
1980,3.752199451145799e-08,1.2564183293761744e-07
1981,3.795329561739891e-08,8.033448040123403e-08
1982,2.4830008826803862e-08,9.000878264942003e-08
1983,3.031351525351056e-08,8.58882955867557e-08
1984,4.523226648789347e-08,7.944641566837163e-08
1985,2.707001200974446e-08,6.737425195524338e-08
1986,4.076250009754645e-08,7.133437662787401e-08
1987,3.422057376356591e-08,8.188494859950879e-08
1988,3.2981045450242163e-08,7.735554419241453e-08
1989,4.061210256978143e-08,8.945639251578541e-08
1990,3.8140555214116745e-08,8.826814479334644e-08
1991,3.106576684785978e-08,9.436958947617313e-08
1992,2.1488782808720686e-08,7.934319512514776e-08
1993,3.37891670199042e-08,8.1980267907511e-08
1994,2.7429617688312646e-08,7.173900229417995e-08
1995,2.2774293895189146e-08,6.94073705176379e-08
1996,3.202855225481471e-08,5.97866289808735e-08
1997,3.452324137676044e-08,6.281311470957007e-08
1998,3.290009298329011e-08,6.723062284663683e-08
1999,2.833524703760304e-08,7.677937929884138e-08
2000,3.5786053342867774e-08,6.494506266108147e-08
2001,2.4534786646768225e-08,5.827011761994072e-08
2002,2.7163572446919915e-08,6.747080760760582e-08
2003,2.416815370054337e-08,6.333722524232144e-08
2004,2.642874719072097e-08,5.8143243109043397e-08
2005,3.107587176476301e-08,8.286899344511767e-08
2006,2.7178073125355695e-08,5.229720301258567e-08
2007,2.9559148378988098e-08,7.94901424683303e-08
2008,3.448526086913262e-08,5.6623946420586435e-08
2009,4.196009473211859e-08,6.961560927720711e-08
2010,4.440365586333428e-08,5.243410328148457e-08
2011,4.7799648683621854e-08,6.11835488939505e-08
2012,4.663826372319768e-08,5.6170168960534284e-08
2013,4.0442311832755706e-08,6.331313784357917e-08
2014,4.374199394363565e-08,7.275895796965415e-08
2015,4.4331508075590165e-08,7.824510817044938e-08
2016,4.743368720028229e-08,7.933232382129063e-08
2017,4.804817638204284e-08,4.754505411597165e-08
2018,4.9822308056945985e-08,6.040632172243932e-08
2019,4.3876990929447857e-08,5.484623599727456e-08
