year,en_ADP est_NOUN,en_ADP gestes_NOUN
1916,5.232229590035331e-06,1.6041694794743933e-07
1917,4.314191190957217e-06,2.3797141612824646e-07
1918,4.403876536329676e-06,1.4932288561197993e-07
1919,4.655487995552932e-06,1.8415696523277347e-07
1920,4.658436853599568e-06,2.2413806455290342e-07
1921,4.486095793510003e-06,2.256678754974928e-07
1922,4.228294765873386e-06,2.2797820820041892e-07
1923,4.1805603165911975e-06,1.7834792309656677e-07
1924,4.104693288375927e-06,2.0110934062511632e-07
1925,4.416868421230902e-06,1.9796720485132369e-07
1926,4.297950926712701e-06,1.86140509228494e-07
1927,4.115178949604115e-06,1.538593008554301e-07
1928,4.025394548357042e-06,2.159521765854322e-07
1929,4.118608060821316e-06,1.8604478557726623e-07
1930,4.08695235520895e-06,1.7120873430087613e-07
1931,3.86185376566317e-06,1.8134516643897314e-07
1932,3.820494512751793e-06,1.2384276382171322e-07
1933,3.950495961024814e-06,1.422362174707814e-07
1934,3.830511154490068e-06,1.2940105875713925e-07
1935,3.713758630397024e-06,1.5678451781298008e-07
1936,4.008430535940022e-06,1.6610859310262072e-07
1937,3.661497106399736e-06,1.5235253036927077e-07
1938,3.909012079361673e-06,1.7891995796048832e-07
1939,3.8097480210552703e-06,1.3611704652305434e-07
1940,3.806210138179722e-06,9.128818190262677e-08
1941,3.7808747297418677e-06,1.2396310467011062e-07
1942,4.263067594934e-06,1.4564217099000132e-07
1943,4.349046251128641e-06,1.7709734834170376e-07
1944,4.373146559544239e-06,1.6065931163211644e-07
1945,3.7862400112942396e-06,1.4813827498016963e-07
1946,4.15962590949448e-06,2.2134555965891423e-07
1947,4.011373199830359e-06,1.883497591226302e-07
1948,3.991069966957639e-06,1.848220909650422e-07
1949,3.978833490236866e-06,1.3449300695356214e-07
1950,4.0308021027612995e-06,1.4570444673012162e-07
1951,3.98309958882237e-06,1.4286278604558333e-07
1952,3.7286426106675208e-06,2.0351470852997267e-07
1953,3.625392933415128e-06,1.2282163197596674e-07
1954,4.026284756264431e-06,1.289974784768333e-07
1955,3.903474350863689e-06,1.5861676683215364e-07
1956,3.890501290015891e-06,2.0145837176244186e-07
1957,3.7363373621701612e-06,1.2722453845981363e-07
1958,3.7771062579849968e-06,1.4062814113202649e-07
1959,3.735860502729338e-06,1.030849432481773e-07
1960,3.9144234165178204e-06,1.474137439338996e-07
1961,4.204331219170854e-06,1.320150260220032e-07
1962,3.772195725559868e-06,1.775747855425891e-07
1963,3.3849789247142326e-06,1.5130564001708535e-07
1964,3.6838428343344276e-06,1.2776333901953763e-07
1965,3.7620298769525107e-06,1.5759484495170284e-07
1966,3.640279899741472e-06,1.6894177967685664e-07
1967,3.737687507054943e-06,1.4741703480147805e-07
1968,3.673978227425323e-06,1.5899611982561623e-07
1969,3.4626360587708405e-06,1.526030644072307e-07
1970,3.280730368260265e-06,1.775107782986396e-07
1971,3.316321759427865e-06,1.7470551139098234e-07
1972,3.462336053416948e-06,1.4980029439115583e-07
1973,2.913728124553927e-06,1.5106178530288616e-07
1974,2.9500497404910675e-06,1.490776497803381e-07
1975,2.9174241547025304e-06,1.1137386346504741e-07
1976,2.9019003520147635e-06,1.2626894330125538e-07
1977,3.2968746737083165e-06,1.3751668892503233e-07
1978,3.211483743825738e-06,1.6277220371563317e-07
1979,3.0992050028544327e-06,1.2932860615766373e-07
1980,3.1404771476672977e-06,1.409917422812157e-07
1981,2.8989994333983304e-06,1.3220398620283902e-07
1982,2.8678660086711716e-06,1.51463060760193e-07
1983,2.723164325146854e-06,1.5472523928750093e-07
1984,2.885586564360665e-06,1.4497521005907288e-07
1985,2.5487919721456365e-06,1.5520140150826478e-07
1986,2.792830706255245e-06,1.624505535091636e-07
1987,2.7834771714196904e-06,1.6193664009733766e-07
1988,2.6936519326170583e-06,1.61307297741331e-07
1989,2.6463725291137052e-06,1.3171492563301967e-07
1990,2.7243254692166374e-06,1.3621626981930035e-07
1991,2.716789087031657e-06,1.588457103629537e-07
1992,2.4932496653917724e-06,1.4436054329713954e-07
1993,2.54914313302379e-06,1.4457330976824778e-07
1994,2.402201527473835e-06,1.4928042424422472e-07
1995,2.417870845761172e-06,1.8219434738675488e-07
1996,2.4838143986016803e-06,1.355875407504925e-07
1997,2.2353797124452512e-06,1.4768274370080547e-07
1998,2.324939849529528e-06,1.702222167665468e-07
1999,2.3975276057797146e-06,1.2476648594828e-07
2000,2.3782263447458263e-06,1.497712718290245e-07
2001,2.287430604042129e-06,1.5597113955934105e-07
2002,2.1941157584137727e-06,1.6736266306160985e-07
2003,2.175133850812472e-06,1.4375883505834963e-07
2004,2.132800023701975e-06,1.484414693386782e-07
2005,2.1460365919878654e-06,1.5042523093811155e-07
2006,2.172598620120425e-06,1.7542211327992163e-07
2007,2.1414405502184763e-06,1.7895268711320966e-07
2008,2.04867996345115e-06,1.609312240691274e-07
2009,2.032680459507219e-06,1.5591989255270278e-07
2010,1.8980200522378254e-06,1.5541278824970917e-07
2011,1.6760469261356548e-06,1.7246114292213122e-07
2012,1.7279987019058751e-06,1.6885093101492998e-07
2013,1.6461416036950283e-06,1.6929988966296605e-07
2014,1.7760981405601228e-06,1.8059812312287704e-07
2015,1.8694596310153688e-06,1.8574902371781832e-07
2016,2.1328587820335088e-06,1.6094311705572295e-07
2017,1.4927638159467627e-06,1.70810006139277e-07
2018,1.5705643777730316e-06,1.7631418236518925e-07
2019,1.6780397726345875e-06,1.6606930630658212e-07
