year,en_ADP oeufs_NOUN,en_ADP jeux_NOUN
1858,4.893676019968041e-10,1.2136316368538402e-07
1859,0.0,8.656694672204424e-08
1860,9.154367819341758e-10,9.108595633300354e-08
1861,9.431927461278633e-10,1.282742083663635e-07
1862,0.0,8.719713712190824e-08
1863,1.9978483312144135e-09,9.589671867704652e-08
1864,4.794727948009836e-10,9.014088653280794e-08
1865,9.41368871743009e-10,8.284046121298516e-08
1866,9.731225825149181e-10,8.709446941423948e-08
1867,9.7056229719783e-10,7.57038574050739e-08
1868,1.4819622196071691e-09,6.076045144798314e-08
1869,1.4650557433881772e-09,8.057806721861738e-08
1870,1.1468097582678638e-09,7.97032764232597e-08
1871,0.0,8.17830616561821e-08
1872,0.0,6.28923300105555e-08
1873,2.3944017879529156e-09,6.105724703608928e-08
1874,3.5847653734322193e-09,6.691562148830599e-08
1875,2.8607636259891933e-09,7.151909198199746e-08
1876,1.209202959984168e-09,1.1789728726618875e-07
1877,3.7108897066318036e-09,5.751878884296957e-08
1878,6.039088673581716e-10,8.817069740985062e-08
1879,0.0,7.209003483055199e-08
1880,0.0,7.893950915160985e-08
1881,6.972507571312292e-10,7.878933827587531e-08
1882,3.9932310791357395e-09,6.588831436005194e-08
1883,3.159669414998234e-09,8.783881089158285e-08
1884,2.6406787867472303e-09,5.941527270181268e-08
1885,1.2891271383708158e-09,9.152802804557325e-08
1886,6.453463874400711e-10,9.3575223125697e-08
1887,1.9586773869484375e-09,5.419007270690557e-08
1888,1.268122939990235e-09,8.623235903115756e-08
1889,3.759081934617825e-09,7.204907470637067e-08
1890,2.6217545912032847e-09,6.554386350332564e-08
1891,2.5496880162734215e-09,6.629189064355501e-08
1892,6.268512375839919e-10,7.710269911420653e-08
1893,1.2316833108982905e-09,8.313862337461231e-08
1894,0.0,7.24677029495524e-08
1895,6.018614495673091e-10,9.208480467037816e-08
1896,0.0,5.366296512709923e-08
1897,2.330685422435863e-09,6.642453498351131e-08
1898,1.6975064687230201e-09,7.299277893224598e-08
1899,1.6582735185011188e-09,7.02002473929042e-08
1900,1.5573159428683425e-09,8.461416500793462e-08
1901,1.1177477832191585e-09,8.103671378378863e-08
1902,1.9641135384773634e-09,8.003762363983924e-08
1903,4.320176216765503e-09,8.856361333187124e-08
1904,1.0749250378694342e-09,6.718281486683964e-08
1905,2.0643036169332163e-09,7.121847711566431e-08
1906,2.572092316910357e-09,8.69367204336946e-08
1907,5.142843373384665e-10,1.1468540961345752e-07
1908,6.3848057951787496e-09,7.121514156160913e-08
1909,1.4852655993990993e-08,6.54617058337692e-08
1910,2.137660271017694e-09,8.069667700727479e-08
1911,5.852411777418354e-09,7.076097974234585e-08
1912,2.6047106693738442e-09,7.241095267840336e-08
1913,6.893886850267705e-09,9.227202024675307e-08
1914,6.027069510139427e-09,6.227971560690548e-08
1915,4.712304657594757e-09,6.832842158743802e-08
1916,6.592477230782379e-09,6.922100848072432e-08
1917,1.0966424435210342e-09,7.237840415896812e-08
1918,3.44591288836682e-09,6.432370547315713e-08
1919,7.366278698128781e-09,8.931612915930032e-08
1920,4.543339038320937e-09,7.345064778618848e-08
1921,4.543648568500203e-09,9.617389373772767e-08
1922,2.951174193910333e-09,7.894391051976868e-08
1923,5.307974060286824e-09,1.2102180546591512e-07
1924,1.2891624656674594e-08,1.2118126890836578e-07
1925,1.6497267552040284e-08,1.077821423223213e-07
1926,0.0,1.1034677349641697e-07
1927,8.919380012351041e-09,8.696395736862428e-08
1928,7.998228745975666e-09,9.02657246726335e-08
1929,5.570202965543558e-09,7.57547624630206e-08
1930,7.352522590764465e-09,9.243170817629931e-08
1931,9.124285327288817e-09,6.843213995466613e-08
1932,6.575722188983946e-09,9.096415221065968e-08
1933,1.2617728861741284e-08,7.341223717816092e-08
1934,1.4377896206951846e-08,8.147474517272713e-08
1935,3.590485242455088e-09,9.933675659823393e-08
1936,2.7886843056990074e-08,8.366053227959469e-08
1937,3.903246792447135e-08,9.443338688797098e-08
1938,7.779128452511941e-09,9.334954265138862e-08
1939,2.141167065872196e-08,1.2388180437028495e-07
1940,7.607348528892999e-09,7.353770370421842e-08
1941,1.4757512545315876e-08,1.121570960549434e-07
1942,9.102635312174812e-09,7.585529249176659e-08
1943,1.7419411024732767e-08,9.870999684302717e-08
1944,1.2852744646352221e-08,6.747690939334916e-08
1945,8.714016175304096e-09,9.803268019581424e-08
1946,8.352662561605939e-09,8.491873426663687e-08
1947,1.1920871401116528e-08,1.2993749498591e-07
1948,1.3046265179283978e-08,9.023667102425748e-08
1949,9.817008539414473e-09,1.0307858921976276e-07
1950,7.444753036267571e-09,1.0316300502744014e-07
1951,4.264560704569931e-09,6.823296971880666e-08
1952,1.4762725264461096e-08,1.13883884322874e-07
1953,1.1851209791302608e-08,1.0127397587211817e-07
1954,1.1727043114362345e-08,1.2802022153479697e-07
1955,7.508486277174597e-09,1.1075017347650373e-07
1956,1.1337484062678982e-08,7.412970104425654e-08
1957,1.236905244894615e-08,8.039884358268523e-08
1958,8.272243334772611e-09,7.196852147561827e-08
1959,6.200598257066758e-09,9.610927098613331e-08
1960,1.3149583255600561e-08,1.2042250263633036e-07
1961,1.459113452284555e-08,1.0144312179161119e-07
1962,6.976151933901775e-09,1.0781326059694507e-07
1963,2.5864212549464582e-08,1.351405058969135e-07
1964,6.6923653285755336e-09,8.94343367141559e-08
1965,2.243537855495248e-08,8.864710077105542e-08
1966,2.6033652011925312e-08,1.0690414342651167e-07
1967,3.007504684182649e-08,1.0698828173394404e-07
1968,2.0211372131484495e-08,1.1273453726090565e-07
1969,1.8621206132607426e-08,8.72017522079993e-08
1970,2.6672605457633836e-08,9.519360519294473e-08
1971,2.5178147566862208e-08,1.0585098508819613e-07
1972,2.411168970040123e-08,1.0927212751310478e-07
1973,3.4181862285098674e-08,1.1798255977746308e-07
1974,1.1251143128276908e-08,9.394704370002671e-08
1975,2.513051278185685e-08,7.710498284296818e-08
1976,1.9425991482080462e-08,1.1541324296260314e-07
1977,1.9393379346865913e-08,1.2576313079826207e-07
1978,1.841583241457556e-08,1.110890575084511e-07
1979,2.925986741786346e-08,1.1411348321832548e-07
1980,1.193881615790815e-08,1.4042322837859444e-07
1981,1.9609202761561306e-08,1.7838050103691216e-07
1982,8.690503427999374e-09,1.55808308921479e-07
1983,5.68378455412244e-09,1.900910109320364e-07
1984,1.9136728035551442e-08,2.047050018383345e-07
1985,3.609334697785016e-08,1.4557650696023217e-07
1986,1.9182353483415682e-08,1.3727371961369528e-07
1987,2.1998941002188133e-08,1.0999470073658202e-07
1988,1.0793796967334401e-08,1.8049627148464253e-07
1989,1.2073869015694072e-08,1.4323999408816235e-07
1990,1.2531897297662908e-08,1.3458168468538645e-07
1991,1.1722930182145319e-08,1.5825955523851576e-07
1992,8.815910668147353e-09,1.8623611963697329e-07
1993,1.4401939196773128e-08,1.4900467404377338e-07
1994,1.3714808844156323e-08,1.4453298968764017e-07
1995,7.591431483433553e-09,1.783986310899266e-07
1996,2.2953797085278893e-08,1.3825659328503548e-07
1997,1.006927874414032e-08,1.683007925246116e-07
1998,4.7681290027412615e-09,1.4065981246424997e-07
1999,5.941261704833778e-09,1.471604815783678e-07
2000,5.743440834038438e-09,1.457950444816447e-07
2001,4.3812117822561447e-10,1.5640926442905823e-07
2002,8.324320788233308e-09,1.4326594799385362e-07
2003,4.583615265119079e-09,1.6334338281964733e-07
2004,3.523833003171717e-09,1.5769152517108864e-07
2005,2.702249757291497e-09,1.7609660685202755e-07
2006,5.353256948836815e-09,1.8859935779769188e-07
2007,4.793375391054511e-09,1.661703408206705e-07
2008,1.2772318758180745e-09,1.6689163290228848e-07
2009,4.76819250749827e-09,1.6688673887266248e-07
2010,2.3618964561933353e-09,1.974545451588483e-07
2011,7.64794394481072e-10,1.8469784940355893e-07
2012,2.0425516833455504e-09,1.8042539096096988e-07
2013,2.789125042035323e-10,1.5507535056080712e-07
2014,8.661780737106994e-10,1.6435728888986034e-07
2015,8.866301581811342e-10,1.8109420985013003e-07
2016,2.0713400439298368e-10,1.5783611151398702e-07
2017,2.515611330355938e-10,1.5999288405232903e-07
2018,5.162933414126769e-10,1.6443943429145236e-07
2019,1.02039510174734e-09,1.4642669843301093e-07
