year,en_ADP oie_NOUN,en_ADP joie_NOUN
1950,8.508289184305795e-09,5.062432082425516e-07
1951,5.330700769690111e-09,4.904244943482183e-07
1952,3.1634410646574906e-09,4.766251278098821e-07
1953,3.232148326759443e-09,4.0832804870660766e-07
1954,4.886268278880834e-09,4.710362491167075e-07
1955,3.754243138587299e-09,4.345536419592122e-07
1956,9.593255967388359e-09,4.412897611771882e-07
1957,1.5903067307476704e-08,3.93159172773494e-07
1958,9.099467679352102e-09,4.3015666051360313e-07
1959,3.100299128533379e-09,4.0691425395866787e-07
1960,8.997083078554624e-09,4.4362541373743625e-07
1961,8.33779090214648e-09,4.564940542794993e-07
1962,8.24454354786397e-09,4.5598666975621427e-07
1963,1.0345685197421517e-08,4.894802154709055e-07
1964,4.867174663303331e-09,4.191854310331422e-07
1965,2.73602163147757e-09,4.612932649195045e-07
1966,3.323444985880997e-08,5.212269273968673e-07
1967,1.7256174267288316e-08,4.6887492555214294e-07
1968,1.4372530721118437e-08,4.69802107883055e-07
1969,9.083515217778171e-09,3.8922865053248046e-07
1970,1.3796175091229657e-08,4.3825850193357496e-07
1971,1.6956711590410123e-08,4.691357036179511e-07
1972,1.1799337673590315e-08,4.1656792859612324e-07
1973,1.047508757512361e-08,4.366457395654777e-07
1974,1.4626486743996026e-08,3.3078360184291e-07
1975,1.4849848462006321e-08,3.0499304948250483e-07
1976,9.141642998145016e-09,3.468110945092917e-07
1977,1.1753563455840776e-08,3.2381068226783327e-07
1978,2.1386129422928946e-08,3.273265858361185e-07
1979,1.2289143924704149e-08,3.4175524787904976e-07
1980,8.527726080842513e-09,3.4167756135516925e-07
1981,9.48832401537203e-09,3.4410988392075126e-07
1982,1.1173504455008754e-08,3.314806134024906e-07
1983,8.209910973278056e-09,3.29659490372336e-07
1984,8.69851302098823e-09,3.096670552205083e-07
1985,4.812446441349039e-09,3.567225932421536e-07
1986,1.1988970816112499e-08,3.1171325703960306e-07
1987,9.777306964053878e-09,3.4892764377847385e-07
1988,5.99655392008458e-09,3.5019873179109595e-07
1989,6.585746614717891e-09,3.4959338979234644e-07
1990,1.0897301727652575e-08,3.356368938334242e-07
1991,4.68917216167597e-09,3.7278919062799787e-07
1992,8.264916362410446e-09,3.5649338769871974e-07
1993,4.4313659408601325e-09,3.467543964186248e-07
1994,9.494867947434926e-09,3.7029984367720203e-07
1995,7.591431483433553e-09,3.5408605247866376e-07
1996,8.007138063703678e-09,3.528478966785542e-07
1997,1.054876808126437e-08,4.646252743656376e-07
1998,7.629006759657386e-09,3.557024346179105e-07
1999,6.8553016596695215e-09,3.8572496596778194e-07
2000,1.060327570190367e-08,3.591859694118682e-07
2001,5.695575122643959e-09,3.8861347473329033e-07
2002,1.3581786362237835e-08,3.9387181427485984e-07
2003,1.1250691767106247e-08,3.6293897826000787e-07
2004,9.690541008522402e-09,3.7264532937175687e-07
2005,8.557123898356167e-09,3.602999731899814e-07
2006,1.1530091548195287e-08,3.9490563796817924e-07
2007,1.0385647009059085e-08,4.1822199536856175e-07
2008,1.1920831433087642e-08,4.397935149391685e-07
2009,8.105927484791664e-09,4.3009095529455976e-07
2010,4.251413721068076e-09,5.210343854145094e-07
2011,7.647943611743813e-09,5.410920163040345e-07
2012,1.1234033758800166e-08,6.648505359585499e-07
2013,9.483025031897796e-09,6.484715618926273e-07
2014,9.094869662940042e-09,7.791271877666262e-07
2015,1.2634479421014255e-08,7.70924906134951e-07
2016,1.0356700386182638e-08,7.916661570739336e-07
2017,1.1068689659277098e-08,7.594630706542205e-07
2018,1.290733386838383e-08,8.503351365263256e-07
2019,8.163161147045628e-09,9.387634873903039e-07
