year,en_ADP oie_NOUN,en_ADP joie_NOUN
1800,3.144164484325529e-09,2.2637983798645678e-07
1801,1.666827853519237e-08,2.9526663070100767e-07
1802,2.0140561218795483e-08,2.528759353026544e-07
1803,9.751696339321825e-09,1.8528223111324849e-07
1804,1.2359254952798437e-08,4.004398590495839e-07
1805,3.695740957709859e-08,3.752598445316835e-07
1806,1.4408345627714425e-08,3.342736283329373e-07
1807,0.0,3.046241943138739e-07
1808,1.0877154998922833e-07,2.5380029100574575e-07
1809,0.0,2.6656559271032165e-07
1810,2.3401266702194334e-08,4.4696420786749513e-07
1811,1.504245972228091e-08,2.4820059252306237e-07
1812,2.6672082320544632e-09,2.9339290108509886e-07
1813,5.751483289628823e-09,1.8692320225000003e-07
1814,1.1642705288750221e-07,3.5242783269495703e-07
1815,0.0,2.589334711089464e-07
1816,2.3176038865813098e-09,6.442938911277452e-07
1817,4.670620334934483e-09,2.5999785613350923e-07
1818,4.768470951432846e-09,2.777634287021158e-07
1819,4.140420006848444e-09,2.7637304356176173e-07
1820,2.3732962262101864e-09,3.773541017437765e-07
1821,1.577838126820552e-08,5.482987732730038e-07
1822,1.0025615893027862e-09,3.849836502922699e-07
1823,1.9765373782121287e-09,4.417561108027712e-07
1824,1.9368560089105813e-08,5.221089951490399e-07
1825,7.924898959288385e-09,4.790160801348975e-07
1826,3.5231937367541377e-09,3.6376976320084964e-07
1827,1.8434546111834038e-09,3.6592574009786105e-07
1828,7.337841001486822e-09,3.2653392167958373e-07
1829,9.430493719264632e-09,4.4323321191086507e-07
1830,2.0873671680021744e-09,3.652892530681129e-07
1831,1.5591206103948707e-09,3.9757574654686323e-07
1832,2.0294953273491956e-08,5.614937133024966e-07
1833,2.3167257001688313e-09,3.7762630000770514e-07
1834,3.733812370398937e-09,3.0897296632304005e-07
1835,7.563087933704082e-09,4.129446011802429e-07
1836,2.016224964762614e-09,5.820169555192933e-07
1837,1.3915781860163179e-09,5.441070756173616e-07
1838,4.418513332993257e-09,4.6836240485959024e-07
1839,2.0974426639952526e-09,4.7192456031908137e-07
1840,5.732719632334238e-09,4.414194294533047e-07
1841,2.3113974734201292e-08,4.648477176516508e-07
1842,1.341653010911159e-09,5.245863148317653e-07
1843,1.7720733214154905e-09,4.241162257501152e-07
1844,3.2931368743049916e-09,3.836504208210023e-07
1845,3.9061593959388574e-09,4.313516138165774e-07
1846,2.9272506640865004e-09,4.7128734737000855e-07
1847,7.011190739092399e-09,3.5109886198370077e-07
1848,4.82713291560799e-09,3.3629025786297007e-07
1849,1.9272654583346593e-08,3.418801259869042e-07
1850,6.788996032014438e-09,3.625324005440689e-07
1851,1.0964046337491595e-08,3.9083598668554487e-07
1852,5.208436348880241e-09,3.789137430487699e-07
1853,1.791579506971175e-08,4.096745158665982e-07
1854,7.79349651480743e-09,5.367121556076881e-07
1855,1.0083180512765466e-08,4.967293172342124e-07
1856,1.3978411317339123e-08,5.410162486896297e-07
1857,1.4156376515472857e-08,4.647196627516337e-07
1858,1.5659763041853125e-08,5.020911648667692e-07
1859,2.036869339860914e-09,4.975053256028872e-07
1860,4.57718396518203e-09,5.602473152066523e-07
1861,7.073945706981277e-09,4.937613793387641e-07
1862,1.490935469528054e-08,5.859828463017358e-07
1863,3.9956967790022446e-08,5.479099143279598e-07
1864,1.4384183844029508e-09,6.074920392284966e-07
1865,1.3179164426446732e-08,6.109484167460266e-07
1866,1.702964580463373e-08,5.488411449761088e-07
1867,1.4073153309368536e-08,5.260447757393649e-07
1868,1.2349685274415378e-08,4.697820195076474e-07
1869,2.24641887314192e-08,5.728368188684385e-07
1870,9.17447806614291e-09,5.16064366351543e-07
1871,2.2304472935275044e-08,3.398776655672009e-07
1872,7.256807155187062e-09,4.112190794547388e-07
1873,2.5141218329416404e-08,4.591265554410029e-07
1874,1.1949218503559678e-08,3.8894705811642893e-07
1875,9.7265964171811e-09,4.6172724910142904e-07
1876,2.1161051577678336e-08,5.302355177150275e-07
1877,2.2265337129567797e-08,5.207615068059113e-07
1878,2.1740719446938783e-08,4.782958302751439e-07
1879,1.5273313280772527e-08,4.91189739326714e-07
1880,1.6044615858135103e-08,4.903234804842782e-07
1881,2.1614772693911988e-08,5.473418502877081e-07
1882,3.327692410515226e-08,5.291031059950768e-07
1883,8.847074184359371e-09,5.39671549226739e-07
1884,1.4523733327109767e-08,5.096510315993896e-07
1885,1.546952527187173e-08,5.394997107388555e-07
1886,2.0005737511041843e-08,4.0463217793051953e-07
1887,2.0239665943222462e-08,4.7465281083347577e-07
1888,3.1703073499755874e-09,4.977382321857959e-07
1889,1.3783300722991498e-08,5.394282958093299e-07
1890,7.865263995654459e-09,4.778147677519939e-07
1891,1.0836173736095134e-08,5.016511193112194e-07
1892,7.522214628963297e-09,5.466142767307502e-07
1893,1.2932674486876294e-08,5.123802682138745e-07
1894,8.192001077489408e-09,4.921502139154654e-07
1895,9.629783193076946e-09,4.893133489503043e-07
1896,2.94851448812139e-09,5.67883886137821e-07
1897,8.740070001067579e-09,4.5098763556961075e-07
1898,3.960848538042683e-09,4.775651594179919e-07
1899,7.738609753005221e-09,5.781846912356059e-07
1900,8.30568502863116e-09,5.518089656320058e-07
1901,1.620734302321125e-08,5.320479385950705e-07
1902,7.365425880312415e-09,4.6254872865247876e-07
1903,9.1803746826713e-09,5.292215996544058e-07
1904,4.837162670412454e-09,5.079020857223782e-07
1905,1.4450125374043665e-08,5.666513187563282e-07
1906,1.0288368990085672e-08,5.38081677659008e-07
1907,1.2342823652033985e-08,4.993700648547872e-07
1908,1.7680999775393502e-08,5.707033938762152e-07
1909,5.500983557560346e-10,6.144598763135889e-07
1910,1.4963622119168463e-08,5.921319022883509e-07
1911,5.3203743632934675e-09,4.990510724667274e-07
1912,9.376957876838787e-09,6.636802654114149e-07
1913,1.0075680734189518e-08,5.186324187889113e-07
1914,6.696743604095445e-09,4.948893330691817e-07
1915,1.6493066468115103e-08,4.441347232209125e-07
1916,1.0987462051303964e-09,5.197069694595768e-07
1917,1.315970976634162e-08,5.8451039919305e-07
1918,4.594550517822427e-09,5.13441028360262e-07
1919,8.287063479883727e-09,6.316583784915508e-07
1920,1.0601124866838063e-08,6.307669315752662e-07
1921,5.300923255902035e-09,5.808297456333378e-07
1922,3.6889677978990676e-09,6.086796933146843e-07
1923,7.431163684401554e-09,6.560656129472875e-07
1924,9.024137215263295e-09,6.484487113933568e-07
1925,1.2097995494286806e-08,6.202972482327596e-07
1926,2.229227691330493e-09,5.729115448716016e-07
1927,1.0034302277972529e-08,7.068608609550608e-07
1928,2.2852082337543322e-08,6.478565415246607e-07
1929,6.684243603061191e-09,5.848713289235974e-07
1930,1.3654684494213143e-08,5.062737008509899e-07
1931,1.1405356659111021e-08,4.6990069879626617e-07
1932,5.4797681947604815e-09,4.811236569146615e-07
1933,1.1470662641954732e-08,4.79473669656727e-07
1934,1.3179738189705859e-08,4.3852583608838813e-07
1935,2.393656828303392e-09,5.565252338968207e-07
1936,2.424942913137329e-09,5.456121368041522e-07
1937,5.0364472592434595e-09,4.847580612477032e-07
1938,9.075650453382877e-09,4.65451198916611e-07
1939,1.3764645423464117e-08,3.792924525569674e-07
1940,1.2678914806940611e-08,3.4993805630989527e-07
1941,2.9515025978810172e-09,6.788455815254224e-07
1942,0.0,6.007739585811578e-07
1943,5.806470415592457e-09,6.183891090305593e-07
1944,3.2131861615880553e-09,6.105053600435895e-07
1945,8.714016175304096e-09,6.317661700450117e-07
1946,2.7842208538686464e-09,5.011597368209664e-07
1947,2.3841741914054637e-09,5.841226549119227e-07
1948,3.2615663503321457e-09,5.381584253782989e-07
1949,9.817008539414473e-09,4.2409476463944884e-07
