year,son_DET est_NOUN,son_DET geste_NOUN
1954,3.391069984814976e-07,1.4228812545979963e-06
1955,4.7021896598664625e-07,1.3796843774116496e-06
1956,4.4303400303924434e-07,1.3195086836503833e-06
1957,3.551685139879801e-07,1.4012370002092212e-06
1958,3.077274488560988e-07,1.4774226784197708e-06
1959,3.666103811639232e-07,1.2943749254645809e-06
1960,4.021004276211215e-07,1.5426537345319957e-06
1961,3.4810276616781266e-07,1.4278467403983086e-06
1962,3.9193290535255443e-07,1.4510395800471088e-06
1963,4.0024869152333054e-07,1.4328773545457807e-06
1964,3.2305873243210215e-07,1.2739829742258735e-06
1965,4.06025613131078e-07,1.3335369715150591e-06
1966,3.55054698863988e-07,1.326608440876953e-06
1967,2.903967581957545e-07,1.4031734849595523e-06
1968,4.1410853790502244e-07,1.447583287017551e-06
1969,3.074770051902931e-07,1.286225803198704e-06
1970,3.4766362411176033e-07,1.160718198889299e-06
1971,4.264869990500131e-07,1.2393814330380337e-06
1972,3.996384374538309e-07,1.3076743883289055e-06
1973,3.445752266295621e-07,1.2118022283402752e-06
1974,3.285333818325853e-07,1.1318650621205961e-06
1975,3.5525408037528905e-07,1.072615994246462e-06
1976,3.359553868431675e-07,1.1392772236717974e-06
1977,3.7728939439318765e-07,1.1847591707692118e-06
1978,3.7782161643740153e-07,1.3223756809566112e-06
1979,4.008601770522091e-07,1.2722190092517849e-06
1980,3.632811412801473e-07,1.3127013005487242e-06
1981,4.124258365933997e-07,1.3840302557355244e-06
1982,4.1900641356562573e-07,1.3979295303556682e-06
1983,4.104955402262078e-07,1.4777839965063322e-06
1984,3.9027328480045753e-07,1.5129613331055225e-06
1985,3.7416771148102157e-07,1.4533588270637665e-06
1986,3.818487157580819e-07,1.521400406545581e-06
1987,3.4465006359951644e-07,1.5735353713353106e-06
1988,4.533394797334722e-07,1.4343757186452422e-06
1989,3.902054972471092e-07,1.4570964168569844e-06
1990,3.7650178752457464e-07,1.4547898601335874e-06
1991,4.050272344180428e-07,1.5239809982858787e-06
1992,4.303266525340632e-07,1.5504982542324797e-06
1993,3.888523703032831e-07,1.6473603068334342e-06
1994,4.4942373467193875e-07,1.627842351581421e-06
1995,3.513748012551332e-07,1.6533052900058465e-06
1996,3.832750223864423e-07,1.5122814858159472e-06
1997,3.7639921579568636e-07,1.7616442704593283e-06
1998,4.1244317294797384e-07,1.8018759817550745e-06
1999,4.41938460937763e-07,1.648471538828744e-06
2000,4.2766545327310723e-07,1.7102200189356154e-06
2001,4.1183389631882505e-07,1.7380267109956549e-06
2002,4.3987462650108e-07,1.8830490233767705e-06
2003,4.3919367520572905e-07,1.8396964236444546e-06
2004,4.074431956269109e-07,1.8654290983022292e-06
2005,4.386652152632564e-07,1.956428775429231e-06
2006,5.003236176470693e-07,2.0659453667803973e-06
2007,4.6016404287030355e-07,2.6547310056912465e-06
2008,5.60279079131476e-07,2.612790709122237e-06
2009,4.982761296901117e-07,3.0058684785672085e-06
2010,4.808821323365464e-07,3.781396372914969e-06
2011,5.231193493937525e-07,3.868712525445517e-06
2012,5.851910166443375e-07,4.247486117492372e-06
2013,4.6327368119492007e-07,4.564961187725203e-06
2014,4.350379390061221e-07,5.010623794987623e-06
2015,4.721305495447581e-07,4.816396568685377e-06
2016,5.134851863708434e-07,4.638144559976354e-06
2017,5.780874556826632e-07,5.2405217445539165e-06
2018,6.1851940724722e-07,5.631211422496563e-06
2019,5.992270188936999e-07,5.251463448985305e-06
