year,aucun_DET est_NOUN,aucun_DET geste_NOUN
1800,0.0,2.829747991484055e-08
1801,2.3811825844433088e-09,2.6193008650921e-08
1802,0.0,4.2518962573012686e-08
1803,7.801356893821776e-09,3.315576790896557e-08
1804,2.4718509461507665e-09,6.673997887673977e-08
1805,1.421438877713399e-08,1.7057265822018053e-08
1806,0.0,6.627838899930794e-08
1807,0.0,4.555128185756985e-08
1808,2.2660739951163578e-09,7.251436784372345e-08
1809,4.518061036407062e-09,3.388545621874073e-08
1810,0.0,2.106114038724627e-08
1811,0.0,2.757784400841956e-08
1812,0.0,6.668020802180763e-08
1813,0.0,2.300593315851529e-08
1814,0.0,4.405347908686963e-08
1815,1.0788894222457657e-08,1.3486118000116676e-08
1816,2.3176038865813098e-09,2.0858434979231788e-08
1817,3.113746815941454e-09,3.42512151974006e-08
1818,2.384235475716423e-09,5.722165141719415e-08
1819,3.1053151161586356e-09,5.900098543065724e-08
1820,1.1866481131050932e-09,3.322614716694261e-08
1821,9.86148829262845e-10,3.155676253641104e-08
1822,2.0051231786055723e-09,2.2056354964661296e-08
1823,1.9765373782121287e-09,3.656594316225892e-08
1824,6.736890156844311e-09,5.642145595174952e-08
1825,2.641632912414593e-09,3.8743949160036095e-08
1826,2.642395191543301e-09,6.605988289720699e-08
1827,0.0,5.1616730445402936e-08
1828,9.172301251858528e-10,3.0268594741755805e-08
1829,0.0,4.372319750700626e-08
1830,0.0,8.245100158177365e-08
1831,0.0,6.860130952190957e-08
1832,0.0,2.841293600397421e-08
1833,0.0,3.706761175781281e-08
1834,9.334530925997342e-10,4.387229424196448e-08
1835,0.0,4.159698363537245e-08
1836,1.344150035720304e-08,8.400937501207295e-08
1837,2.7831563720326358e-09,5.0792603900617905e-08
1838,0.0,3.66105403770689e-08
1839,1.3982950353153e-09,3.9152260211672285e-08
1840,1.0828470564661075e-08,5.7327198987877637e-08
1841,3.852329122366882e-09,4.8796167106957e-08
1842,1.341653010911159e-09,3.8907936428245193e-08
1843,1.1813822142769936e-09,5.965980337530041e-08
1844,5.488561272137815e-10,3.512679214168202e-08
1845,2.2320911785556063e-09,3.515543733900728e-08
1846,1.7563504428608212e-08,2.5174355711143903e-08
1847,1.0786447290911383e-09,9.761734531821276e-08
1848,0.0,4.666228692329355e-08
1849,0.0,5.1952373070207614e-08
1850,1.2899092460827433e-08,3.59816780814981e-08
1851,3.8696632564949596e-09,5.3530340160534706e-08
1852,6.510545436100301e-10,5.729279894950423e-08
1853,4.180352064508952e-09,3.463720621432742e-08
1854,1.0391328686409906e-08,3.325225217398753e-08
1855,4.776243400783642e-09,3.8209947206269135e-08
1856,0.0,3.520488522923415e-08
1857,4.881509085841174e-10,4.3933581439503655e-08
1858,9.787352039936081e-10,3.52344675658145e-08
1859,1.782260738991681e-08,5.499547062193244e-08
1860,1.8308735638683515e-09,2.883625879745999e-08
1861,4.2443675241088386e-09,4.291527178068577e-08
1862,9.035972858839614e-09,4.382446805450968e-08
1863,1.9978483312144135e-09,5.4940828775329464e-08
1864,7.1920918109924514e-09,1.821996598039277e-08
1865,7.530950973944073e-09,3.4359962208796446e-08
1866,4.865612801552288e-09,4.7683005988119476e-08
1867,1.94112459439566e-09,3.2513836956127307e-08
1868,4.939874287401835e-09,4.1988930332692576e-08
1869,1.953407657850903e-09,5.4207061506161835e-08
1870,4.587239033071455e-09,5.447346262954511e-08
1871,4.248470908407853e-09,1.6993883633631413e-08
1872,0.0,4.595977787236194e-08
1873,1.1972008939764578e-09,4.250063090349698e-08
1874,2.3898436563030145e-09,3.943242088411125e-08
1875,2.2886108563824337e-09,3.833423178889461e-08
1876,1.209202959984168e-09,1.5719638923883394e-08
1877,1.4225077116236662e-08,2.7831671856048956e-08
1878,1.0870359723469392e-08,2.6571989886203795e-08
1879,6.10932526790009e-10,4.459807612100519e-08
1880,2.5671385017744797e-09,3.144744553651435e-08
1881,6.972507571312292e-10,4.880755455349828e-08
1882,7.320923423037584e-09,3.727015607246642e-08
1883,7.58320695126713e-09,3.096476020036931e-08
1884,9.242375753615306e-09,5.149323722974941e-08
1885,6.445635580831777e-09,3.867381481725829e-08
1886,1.936039106809062e-09,5.291840465826425e-08
1887,3.9173548849191775e-09,4.570247114088488e-08
1888,5.706553452000662e-09,6.213802561383375e-08
1889,1.8795409673089125e-09,3.947036009144256e-08
1890,6.554386478008212e-10,4.4569826496143605e-08
1891,2.5496880162734215e-09,3.569563133964948e-08
1892,6.268512375839919e-10,6.01777176978402e-08
1893,2.463366621796581e-09,3.8798024404318454e-08
1894,3.780923574225881e-09,5.104246825204939e-08
1895,1.2037228991346183e-09,4.2732161809055924e-08
1896,3.5382172747233653e-09,5.248355661180426e-08
1897,0.0,5.535377811671793e-08
1898,0.0,4.300349609742682e-08
1899,1.1055156790007459e-09,3.924580482816964e-08
1900,1.038210628578895e-09,4.671947673173804e-08
1901,2.235495566438317e-09,4.135666786808656e-08
1902,2.455141867585553e-09,5.3522094978220025e-08
1903,2.7001101354784396e-09,3.024123440553694e-08
1904,0.0,5.858341456388416e-08
1905,5.160759042333041e-10,5.005936376534237e-08
1906,0.0,8.590788258544535e-08
1907,1.5428529565042481e-09,6.582839828794818e-08
1908,3.437972351250096e-09,6.875944702500192e-08
1909,4.400786846048277e-09,9.461691607981493e-08
1910,0.0,8.12310871900479e-08
1911,3.7242617878519013e-09,9.576673676292558e-08
1912,3.125652625612929e-09,9.481146445722288e-08
1913,5.30298971401777e-10,8.537813567244257e-08
1914,0.0,1.4063161124511225e-07
1915,0.0,2.002729555528049e-07
1916,0.0,1.35145776347656e-07
1917,0.0,9.760117869461737e-08
1918,3.44591288836682e-09,1.2060695198101712e-07
1919,0.0,1.1417732181939755e-07
1920,0.0,1.0979735787230993e-07
1921,2.2718242842501013e-09,8.632932158025852e-08
1922,2.2133805899215986e-09,1.3280283717165275e-07
1923,7.431163684401554e-09,1.3163775713920245e-07
1924,0.0,1.1731378091184297e-07
1925,0.0,1.1438105218530836e-07
1926,0.0,1.3821211020115243e-07
1927,0.0,1.2598624099524613e-07
1928,4.570416489713125e-09,1.2568645413324475e-07
1929,1.1140406375176326e-09,1.3145679567116986e-07
1930,0.0,1.2079143729692987e-07
1931,0.0,1.1405356570293179e-07
1932,0.0,1.4685779525791531e-07
1933,0.0,1.307655517202022e-07
1934,0.0,1.0304159125951173e-07
1935,2.393656828303392e-09,1.1010821410195604e-07
1936,0.0,1.0184760368403545e-07
1937,0.0,1.473160873288748e-07
1938,0.0,1.1668693167266042e-07
1939,3.058810094103137e-09,1.422346755930448e-07
1940,7.607348528892999e-09,1.0903866343170421e-07
1941,5.9030051957620344e-09,1.1510859998509204e-07
1942,0.0,1.5474480141719482e-07
1943,2.9032352077962287e-09,1.6258117518930248e-07
1944,0.0,1.638724977937045e-07
1945,0.0,2.1131489447157037e-07
1946,1.3921104269343232e-09,2.1299289620912987e-07
1947,0.0,1.9669436923663852e-07
1948,4.348755133776194e-09,2.0330429606474354e-07
1949,9.817008317369869e-10,1.5216362836412145e-07
1950,0.0,1.5527627716949155e-07
1951,4.264560704569931e-09,1.3859822445283498e-07
1952,2.1089607837865287e-09,1.6028101690324092e-07
1953,5.386913581872932e-09,1.7561339049620983e-07
1954,0.0,1.5147431220441376e-07
1955,0.0,1.576782189260939e-07
1956,1.744228317335228e-09,1.6395745738861933e-07
1957,0.0,1.4047709306908018e-07
1958,0.0,1.389736876689085e-07
1959,0.0,1.6121554846648678e-07
1960,6.920833350854139e-10,1.702525000979449e-07
1961,6.948159270159238e-10,1.5702840272524554e-07
1962,0.0,1.801115558919264e-07
1963,0.0,1.913951734877628e-07
1964,6.083968329129164e-10,1.5574958389663607e-07
1965,1.6416130677043839e-09,1.5759484561783665e-07
1966,6.6468897053084675e-09,1.4512375479114326e-07
1967,6.409436092980059e-09,1.4988220087275295e-07
1968,8.982831700699023e-10,1.5764869321088781e-07
1969,1.3625273131978588e-09,1.3943196464083485e-07
1970,4.5987250119061684e-10,1.287643001113281e-07
1971,3.5968783507200897e-09,1.5723496282760152e-07
1972,5.130146862875051e-10,1.2466256826826339e-07
1973,1.102640756478479e-09,1.466512244974183e-07
1974,1.1251143350321513e-09,1.5864112690167076e-07
1975,0.0,1.3821781941203426e-07
1976,0.0,1.2741164656659976e-07
1977,5.876781838942691e-10,1.269384863888945e-07
1978,5.940591352171509e-10,1.3841577839457386e-07
1979,5.851973350345929e-10,1.878483431028144e-07
1980,0.0,1.5065649350276544e-07
1981,1.2651099057237047e-09,1.6952472847719946e-07
1982,6.2075020679230875e-09,1.6574030503591075e-07
1983,3.157658134966823e-09,1.572513728120839e-07
1984,0.0,1.7107075578337572e-07
1985,1.2031116103372597e-09,1.5881072634726934e-07
1986,1.1988970927134801e-09,1.642488980380108e-07
1987,0.0,1.4360420230730142e-07
1988,2.398621523624911e-09,1.637059181547329e-07
1989,2.1952488715726304e-09,1.520209913508097e-07
1990,1.6345953479657283e-09,1.5746601000898863e-07
1991,2.344586080837985e-09,1.6294873272926225e-07
1992,5.509944167592096e-10,1.4491153166318327e-07
1993,4.985286850001103e-09,1.5011252152419274e-07
1994,5.274926606624319e-10,1.5139039355460682e-07
1995,1.0844901643380922e-09,1.740606645483922e-07
1996,1.067618438099771e-09,1.4039181905900477e-07
1997,4.315404922294874e-09,1.8220599073970334e-07
1998,4.768129224785866e-10,1.6020914728187563e-07
1999,4.570201161957499e-10,1.8600718298955599e-07
2000,2.2090156370779823e-09,1.9130076722717604e-07
2001,8.762423564512289e-10,1.6079047249206724e-07
2002,8.76244299341522e-10,1.6911515388073894e-07
2003,4.1669229178253886e-10,1.6125992452487026e-07
2004,1.7619165015858584e-09,1.6958446025228113e-07
2005,2.702249757291497e-09,1.792492305696669e-07
2006,2.8825228870488218e-09,1.8489325448456384e-07
2007,0.0,2.3048146857718166e-07
2008,1.2772318758180745e-09,2.273472841096691e-07
2009,0.0,2.3221097045222905e-07
2010,3.7790344187271785e-09,3.056294133330084e-07
2011,3.82397197240536e-10,3.25420021596301e-07
2012,2.0425516833455504e-09,3.918294879667883e-07
2013,2.789125042035323e-10,4.2115789256058633e-07
2014,8.661780737106994e-10,4.5019604755225373e-07
2015,4.433150790905671e-10,3.765961480439728e-07
2016,1.0356699942093428e-09,3.966616297645942e-07
2017,4.2765391228272165e-09,4.062712442021166e-07
2018,7.744400121190154e-10,4.367841555108498e-07
2019,2.806086474294034e-09,4.015254670974855e-07
