year,en_ADP arrêts_NOUN,en_ADP jarret_NOUN
1885,3.0939052209078e-08,2.5782542767416317e-09
1886,2.19417763958063e-08,0.0
1887,1.2404957061562527e-08,6.528924623161458e-10
1888,1.3949351895803375e-08,1.9021844099853524e-09
1889,9.397704836544563e-09,1.8795409673089125e-09
1890,1.6385966361553983e-08,0.0
1891,2.039750413018737e-08,2.5496880162734215e-09
1892,2.3193495124473884e-08,0.0
1893,9.853466487186324e-09,1.2316833108982905e-09
1894,4.0329851458409394e-08,0.0
1895,2.467631965430428e-08,6.018614495673091e-10
1896,2.7126333179694484e-08,5.89702897624278e-10
1897,1.8645483379486905e-08,0.0
1898,2.1501747937691107e-08,0.0
1899,8.844125432005967e-09,0.0
1900,7.26747462209687e-09,5.191053142894475e-10
1901,1.620734302321125e-08,0.0
1902,1.4730851205513318e-08,0.0
1903,1.674068350610014e-08,1.0800440541913758e-09
1904,2.4723275870996986e-08,0.0
1905,1.5482276793932215e-08,2.0643036169332163e-09
1906,2.1605574218597212e-08,5.658602919567102e-09
1907,1.8514235478050978e-08,0.0
1908,1.080505640516094e-08,1.4734167219643268e-09
1909,1.870334465081669e-08,1.1001967115120692e-09
1910,1.60324518105881e-08,0.0
1911,2.3409645777405785e-08,0.0
1912,1.0939784189645252e-08,0.0
1913,1.5378670781274195e-08,0.0
1914,2.0090231700464756e-08,6.696743715117748e-10
1915,2.238344798399794e-08,3.534228465440492e-09
1916,1.648119329900055e-08,0.0
1917,1.0966424213165737e-08,0.0
1918,5.743188147278033e-09,0.0
1919,1.749491218561161e-08,0.0
1920,1.741613253614105e-08,2.2716695191604686e-09
1921,1.5902768879527684e-08,0.0
1922,1.8444838545406128e-08,0.0
1923,6.369568872344189e-09,0.0
1924,5.156649773851996e-09,1.289162443462999e-09
1925,1.0998178368026856e-08,4.399271169575059e-09
1926,2.452150482668003e-08,0.0
1927,8.919379901328739e-09,0.0
1928,2.2852082892654835e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,7.6716757391182e-09,0.0
1933,9.176529758292418e-09,0.0
1934,5.990790086229936e-09,0.0
1935,7.180970484910176e-09,0.0
1936,4.849885826274658e-09,4.849885826274658e-09
1937,1.1332006444320086e-08,8.813782592653752e-09
1938,9.075650453382877e-09,0.0
1939,1.070583532936098e-08,1.988226472349197e-08
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,2.26496545963073e-08,0.0
1948,1.3046265401328583e-08,1.195907639583993e-08
1949,7.853606653895895e-09,5.890204768377316e-09
1950,1.595304155443955e-08,2.1270722960764488e-09
1951,1.7058242818279723e-08,0.0
1952,6.326882129314981e-09,0.0
1953,1.6160740301529586e-08,1.0773827385790469e-09
1954,6.840775057526116e-09,0.0
1955,2.815682353940474e-09,0.0
1956,1.657016923672927e-08,8.72114158667614e-10
1957,1.236905244894615e-08,0.0
1958,2.3162280982091943e-08,1.6544486891589827e-09
1959,7.750747599288843e-09,0.0
1960,5.536666680683311e-09,0.0
1961,1.320150300188061e-08,0.0
1962,4.43936931660005e-09,6.341956404476434e-10
1963,1.7458344103715717e-08,0.0
1964,1.2167936880302932e-08,6.083968329129164e-10
1965,9.302473458205895e-09,3.830430306273058e-09
1966,8.862519607077957e-09,5.539074754423723e-10
1967,1.2818872185960117e-08,0.0
1968,7.635406973349745e-09,0.0
1969,4.541757636644661e-09,4.5417578031781147e-10
1970,1.1496812390987543e-08,0.0
1971,1.7470551227916076e-08,0.0
1972,6.669190977248718e-09,0.0
1973,3.859242703185828e-09,0.0
1974,2.306484425673716e-08,1.1251143350321513e-09
1975,1.9990180177842376e-08,5.711480177694739e-10
1976,2.856763492431469e-09,3.4281160132820787e-09
1977,1.9981058585472056e-08,0.0
1978,1.0099005187669263e-08,5.940591352171509e-10
1979,6.437170796402825e-09,2.3407893401383717e-09
1980,7.95921106799824e-09,1.1370301367108482e-09
1981,2.340453342242199e-08,6.325549528618524e-10
1982,1.3656505259973528e-08,0.0
1983,8.209910973278056e-09,0.0
1984,1.0438215625185876e-08,5.799008495621649e-10
1985,1.0226449020933615e-08,0.0
1986,2.2179596825822046e-08,0.0
1987,9.777306964053878e-09,6.110816852533674e-10
1988,8.994830658082265e-09,5.996553809062277e-10
1989,1.6464365870660913e-08,1.6464366536794728e-09
1990,2.2884334427430986e-08,0.0
1991,1.1136783939491579e-08,0.0
1992,6.61193322315512e-09,0.0
1993,9.416652346772025e-09,1.1078414852150331e-09
1994,6.857404422078162e-09,6.857404422078162e-09
1995,9.21816667442954e-09,2.7112254663563817e-09
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,8.151320507465698e-09,2.3974471297094624e-09
1998,9.536258005482523e-09,9.536258449571733e-10
1999,7.312321859131998e-09,1.3710603485872497e-09
2000,8.83606254831193e-09,8.836062992401139e-10
2001,5.695575122643959e-09,4.3812117822561447e-10
2002,1.1829298429688606e-08,0.0
2003,1.12506919336397e-08,2.9168460979889232e-09
2004,9.690540814233373e-09,0.0
2005,1.0358624180639708e-08,1.3511248786457486e-09
2006,8.235780057930242e-09,1.2353669198716943e-09
2007,8.38840730210677e-09,3.994479469415779e-10
2008,3.405951742863067e-09,1.2772318758180745e-09
2009,8.582746957586096e-09,2.860915504498962e-09
2010,1.4643758206034363e-08,2.8342759250676863e-09
2011,1.4913490886669933e-08,1.1471915639660324e-09
2012,4.425528388196653e-09,1.7021263287730903e-09
2013,7.80955033974351e-09,1.3945624655065103e-09
2014,6.9294245896855955e-09,4.330890368553497e-10
2015,6.64972610309178e-09,0.0
2016,1.0563834251797743e-08,0.0
2017,1.0062445099379147e-08,5.031222660711876e-10
2018,6.9699601645822895e-09,2.0651733656507076e-09
2019,1.1224345897176136e-08,1.02039510174734e-09
