year,dernier_ADJ nombre_NOUN
1800,4.96778000069753e-07
1801,2.9526663070100767e-07
1802,3.110597788236191e-07
1803,2.0868630201675842e-07
1804,4.622361302608624e-07
1805,4.008457494819595e-07
1806,2.0171684411707247e-07
1807,4.6974759015938616e-07
1808,4.2148977286160516e-07
1809,5.015047577217047e-07
1810,5.054673692939105e-07
1811,4.41245504134713e-07
1812,5.254400434751005e-07
1813,4.4286420575190277e-07
1814,4.845882699555659e-07
1815,4.0728076555751613e-07
1816,4.1948629814214655e-07
1817,2.802372023325006e-07
1818,2.396156730810617e-07
1819,3.301985032067023e-07
1820,2.6106258133040683e-07
1821,2.6626017302078253e-07
1822,3.9500926618529775e-07
1823,2.6189121626885026e-07
1824,1.7263280938095704e-07
1825,2.2101662011664303e-07
1826,3.3029940027518023e-07
1827,2.5992710561695276e-07
1828,2.604933513339347e-07
1829,4.2608684225342586e-07
1830,4.6339550863194745e-07
1831,6.033797035343014e-07
1832,3.842511375751201e-07
1833,3.822597420821694e-07
1834,3.127067884634016e-07
1835,4.492474090511678e-07
1836,4.139982081596827e-07
1837,5.677638910128735e-07
1838,3.5663714470501873e-07
1839,4.369672126358637e-07
1840,3.465110580691544e-07
1841,2.491172779173212e-07
1842,3.723087047546869e-07
1843,4.241162230300688e-07
1844,4.061535321397969e-07
1845,3.973122204570245e-07
1846,4.753855193939671e-07
1847,3.9586262801094563e-07
1848,4.384645819754951e-07
1849,3.066865872369817e-07
1850,3.048259316074109e-07
1851,3.115079039162083e-07
1852,3.8412218827943434e-07
1853,3.105404573489068e-07
1854,3.413551610265131e-07
1855,3.3274494626311935e-07
1856,2.8112137329117104e-07
1857,3.3145445854643185e-07
1858,2.412582205124636e-07
1859,3.1418710477737477e-07
1860,2.517451207495469e-07
1861,2.4334372028533835e-07
1862,1.8162305082114472e-07
1863,3.456277681834763e-07
1864,2.804915766319027e-07
1865,3.035914630800107e-07
1866,2.4911938112381904e-07
1867,2.1595010935016035e-07
1868,2.544035169194103e-07
1869,3.5893864946956455e-07
1870,3.1651950394007144e-07
1871,2.79336973108002e-07
1872,2.334273005999421e-07
1873,3.160610333452496e-07
1874,3.029126958153938e-07
1875,2.7749405262511573e-07
1876,2.478866178989847e-07
1877,3.574823779217695e-07
1878,2.8564889476001554e-07
1879,2.6636658390088996e-07
1880,2.8751952640959644e-07
1881,2.3706525098532438e-07
1882,2.4292154421345913e-07
1883,2.7805091917798563e-07
1884,2.528449840610847e-07
1885,2.243081240749234e-07
1886,2.471676623372332e-07
1887,2.3242971280978963e-07
1888,2.1558089713380468e-07
1889,2.562441068221233e-07
1890,2.543102084473503e-07
1891,2.434952079966024e-07
1892,2.6703861522037187e-07
1893,2.52495084396287e-07
1894,2.4134894260896544e-07
1895,2.75652553227701e-07
1896,2.995690806528728e-07
1897,2.4064325998551794e-07
1898,2.3482172650801658e-07
1899,2.443189544010238e-07
1900,1.9881733237525623e-07
1901,1.9672360451750137e-07
1902,1.512367475697829e-07
1903,1.9548797070001456e-07
1904,1.9402396844725445e-07
1905,1.863033958215965e-07
1906,1.7027251431045443e-07
1907,1.6868526131474937e-07
1908,2.1118972881595255e-07
1909,1.4082517907354486e-07
1910,1.971991565596909e-07
1911,2.2239163399717654e-07
1912,2.250470032549856e-07
1913,1.6545327241601626e-07
1914,2.022416651925596e-07
1915,2.1912217107455945e-07
1916,2.4062541115199565e-07
1917,2.171352093682799e-07
1918,1.504715356759334e-07
1919,1.592957801221928e-07
1920,2.0975082293261949e-07
1921,1.878041331337954e-07
1922,1.7190589574056503e-07
1923,1.2845296737395984e-07
1924,1.302054073448744e-07
1925,1.198801413693218e-07
1926,1.2929520210036571e-07
1927,1.3267577969600097e-07
1928,1.4054030827992392e-07
1929,1.1920234754825287e-07
1930,1.2499288004619302e-07
1931,1.437074956811557e-07
1932,1.3918611330154818e-07
1933,1.6403046743107552e-07
1934,1.3059921855074208e-07
1935,1.6994962948047032e-07
1936,1.8065824747282022e-07
1937,1.863485437070267e-07
1938,2.0096082664622372e-07
1939,2.1564611074609275e-07
1940,1.5975432177128823e-07
1941,1.9184767552360427e-07
1942,1.2136847260535433e-07
1943,1.1032293656398906e-07
1944,3.3095818707806757e-07
1945,1.2635322832466045e-07
1946,1.6287691551042371e-07
1947,7.986983519003843e-08
1948,1.174163912764925e-07
1949,1.0602369115986221e-07
1950,1.1592543813776501e-07
1951,9.915103760249622e-08
1952,1.2231971879828052e-07
1953,1.045061281956805e-07
1954,9.186184257714558e-08
1955,8.25933454962069e-08
1956,6.366433069615596e-08
1957,9.276789825207743e-08
1958,1.1332973315347772e-07
1959,1.1316091530488848e-07
1960,9.135499823287319e-08
1961,1.0978091324886918e-07
1962,1.236681441696419e-07
1963,9.440437764851595e-08
1964,7.544120705915702e-08
1965,1.1710172742596114e-07
1966,6.702280330728172e-08
1967,8.085750380359968e-08
1968,7.949805791440667e-08
1969,1.6350328735370567e-07
1970,9.381398768937288e-08
1971,6.782684636164049e-08
1972,9.285565738537116e-08
1973,6.395316631824244e-08
1974,7.763289033846377e-08
1975,7.767613396936213e-08
1976,6.284879816575994e-08
1977,5.582942819160053e-08
1978,7.306927329864266e-08
1979,7.139407642853257e-08
1980,5.969408078954075e-08
1981,9.804601575069682e-08
1982,6.269577568218665e-08
1983,4.2312617409834274e-08
1984,6.088959025873919e-08
1985,5.594468888148185e-08
1986,6.773768745915731e-08
1987,5.499735067360234e-08
1988,2.818380373525997e-08
1989,5.488122312158339e-08
1990,5.0127589190651634e-08
1991,4.5719428243273796e-08
1992,3.8018615811097334e-08
1993,4.09901339537555e-08
1994,3.5342008430916394e-08
1995,3.849940100053573e-08
1996,5.3914732234261464e-08
1997,5.22643510691978e-08
1998,4.291316457738503e-08
1999,3.838968964942069e-08
2000,3.843687323978884e-08
2001,3.28590878950763e-08
2002,3.855474872693776e-08
2003,5.2086537749573836e-08
2004,3.964312256243829e-08
2005,3.648037250059133e-08
2006,2.7178073125355695e-08
2007,3.395307501818934e-08
2008,3.1079309792403365e-08
2009,2.574823909640145e-08
2010,2.9759895880943077e-08
2011,2.791499476018089e-08
2012,3.234040235611246e-08
2013,3.653753921639691e-08
2014,2.663497511434798e-08
2015,3.3026974932681696e-08
2016,3.769838841094497e-08
2017,2.9181091321106578e-08
2018,2.4007640320178325e-08
2019,2.9336359119724875e-08
