year,dernier_ADJ air_NOUN,dernier_ADJ nerf_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,0.0,2.6193008650921e-08
1802,2.2378401354217203e-09,5.147032311469957e-08
1803,3.900678446910888e-09,0.0
1804,3.213406074564773e-08,0.0
1805,5.685755422035754e-09,0.0
1806,2.5935023018064385e-08,8.645007376628655e-09
1807,3.4163463169534225e-08,0.0
1808,4.5321479902327155e-09,1.1330369531492579e-08
1809,1.581321384946932e-08,0.0
1810,9.360507036149102e-09,0.0
1811,2.0056614147279106e-08,1.7549536934780008e-08
1812,5.3344164641089264e-09,0.0
1813,3.163315653864629e-08,6.039057609541487e-08
1814,3.1466771410748606e-09,1.2586708564299443e-08
1815,8.091670444798638e-09,1.6183340889597275e-08
1816,4.6352077731626196e-09,4.6352077731626196e-09
1817,3.113746815941454e-09,0.0
1818,0.0,3.5763532135746345e-09
1819,1.8631890696951814e-08,1.1386155129855524e-08
1820,2.3732962262101864e-09,1.3053129244156025e-08
1821,7.88919063410276e-09,0.0
1822,1.604098542884458e-08,5.012807946513931e-09
1823,0.0,2.075364236020505e-08
1824,5.052667617633233e-09,3.705289586264371e-08
1825,3.522177216552791e-09,9.421824387345623e-08
1826,9.688783109140786e-09,2.9947145208097936e-08
1827,9.217273166939322e-09,2.3964910056406552e-08
1828,6.420610709767516e-09,2.8434133270138773e-08
1829,2.2290258527846163e-08,2.4862210068476998e-08
1830,2.6092090266160994e-08,3.026682549034376e-08
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,4.058990921151917e-09,3.111892965534935e-08
1833,9.266902800675325e-09,1.9692167896323554e-08
1834,7.467624740797874e-09,4.29388435918554e-08
1835,1.5126175867408165e-08,2.193295500774184e-08
1836,8.064899859050456e-09,7.123995260371885e-08
1837,9.74104708006962e-09,5.148839221646995e-08
1838,1.4517972601879592e-08,3.597932263232906e-08
1839,1.1885507689157748e-08,2.7965899818127582e-08
1840,7.64362617644565e-09,5.6690229399691816e-08
1841,1.1556987367100646e-08,4.8154113585496816e-08
1842,4.024959032733477e-09,6.842430622100437e-08
1843,1.8311423488626133e-08,1.5239830020163936e-07
1844,1.3721403568922597e-08,1.1525978393933656e-08
1845,8.928364714222425e-09,5.1896119401817487e-08
1846,9.367202125076801e-09,9.952652035849496e-09
1847,3.074137566727586e-08,2.6966118227278457e-09
1848,2.091757700384278e-08,2.011305433313737e-08
1849,2.76520690789539e-08,3.77073661184113e-08
1850,4.752297222410107e-09,3.1229383523623255e-08
1851,5.159551008659946e-09,5.6755062871616246e-08
1852,1.3021090872200602e-09,3.906327350478023e-08
1853,1.0749477752369785e-08,4.598387448595531e-08
1854,7.79349651480743e-09,7.429800064073788e-08
1855,1.2736649068756378e-08,3.078023524949458e-08
1856,6.212626857404757e-09,1.6049286344355096e-08
1857,8.78671624349181e-09,2.8312753030945714e-08
1858,1.565976326389773e-08,2.936205589776364e-08
1859,1.171199848215565e-08,1.2730433596175317e-08
1860,1.0069804545764782e-08,7.415037828195636e-08
1861,9.903524222920623e-09,2.4051415081771665e-08
1862,2.0782737308877586e-08,3.11741068514948e-08
1863,1.548332484446746e-08,8.9903174682604e-08
1864,1.726102105692462e-08,1.582260189536555e-08
1865,1.3179164426446732e-08,1.6003271596787272e-08
1866,3.4059290943133647e-09,5.7900795269461014e-08
1867,1.261730986357179e-08,3.4454963326879806e-08
1868,7.903798504571569e-09,3.6061081232219294e-08
1869,1.70923168951731e-08,6.25090450512289e-08
1870,1.8922360567330543e-08,3.7844721134661086e-08
1871,1.1683295220166201e-08,6.160282595146782e-08
1872,1.3304146229131675e-08,2.9027228620748247e-08
1873,7.781805422268917e-09,6.345164393906089e-08
1874,7.169530746864439e-09,5.018671700440791e-08
1875,1.1443054281912168e-09,4.63443683429432e-08
1876,3.02300739996042e-09,3.567148709748835e-08
1877,1.2369631985365004e-09,5.690030846494665e-08
1878,1.4493812372506909e-08,4.650098262004576e-08
1879,1.3440515367335593e-08,5.864952257184086e-08
1880,1.7328185109022343e-08,3.529815373326528e-08
1881,9.064259565150223e-09,2.719277958362909e-08
1882,9.317538740560849e-09,2.9283693692150337e-08
1883,1.2006744043446815e-08,6.761692361578753e-08
1884,3.300848483434038e-09,6.601696611596708e-08
1885,5.80107206715752e-09,3.222817923642651e-08
1886,2.5168509054651622e-08,4.065682190912412e-08
1887,1.7628095927424425e-08,1.4037188122983935e-07
1888,1.0779045211961602e-08,4.311618084784641e-08
1889,1.8168896165349224e-08,9.460356409363158e-08
1890,1.1797895993481688e-08,3.080561583601593e-08
1891,4.461953917456185e-09,6.69293100941104e-08
1892,1.3163876211308434e-08,5.0774950466347946e-08
1893,1.0469308087124318e-08,5.542574754713314e-08
1894,3.150769645188234e-09,5.419323656496999e-08
1895,1.625025980445116e-08,3.250051960890232e-08
1896,4.717623180994224e-09,1.8870492723976895e-08
1897,1.3401440845939305e-08,8.215666014166345e-08
1898,7.355861253444118e-09,7.638779209173663e-08
1899,7.185851913504848e-09,5.1959236913035056e-08
1900,3.633737311048435e-09,3.5818267463127995e-08
1901,6.706486921359556e-09,2.8502569193733507e-08
1902,6.38336894454028e-09,4.17374117489544e-08
1903,9.1803746826713e-09,1.7820726228023887e-08
1904,7.524475265086039e-09,2.6873125946735854e-08
1905,0.0,2.838417501038748e-08
1906,1.0288369267641428e-08,2.6749759740596346e-08
1907,7.199980611716228e-09,3.857132568896304e-08
1908,4.4202499438483756e-09,4.272908427083166e-08
1909,6.601180380094718e-09,3.355599886845084e-08
1910,8.016225794271747e-09,2.1911017000775246e-08
1911,3.7242617878519013e-09,4.788336838146279e-08
1912,6.251305251225858e-09,8.335073964360618e-09
1913,3.71209285532359e-09,1.2727175757731857e-08
1914,1.1384464038144415e-08,2.0090231700464756e-08
1915,2.3561523843085297e-09,1.295883844676382e-08
1916,5.493730803607377e-09,1.9777431248257926e-08
1917,0.0,1.315970976634162e-08
1918,0.0,3.331049214239101e-08
1919,1.2890987832747669e-08,8.287063479883727e-09
1920,1.1358347151713133e-08,1.590168707821249e-08
1921,9.087297137000405e-09,3.862101038976107e-08
1922,1.1066902949607993e-08,5.5334517412575224e-08
1923,7.431163684401554e-09,2.441668023323018e-08
1924,6.445812328337297e-09,3.867487219366694e-09
1925,1.4297631523163545e-08,3.299453510408057e-08
1926,2.229227691330493e-09,1.5604593173179637e-08
1927,1.3379070296082318e-08,1.1149224654616319e-08
1928,4.570416489713125e-09,1.82816659588525e-08
1929,8.912325100141061e-09,2.33948540540041e-08
1930,9.453243521306831e-09,2.7309368988426286e-08
1931,1.2545892325022123e-08,3.9918749195066994e-08
1932,1.53433514782364e-08,3.616647248350091e-08
1933,1.1470662641954732e-08,1.9500125958415992e-08
1934,8.38710612072191e-09,1.5576054224197833e-08
1935,1.196828414151696e-09,1.196828414151696e-08
1936,5.941110003959693e-08,1.576212937948185e-08
1937,5.0364472592434595e-09,1.6368453259474336e-08
1938,1.1668692678767911e-08,1.4261735792331365e-08
1939,7.647025235257843e-09,1.5294050470515685e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,1.517105907566929e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,1.5249527862692958e-08
1946,2.9234318077442367e-08,1.6705325123211878e-08
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,2.5005342907391537e-08,2.391815279167986e-08
1949,3.9268033269479474e-09,1.3743811422273211e-08
1950,4.2541445921528975e-09,1.4889506516624351e-08
1951,5.330700769690111e-09,1.7058242818279723e-08
1952,1.0544803918932644e-09,1.1599284199803606e-08
1953,6.464296653518886e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,1.4658803948464083e-08
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,1.2209598665435806e-08,9.593255967388359e-09
1957,8.835037590415595e-09,1.7670075402875796e-09
1958,7.445019101215422e-09,0.0
1959,9.300897163555533e-09,1.007597205671118e-08
1960,8.997083189576927e-09,2.076250060767393e-09
1961,1.4591134855912458e-08,3.47407969059077e-09
1962,9.512934440181198e-09,0.0
1963,8.405868889838075e-09,3.879631726988464e-09
1964,7.909158661334459e-09,7.300761772910391e-09
1965,4.377634699181954e-09,1.6416130677043839e-09
1966,6.0929824519107e-09,3.8773522170743036e-09
1967,1.0846738618397467e-08,9.860671168482327e-10
1968,1.7516522399230183e-08,4.940557296606585e-09
1969,5.904285060864822e-09,3.6334062425424918e-09
1970,1.1956685419534097e-08,4.598724956395017e-09
1971,4.1107179882260425e-09,2.569198631618974e-09
1972,2.7189777540570503e-08,1.0260293725750103e-09
1973,1.4334330167287135e-08,2.205281512956958e-09
1974,7.313243344242437e-09,1.1251143350321513e-09
1975,9.709515857991846e-09,1.1422960355389478e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,6.464460078348111e-09,8.22749424145286e-09
1978,1.3663360221016774e-08,1.7821774056514528e-09
1979,7.0223681314374176e-09,5.851973350345929e-10
1980,1.3075846183596695e-08,2.2740602734216964e-09
1981,1.2018544159886346e-08,1.8976649140967083e-09
1982,8.690503094932467e-09,0.0
1983,2.0209011353244932e-08,1.2630632095778083e-09
1984,1.739702604197646e-08,3.479405208395292e-09
1985,1.0828004270990732e-08,4.210890747202711e-09
1986,2.3378494251602433e-08,1.7983456945813714e-09
1987,1.7110287242605438e-08,6.110816852533674e-10
1988,7.195864681897035e-09,2.99827696004229e-09
1989,7.683370939481904e-09,0.0
1990,1.525622306264296e-08,1.6345953479657283e-09
1991,2.8721180100887977e-08,1.7584396161396398e-09
1992,1.3223866057732181e-08,1.1019888335184191e-09
1993,1.550978012687665e-08,0.0
1994,1.2132331528302842e-08,0.0
1995,1.6809596992128917e-08,5.422450821690461e-10
1996,1.6548085346457242e-08,5.338092190498855e-10
1997,9.58978851883785e-09,0.0
1998,1.3827574862901315e-08,4.768129224785866e-10
1999,1.2339543442596579e-08,4.570201161957499e-10
2000,1.723032228007071e-08,2.2090156370779823e-09
2001,1.4896120059670892e-08,4.3812117822561447e-10
2002,1.4896152755738967e-08,4.38122149670761e-10
2003,2.2084691242429955e-08,8.333845835650777e-10
2004,1.4976289902657314e-08,1.3214374039449694e-09
2005,1.6663873836364473e-08,1.8014998381943315e-09
2006,1.2353670086895363e-08,8.235779835885637e-10
2007,1.198343807518043e-08,7.988958938831558e-10
2008,3.448526086913262e-08,4.257439734089985e-09
2009,2.0980047477081598e-08,1.1443662017995848e-08
2010,1.9839930587295385e-08,0.0
2011,9.55992973672437e-09,1.1471915639660324e-09
2012,9.531907707582832e-09,3.404252713057332e-10
2013,1.1993237514218436e-08,8.367375126105969e-10
2014,1.515811653973742e-08,1.0827225782605865e-09
2015,1.3521109745728843e-08,1.10828768384863e-09
2016,1.2013772199281902e-08,1.0356699942093428e-09
2017,1.2578056513001812e-08,2.264050280587071e-09
2018,8.776987137082415e-09,4.64663996169179e-09
2019,9.693753355577428e-09,1.2754939326953263e-09
