year,premier_ADJ nombre_NOUN
1882,1.5174278189533652e-07
1883,1.5735153624518716e-07
1884,2.2049667336432321e-07
1885,1.3213552563229314e-07
1886,1.206797719532915e-07
1887,1.4690080263335403e-07
1888,1.0525420179874345e-07
1889,1.3595347070349817e-07
1890,1.2322246334406373e-07
1891,9.943783396693107e-08
1892,1.4480264098892803e-07
1893,1.6504556299423712e-07
1894,1.4367509493240505e-07
1895,1.4504860246233875e-07
1896,1.3386255659497692e-07
1897,1.3110106067415472e-07
1898,1.4768306755286176e-07
1899,1.0999880828421738e-07
1900,1.1731780347190579e-07
1901,1.2798211912468105e-07
1902,1.1931989263302967e-07
1903,1.3392546804880112e-07
1904,1.3544055832426238e-07
1905,1.4553340577094787e-07
1906,1.1883066264317677e-07
1907,1.0234258240870986e-07
1908,1.7189861978295085e-07
1909,1.4412576376798825e-07
1910,1.0634860103664323e-07
1911,1.2130452375913592e-07
1912,1.307564758690205e-07
1913,1.2621114819921786e-07
1914,1.5670380548726826e-07
1915,1.4372530188211385e-07
1916,1.3624452321892022e-07
1917,8.115154059851193e-08
1918,7.236417332023848e-08
1919,7.642513821792818e-08
1920,1.7567577970112325e-07
1921,1.128339377487464e-07
1922,9.517536625480716e-08
1923,1.040362889170865e-07
1924,1.727477609847483e-07
1925,6.928851803422731e-08
1926,4.202094316951843e-07
1927,1.1260716803462856e-07
1928,1.3939769871740282e-07
1929,8.243900850857244e-08
1930,7.142450186847782e-08
1931,1.094914239274658e-07
1932,1.4576183104964002e-07
1933,1.2847141306338017e-07
1934,1.1382500986201194e-07
1935,1.6875280550721072e-07
1936,2.3279451966118359e-07
1937,1.4605697629122005e-07
1938,1.2705909568921925e-07
1939,1.88116814570094e-07
1940,9.128818589942966e-08
1941,1.5938114472646703e-07
1942,9.709477666319799e-08
1943,1.0741970157823744e-07
1944,1.0282195717081777e-07
1945,1.0674669681520754e-07
1946,2.157771206157122e-07
1947,1.8715766714194615e-07
1948,1.1524200971280152e-07
1949,1.1682239886567913e-07
1950,1.4464092146226903e-07
1951,1.1087858098335346e-07
1952,3.680136444472737e-07
1953,1.551431125790259e-07
1954,1.3779275320757733e-07
1955,1.3327563408438436e-07
1956,1.3692192624148447e-07
1957,1.4136060144664953e-07
1958,1.1746585926175612e-07
1959,1.4416390570204385e-07
1960,1.1488583595564705e-07
1961,1.0839128350426108e-07
1962,1.0210549561406879e-07
1963,1.0668988181805616e-07
1964,1.3932287856732728e-07
1965,9.79495737851721e-08
1966,1.0025725316609169e-07
1967,1.0205794609419172e-07
1968,1.1363282226284355e-07
1969,1.2716921560240735e-07
1970,1.2324582598921552e-07
1971,1.1458626403282324e-07
1972,1.4620918875607458e-07
1973,1.4995914909832209e-07
1974,9.675983392298804e-08
1975,1.2508141367106873e-07
1976,8.513155336231648e-08
1977,1.0695742957977927e-07
1978,1.4495043387796613e-07
1979,9.246117826933187e-08
1980,9.437350456664717e-08
1981,1.4738530751401413e-07
1982,9.497478714592944e-08
1983,1.3072704518890532e-07
1984,1.2989778497285442e-07
1985,4.932757491360462e-08
1986,9.171562709298087e-08
1987,9.777306786418194e-08
1988,9.594486272135327e-08
1989,9.549332702363245e-08
1990,7.355679088050238e-08
1991,1.0726481036726909e-07
1992,6.832330967654343e-08
1993,7.921066469407378e-08
1994,9.125623279260253e-08
1995,9.055492711240731e-08
1996,7.046281780276331e-08
1997,9.158248559515414e-08
1998,8.43958858354199e-08
1999,9.780230669775847e-08
2000,8.791882777359206e-08
2001,8.149054053774307e-08
2002,8.149071817342701e-08
2003,1.0125622651457888e-07
2004,7.840528581937178e-08
2005,1.39165862833579e-07
2006,7.865169493470603e-08
2007,6.63083596919023e-08
2008,7.493093789889826e-08
2009,8.487382530120158e-08
2010,8.172161614083961e-08
2011,7.83914231305971e-08
2012,7.829780912516071e-08
2013,7.502746512955127e-08
2014,6.626262205600142e-08
2015,1.1215871609238093e-07
2016,9.09318274011639e-08
2017,8.980732246754997e-08
2018,8.493025660527564e-08
2019,8.80090809118883e-08
