year,long_ADJ homme_NOUN,long_ADJ somme_NOUN
1912,5.209421227725386e-10,8.856016364688912e-09
1913,5.30298971401777e-10,1.1666577037772186e-08
1914,1.3393487430235496e-09,9.37544086809794e-09
1915,0.0,8.246533234057551e-09
1916,0.0,1.648119329900055e-08
1917,1.864292187292449e-08,6.57985488317081e-09
1918,0.0,4.594550517822427e-09
1919,1.012863304339362e-08,3.6831393490643904e-09
1920,0.0,6.815008557481406e-09
1921,5.300923255902035e-09,7.572747429129834e-10
1922,2.951174193910333e-09,5.164555005876537e-09
1923,0.0,5.307974060286824e-09
1924,0.0,7.734974438733389e-09
1925,3.299453377181294e-09,7.698724324711748e-09
1926,3.343841648018042e-09,5.57306911730393e-09
1927,0.0,1.2264147031260109e-08
1928,0.0,5.713020723163709e-09
1929,1.1140406375176326e-09,1.5596569369336066e-08
1930,1.0503603542488804e-09,1.05036033204442e-08
1931,4.5621426636444085e-09,5.7026783295555106e-09
1932,5.4797681947604815e-09,6.575722188983946e-09
1933,0.0,5.735331320977366e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,7.180970484910176e-09,7.180970484910176e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,5.0364472592434595e-09
1938,2.5930428915188486e-09,2.3337385357535823e-08
1939,6.117620188206274e-09,1.070583532936098e-08
1940,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,0.0,0.0
1943,8.709705845433291e-09,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,1.742803235060819e-08
1946,0.0,6.960552134671616e-09
1947,5.960435700558264e-09,4.7683483828109274e-09
1948,1.0871887834440486e-09,7.610321262063735e-09
1949,3.9268033269479474e-09,8.835307596655184e-09
1950,2.1270722960764488e-09,1.4889506516624351e-08
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,3.1634410646574906e-09
1953,3.232148326759443e-09,8.619061908632375e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,7.508486277174597e-09,3.754243138587299e-09
1956,0.0,8.72114114258693e-09
1957,7.951533653738352e-09,3.534015080575159e-09
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,3.100299128533379e-09,9.300897829689347e-09
1960,5.536666680683311e-09,6.920833239831836e-09
1961,1.80652133252579e-08,3.47407969059077e-09
1962,1.2683912808952869e-09,6.341956293454132e-09
1963,6.466053248388448e-10,8.405868889838075e-09
1964,6.083968329129164e-10,9.125952438182594e-09
1965,0.0,3.2832261354087677e-09
1966,2.769537488234164e-09,9.970334780007306e-09
1967,1.9721342336964653e-09,8.381570104631919e-09
1968,4.4914158503495116e-10,1.2126823101255013e-08
1969,1.3625273131978588e-09,4.541757636644661e-09
1970,1.3796175313274261e-09,5.518470125309705e-09
1971,1.541519245584766e-09,4.624557625731995e-09
1972,0.0,3.0780880067027283e-09
1973,0.0,8.269805285010534e-09
1974,2.2502286700643026e-09,2.2502286700643026e-09
1975,3.4268881066168433e-09,1.7134440533084216e-09
1976,5.713526873840635e-10,2.856763492431469e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,0.0,7.128709622605811e-09
1979,1.7555920051037788e-09,5.266775904289034e-09
1980,1.7055452605774235e-09,2.2740602734216964e-09
1981,6.325549528618524e-10,1.8976649140967083e-09
1982,1.2415004579935385e-09,7.449002747961231e-09
1983,1.89459470334441e-09,1.89459470334441e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,7.218669662023558e-09
1986,5.994485463567401e-10,5.994485352545098e-09
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,2.398621523624911e-09,1.798966087207532e-09
1989,3.841685636274406e-09,4.390497743145261e-09
1990,1.6345953479657283e-09,4.358920779878872e-09
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,0.0,2.2039776670368383e-09
1993,5.539207426075166e-10,3.877445031719162e-09
1994,5.274926606624319e-10,5.274926717646622e-09
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,3.3564262480467733e-09
1998,1.9072516899143466e-09,3.814503379828693e-09
1999,1.3710603763428253e-09,2.7421207526856506e-09
2000,8.836062992401139e-10,6.627047355323157e-09
2001,4.3812117822561447e-10,4.8193329327261836e-09
2002,3.504977197366088e-09,7.886198361006791e-09
2003,0.0,6.250384210204629e-09
2004,2.2023955992267474e-09,6.166707589017051e-09
2005,4.5037495954858286e-10,5.404499514582994e-09
2006,4.529678854225949e-09,5.7650457740976435e-09
2007,2.3966877371606188e-09,4.393927444112933e-09
2008,4.257439678578834e-10,2.1287198670449925e-09
2009,1.907277002999308e-09,8.582746957586096e-09
2010,1.4171379625338432e-09,6.140930874920514e-09
2011,3.4415748029203996e-09,7.265546830836911e-09
2012,3.4042526575461807e-09,6.468080293586809e-09
2013,1.1156500168141292e-09,7.80955033974351e-09
2014,2.165445156521173e-09,1.1909948582911056e-08
2015,1.7732603163622684e-09,1.329945220618356e-08
2016,1.4499380585064614e-09,1.7192121504194802e-08
2017,1.2578056374223934e-09,6.792150397672003e-09
2018,3.3559066636712487e-09,1.0842160058643913e-08
2019,5.1019755087367e-10,8.418259866971312e-09
