year,dernier_ADJ homme_NOUN,dernier_ADJ somme_NOUN
1800,1.792173778270012e-07,0.0
1801,1.857322473597378e-07,2.3811825844433088e-09
1802,1.2308120744819462e-07,0.0
1803,1.0531832117521844e-07,0.0
1804,7.662737999680758e-08,0.0
1805,7.675770063997334e-08,0.0
1806,1.0374009207225754e-07,2.881669125542885e-09
1807,1.679703558465917e-07,0.0
1808,8.157866204783204e-08,0.0
1809,1.0165637576164954e-07,0.0
1810,1.2402671734079718e-07,0.0
1811,3.359482860787466e-07,0.0
1812,1.360276140616179e-07,0.0
1813,1.1790540810352468e-07,0.0
1814,4.405347908686963e-07,0.0
1815,3.425473948936997e-07,5.394447111228828e-09
1816,2.062667512348071e-07,0.0
1817,4.3748141820287856e-07,0.0
1818,1.5378319062619994e-07,3.5763532135746345e-09
1819,1.5423064958497434e-07,5.175524897538253e-09
1820,2.942887311618847e-07,0.0
1821,1.3806084098177962e-07,9.86148829262845e-10
1822,2.2858404236103524e-07,0.0
1823,1.561464548771596e-07,2.9648061783404955e-09
1824,1.549484673901702e-07,7.57900142644985e-09
1825,1.78750487078716e-07,8.805443041381977e-10
1826,2.1931881688530552e-07,1.7615968683770689e-09
1827,2.608488376409923e-07,9.217273055917019e-10
1828,2.2196969418075696e-07,1.8344602503717056e-09
1829,2.3061843085203648e-07,1.714635211591542e-09
1830,2.661393025960024e-07,1.1480519646056564e-08
1831,4.038122385363607e-07,0.0
1832,2.36774463369116e-07,8.117981842303834e-09
1833,2.53681467832223e-07,4.6334514003376626e-09
1834,2.7350175701990054e-07,2.8003592777992026e-09
1835,3.8269223523457185e-07,0.0
1836,2.432911587746389e-07,6.72075017860152e-09
1837,2.1012830309086183e-07,2.0873671680021744e-09
1838,3.5853078395042814e-07,1.2624323808552163e-09
1839,2.9014620928080603e-07,1.3982950353153e-09
1840,2.4395907582963616e-07,1.2739377330817092e-09
1841,2.626004489414413e-07,2.5682194149112547e-09
1842,2.1198117172716024e-07,2.0124795163667386e-09
1843,2.1087672591457718e-07,0.0
1844,2.6454865675873407e-07,0.0
1845,2.5222631189203426e-07,4.464182357111213e-09
1846,2.903832607703549e-07,1.7563503984519002e-09
1847,3.155035859236932e-07,3.235934187273415e-09
1848,2.654923045852797e-07,1.045878850192139e-08
1849,2.6562746158198536e-07,1.6758829879393033e-09
1850,2.7834883287169987e-07,1.0862393651223101e-08
1851,3.856764489995612e-07,1.2253933867611977e-08
1852,2.0052480143029072e-07,6.510545436100301e-10
1853,2.5559867822266824e-07,4.777545470346922e-09
1854,2.519897207009514e-07,2.5978321716024766e-09
1855,2.2660621112891022e-07,6.368324534378189e-09
1856,2.1433563812678358e-07,5.177189232874468e-10
1857,4.080941495843149e-07,3.905207268672939e-09
1858,3.352168062020766e-07,4.404308473482388e-09
1859,3.2029770946628844e-07,8.147477359443656e-09
1860,5.336996480309608e-07,3.158256944857385e-08
1861,3.5464047043465285e-07,4.715963619617014e-09
1862,3.4924033975869406e-07,1.536115412648087e-08
1863,3.22652511819399e-07,6.493007020935693e-09
1864,2.838479042921449e-07,8.151037178549814e-09
1865,2.7299698146521223e-07,5.6482134525026595e-09
1866,3.522703698188856e-07,4.379051787850585e-09
1867,2.1740594746688657e-07,9.220341823379385e-09
1868,2.262462253099784e-07,4.44588676984381e-09
1869,2.671284944355534e-07,1.12320943657096e-08
1870,3.6927274660314424e-07,1.0894693147633916e-08
1871,4.652075504818498e-07,3.18635318130589e-09
1872,3.7009717512859197e-07,1.6327815544059376e-08
1873,2.861310267610051e-07,8.380406590902112e-09
1874,3.698283119746293e-07,6.572069999322139e-09
1875,4.3826898910026557e-07,1.716458086775674e-09
1876,2.714660638503119e-07,1.813804439976252e-09
1877,3.0120053040594286e-07,3.0924081073635534e-09
1878,2.61492536512975e-07,2.4156354694326865e-09
1879,2.4559486799802244e-07,1.1607718342077078e-08
1880,2.4708708079579367e-07,4.492492600149944e-09
1881,2.0220271779169963e-07,5.5780060570498335e-09
1882,2.1230677926808994e-07,4.6587693702804245e-09
1883,2.268642718128433e-07,8.21514056781325e-09
1884,2.620873607028784e-07,7.922036360241691e-09
1885,2.333320177072551e-07,5.156508553483263e-09
1886,2.323247036972731e-07,9.680196200179125e-09
1887,2.441817881226882e-07,3.264462256069578e-09
1888,2.2826213164073295e-07,4.4384300679212174e-09
1889,2.2178583652943118e-07,6.891650361495749e-09
1890,2.1236212432995671e-07,5.243509182406569e-09
1891,2.084369907784378e-07,3.824531802365527e-09
1892,1.3916096963662028e-07,5.641661360300532e-09
1893,2.407940944415543e-07,3.079208221734575e-09
1894,2.2181418368738548e-07,5.671385139294216e-09
1895,2.196794279818448e-07,3.0093072478365457e-09
1896,1.6570651417691096e-07,4.1279202278587945e-09
1897,1.9169887299774757e-07,1.806281169081103e-08
1898,1.5730226632371114e-07,8.487532454637403e-09
1899,1.8406835877726735e-07,7.185851913504848e-09
1900,1.8376328636549033e-07,5.710158568206225e-09
1901,1.2630550161318865e-07,1.676621730339889e-09
1902,1.3601486159586784e-07,1.0311596021495006e-08
1903,1.4526591995966953e-07,3.7801539676252105e-09
1904,1.8649949495852525e-07,4.299700151477737e-09
1905,1.832069509433154e-07,4.64468330463319e-09
1906,1.635850676029449e-07,0.0
1907,1.2445680991346464e-07,3.0857059130084963e-09
1908,1.6354925036488055e-07,6.384805573134145e-09
1909,1.6612970799023685e-07,1.0451868703853506e-08
1910,1.6566867477862957e-07,2.67207544979442e-09
1911,2.0323829530433102e-07,2.6601871816467337e-09
1912,1.8597633921757506e-07,7.293189607793238e-09
1913,1.69165371932678e-07,3.71209285532359e-09
1914,2.7054843476648216e-07,1.3393487430235496e-09
1915,7.822425763803764e-07,7.068456930880984e-09
1916,6.559514729165272e-07,1.4283700444650549e-08
1917,6.283761053715864e-07,1.5352993543160665e-08
1918,5.111437584304213e-07,5.743188147278033e-09
1919,3.554229595637004e-07,9.207848705727883e-09
1920,2.5821309446172336e-07,3.786115865267448e-09
1921,2.544443091778703e-07,9.844571380313027e-09
1922,2.471608359089217e-07,6.640141769764796e-09
1923,1.985182240815675e-07,1.1677542488541803e-08
1924,1.7274776420439508e-07,1.4180787211159895e-08
1925,1.847693908985093e-07,5.499089184013428e-09
1926,2.0508894638116004e-07,4.458455382660986e-09
1927,1.750428265667736e-07,0.0
1928,1.691054140051662e-07,4.570416489713125e-09
1929,1.7936053953171438e-07,4.4561625500705304e-09
1930,1.8066198714805637e-07,4.201441416995522e-09
1931,1.8248570832213318e-07,4.5621426636444085e-09
1932,1.9507974968746566e-07,6.575722188983946e-09
1933,1.9958951624765575e-07,2.2941324395731044e-09
1934,2.492168658108085e-07,2.3963160344919743e-09
1935,2.1662595095506276e-07,3.590485242455088e-09
1936,1.855081301904704e-07,1.2124714565686645e-09
1937,1.9768054826396764e-07,1.2591118148108649e-09
1938,1.7632692350666446e-07,2.5930428915188486e-09
1939,1.8505801246959663e-07,6.117620188206274e-09
1940,2.561140735046763e-07,1.0143131667916805e-08
1941,1.8299315707182018e-07,0.0
1942,2.4880537341509523e-07,1.517105907566929e-08
1943,2.787105874979545e-07,1.1612940831184915e-08
1944,2.795471960581608e-07,6.4263723231761105e-09
1945,3.267756198965799e-07,2.178504043826024e-09
1946,2.700694095025824e-07,4.1763312808029696e-09
1947,3.4928152814472924e-07,3.5762612871081956e-09
1948,2.7288437465244897e-07,6.523132700664291e-09
1949,2.0615717388761112e-07,9.817008317369869e-10
1950,2.509945371542699e-07,0.0
1951,2.3881540001102763e-07,0.0
1952,2.309312108206285e-07,1.0544803918932644e-09
1953,1.9177412424742357e-07,0.0
1954,2.267228449426284e-07,1.9545072227344917e-09
1955,1.6237101529981146e-07,1.8771215692936494e-09
1956,1.8750454722216148e-07,3.488456634670456e-09
1957,2.6240062284133003e-07,8.835037701437898e-10
1958,2.026699634782858e-07,8.272243445794913e-10
1959,1.9221854419271267e-07,3.100299128533379e-09
1960,1.9447542021211461e-07,1.3841666701708277e-09
1961,2.5360780986360965e-07,2.08444772553662e-09
1962,2.5431244621287874e-07,3.805173953708163e-09
1963,2.3148471228751077e-07,4.526237162849611e-09
1964,2.3544957883370188e-07,4.258777774879263e-09
1965,2.7414937520120475e-07,4.377634699181954e-09
1966,2.470427356016103e-07,5.539074976468328e-09
1967,2.3123273606984185e-07,2.465167847631733e-09
1968,2.995774428526943e-07,4.491415683816058e-09
1969,2.375339320792591e-07,3.6334062425424918e-09
1970,2.414330644295859e-07,9.197449912790034e-09
1971,2.8723643019645806e-07,3.5968783507200897e-09
1972,2.4983814839174556e-07,2.0520587451500205e-09
1973,2.7069830554893315e-07,3.859242703185828e-09
1974,1.9295710185218695e-07,1.1251143350321513e-09
1975,2.0389984101143455e-07,5.711480177694739e-10
1976,2.616795269361205e-07,3.4281160132820787e-09
1977,2.2625610451854072e-07,2.3507127355770763e-09
1978,2.299008894368626e-07,2.970295565063452e-09
1979,1.7321840495299057e-07,2.3407893401383717e-09
1980,2.0807651202048305e-07,2.8425752862659692e-09
1981,2.669381942155269e-07,3.1627747087981106e-09
1982,2.6816409715024747e-07,4.345251713999687e-09
1983,2.0019552060546175e-07,8.841442245000053e-09
1984,2.134035135270551e-07,1.739702604197646e-09
1985,2.484425465354434e-07,1.2031116103372597e-09
1986,1.9002519469069057e-07,3.5966913891627428e-09
1987,1.5277042697547927e-07,1.8332451112712533e-09
1988,2.8063872559158654e-07,1.798966087207532e-09
1989,1.9482834190398535e-07,1.6464366536794728e-09
1990,1.8252980549249287e-07,2.724325431913144e-09
1991,1.8873918161688152e-07,5.861465202094962e-10
1992,3.438205253836202e-07,1.65298330578878e-09
1993,3.129652146327544e-07,0.0
1994,2.9539588819460505e-07,3.164955852952289e-09
1995,2.8305192767419385e-07,0.0
1996,2.5889747412577435e-07,1.067618438099771e-09
1997,3.3468363458410977e-07,2.876936688878118e-09
1998,4.262707626878637e-07,9.536258449571733e-10
1999,4.4011036948177207e-07,3.1991407301035224e-09
2000,3.715564629303003e-07,2.2090156370779823e-09
2001,3.250859093029135e-07,1.3143635069212678e-09
2002,3.0011366725091193e-07,3.504977197366088e-09
2003,4.1127529826212594e-07,1.6667691671301554e-09
2004,3.2815693984389327e-07,1.3214374039449694e-09
2005,4.75595951954233e-07,1.8014998381943315e-09
2006,3.3396087673054353e-07,3.294311934354255e-09
