year,dernier_ADJ homme_NOUN,dernier_ADJ somme_NOUN
2007,3.754810675715703e-07,2.7961355453243186e-09
2008,4.176548387135881e-07,2.1287198670449925e-09
2009,4.4105781960013246e-07,4.76819250749827e-10
2010,4.657659946616377e-07,9.447586046817946e-10
2011,4.52758288638222e-07,1.1471915639660324e-09
2012,5.021272677652178e-07,2.0425516833455504e-09
2013,5.377433183184621e-07,4.462600067256517e-09
2014,5.439598282919178e-07,3.2481677347817595e-09
2015,5.450559013020495e-07,3.989835573037226e-09
2016,5.16799361971465e-07,8.078226088059637e-09
2017,5.028707068532867e-07,2.0124890642847504e-09
2018,5.134537248707716e-07,1.8070267504555204e-09
2019,5.540745284804416e-07,1.53059265262101e-09
