year,premier_ADJ avant_NOUN,premier_ADJ savant_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,1.1189200677108602e-08,2.2378401354217203e-09
1803,1.1702034896643454e-08,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.1387820908481672e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,2.4849335034105025e-08,2.259030518203531e-09
1810,1.4040760554223652e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,6.952811659743929e-09,2.0858434979231788e-08
1817,7.784367150875937e-09,0.0
1818,8.344823942962876e-09,4.768470951432846e-09
1819,0.0,8.280840013696888e-09
1820,3.5599443393152796e-09,0.0
1821,6.903041693817613e-09,1.97229765852569e-09
1822,8.02049271442229e-09,0.0
1823,1.9765373782121287e-09,0.0
1824,3.3684450784221553e-09,0.0
1825,1.7610886082763955e-09,0.0
1826,5.284790383086602e-09,0.0
1827,1.013900075008678e-08,9.217273055917019e-10
1828,0.0,0.0
1829,1.0287811491593857e-08,1.714635211591542e-09
1830,5.218417697960831e-09,0.0
1831,1.091384405071949e-08,0.0
1832,1.488296597074168e-08,1.488296597074168e-08
1833,5.791814139399776e-09,3.4750886612755494e-09
1834,9.334530925997342e-10,0.0
1835,0.0,6.806779140333674e-09
1836,6.720750123090369e-09,6.720750067579218e-10
1837,1.1828414692161004e-08,1.3915781860163179e-09
1838,6.312161904276081e-09,1.8936485712828244e-09
1839,0.0,0.0
1840,4.45878195476368e-09,8.917564464638872e-09
1841,1.2841097074556274e-09,5.778493683550323e-09
1842,2.683306021822318e-09,8.720745015011744e-09
1843,4.134837805480629e-09,2.953455480181333e-09
1844,1.152597861597826e-08,0.0
1845,1.50666157328061e-08,1.1160455892778032e-09
1846,1.2294452567118697e-08,5.854501328173001e-10
1847,1.6179670936367074e-09,2.6966118227278457e-09
1848,2.413566457803995e-09,1.6090443422100975e-09
1849,6.703531951757213e-09,0.0
1850,6.788996032014438e-10,2.7155984128057753e-09
1851,6.449438760824933e-10,0.0
1852,1.9531636308300904e-09,0.0
1853,1.4332636411040767e-08,2.9859659189668264e-09
1854,1.5067426972770193e-08,0.0
1855,1.8043586180738203e-08,1.1675261646360013e-08
1856,9.318940730196346e-09,0.0
1857,5.223214638583329e-08,9.763018171682347e-10
1858,3.0830157982109085e-08,0.0
1859,9.675129364339341e-09,1.5276520048956854e-09
1860,4.5771839374264545e-09,4.577183909670879e-10
1861,8.017138619642594e-09,4.715963730639317e-10
1862,1.8071945051545413e-08,0.0
1863,1.4983862484108101e-09,1.9978483312144135e-09
1864,1.0548401929710849e-08,8.151037178549814e-09
1865,1.694464035750798e-08,2.3534221238463715e-09
1866,1.8975890470063206e-08,9.731225825149181e-10
1867,1.2132028714972876e-08,9.7056229719783e-10
1868,9.385760946223343e-09,4.93987406535723e-10
1869,1.3673853604956321e-08,4.395167341186834e-09
1870,1.77755516972411e-08,5.160643912205387e-09
1871,3.3987767711352035e-08,0.0
1872,1.4513614199351821e-08,1.8142017887967654e-09
1873,9.577607318345116e-09,1.1972008939764578e-09
1874,8.9619134890917e-09,7.169530913397892e-09
1875,1.8308886295947957e-08,5.721527140956084e-10
1876,7.255217981949613e-09,0.0
1877,1.0514186965515648e-08,9.27722432209066e-09
1878,2.234462720407393e-08,1.2078177569208037e-08
1879,1.8327975581655664e-08,1.832797580370027e-09
1880,2.2462461668482092e-08,6.417846032391594e-09
1881,2.510102636854583e-08,0.0
1882,1.0648615988984034e-08,6.655385131892899e-09
1883,8.21514056781325e-09,1.8958017378167824e-09
1884,1.1222884843675729e-08,4.621187876807653e-09
1885,1.4824961869219777e-08,6.445635691854079e-10
1886,1.0970888586481209e-08,5.808117542471791e-09
1887,1.0446279119502577e-08,1.3710741875172516e-08
1888,1.394935211784798e-08,2.53624587998047e-09
1889,1.4409814452776004e-08,4.385595886446936e-09
1890,1.507508901044119e-08,1.9663159989136147e-09
1891,2.294719103623777e-08,1.9122659011827636e-09
1892,2.005923915859853e-08,6.268512375839919e-10
1893,1.7243566741154126e-08,5.542574843531156e-09
1894,1.1972925095804499e-08,6.301539290376468e-10
1895,1.3240951446391591e-08,3.0093072478365457e-09
1896,2.5357223876198987e-08,1.179405795248556e-09
1897,1.2818769601352642e-08,1.7480140668268973e-09
1898,1.2448380548590876e-08,9.053368055234046e-09
1899,7.185851913504848e-09,3.8693048765026106e-09
1900,8.8247900098537e-09,4.671947717582725e-09
1901,2.4590450786732276e-08,2.794369402536745e-09
1902,3.04437606790664e-08,1.0802624572647801e-08
1903,1.6740681951787906e-08,5.400220270956879e-10
1904,1.7198799717732527e-08,0.0
1905,1.806265648163219e-08,4.1286072338664326e-09
1906,1.800464494161602e-08,3.0865106026567446e-09
1907,2.6228501037728336e-08,1.028568674676933e-09
1908,2.4556944921982904e-08,4.911389073214423e-10
1909,3.0255409178003845e-08,4.4007870125817306e-09
1910,1.496362156405695e-08,2.67207544979442e-09
1911,2.1281496787040055e-08,1.5961122423746588e-09
1912,1.6670147984232386e-08,2.083768435579003e-09
1913,8.43175394504847e-08,1.590896969716482e-09
1914,3.080502103403049e-08,1.2054139020278853e-08
1915,4.712304768617059e-09,8.246533234057551e-09
1916,2.0876178341566742e-08,1.2086208478478966e-08
1917,1.644963654179321e-08,5.483212106582869e-09
1918,2.412139021856774e-08,2.2972752589112133e-09
1919,1.5653342344545962e-08,1.012863304339362e-08
1920,7.572231730534895e-09,1.741613253614105e-08
1921,1.590277004526186e-08,5.300923255902035e-09
1922,3.910305657051083e-08,7.377935318242379e-09
1923,1.6985516992917837e-08,2.1231896241147297e-09
1924,6.445812328337297e-09,1.0313299547703991e-08
1925,1.6497267552040284e-08,1.7597084678300234e-08
1926,2.229227724637184e-08,6.687683296036084e-09
1927,2.1183528042811872e-08,5.574612327308159e-09
1928,2.170947777102583e-08,1.2568645679778001e-08
1929,3.007909632479766e-08,1.1140406375176326e-09
1930,8.402882945013346e-09,9.453243521306831e-09
1931,2.3951248984133144e-08,0.0
1932,1.8631212572728373e-08,6.575722188983946e-09
1933,9.176529536247813e-09,6.882397318719313e-09
1934,1.0783422155213884e-08,4.7926320689839486e-09
1935,2.5133396697185617e-08,2.393656828303392e-09
1936,1.8187072292619177e-08,4.849885826274658e-09
1937,1.2591118259130951e-08,2.5182236296217297e-09
1938,1.037217134403079e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0
1941,8.854507793643052e-09,5.9030051957620344e-09
1942,3.6410541692788456e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,1.3071024707045353e-08,0.0
1946,2.645009811175214e-08,1.5313215584455975e-08
1947,2.9802177392568296e-08,2.3841741914054637e-09
1948,1.630783175166073e-08,1.0871887834440486e-09
1949,2.9451025285176513e-08,4.908504269707237e-09
1950,3.5096692885261405e-08,4.2541445921528975e-09
1951,1.5992102309070333e-08,8.529121409139861e-09
1952,2.5307529738505252e-08,1.0544803918932644e-09
1953,1.7238123040108633e-08,5.386913581872932e-09
1954,3.2249368731029904e-08,8.795282724349818e-09
1955,2.9095384324051565e-08,1.3139850985055546e-08
1956,2.877976768012047e-08,9.593255967388359e-09
1957,3.09226323436107e-08,1.236905244894615e-08
1958,2.0680608614487284e-08,1.6544486891589827e-09
1959,3.797866576782383e-08,8.525822714489095e-09
1960,4.9829998571837564e-08,1.5225833038812198e-08
1961,3.543561344354629e-08,9.032606829162404e-09
1962,3.4880760446664993e-08,1.0147130247162295e-08
1963,3.685650296070264e-08,5.1728425987107585e-09
1964,5.536411129547503e-08,7.300761772910391e-09
1965,2.5718604135249734e-08,1.094408652591028e-08
1966,2.8249281247560987e-08,1.4401594583546284e-08
1967,2.5144712367808353e-08,4.930335695263466e-09
1968,2.6050212653672133e-08,5.838840522187638e-09
1969,2.9067249551761876e-08,4.541757636644661e-09
1970,7.679870719923265e-08,7.817832603507213e-09
1971,1.4644432777544125e-07,2.569198631618974e-09
1972,6.104874844536923e-08,6.669190977248718e-09
1973,3.252790237162628e-08,5.513203671370093e-09
1974,2.306484464531522e-08,7.313243344242437e-09
1975,4.569184230973633e-08,6.282628195464213e-09
1976,3.3138454924586114e-08,2.856763492431469e-09
1977,2.997158826678614e-08,5.289103821581875e-09
1978,2.6138601838532338e-08,5.940591130126904e-09
1979,3.628223566032318e-08,2.925986564150662e-09
1980,1.5918422358041084e-08,3.4110904101325445e-09
1981,2.6567307798153195e-08,5.060439622894819e-09
1982,2.855450986771757e-08,4.966001831974154e-09
1983,3.347117549790113e-08,1.89459470334441e-09
1984,2.2036232671940326e-08,4.059305780401701e-09
1985,1.985134090443097e-08,4.812446441349039e-09
1986,2.277904465053382e-08,5.395036861699509e-09
1987,4.460896313451812e-08,1.099947022353831e-08
1988,3.0582423649061496e-08,6.596209356501959e-09
1989,3.786804136929334e-08,6.585746614717891e-09
1990,3.1602175321054915e-08,6.538381391862913e-09
1991,3.751337757096351e-08,3.5168792322792797e-09
1992,2.534574400359091e-08,1.0468894195980738e-08
1993,3.378916568763657e-08,6.647049133334804e-09
1994,1.7407257801860254e-08,2.637463358823311e-09
1995,3.2534705318720825e-08,2.1689803286761844e-09
1996,2.508903285125541e-08,8.007138063703678e-09
1997,2.493345108156575e-08,3.3564260260021683e-09
1998,2.0026141966944522e-08,3.814503379828693e-09
1999,1.4167623352268066e-08,2.285100553223174e-09
2000,2.1206551625851944e-08,4.859834756842929e-09
2001,1.7524846629424218e-08,5.257454027685071e-09
2002,2.803981730137295e-08,4.381221607729913e-09
2003,2.3334768284311025e-08,5.000307723435071e-09
2004,1.982156150326375e-08,6.166707866572807e-09
2005,1.3511249008502091e-08,1.8014998381943315e-09
2006,2.1824815621407367e-08,4.117890028965121e-09
2007,1.9173501231151135e-08,4.393927444112933e-09
2008,1.6604014468901696e-08,5.108927503272298e-09
2009,1.907276958590387e-08,3.814554005998616e-09
2010,1.464375803950091e-08,4.2514138876015295e-09
2011,1.1089518608953242e-08,2.294383100176489e-09
2012,1.3617010657940298e-08,1.3617010852229328e-09
2013,1.7850400713115278e-08,1.6734750252211938e-09
2014,1.0827226060161621e-08,1.9489005964601347e-09
2015,1.4407740112076795e-08,6.649726325136385e-10
2016,1.3256576031350775e-08,2.6927420293532123e-09
2017,1.0817128526241504e-08,7.54683426862357e-10
2018,1.368177321436903e-08,1.0325866828253538e-09
2019,1.0969247787873115e-08,2.04079020349468e-09
