year,dernier_ADJ an_NOUN,dernier_ADJ sang_NOUN
1996,4.804283193493575e-09,9.60856638698715e-09
1997,1.917957792585412e-09,4.794894259418925e-09
1998,4.768129224785866e-10,9.536258005482523e-09
1999,4.570201106446348e-09,1.0968483010742602e-08
2000,2.2090156370779823e-09,9.277866475088103e-09
2001,2.1906058911280724e-09,6.571817756650944e-09
2002,4.38122149670761e-10,1.3143664823189738e-08
2003,4.1669229178253886e-10,1.1667384391955693e-08
2004,2.642874807889939e-09,1.0131019578807354e-08
2005,3.602999676388663e-09,5.404499514582994e-09
2006,2.0589449589714093e-09,1.070651389767363e-08
2007,1.1983438685803094e-09,1.0385647009059085e-08
2008,0.0,4.6831836186811415e-09
2009,1.430457752249481e-09,6.198650481792356e-09
2010,9.447586046817946e-10,1.0392344762522043e-08
2011,0.0,1.6825476123472072e-08
2012,1.7021263287730903e-09,1.2936160587173617e-08
2013,1.6734750252211938e-09,1.561910067948702e-08
2014,2.1654451842767486e-10,1.5591204771681078e-08
2015,1.773260274728905e-09,1.4851055496478693e-08
2016,1.4499380585064614e-09,1.0356700386182638e-08
2017,1.509366853724714e-09,1.0314006537726073e-08
2018,5.162933414126769e-10,1.0842160058643913e-08
2019,1.02039510174734e-09,1.020395146156261e-08
