year,dernier_ADJ an_NOUN,dernier_ADJ sang_NOUN
1800,3.144164484325529e-09,0.0
1801,2.1430643926123594e-08,1.6668277424969347e-08
1802,8.951360541686881e-09,4.475680270843441e-09
1803,5.851017448321727e-09,2.5354410126965377e-08
1804,1.2359254952798437e-08,1.2359254952798437e-08
1805,5.685755422035754e-09,2.842877711017877e-09
1806,5.76333825108577e-09,0.0
1807,1.1387820464392462e-08,2.562259560079383e-08
1808,1.3596443970698147e-08,3.172503681980743e-08
1809,0.0,2.710836710662079e-08
1810,1.1700633795186377e-08,2.3401266702194334e-08
1811,5.0141535368197765e-09,3.760615285841595e-08
1812,0.0,2.6672082320544632e-09
1813,2.8757416448144113e-09,2.0130190847567064e-08
1814,3.1466771410748606e-09,1.0698702368472368e-07
1815,1.0788894222457657e-08,1.3486118000116676e-08
1816,4.6352077731626196e-09,2.0858434979231788e-08
1817,0.0,3.580808893843823e-08
1818,1.1921177378582115e-09,2.2650237241350624e-08
1819,4.140420117870747e-09,8.280840013696888e-09
1820,2.254631326081835e-08,1.1866481131050932e-08
1821,5.916893086599373e-09,3.35290586406245e-08
1822,8.02049271442229e-09,1.2030739071633434e-08
1823,9.882686891060644e-10,1.4824030003524058e-08
1824,1.3473780313688621e-08,1.3473780313688621e-08
1825,9.685987789609385e-09,1.584979791857677e-08
1826,7.927186018719112e-09,3.5231937367541377e-09
1827,2.3964910056406552e-08,1.8434546333878643e-08
1828,1.8344602503717056e-09,1.559291185060374e-08
1829,7.715858285628485e-09,8.573175946935407e-09
1830,4.174734336004349e-09,3.1310506187764986e-08
1831,4.677361609140007e-09,2.3386808933878456e-08
1832,6.764984572527055e-09,3.2471927369215337e-08
1833,8.108539617524002e-09,2.89590715851773e-08
1834,6.534171426153534e-09,2.7070139907436896e-08
1835,1.8907719834260206e-08,4.5378527602224494e-08
1836,3.36037508930076e-09,4.704525213838906e-09
1837,2.2265250976261086e-08,1.87863058442872e-08
1838,1.7674054220151447e-08,2.209256599883247e-08
1839,1.6779539646627484e-08,9.088918062616358e-09
1840,8.91756390952736e-09,1.46502836528839e-08
1841,8.988767952189392e-09,5.1364388298225094e-09
1842,6.037438549100216e-09,1.341653010911159e-08
1843,2.953455480181333e-09,1.6539351221922516e-08
1844,1.0977122322231025e-08,2.195424464446205e-08
1845,5.022205318283568e-09,1.1160455670733427e-08
1846,9.367202347121406e-09,6.439951683034906e-09
1847,3.775256551818984e-09,2.0494249852731627e-08
1848,2.413566457803995e-09,4.022610866627474e-08
1849,1.508294644736452e-08,8.379414495607307e-09
1850,8.146795238417326e-09,2.7834882843080777e-08
1851,1.6123596680017727e-08,2.7732586005413395e-08
1852,7.812654523320361e-09,1.8229528109259263e-08
1853,4.777545470346922e-09,2.448492075757258e-08
1854,9.352196350675968e-09,2.5458755104068587e-08
1855,4.2455496895854594e-09,4.139410947345823e-08
1856,9.3189408967298e-09,1.2425253714809514e-08
1857,1.4156376515472857e-08,3.124165814938351e-08
1858,6.361778659424999e-09,2.397901255335455e-08
1859,5.601390462572908e-09,3.513599722282379e-08
1860,8.696649511641397e-09,3.753290656050012e-08
1861,2.357981809808507e-09,3.3483342321005694e-08
1862,9.939570166928036e-09,2.3945327498609004e-08
1863,3.995696662428827e-09,1.2986014041871385e-08
1864,5.753673426589501e-09,2.2535221688713136e-08
1865,1.6003271596787272e-08,2.7770381549885315e-08
1866,9.731225603104576e-09,1.2650593461671633e-08
1867,9.7056229719783e-09,3.008743121313273e-08
1868,1.975949626142892e-09,1.432563490055827e-08
1869,2.9301114867763545e-09,2.197583626184496e-08
1870,4.587239033071455e-09,2.5229814681893004e-08
1871,2.1242354542039266e-09,3.186353225714811e-08
1872,6.0473394070115205e-09,1.0280476914203973e-08
1873,2.3944017879529156e-09,1.97538145840781e-08
1874,6.572069999322139e-09,1.6131444624534197e-08
1875,1.716458086775674e-09,3.776207790906483e-08
1876,7.859819461941697e-09,2.9020871039620033e-08
1877,4.9478527941460015e-09,2.3502300550148902e-08
1878,9.058632954861423e-09,3.01954443671093e-08
1879,2.443730107160036e-09,3.0546626561545054e-08
1880,1.9253538763308597e-09,1.4761046607247863e-08
1881,5.5780060570498335e-09,1.743126887276958e-08
1882,5.989846840748214e-09,2.3959387362992857e-08
1883,3.791603475633565e-09,1.2006744043446815e-08
1884,7.2618666635548834e-09,9.902545450302114e-09
1885,6.445635580831777e-09,2.1915161241281567e-08
1886,9.034849313138693e-09,1.677900662855336e-08
1887,6.528924512139156e-09,5.876032105334161e-09
1888,3.804368819970705e-09,3.1703073499755874e-09
1889,2.5060546970934183e-09,1.3783300722991498e-08
1890,7.209825181320184e-09,1.9007721618891082e-08
1891,1.0198752065093686e-08,8.286486163910922e-09
1892,5.014809900671935e-09,2.5074049503359674e-08
1893,3.695050043717174e-09,6.15841644346915e-09
1894,5.041231432301174e-09,1.5753848003896564e-08
1895,5.416753268150387e-09,1.444467478961542e-08
1896,4.717623180994224e-09,1.4152869098893461e-08
1897,3.496028022631492e-09,1.981082675683865e-08
1898,7.921697076085366e-09,2.2633418694795182e-08
1899,4.9748205555033564e-09,1.879376654301268e-08
1900,5.710158568206225e-09,4.671947717582725e-09
1901,3.912117296778206e-09,3.912117296778206e-09
1902,4.910283735171106e-09,7.856454153909453e-09
1903,7.560307935250421e-09,1.2420506401156217e-08
1904,5.374625189347171e-09,1.1286712897629059e-08
1905,2.0643036169332163e-09,1.651442893546573e-08
1906,2.0576738091193647e-09,6.6874399351490865e-09
1907,1.5428529565042481e-09,1.902852098112362e-08
1908,5.893666887857307e-09,1.3751889405000384e-08
1909,2.7504918342913243e-09,5.5009836685826485e-09
1910,1.068830135508847e-09,9.619471441624228e-09
1911,4.25629931299909e-09,4.788336838146279e-09
1912,1.041884239993962e-08,1.2502610502451716e-08
1913,4.242391771214216e-09,1.0075680734189518e-08
1914,6.696743604095445e-09,6.027069510139427e-09
1915,9.424609537234119e-09,3.534228465440492e-09
1916,5.493731025651982e-09,3.2962386153911893e-09
1917,3.289927441585405e-09,1.4256351654751143e-08
1918,5.743188147278033e-09,1.033773866510046e-08
1919,2.762354567309444e-09,9.207848372660976e-10
1920,3.028892692213958e-09,7.572231730534895e-09
1921,2.2718242842501013e-09,1.5902768879527684e-08
1922,2.951174193910333e-09,8.115729421831475e-09
1923,5.307974060286824e-09,3.1847844361720945e-09
1924,5.156649773851996e-09,5.156649773851996e-09
1925,8.798542339150117e-09,1.5397448649423495e-08
1926,6.687683296036084e-09,1.0031524944054127e-08
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,4.570416489713125e-09,1.3711249025050165e-08
1929,4.4561625500705304e-09,1.2254447234738564e-08
1930,5.2518016602221e-09,7.352522590764465e-09
1931,4.5621426636444085e-09,1.3686427990933225e-08
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,9.176529758292418e-09,9.176529758292418e-09
1934,2.3963160344919743e-09,1.7972370258689807e-08
1935,4.787313656606784e-09,1.795242710045386e-08
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.0072894518486919e-08,2.0145789036973838e-08
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,4.588215141154706e-09,1.070583532936098e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,8.714016175304096e-09,1.9606536838523425e-08
1946,2.7842208538686464e-09,2.227376683094917e-08
1947,1.1920870957027319e-09,8.344609447874518e-09
1948,2.174377566888097e-09,1.0871888278529696e-08
1949,2.945102384188658e-09,1.2762110479513922e-08
1950,4.2541445921528975e-09,9.571825110299415e-09
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,3.1634410646574906e-09,1.0544804140977249e-08
1953,3.232148326759443e-09,1.0773827163745864e-08
1954,2.9317608341017376e-09,9.772536557761669e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,1.744228317335228e-09,1.0465369904011368e-08
1957,5.301022731885041e-09,1.236905244894615e-08
1958,2.4816730892496253e-09,1.3235589513271862e-08
1959,7.750747821333448e-10,1.007597205671118e-08
1960,0.0,1.4533750203327145e-08
1961,1.3896318540318475e-09,6.94815938118154e-09
1962,5.073564957047694e-09,5.7077609305622445e-09
1963,0.0,7.1126584622049904e-09
1964,5.475571496216247e-09,1.034274621503073e-08
1965,3.2832261354087677e-09,7.1136563306595235e-09
1966,2.7695373772118614e-09,5.539074976468328e-09
1967,3.944268467392931e-09,9.367637332502454e-09
1968,7.186265332803643e-09,8.084548142051062e-09
1969,3.1792304344691047e-09,1.1354394757745467e-08
1970,4.598724956395017e-09,7.3579600190498695e-09
1971,3.083038491169532e-09,1.644287195290417e-08
1972,3.0780880067027283e-09,9.747279428040656e-09
1973,2.7566018356850464e-09,5.513203671370093e-09
1974,4.500457451150908e-09,5.06301445213353e-09
1975,3.4268881066168433e-09,1.028066431985053e-08
1976,1.7140580066410394e-09,8.570290255249802e-09
1977,4.11374712072643e-09,5.876781727920388e-09
1978,0.0,1.0099005187669263e-08
1979,1.1703946700691858e-09,1.404473604083023e-08
1980,1.7055452605774235e-09,1.3644362084619388e-08
1981,1.8976649140967083e-09,8.855769451088236e-09
1982,4.345251713999687e-09,8.069752865935698e-09
1983,3.157658134966823e-09,7.57837881337764e-09
1984,2.3196033982486597e-09,8.69851302098823e-09
1985,1.2031116103372597e-09,1.0828004270990732e-08
1986,2.9972427317837003e-09,5.395036861699509e-09
1987,3.0554083707556856e-09,6.110816741511371e-09
1988,5.996553809062277e-10,3.597932174415064e-09
1989,1.0976244357863152e-09,1.0976243913773942e-08
1990,3.8140557934163155e-09,1.1442167213715493e-08
1991,1.7584395606284886e-09,8.20605094986604e-09
1992,1.1019888335184191e-09,7.162927584403178e-09
1993,3.323524566667402e-09,8.862731881720265e-09
1994,1.5824779264761446e-09,1.160483886764041e-08
1995,5.422450821690461e-10,1.1929391696696712e-08
