year,dernier_ADJ âge_NOUN,dernier_ADJ age_NOUN,dernier_ADJ sage_NOUN
1800,2.641098149069876e-07,6.288328968651058e-09,6.288328968651058e-09
1801,3.4527147363405675e-07,0.0,0.0
1802,2.2825969381301547e-07,2.2378401354217203e-09,0.0
1803,2.3209037181004533e-07,7.801356893821776e-09,3.900678446910888e-09
1804,1.8044511307380162e-07,2.4718509461507665e-09,0.0
1805,4.6907481987545907e-07,2.842877711017877e-09,0.0
1806,2.7087691023552907e-07,0.0,0.0
1807,3.2739984590079985e-07,0.0,0.0
1808,2.4246992325061e-07,2.2660739951163578e-09,0.0
1809,4.2469773120501486e-07,6.7770915546105925e-09,0.0
1810,2.667744638529257e-07,4.680253518074551e-09,0.0
1811,2.356652117896374e-07,0.0,0.0
1812,5.33441664174461e-07,8.00162469616339e-09,0.0
1813,5.003790306545852e-07,0.0,0.0
1814,2.2970742463712668e-07,0.0,4.405347908686963e-08
1815,4.2616133555384295e-07,0.0,0.0
1816,3.870398472827219e-07,2.3176038865813098e-09,0.0
1817,3.0047655741327617e-07,1.556873407970727e-09,0.0
1818,1.5974377731708955e-07,2.384235475716423e-09,0.0
1819,2.9189962447162543e-07,3.105315005136333e-09,0.0
1820,2.9428872494463576e-07,4.746592452420373e-09,0.0
1821,2.3273112503829907e-07,2.9584463767662328e-09,0.0
1822,2.1454818011079624e-07,0.0,3.0076847679083585e-09
1823,2.2927834208985587e-07,9.882686891060644e-10,0.0
1824,2.2652793063571153e-07,3.3684450784221553e-09,1.6842225392110777e-09
1825,2.8001309715364187e-07,8.805443041381977e-10,0.0
1826,2.2284200440481072e-07,2.6423953025656033e-09,8.807984341885344e-10
1827,2.175276421212402e-07,9.217273055917019e-09,0.0
1828,2.2288692491656548e-07,1.8344602503717056e-09,0.0
1829,2.794855333831947e-07,2.571952817387313e-09,0.0
1830,2.546588007135142e-07,1.5655253760016308e-08,0.0
1831,2.603731559247535e-07,0.0,0.0
1832,2.5706941642056336e-07,5.411987857861789e-09,0.0
1833,2.1198040656145167e-07,1.6217079790159517e-08,0.0
1834,2.3709708329988644e-07,0.0,0.0
1835,2.828595029313874e-07,5.294161553592858e-09,0.0
1836,3.3066089599742554e-07,6.720749956556915e-09,8.064899859050456e-09
1837,2.6370406658315915e-07,7.653679690022841e-09,6.957890930081589e-10
1838,2.6321714585719747e-07,1.8936485712828244e-09,0.0
1839,2.544896915424033e-07,2.09744255297295e-09,2.09744255297295e-09
1840,2.847250755166897e-07,7.0066574764382494e-09,0.0
1841,3.178171539275354e-07,7.704658244733764e-09,5.1364388298225094e-09
1842,3.2065506161416124e-07,6.708265054555795e-09,0.0
1843,2.498623246083298e-07,2.3627644285539873e-09,0.0
1844,1.992347762325153e-07,3.841992890496471e-09,1.6465684371524958e-09
1845,1.9419192653913342e-07,4.4641823016000615e-09,3.9061593959388574e-09
1846,2.6872160674429324e-07,1.7563503984519002e-09,0.0
1847,1.893021561727437e-07,3.235934187273415e-09,0.0
1848,2.2365716745298414e-07,4.0226108000140925e-09,0.0
1849,2.471927302849508e-07,1.6758829879393033e-09,0.0
1850,1.8398179690848337e-07,6.788996032014438e-10,0.0
1851,2.2637530605607026e-07,2.579775504329973e-09,6.449438760824933e-10
1852,2.246138137707021e-07,4.557381805270211e-09,6.510545436100301e-10
1853,1.5467303171590174e-07,2.9859659189668264e-09,0.0
1854,2.296483643249303e-07,4.1565315633818045e-09,0.0
1855,2.2554482370651385e-07,7.960405667972736e-09,0.0
1856,2.630012261306547e-07,6.730345836203355e-09,2.0708756931497874e-09
1857,2.103930398789089e-07,2.440754598431738e-09,4.881509085841174e-10
1858,2.1238554381852737e-07,4.893675853434587e-09,0.0
1859,2.5409946147192386e-07,1.018434669930457e-09,5.601390684617513e-09
1860,1.9178401089448016e-07,4.119465518703791e-09,0.0
1861,1.6694511373316345e-07,9.431927461278633e-10,1.8863854922557266e-09
