year,premier_ADJ or_NOUN,premier_ADJ sort_NOUN
1841,1.2841097074556274e-08,1.4125206782011901e-08
1842,1.542900918138912e-08,1.8783142152756227e-08
1843,1.6539350389255247e-08,2.3627643841450663e-08
1844,2.4698525058486354e-08,2.7442805805577564e-09
1845,1.7298706467272496e-08,5.022205318283568e-09
1846,2.6345256864956923e-08,1.8734404250153602e-08
1847,1.240441438454809e-08,3.775256551818984e-09
1848,1.287235473768078e-08,3.218088684420195e-09
1849,1.1731180693530519e-08,5.02764896381791e-09
1850,9.504594444820214e-09,7.467895635215882e-09
1851,2.3862924081186065e-08,1.2898877521649865e-08
1852,1.4974254725075298e-08,8.463708844885787e-09
1853,1.5527023000672102e-08,9.555090940693844e-09
1854,1.922395914677466e-08,7.27393034694046e-09
1855,1.1144567935161831e-08,9.552486801567284e-09
1856,2.640366475459288e-08,8.801221973442352e-09
1857,1.903788510171367e-08,1.2691923956253959e-08
1858,1.9574704523961373e-08,9.787352261980686e-09
1859,1.0693563812225193e-08,1.2730433596175317e-08
1860,1.739329860694916e-08,7.323494255473406e-09
1861,1.7920662287451705e-08,9.903524222920623e-09
1862,1.1746764477793548e-08,6.325180823552046e-09
1863,1.4983863039219614e-08,6.493007020935693e-09
1864,2.349416661218129e-08,6.712618905169165e-09
1865,2.541695881541628e-08,1.6473954644879996e-08
1866,2.2868380966656332e-08,3.4059290943133647e-09
1867,3.1543274658929477e-08,1.747012134956094e-08
1868,1.778354707937524e-08,5.433861360870651e-09
1869,2.002242827092715e-08,4.395167341186834e-09
1870,2.5229815125982213e-08,6.307453670473251e-09
1871,9.559059321873065e-09,3.18635318130589e-09
1872,1.5723082169571967e-08,4.8378714367913744e-09
1873,2.693702005895915e-08,2.095101514498765e-08
1874,1.6131444624534197e-08,7.766991494406739e-09
1875,1.3731665304828056e-08,9.154443425529735e-09
1876,1.813804395567331e-08,5.441413541973361e-09
1877,3.2779525871440285e-08,4.9478527941460015e-09
1878,1.9928992622819663e-08,3.6234530931267273e-09
1879,1.893890888560179e-08,4.887460214320072e-09
1880,1.1552123257985158e-08,6.417846254436199e-10
1881,1.5339516323820135e-08,2.091752326904839e-09
1882,2.9283694580328756e-08,3.9932310791357395e-09
1883,2.0221884611260066e-08,8.21514056781325e-09
1884,2.5086449362277108e-08,2.0465261485469455e-08
1885,1.1602144189826191e-08,2.5782542767416317e-09
1886,8.38950331427668e-09,5.162771099520569e-09
1887,1.762809609395788e-08,3.264462256069578e-09
1888,8.242799331981132e-09,2.53624587998047e-09
1889,1.5662842023367318e-08,3.132568426877924e-09
1890,1.376421138177264e-08,5.243509182406569e-09
1891,1.4660706204594476e-08,7.649063604731055e-09
1892,1.0656471038927862e-08,3.761107425503951e-09
1893,1.7243566630131824e-08,4.926733243593162e-09
1894,2.3315696040526745e-08,1.8904617871129403e-09
1895,1.2037228769301578e-08,4.213029924926559e-09
1896,2.0639602027472392e-08,5.897029087265082e-09
1897,1.3401440845939305e-08,5.826713334045053e-09
1898,2.0370077402631637e-08,2.8291773368493978e-09
1899,1.9346524382513053e-08,1.6582735185011188e-09
1900,1.8168686111152965e-08,2.07642125715779e-09
1901,1.4530721570427119e-08,2.235495566438317e-09
1902,1.2275709893039277e-08,1.4730852093691738e-09
1903,1.7280705533195828e-08,3.2401321625741275e-09
1904,2.0961039126632386e-08,3.2247751136083025e-09
1905,1.2385821979155054e-08,9.28936660926638e-09
1906,1.8004646107350197e-08,3.600929110447737e-09
1907,1.0799971028596644e-08,1.0799970695529737e-08
1908,1.9645555626723876e-08,5.40252820258047e-09
1909,1.9253441840838548e-08,1.1001967115120692e-09
1910,1.1222716089775986e-08,1.068830135508847e-09
1911,2.6601870706244313e-08,3.1922244847493175e-09
1912,1.719108944087111e-08,2.0837684910901544e-09
1913,1.2196876397752021e-08,7.954484182448596e-09
1914,2.54476265060255e-08,9.37544086809794e-09
1915,1.1780762143587253e-08,2.3561523843085297e-09
1916,2.0876177231343718e-08,5.493730803607377e-09
1917,1.7546279096336548e-08,1.315970976634162e-08
1918,2.1824114959656526e-08,4.594550517822427e-09
1919,1.3811772170413406e-08,9.207848705727883e-09
1920,1.590168707821249e-08,3.028892692213958e-09
1921,1.3630945261411398e-08,8.330022005509363e-09
1922,6.640141769764796e-09,4.426761179843197e-09
1923,1.0615948120573648e-08,1.0615948120573648e-09
1924,1.0313299547703991e-08,5.156649773851996e-09
1925,1.6497267107951075e-08,1.0998177923937646e-09
1926,6.6876830739914794e-09,4.458455382660986e-09
1927,6.689534814974252e-09,4.4596899506643695e-09
1928,6.85562484559199e-09,0.0
1929,7.798284462623428e-09,3.342121912552898e-09
1930,1.785612657734248e-08,8.402882833991043e-09
1931,2.3951248095954725e-08,1.1405356659111021e-09
1932,9.863582839386709e-09,6.575722188983946e-09
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,2.156684431042777e-08,9.585264137967897e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,1.4549657478823974e-08,3.6374143697059935e-09
1937,1.0072894407464617e-08,0.0
1938,1.944782235252518e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,1.3071024262956144e-08
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,4.7683483828109274e-09,3.5762612871081956e-09
1948,6.523132922708896e-09,3.2615663503321457e-09
1949,9.817008095325264e-09,1.9634016634739737e-09
1950,1.1698897184331258e-08,5.317680518146517e-09
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,0.0
1954,8.795282724349818e-09,9.772536113672459e-10
1955,1.595553289490681e-08,1.0324168187025862e-08
1956,1.0465370126055973e-08,4.360570571293465e-09
1957,7.951533653738352e-09,2.6505113659425206e-09
1958,5.790570245522986e-09,3.3088973783179654e-09
1959,6.200598368089061e-09,1.5501495642666896e-09
1960,8.997083245088078e-09,4.844583401109048e-09
1961,1.0422238960750008e-08,4.86371165564492e-09
1962,1.0147130247162295e-08,8.244543714397423e-09
1963,1.099229041123806e-08,5.819448034571906e-09
1964,9.125952660227199e-09,7.300761772910391e-09
1965,1.0944087081021792e-08,4.924839203113152e-09
1966,6.0929824519107e-09,3.8773522170743036e-09
1967,1.1339771788243524e-08,2.465167847631733e-09
1968,9.43197286940034e-09,7.186265360559219e-09
1969,6.812636538233718e-09,2.7250546263957176e-09
1970,7.357959797005265e-09,8.277704743875347e-09
1971,8.221435976452085e-09,2.569198631618974e-09
1972,5.643161493651405e-09,2.565073486948677e-09
1973,8.269805618077442e-09,1.102640756478479e-09
1974,3.3753429495853027e-09,1.6876715580593782e-09
1975,6.282628195464213e-09,2.2845920710778955e-09
1976,5.1421741309454205e-09,3.9994687561772935e-09
1977,4.7014254711541525e-09,2.3507127355770763e-09
1978,5.940591241149207e-09,7.72276909088987e-09
1979,5.266776015311336e-09,2.3407893401383717e-09
1980,1.1370301367108482e-09,1.0233271119375331e-08
1981,4.427884614521815e-09,3.1627747087981106e-09
1982,4.345251491955082e-09,3.1037510339615437e-09
1983,6.946847763700248e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,2.8995041922996734e-09
1985,3.0077789148208467e-09,3.609334831011779e-09
1986,4.196139880008332e-09,4.196139880008332e-09
1987,4.2775717967735716e-09,7.332980445085013e-09
1988,2.098793827620682e-08,3.597932174415064e-09
1989,3.8965667692458794e-08,4.390497743145261e-09
1990,2.5063794206747758e-08,4.358920779878872e-09
1991,1.699824903056424e-08,4.10302547493302e-09
1992,1.2672871640972971e-08,1.1019888335184191e-09
1993,8.862731548653358e-09,2.7696036575264316e-09
1994,1.1604838812129259e-08,2.1099706426497278e-09
1995,1.0844901310314015e-08,3.253470381991974e-09
1996,7.473329066698398e-09,7.473328622609188e-09
1997,1.1028257085321513e-08,9.110299181713799e-09
1998,3.814503379828693e-09,3.337690568372409e-09
1999,1.2796563558792329e-08,4.570201106446348e-09
2000,8.836062992401139e-09,1.3254094488601709e-09
2001,6.571817839917671e-09,6.571817756650944e-09
2002,5.695587890208742e-09,4.81934359086722e-09
2003,1.3750845462290329e-08,4.166922806803086e-09
2004,7.928624423669817e-09,4.404791253964646e-10
2005,3.15262471684008e-09,3.1526248278623825e-09
2006,7.41220168576362e-09,3.706100981659688e-09
2007,7.190063044948403e-09,5.192823504529542e-09
2008,4.257439678578834e-09,5.108927503272298e-09
2009,2.860915504498962e-09,5.721831008997924e-09
2010,2.8342757585342326e-09,4.2514138876015295e-09
2011,6.883149494818497e-09,1.2619107536693264e-08
2012,5.787229417908435e-09,1.5659562535574878e-08
2013,3.0680375462388554e-09,1.3945625099154313e-08
2014,3.2481678735596375e-09,8.87832563023494e-09
2015,4.433150915805761e-09,1.1969507163200888e-08
2016,9.11389608226898e-09,1.2842308549920745e-08
2017,3.270294840485022e-09,7.697770598724674e-08
2018,4.64663996169179e-09,1.4972506789945328e-08
2019,3.5713829671379926e-09,1.3520234709574197e-08
