year,premier_ADJ air_NOUN,premier_ADJ cerf_NOUN
1873,2.8732820567256567e-08,1.7958012854535355e-09
1874,3.4055272379873713e-08,0.0
1875,4.0622842589765895e-08,1.1443054281912168e-09
1876,4.353130833578689e-08,6.04601479992084e-10
1877,4.886004523196874e-08,0.0
1878,7.669642321239678e-08,1.8117265465633636e-09
1879,6.781351258311474e-08,1.832797580370027e-09
1880,6.096954163758994e-08,3.8507077526617195e-09
1881,5.9266313190420306e-08,1.3945015142624584e-09
1882,6.92160078141768e-08,3.3276925659464496e-09
1883,7.393626894058869e-08,1.516641390253426e-08
1884,3.366865364284877e-08,1.9805090900604227e-09
1885,3.674012205578947e-08,3.2228177904158883e-09
1886,6.19532544710033e-08,6.453463874400711e-10
1887,3.1991731541669566e-08,0.0
1888,3.804368731152863e-08,0.0
1889,6.390439410974835e-08,6.265136742733546e-10
1890,4.7847022621727575e-08,3.2771931834929546e-09
1891,3.952016314201501e-08,6.374220040683554e-10
1892,1.7551835096440982e-08,1.2537024751679837e-09
1893,3.0176241949675386e-08,2.463366621796581e-09
1894,1.071261657159539e-08,0.0
1895,1.3842813118003505e-08,6.018614495673091e-09
1896,2.240870955461105e-08,5.307326134129653e-09
1897,1.3984112534615178e-08,2.330685422435863e-09
1898,1.810673611046809e-08,1.13167097914868e-09
1899,2.7085134135518274e-08,2.2110313580014918e-09
1900,1.3496738504592543e-08,1.038210628578895e-09
1901,1.5089595351014395e-08,5.58873880507349e-09
1902,9.329539141234022e-09,2.1114219705964388e-08
1903,2.700110068865058e-08,0.0
1904,1.7198801494089366e-08,5.374625189347171e-10
1905,2.0126959654476195e-08,2.0643036169332163e-09
1906,2.36632491379396e-08,5.658602919567102e-09
1907,3.39427645434931e-08,4.114274698707732e-09
1908,3.290630568031361e-08,1.964555629285769e-09
1909,5.005895076237721e-08,3.300590023513905e-09
1910,3.740905540894346e-08,8.01622590529405e-09
1911,1.8621309716415624e-08,3.1922244847493175e-09
1912,2.2400510502063042e-08,5.209421227725386e-10
1913,4.295421618394357e-08,1.060597942803554e-09
1914,4.28591582779525e-08,0.0
1915,1.5314990164938536e-08,2.3561523843085297e-09
1916,8.789969641043172e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,2.1178051312631396e-08,5.524709134618888e-09
1920,3.104614876292544e-08,0.0
1921,5.14946840723951e-08,0.0
1922,2.8773948279603445e-08,4.426761179843197e-09
1923,3.3971035318103304e-08,3.1847844361720945e-09
1924,2.836157442231979e-08,3.867487219366694e-09
1925,4.6192346836448905e-08,3.299453377181294e-09
1926,3.7896870752618383e-08,1.1146138456652466e-09
1927,4.7941668412931904e-08,0.0
1928,2.8565102283550914e-08,3.4278122562625413e-09
1929,4.2333544891803854e-08,1.1140406375176326e-09
1930,3.5712252044461934e-08,4.201441416995522e-09
1931,1.8248571542756054e-08,2.2810713318222042e-09
1932,3.06867029564728e-08,3.287861094491973e-09
1933,1.7205992852709073e-08,0.0
1934,2.2765002327673756e-08,2.3963160344919743e-09
1935,2.0346082152400413e-08,7.180970484910176e-09
1936,1.1882220007919386e-07,0.0
1937,1.0072894518486919e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,1.01431314458722e-08,2.5357829169792012e-09
1941,3.8369532440185594e-08,0.0
1942,9.102635312174812e-09,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,6.542918740137793e-08,1.3921104269343232e-09
1947,1.907339353124371e-08,2.3841741914054637e-09
1948,2.8266908813634473e-08,1.0871887834440486e-09
1949,1.47255123650325e-08,9.817008317369869e-10
1950,2.446133051670074e-08,2.1270722960764488e-09
1951,3.518262581270193e-08,2.1322803522849654e-09
1952,6.326882240337284e-09,0.0
1953,1.508335811806205e-08,5.386913581872932e-09
1954,2.14995790059902e-08,0.0
1955,2.5341142073642686e-08,3.754243138587299e-09
1956,2.8779766569897447e-08,7.849027205963921e-09
1957,3.534015063921814e-08,2.6505113659425206e-09
1958,2.316228225884842e-08,0.0
1959,3.875374032791257e-08,0.0
1960,1.9378332827280076e-08,6.920833350854139e-10
1961,2.570818935510033e-08,1.3896318540318475e-09
1962,5.5175021440589944e-08,6.976152100435229e-09
1963,2.3277792138287623e-08,6.466053248388448e-10
1964,2.068549243006146e-08,1.2167936658258327e-09
1965,3.0096239556076654e-08,2.73602163147757e-09
1966,2.326411452369115e-08,1.1078149508847446e-09
1967,2.5637745704187864e-08,2.9582012395223956e-09
1968,7.904891569099348e-08,4.4914158503495116e-10
1969,3.179230420591317e-08,2.7250546263957176e-09
1970,4.736686776141141e-08,0.0
1971,4.162101996385559e-08,1.541519245584766e-09
1972,8.823852787331887e-08,1.0260293725750103e-09
1973,2.811733906815661e-08,5.513203782392395e-10
1974,1.743927158237568e-08,1.6876715580593782e-09
1975,1.6563292959403952e-08,1.1422960355389478e-09
1976,2.171140239815017e-08,5.713526873840635e-10
1977,2.762087475405295e-08,0.0
1978,4.45544342531079e-08,1.1881182704343018e-09
1979,3.160065631391262e-08,1.1703946700691858e-09
1980,5.173487238607777e-08,2.8425752862659692e-09
1981,3.415796712147312e-08,1.2651099057237047e-09
1982,2.4830009937026887e-08,2.483000915987077e-09
1983,5.368018685114606e-08,1.2630632095778083e-09
1984,9.046453453009917e-08,2.3196033982486597e-09
1985,5.17338007988144e-08,1.8046674155058895e-09
1986,4.495864214248968e-08,0.0
1987,7.210763969256462e-08,1.8332451112712533e-09
1988,1.9188972188999287e-08,1.1993107618124554e-09
1989,3.731922948446709e-08,1.6464366536794728e-09
1990,4.03200163812123e-08,2.724325431913144e-09
1991,6.740684721506796e-08,1.1722930404189924e-09
1992,2.810071492165278e-08,5.509944056569793e-09
1993,2.326467135604915e-08,5.539207315052863e-09
1994,2.373717028492095e-08,2.637463358823311e-09
1995,4.880205639601343e-08,4.880205572987961e-09
1996,5.284711224184946e-08,4.804283193493575e-09
1997,2.7810387548399262e-08,2.876936688878118e-09
1998,3.814503424237614e-08,9.536258449571733e-10
1999,3.564756798080104e-08,0.0
2000,4.5947528004575133e-08,1.3254094488601709e-09
2001,3.8992785694746956e-08,2.6287270138425356e-09
2002,3.461165060114624e-08,5.257465574004527e-09
2003,4.625284466541757e-08,8.333845835650777e-10
2004,5.15360573938306e-08,4.404791198453495e-09
2005,4.8640496297380764e-08,3.1526248278623825e-09
2006,4.941467945940303e-08,2.0589450144825605e-09
2007,5.392547294813532e-08,2.3966877371606188e-09
2008,1.345351007264739e-07,5.108927503272298e-09
2009,4.2436912872645394e-08,3.337734755248789e-09
2010,4.6293173294742473e-08,1.4171379625338432e-09
2011,1.5678285225639854e-08,4.5887662558641296e-09
2012,3.165954887140998e-08,4.765953853791416e-09
2013,2.0081699858565116e-08,4.741512515948898e-09
2014,3.8328378526575335e-08,6.279790909502481e-09
2015,2.637724778875583e-08,4.654808538617772e-09
2016,2.112766767092822e-08,4.971216327476213e-09
2017,3.3960754791673153e-08,4.2765391228272165e-09
2018,2.6330960967158035e-08,1.0067719991013746e-08
2019,2.2193593407493495e-08,4.591778068885333e-09
