year,dernier_ADJ air_NOUN,dernier_ADJ cerf_NOUN
1894,3.150769645188234e-09,0.0
1895,1.625025980445116e-08,0.0
1896,4.717623180994224e-09,2.358811590497112e-09
1897,1.3401440845939305e-08,0.0
1898,7.355861253444118e-09,0.0
1899,7.185851913504848e-09,0.0
1900,3.633737311048435e-09,0.0
1901,6.706486921359556e-09,0.0
1902,6.38336894454028e-09,0.0
1903,9.1803746826713e-09,5.400220270956879e-10
1904,7.524475265086039e-09,5.374625189347171e-10
1905,0.0,4.1286072338664326e-09
1906,1.0288369267641428e-08,5.144184522798412e-10
1907,7.199980611716228e-09,1.028568674676933e-09
1908,4.4202499438483756e-09,0.0
1909,6.601180380094718e-09,5.500983557560346e-10
1910,8.016225794271747e-09,5.344150677544235e-10
1911,3.7242617878519013e-09,0.0
1912,6.251305251225858e-09,1.5628263128064646e-09
1913,3.71209285532359e-09,1.060597942803554e-09
1914,1.1384464038144415e-08,0.0
1915,2.3561523843085297e-09,0.0
1916,5.493730803607377e-09,0.0
1917,0.0,3.289927441585405e-09
1918,0.0,0.0
1919,1.2890987832747669e-08,0.0
1920,1.1358347151713133e-08,1.514446346106979e-09
1921,9.087297137000405e-09,5.300923255902035e-09
1922,1.1066902949607993e-08,2.2133805899215986e-09
1923,7.431163684401554e-09,0.0
1924,6.445812328337297e-09,0.0
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.229227691330493e-09,0.0
1927,1.3379070296082318e-08,6.689535148041159e-09
1928,4.570416489713125e-09,0.0
1929,8.912325100141061e-09,0.0
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,1.2545892325022123e-08,0.0
1932,1.53433514782364e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,8.38710612072191e-09,0.0
1935,1.196828414151696e-09,4.787313656606784e-09
1936,5.941110003959693e-08,3.6374143697059935e-09
1937,5.0364472592434595e-09,0.0
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.066051862925633e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,2.9234318077442367e-08,0.0
1947,5.960435700558264e-09,5.960435700558264e-09
1948,2.5005342907391537e-08,2.174377566888097e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,0.0
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,7.508486277174597e-09,0.0
1956,1.2209598665435806e-08,0.0
1957,8.835037590415595e-09,8.835037701437898e-10
1958,7.445019101215422e-09,1.6544486891589827e-09
1959,9.300897163555533e-09,7.750747821333448e-10
1960,8.997083189576927e-09,6.920833350854139e-10
1961,1.4591134855912458e-08,1.3896318540318475e-09
1962,9.512934440181198e-09,1.2683912808952869e-09
1963,8.405868889838075e-09,0.0
1964,7.909158661334459e-09,2.4335873316516654e-09
1965,4.377634699181954e-09,1.6416130677043839e-09
1966,6.0929824519107e-09,0.0
1967,1.0846738618397467e-08,0.0
1968,1.7516522399230183e-08,4.4914158503495116e-10
1969,5.904285060864822e-09,0.0
1970,1.1956685419534097e-08,9.197450023812337e-10
1971,4.1107179882260425e-09,1.0276794970565106e-09
1972,2.7189777540570503e-08,5.130146862875051e-10
1973,1.4334330167287135e-08,2.205281512956958e-09
1974,7.313243344242437e-09,1.1251143350321513e-09
1975,9.709515857991846e-09,1.1422960355389478e-09
1976,2.285410749536254e-09,1.142705374768127e-09
1977,6.464460078348111e-09,5.876781838942691e-10
1978,1.3663360221016774e-08,1.7821774056514528e-09
1979,7.0223681314374176e-09,0.0
1980,1.3075846183596695e-08,5.685150683554241e-10
1981,1.2018544159886346e-08,6.325549528618524e-10
1982,8.690503094932467e-09,0.0
1983,2.0209011353244932e-08,0.0
1984,1.739702604197646e-08,5.799008495621649e-10
1985,1.0828004270990732e-08,1.2031116103372597e-09
1986,2.3378494251602433e-08,2.3977941854269602e-09
1987,1.7110287242605438e-08,6.110816852533674e-10
1988,7.195864681897035e-09,5.996553809062277e-10
1989,7.683370939481904e-09,5.488122178931576e-10
1990,1.525622306264296e-08,5.44865097484859e-10
1991,2.8721180100887977e-08,5.861465202094962e-10
1992,1.3223866057732181e-08,4.4079553340736766e-09
1993,1.550978012687665e-08,1.1078414852150331e-09
1994,1.2132331528302842e-08,0.0
1995,1.6809596992128917e-08,1.626735190995987e-09
1996,1.6548085346457242e-08,5.338092190498855e-10
1997,9.58978851883785e-09,0.0
1998,1.3827574862901315e-08,9.536258449571733e-10
1999,1.2339543442596579e-08,1.8280804647829996e-09
2000,1.723032228007071e-08,0.0
2001,1.4896120059670892e-08,0.0
2002,1.4896152755738967e-08,1.752488598683044e-09
2003,2.2084691242429955e-08,1.2500769308587678e-09
2004,1.4976289902657314e-08,8.809582507929292e-10
2005,1.6663873836364473e-08,9.007499190971657e-10
2006,1.2353670086895363e-08,0.0
2007,1.198343807518043e-08,7.988958938831558e-10
2008,3.448526086913262e-08,2.1287198670449925e-09
2009,2.0980047477081598e-08,4.76819250749827e-10
2010,1.9839930587295385e-08,0.0
2011,9.55992973672437e-09,1.911985902935953e-09
2012,9.531907707582832e-09,3.404252713057332e-10
2013,1.1993237514218436e-08,1.3945624655065103e-09
2014,1.515811653973742e-08,1.9489005964601347e-09
2015,1.3521109745728843e-08,8.866301581811342e-10
2016,1.2013772199281902e-08,2.0713399884186856e-09
2017,1.2578056513001812e-08,8.301517695485927e-09
2018,8.776987137082415e-09,1.5488800242380307e-09
2019,9.693753355577428e-09,1.7856913725466939e-09
