year,dernier_ADJ oeil_NOUN,dernier_ADJ seuil_NOUN
1937,0.0,2.5182236296217297e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,4.588215141154706e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,9.102635090130207e-09
1943,0.0,1.7419411690866582e-08
1944,0.0,1.927911696952833e-08
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,1.6705325123211878e-08
1947,0.0,1.907339353124371e-08
1948,0.0,1.6307831529616124e-08
1949,0.0,5.890204768377316e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,1.2793682557799002e-08
1952,1.0544803918932644e-09,9.490323193972472e-09
1953,0.0,5.386913581872932e-09
1954,0.0,8.795282724349818e-09
1955,0.0,1.0324168187025862e-08
1956,0.0,3.488456634670456e-09
1957,0.0,7.068030161150318e-09
1958,0.0,1.2408365002158916e-08
1959,0.0,1.6276571201956358e-08
1960,1.3841666701708277e-09,8.997083078554624e-09
1961,6.948159270159238e-10,1.8760029252273824e-08
1962,6.341956404476434e-10,1.0781326054143392e-08
1963,6.466053248388448e-10,1.4225316924409981e-08
1964,0.0,1.2776333768727e-08
1965,0.0,1.0396882466068291e-08
1966,0.0,9.970334780007306e-09
1967,4.930335584241163e-10,1.0846738507375164e-08
1968,4.4914158503495116e-10,1.0779397818794223e-08
1969,0.0,8.175163657142548e-09
1970,0.0,1.8854771965948203e-08
1971,0.0,9.24911525146399e-09
1972,5.130146862875051e-10,9.234264020108185e-09
1973,0.0,1.0475087464101307e-08
1974,1.1251143350321513e-09,1.1251143128276908e-08
1975,5.711480177694739e-10,1.1994108817248161e-08
1976,1.142705374768127e-09,1.3712464885795583e-08
1977,1.1753563677885381e-09,1.7042666666799988e-08
1978,1.1881182704343018e-09,1.3069301196821925e-08
1979,0.0,1.0533551808578068e-08
1980,0.0,1.193881615790815e-08
1981,6.325549528618524e-10,6.325549417596221e-09
1982,2.483000915987077e-09,8.690503427999374e-09
1983,0.0,1.9577479193344516e-08
1984,0.0,1.6817123971168968e-08
1985,1.2031116103372597e-09,1.503889479614884e-08
1986,1.1988970927134801e-09,8.392279760016663e-09
1987,0.0,2.3221103262471843e-08
1988,0.0,3.478001170398315e-08
1989,0.0,1.3171492896368875e-08
1990,1.6345953479657283e-09,1.3621627381610324e-08
1991,5.861465202094962e-10,1.4067516929117119e-08
1992,0.0,1.652983222522053e-08
1993,0.0,1.883330469354405e-08
1994,1.0549853213248639e-09,1.2659824244476425e-08
1995,5.422450821690461e-10,1.4640617385097698e-08
1996,0.0,1.7081895009596337e-08
1997,9.58978896292706e-10,1.5823152565985765e-08
1998,0.0,1.5258013519314773e-08
1999,4.570201161957499e-10,1.5995704316651427e-08
2000,4.4180314962005696e-10,1.3254094710646314e-08
2001,1.7524847129024579e-09,1.0514908055370142e-08
2002,4.38122149670761e-10,8.762442660348313e-09
2003,0.0,1.2500768642453863e-08
2004,0.0,1.5857247959161214e-08
2005,4.5037495954858286e-10,1.6213498099659773e-08
2006,4.1178899179428186e-10,1.3589036340633243e-08
2007,0.0,2.0371844655642235e-08
2008,0.0,1.1495086743584793e-08
2009,0.0,1.3827758271744983e-08
2010,4.723793023408973e-10,1.4171379292271524e-08
2011,0.0,1.3383901958929911e-08
2012,6.808505426114664e-10,1.1574459224394928e-08
2013,2.789125042035323e-10,1.5898013017157098e-08
2014,2.1654451842767486e-10,1.4075394016987985e-08
2015,0.0,1.0417904761084174e-08
2016,4.1426800878596737e-10,1.3463710424321818e-08
2017,0.0,1.1068689659277098e-08
2018,0.0,8.776987137082415e-09
2019,7.65296326310505e-10,1.045904995944369e-08
