year,premier_ADJ antre_NOUN,premier_ADJ centre_NOUN
1892,0.0,8.211750923692307e-08
1893,0.0,9.853466315101755e-08
1894,3.780923574225881e-09,9.7043704849753e-08
1895,6.018614495673091e-10,9.810341339289153e-08
1896,0.0,8.845543675306544e-08
1897,0.0,8.215666014166345e-08
1898,0.0,6.790025963709923e-08
1899,0.0,1.0999880828421738e-07
1900,0.0,8.66905907059845e-08
1901,0.0,8.383108252019156e-08
1902,0.0,5.8923406265343203e-08
1903,0.0,9.666394618079721e-08
1904,0.0,8.760638792182363e-08
1905,0.0,9.702227066199498e-08
1906,0.0,8.076369767406888e-08
1907,0.0,9.411403628645232e-08
1908,0.0,8.791386307827054e-08
1909,0.0,9.186642885294916e-08
1910,0.0,6.893954207498609e-08
1911,0.0,9.363858310962314e-08
1912,0.0,1.2190045806104166e-07
1913,0.0,1.3363534434596147e-07
1914,0.0,7.366418230958516e-08
1915,0.0,6.597226565041581e-08
1916,0.0,8.460345846117434e-08
1917,0.0,1.809460012935915e-07
1918,0.0,1.3439060264630598e-07
1919,0.0,1.2154359219085364e-07
1920,0.0,6.890730519515387e-08
1921,0.0,1.1207666222867729e-07
1922,0.0,1.0329109789708468e-07
1923,0.0,1.4437689044299873e-07
1924,0.0,1.1086797169213014e-07
1925,0.0,9.458432814746232e-08
1926,2.229227691330493e-09,8.916910454459526e-08
1927,0.0,1.1149224676820779e-07
1928,0.0,1.2111603719944242e-07
1929,2.2280812750352652e-09,8.912325344390126e-08
1930,0.0,1.2184179798424566e-07
1931,0.0,1.0492927859928614e-07
1932,0.0,8.877224699777031e-08
1933,0.0,1.0208889489327078e-07
1934,0.0,1.3179737656798807e-07
1935,0.0,1.5439086897828247e-07
1936,0.0,1.7095847359982486e-07
1937,1.2591118148108649e-09,1.4731608888318704e-07
1938,0.0,1.3613474614260213e-07
1939,0.0,1.6364634625176677e-07
1940,0.0,1.4707540940683828e-07
1941,0.0,1.1215709783130023e-07
1942,0.0,9.70947768852426e-08
1943,0.0,1.0161323160673419e-07
1944,0.0,2.2170984692593265e-07
1945,0.0,1.851728423929444e-07
1946,1.3921104269343232e-09,1.0719250198576447e-07
1947,1.1920870957027319e-09,1.215928815412326e-07
1948,0.0,1.4350892563186335e-07
1949,0.0,2.405167103258776e-07
1950,0.0,1.8186467554137664e-07
1951,0.0,1.7804541574406585e-07
1952,0.0,1.9296991182748968e-07
1953,0.0,2.477980354242959e-07
1954,9.772536113672459e-10,2.0522325172578348e-07
1955,0.0,1.7832654819471827e-07
1956,0.0,1.9273723461665782e-07
1957,0.0,2.86255218640008e-07
1958,8.272243445794913e-10,2.5478510323750925e-07
1959,2.325224457422337e-09,2.154707914314713e-07
1960,0.0,2.2977166458382214e-07
1961,0.0,2.070551423649647e-07
1962,1.2683912808952869e-09,2.0674777945206557e-07
1963,0.0,2.4635662843053296e-07
1964,0.0,2.056381277482089e-07
1965,0.0,1.9972958276159858e-07
1966,0.0,2.3762631240487053e-07
1967,0.0,2.1989296561386595e-07
1968,0.0,2.672392394043044e-07
1969,4.5417578031781147e-10,2.466174502391283e-07
1970,0.0,2.556891112170945e-07
1971,0.0,2.985408964484293e-07
1972,1.0260293725750103e-09,2.580463807078104e-07
1973,1.102640756478479e-09,2.4588889435683825e-07
1974,0.0,2.582137456075273e-07
1975,0.0,2.832894181459267e-07
1976,5.713526873840635e-10,2.868190587257402e-07
1977,0.0,2.1156414153900016e-07
1978,0.0,2.3524742254199538e-07
1979,5.851973350345929e-10,2.1476742273485172e-07
1980,0.0,2.490095927232261e-07
1981,0.0,2.1443613085203594e-07
1982,0.0,2.7933758905973605e-07
1983,0.0,2.2861443760291422e-07
1984,0.0,2.470377626906384e-07
1985,0.0,2.658876656624898e-07
1986,0.0,2.559645235766794e-07
1987,6.110816852533674e-10,2.5420998683856055e-07
1988,1.798966087207532e-09,2.69245274742147e-07
1989,2.1952488715726304e-09,2.8867522494646636e-07
1990,0.0,3.2419473683376054e-07
1991,0.0,2.549737407875341e-07
1992,0.0,2.82109144933429e-07
1993,0.0,3.284750071941289e-07
1994,5.274926606624319e-10,2.7904361621367e-07
1995,0.0,2.5810865089681556e-07
1996,1.067618438099771e-09,3.0907553494330386e-07
1997,4.79489448146353e-10,2.814603154988049e-07
1998,0.0,2.5843260331726015e-07
1999,0.0,2.7055590834379473e-07
2000,0.0,2.9512451682478513e-07
2001,4.3812117822561447e-10,2.860931231918329e-07
2002,0.0,2.698832499703485e-07
2003,0.0,2.6709976230776533e-07
2004,0.0,2.4798974340711766e-07
2005,4.5037495954858286e-10,3.0400309780631574e-07
2006,8.235779835885637e-10,2.9401732692946325e-07
2007,0.0,2.824096956288713e-07
2008,0.0,3.146247915530864e-07
2009,4.76819250749827e-10,3.1040933468062804e-07
2010,0.0,3.0232274772501455e-07
2011,0.0,3.2962638218947404e-07
2012,0.0,2.9889338204469595e-07
2013,0.0,2.027693928319252e-07
2014,4.330890368553497e-10,2.111309047592158e-07
2015,6.649726325136385e-10,2.181110230203842e-07
2016,0.0,1.9491310254693417e-07
2017,0.0,1.987332933772734e-07
2018,0.0,2.129710092724224e-07
2019,0.0,1.8239562393773667e-07
