year,premier_ADJ âge_NOUN,premier_ADJ age_NOUN,premier_ADJ sage_NOUN
1800,2.873766375532938e-06,2.515331676278265e-08,3.144164484325529e-09
1801,3.4717641028692015e-06,5.000483538353251e-08,9.524730337773235e-09
1802,3.0524139447152265e-06,4.475680270843441e-09,0.0
1803,3.719296905124736e-06,4.095712347051972e-08,0.0
1804,3.2356529597876715e-06,1.903325308472148e-07,0.0
1805,3.3517527127102653e-06,3.127165504324125e-08,0.0
1806,2.472472001358028e-06,7.780506372512264e-08,1.729001475325731e-08
1807,2.6334335423428e-06,1.7081730696588693e-08,2.8469551160981155e-09
1808,2.7804726805413793e-06,1.8128591516841652e-08,4.5321479902327155e-09
1809,2.50526476630597e-06,4.0662549771752765e-08,0.0
1810,2.4735140744525097e-06,2.3401267590372754e-08,0.0
1811,1.3839064059162354e-06,2.5070768128188092e-08,0.0
1812,2.9419306173394943e-06,3.200649922874277e-08,0.0
1813,2.5364040538988775e-06,3.163315875909234e-08,0.0
1814,2.001286567576699e-06,9.440031423224582e-09,0.0
1815,3.277126658929319e-06,3.506390644503199e-08,0.0
1816,2.618892334993461e-06,5.5622493277951435e-08,0.0
1817,4.310982255617546e-06,9.341240558846664e-09,3.113746815941454e-09
1818,3.051821503063934e-06,2.026600132154499e-08,0.0
1819,2.871381220792557e-06,4.0369095621883844e-08,0.0
1820,2.6747047456865403e-06,4.034603584557317e-08,0.0
1821,2.104441627182041e-06,3.944595250437999e-08,0.0
1822,2.598639667894531e-06,3.408709403629473e-08,0.0
1823,2.6890790305600376e-06,2.1741911493400323e-08,9.882686891060644e-10
1824,2.650966225203888e-06,2.105278174013847e-08,0.0
1825,2.1960774514440118e-06,1.7610886082763955e-08,3.522177216552791e-09
1826,2.356135833991857e-06,3.699353445796305e-08,0.0
1827,2.4812898544723794e-06,2.9495273945467915e-08,0.0
1828,2.471935289349858e-06,4.310981527311242e-08,3.668920500743411e-09
1829,2.632822470260976e-06,4.372319822865123e-08,1.714635211591542e-09
1830,2.634257318945288e-06,4.5922077251958626e-08,3.1310507520032616e-09
1831,1.9005679963157718e-06,1.870944732473845e-08,0.0
1832,2.6004601560991603e-06,2.7059938956242036e-08,4.058990921151917e-09
1833,3.0360689233788207e-06,8.34021243178995e-08,2.3167257001688313e-09
1834,2.468983446135553e-06,2.5203234166326638e-08,0.0
1835,2.4527093529513877e-06,2.949604294144592e-08,1.5126175867408165e-09
1836,2.595553691975283e-06,5.645430167788845e-08,2.688300027031687e-09
1837,2.643302727367569e-06,4.244313434043079e-08,6.957890930081589e-10
1838,2.317194552681201e-06,2.5879864029576538e-08,1.8936485712828244e-09
1839,2.234475452667084e-06,4.544458853672495e-08,6.9914751765765e-10
1840,2.216651740383213e-06,4.4587820269281764e-08,0.0
1841,2.272232153543996e-06,3.467096254539115e-08,0.0
1842,2.191590120492748e-06,3.6895457355967665e-08,5.366612043644636e-09
1843,2.2735700300202666e-06,4.72552887376132e-08,8.269675610961258e-09
1844,2.2437237525707587e-06,5.488561344302312e-08,2.7442805805577564e-09
1845,1.9000675983704696e-06,4.1293686692256415e-08,1.1160455892778032e-09
1846,1.991115880173311e-06,4.507966089306592e-08,0.0
1847,1.7387753095121639e-06,3.5055954583640414e-08,1.6179670936367074e-09
1848,1.5857131803187485e-06,5.551203052789333e-08,0.0
1849,1.6457171465589227e-06,4.1897074254393374e-08,0.0
1850,2.012937361683953e-06,2.9192682937662084e-08,0.0
1851,1.7394136100357116e-06,2.7087643239553927e-08,2.579775504329973e-09
1852,2.2266066306286803e-06,5.4688581885287135e-08,6.510545436100301e-10
1853,2.2723201409391436e-06,4.658106700361486e-08,1.1943863675867306e-09
1854,1.9431784052947876e-06,4.1565315633818045e-08,0.0
1855,2.0665211977188847e-06,3.874064091746732e-08,2.1227748447927297e-09
1856,1.915042361133601e-06,4.763014133102317e-08,0.0
1857,1.8476512382292754e-06,3.4658714176405425e-08,3.4170564155999728e-09
1858,1.8038089888428033e-06,5.4809171423642056e-08,9.787352039936081e-10
1859,1.9976595346804515e-06,3.6154431004575827e-08,1.5276520048956854e-09
1860,2.7197627643360534e-06,7.872756233040512e-08,4.577183909670879e-10
1861,1.9354314577668674e-06,7.498382470494391e-08,0.0
1862,1.6553901796001469e-06,5.511943323988078e-08,1.3553959066214816e-09
1863,1.5388427092588586e-06,3.446288499020511e-08,1.9978483312144135e-09
1864,2.031526259216321e-06,5.75367339328281e-08,0.0
1865,1.810252351575059e-06,3.6242701284550094e-08,1.882737743486018e-09
1866,2.082482325249657e-06,5.8387353563116307e-08,4.865612912574591e-09
1867,2.1502807268092283e-06,6.648351735805136e-08,9.7056229719783e-10
1868,1.83071735371243e-06,5.33506405719919e-08,9.87974813071446e-10
1869,2.0637750779428643e-06,5.8113876932885944e-08,0.0
1870,2.058523605796836e-06,4.9312819605518143e-08,5.734048791339319e-10
1871,1.6749596531973054e-06,2.867717907584222e-08,0.0
1872,1.9321249018489084e-06,5.624025556372203e-08,6.652073114565837e-09
1873,2.1310175100097695e-06,5.926144552859114e-08,0.0
1874,2.2805083732535536e-06,7.946230018429645e-08,0.0
1875,1.987086383437031e-06,5.492665938744423e-08,0.0
1876,2.4437991541503834e-06,7.073837138271699e-08,6.650616279912924e-09
1877,2.4640307838552644e-06,8.225805314676649e-08,0.0
1878,2.0816739585427513e-06,9.964496250347565e-08,3.6234530931267273e-09
1879,2.3160451281256655e-06,6.231511640031329e-08,0.0
1880,2.3450811070802047e-06,8.535735718240289e-08,4.492492378105339e-09
1881,1.997623472860255e-06,6.06608138720155e-08,0.0
1882,2.2035980951073952e-06,7.853354500042542e-08,1.3310770263785798e-09
1883,1.900857159231606e-06,6.761692744605696e-08,1.2638677882037541e-09
1884,1.950801417294201e-06,4.885255755482376e-08,0.0
1885,2.0471338935124095e-06,7.541393776122618e-08,6.445635691854079e-10
1886,2.1425501151028925e-06,8.26043374813068e-08,0.0
1887,2.0703219263396022e-06,6.398346075187078e-08,0.0
1888,2.4462092511612354e-06,1.128629409929971e-07,6.340614699951175e-10
1889,2.331883958817116e-06,8.89649438562401e-08,6.265136742733546e-10
1890,1.9676268934176733e-06,8.717333904728619e-08,0.0
1891,2.169147003350247e-06,6.374220262728159e-08,0.0
1892,2.106220078346155e-06,7.14610421947981e-08,0.0
1893,1.9189626545568217e-06,1.1824159878992546e-07,6.158416554491453e-10
1894,1.7574992892122054e-06,9.893416530459831e-08,0.0
1895,1.7899359150419514e-06,7.46308184140787e-08,0.0
1896,1.6287593824770852e-06,7.548197128448564e-08,2.358811590497112e-09
1897,1.4834812542829923e-06,6.817255027158353e-08,5.826713556089658e-10
1898,1.4004428301461758e-06,9.053367866496131e-08,0.0
1899,1.5079233772752332e-06,7.462230655619351e-08,0.0
1900,1.7473085165420343e-06,1.1472227612330244e-07,2.07642125715779e-09
1901,1.8146635447635617e-06,7.2653605798223e-08,4.470991132876634e-09
1902,1.4986186531729118e-06,7.267220009099518e-08,0.0
1903,1.6060255472183371e-06,7.93832366507985e-08,0.0
