year,dernier_ADJ antre_NOUN,dernier_ADJ centre_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,2.0140561218795483e-08
1803,0.0,1.950339223455444e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,2.2743021688143017e-08
1806,0.0,2.881669125542885e-09
1807,0.0,1.1387820464392462e-08
1808,0.0,1.5862518409903714e-08
1809,0.0,6.7770917766551975e-09
1810,0.0,5.3822915901946544e-08
1811,0.0,7.771937760026049e-08
1812,0.0,1.0668832928217853e-08
1813,0.0,2.5881675469463516e-08
1814,0.0,0.0
1815,2.697223555614414e-09,5.1247248222807684e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,9.341240669868967e-09
1818,0.0,0.0
1819,0.0,6.210630232317271e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,4.930744257336528e-09
1822,0.0,1.2030739071633434e-08
1823,0.0,0.0
1824,0.0,2.0210670470532932e-08
1825,0.0,1.1447076175841175e-08
1826,0.0,2.554315514657901e-08
1827,0.0,9.217273166939322e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,1.2859763920403111e-08
1830,0.0,1.3567886369969528e-08
1831,0.0,0.0
1832,0.0,2.1647950987357945e-08
1833,0.0,4.6334514003376626e-09
1834,9.334530925997342e-10,1.3068342852307069e-08
1835,0.0,8.31939672707449e-09
1836,0.0,1.5457725766054864e-08
1837,0.0,3.478945576063097e-09
1838,0.0,4.418513555037862e-09
1839,0.0,9.088918062616358e-09
1840,6.369688665408546e-10,1.0828470564661075e-08
1841,0.0,3.2102742686390684e-09
1842,0.0,8.720745015011744e-09
1843,0.0,1.2995204023980023e-08
1844,0.0,1.866110821424627e-08
1845,0.0,9.48638767539478e-09
1846,0.0,2.4588905134237393e-08
1847,0.0,2.6966118227278457e-08
1848,0.0,1.930853166243196e-08
1849,0.0,2.262441967104678e-08
1850,0.0,4.073397619208663e-09
1851,1.2898877521649865e-09,3.2247193804124663e-09
1852,0.0,1.8880582430824688e-08
1853,0.0,1.4929829816878737e-08
1854,0.0,1.4028294081924741e-08
1855,0.0,8.491099379170919e-09
1856,0.0,8.28350277259915e-09
1857,0.0,1.0251168802710708e-08
1858,4.893676019968041e-10,2.8872689128434104e-08
1859,0.0,3.513599722282379e-08
1860,0.0,2.4716793944890014e-08
1861,3.3011746669586728e-09,2.4994607272788016e-08
1862,0.0,1.7168348520613108e-08
1863,2.4973103585068657e-09,5.793760138317339e-08
1864,0.0,5.753673537611803e-09
1865,0.0,2.447559133145205e-08
1866,0.0,2.3841502994059738e-08
1867,0.0,2.2808213984149006e-08
1868,0.0,2.5687345583946808e-08
1869,0.0,2.783605879130846e-08
1870,0.0,2.408300403544672e-08
1871,0.0,3.292564798584863e-08
1872,0.0,4.051717183983783e-08
1873,0.0,2.8732820567256567e-08
1874,0.0,3.584765551067903e-08
1875,0.0,2.4030413214859436e-08
1876,0.0,1.874264654588842e-08
1877,0.0,4.0201303619369355e-08
1878,0.0,2.959153455606156e-08
1879,0.0,4.154341226580982e-08
1880,0.0,2.6954953824542827e-08
1881,4.183504653809678e-09,1.743126887276958e-08
1882,6.655385131892899e-10,1.5972923872453748e-08
1883,0.0,2.0221884611260066e-08
1884,0.0,3.762967182296961e-08
1885,0.0,3.222817923642651e-08
1886,0.0,2.0651084398082276e-08
1887,0.0,1.9586773092328258e-08
1888,0.0,2.346027505595316e-08
1889,1.2530273485467092e-09,2.255449160770695e-08
1890,1.9663159989136147e-09,3.1461055982617836e-08
1891,0.0,4.3344694944380535e-08
1892,0.0,4.199903358426127e-08
1893,0.0,5.234653954744317e-08
1894,0.0,1.449354058991048e-08
1895,0.0,4.69451926221609e-08
1896,0.0,3.715128116255073e-08
1897,0.0,5.535378022614168e-08
1898,0.0,2.2067583316243145e-08
1899,0.0,3.4823742112166656e-08
1900,0.0,4.360484595622438e-08
1901,0.0,3.63268028991115e-08
1902,0.0,3.6827128013783295e-08
1903,0.0,4.050165358648883e-08
1904,0.0,3.9772224624812225e-08
1905,0.0,3.8705692873008957e-08
1906,0.0,2.6749759740596346e-08
1907,0.0,2.9314207949937554e-08
1908,0.0,3.97822503828138e-08
1909,0.0,2.8605114721358404e-08
1910,0.0,3.366815093386322e-08
1911,0.0,2.7133907565257687e-08
1912,0.0,6.668059171488494e-08
1913,0.0,4.9317803840764896e-08
1914,0.0,3.0135346662518714e-08
1915,0.0,5.5369582696584985e-08
1916,0.0,5.493730981243061e-08
1917,0.0,3.61891991929042e-08
1918,0.0,2.067547733020092e-08
1919,0.0,5.340552178267899e-08
1920,0.0,2.6502810612782923e-08
1921,0.0,2.9533714140939082e-08
1922,0.0,5.9023482712472486e-08
1923,0.0,2.653987074552333e-08
1924,0.0,4.769901096324247e-08
1925,0.0,3.739380427525418e-08
1926,0.0,4.7928395474627905e-08
1927,0.0,6.912519545654305e-08
1928,0.0,4.6846768242403414e-08
1929,0.0,3.78773812315103e-08
1930,0.0,4.7266215830177316e-08
1931,0.0,5.360517718600022e-08
1932,0.0,6.466126478699152e-08
1933,0.0,4.3588517684156614e-08
1934,0.0,4.672816089623666e-08
1935,0.0,4.308582290946106e-08
1936,0.0,2.9099314957647948e-08
1937,0.0,5.162358363008934e-08
1938,0.0,2.9819993585533666e-08
1939,0.0,5.964679594683275e-08
1940,0.0,4.3108308034334186e-08
1941,0.0,8.854507882460894e-08
1942,0.0,3.3376331032286544e-08
1943,0.0,6.967764676346633e-08
1944,0.0,9.318240046241044e-08
1945,0.0,5.2284097051824574e-08
1946,0.0,2.9234318077442367e-08
1947,0.0,3.814678706248742e-08
1948,0.0,6.088257320513435e-08
1949,0.0,5.595694885229818e-08
1950,0.0,4.8922664364070556e-08
1951,0.0,3.944718685033877e-08
1952,0.0,5.2724018928529404e-08
1953,0.0,5.386913770610846e-08
1954,4.886268278880834e-09,6.058972701339371e-08
1955,0.0,6.006789021739678e-08
1956,0.0,5.494319044174745e-08
1957,0.0,3.710715934523989e-08
1958,0.0,4.467011616160477e-08
1959,0.0,4.107896356408958e-08
1960,0.0,5.467458508157108e-08
1961,0.0,3.613042709460501e-08
1962,0.0,3.361236977639237e-08
1963,6.466053248388448e-10,5.496145139005648e-08
1964,0.0,4.441296730384181e-08
1965,0.0,3.0643441562006046e-08
1966,0.0,3.4342264476627804e-08
1967,0.0,5.127549090877537e-08
1968,4.4914158503495116e-10,4.311759210784416e-08
1969,4.5417578031781147e-10,3.224648126298746e-08
1970,0.0,3.311082111268071e-08
1971,0.0,4.4190219594675284e-08
1972,0.0,3.180691121595913e-08
1973,0.0,2.4809416743210022e-08
1974,0.0,3.8816443503897347e-08
1975,0.0,2.7415104852934746e-08
1976,5.713526873840635e-10,3.0853044341583313e-08
1977,0.0,2.291944989352146e-08
1978,0.0,3.6237607692335416e-08
1979,0.0,3.92082202260724e-08
1980,0.0,3.752199451145799e-08
1981,0.0,3.479052068655619e-08
1982,0.0,3.1658260013500694e-08
1983,0.0,2.9681984869966982e-08
1984,0.0,3.537395043551328e-08
1985,0.0,3.368712597762169e-08
1986,0.0,2.8174081734277934e-08
1987,0.0,2.8109756744498782e-08
1988,0.0,2.6384837370496683e-08
1989,0.0,3.0184671873101365e-08
1990,0.0,2.1249737969242233e-08
1991,1.1722930404189924e-09,2.168742041508409e-08
1992,0.0,3.581463658974826e-08
1993,0.0,3.046564184261413e-08
1994,0.0,2.742961746626804e-08
1995,0.0,3.524592884218691e-08
1996,0.0,2.8291889497822353e-08
1997,1.438468344439059e-09,1.822059936262832e-08
1998,0.0,2.7178336470257136e-08
1999,0.0,2.2393985332769262e-08
2000,4.4180314962005696e-10,3.1368023289957137e-08
2001,0.0,1.8401089180164476e-08
2002,0.0,2.628732936882372e-08
2003,0.0,3.083522931435212e-08
2004,0.0,2.6428747412765574e-08
2005,0.0,1.8014997493764895e-08
2006,8.235779835885637e-10,1.93540827808647e-08
2007,0.0,2.7561907645079486e-08
