year,premier_ADJ homme_NOUN,premier_ADJ somme_NOUN
1857,2.5784130230910307e-06,3.368241152656992e-08
1858,3.2283579877168123e-06,4.257498176230001e-08
1859,2.3627684608840127e-06,4.7357211485632433e-08
1860,2.175993147002231e-06,3.158256944857385e-08
1861,2.464091162668325e-06,1.7920662287451705e-08
1862,2.160501091807987e-06,2.0782737308877586e-08
1863,1.994352063494631e-06,2.1476870060155306e-08
1864,2.259275876714817e-06,2.1096802527154068e-08
1865,1.9782866252926468e-06,1.6473954644879996e-08
1866,2.1666573364331754e-06,2.7247432754506917e-08
1867,1.864935425643921e-06,3.34843974769683e-08
1868,1.7521733236547377e-06,6.125443974269729e-08
1869,2.0608449862180578e-06,2.9301114423674335e-08
1870,2.113570336081949e-06,3.4404294524392753e-08
1871,2.21026689772863e-06,6.37270636261178e-09
1872,1.7646135731519408e-06,1.0885210954825197e-08
1873,2.6290531823791596e-06,2.2746817762708815e-08
1874,1.2295745898671662e-06,3.1665429389704514e-08
1875,1.7347670115408498e-06,6.179249112392426e-08
1876,1.8688232001906613e-06,1.934724735974669e-08
1877,1.8746177321560253e-06,3.030559980743419e-08
1878,2.113680970472487e-06,2.1740719446938783e-08
1879,1.7307718296333263e-06,3.237942536316041e-08
1880,1.6102376643178928e-06,3.401458670282409e-08
1881,1.504667181406738e-06,9.761510710859511e-09
1882,1.61925523478601e-06,2.728707926280549e-08
1883,1.1602306663194284e-06,2.0221884611260066e-08
1884,1.252341952806546e-06,2.706695667598069e-08
1885,8.321315768666793e-07,1.160214413431504e-08
1886,1.024164687224438e-06,2.968593371122097e-08
1887,1.0439750766644273e-06,1.4363633837888301e-08
1888,9.162187950551015e-07,1.6485598663962264e-08
1889,1.0130726512680432e-06,1.6915869593958632e-08
1890,8.514148123750509e-07,1.5730527991308918e-08
1891,7.438714866303542e-07,1.9760081571007504e-08
1892,9.640972207236587e-07,1.817868522380195e-08
1893,9.619446932895848e-07,2.278614097406262e-08
1894,8.790647585410483e-07,3.3398158905129094e-08
1895,9.593671772556434e-07,1.6852119699706236e-08
1896,8.073032680133707e-07,1.47425724961181e-08
1897,7.737875833413455e-07,1.8645483379486905e-08
1898,8.634649617533796e-07,1.4145887128336199e-08
1899,8.750156759163019e-07,1.3818945987509323e-08
1900,8.207055300912813e-07,1.038210584169974e-08
1901,9.517622554522376e-07,1.7325090695408107e-08
1902,6.943141276360976e-07,1.0802624572647801e-08
1903,7.770916685689855e-07,1.7280704867062013e-08
1904,7.27186785454137e-07,1.3436562973367927e-08
1905,7.457296615775988e-07,4.64468330463319e-09
1906,7.659690812733544e-07,7.716276506641861e-09
1907,7.822264516121891e-07,1.2857108266928208e-08
1908,1.0746118759286105e-06,1.2278472460991452e-08
1909,9.643224333499845e-07,1.265226234892225e-08
1910,1.0554697048581474e-06,1.0153886620400954e-08
1911,9.028675141964371e-07,1.4365010514438836e-08
1912,7.808922593000034e-07,1.8753915753677575e-08
1913,7.752971182828361e-07,1.1666577037772186e-08
1914,8.022698710918874e-07,1.6072185360371805e-08
1915,7.798864443131492e-07,1.767114277129167e-08
1916,7.3615996343257e-07,1.7579939282086343e-08
1917,7.040444736094997e-07,3.289927441585405e-09
1918,1.0498547737824993e-06,1.722956355365568e-08
1919,6.058764175365106e-07,1.3811772170413406e-08
1920,7.193620077394769e-07,2.1959472462640406e-08
1921,6.83819113778128e-07,6.058197943303867e-09
1922,7.628785458901888e-07,3.39385017866789e-08
1923,9.108483687292335e-07,2.3355084977083607e-08
1924,9.165944744315979e-07,3.480738541838946e-08
1925,8.919522427319748e-07,2.639562701745035e-08
1926,1.0867484588894527e-06,2.229227646921572e-08
1927,9.164662864158402e-07,4.0137209111890115e-08
1928,1.0511957988512677e-06,1.1426041446327417e-08
1929,9.636451714367666e-07,3.119313873867213e-08
1930,1.187957579862342e-06,1.995684684175103e-08
1931,8.211856536988194e-07,1.596749932275543e-08
1932,8.767629382511188e-07,2.301502632917618e-08
1933,1.0300654738060189e-06,1.605892663292252e-08
1934,9.094019564059863e-07,1.5576054224197833e-08
1935,9.622500654060673e-07,1.6755597798123745e-08
1936,1.2330834522344958e-06,8.487299751891442e-09
1937,6.988070375690825e-07,1.0072894518486919e-08
1938,8.920067369189155e-07,1.4261735792331365e-08
1939,7.647025359602821e-07,1.070583532936098e-08
1940,6.593035521973434e-07,5.0715658339584024e-09
1941,9.917048449104016e-07,8.854508237732261e-09
1942,9.86118839918504e-07,0.0
1943,1.1206488261805703e-06,1.7419411690866582e-08
1944,1.1695997503835542e-06,0.0
1945,1.7428032883515243e-06,1.3071024262956144e-08
1946,1.2264492905700308e-06,1.9489545977080525e-08
1947,1.2469231078782173e-06,1.907339353124371e-08
1948,1.1491585951706185e-06,2.2830963786191205e-08
1949,8.874575287975972e-07,1.570721330779179e-08
1950,1.106077614387857e-06,1.0635361036293034e-08
1951,9.52063182069196e-07,3.0918066329377325e-08
1952,1.0608072642526167e-06,7.381362632230548e-09
1953,8.554419164141791e-07,1.0773827163745864e-08
1954,1.589014406278011e-06,2.052232517257835e-08
1955,1.2257603745347012e-06,1.1262729415761896e-08
1956,1.727658144545785e-06,1.0465369904011368e-08
1957,9.753881546892273e-07,1.1485549400447326e-08
1958,1.2565537299558116e-06,1.5717262158432277e-08
1959,1.002171645669847e-06,1.4726420971555854e-08
1960,9.280837702796418e-07,1.4533750203327145e-08
1961,1.470925261148892e-06,2.084447814354462e-08
1962,1.244925999621671e-06,2.0928455413127267e-08
1963,1.05267350214433e-06,2.0691370394843034e-08
1964,1.2910180977598884e-06,1.3993127545575135e-08
1965,1.4413362503518101e-06,1.7510538796727815e-08
1966,1.1598822435843203e-06,1.7171132071780448e-08
1967,1.4726912294094063e-06,2.1200442290592036e-08
1968,1.3622464187790229e-06,1.0330256650092906e-08
1969,1.0555045601989832e-06,1.3625273354023193e-08
1970,1.1620977957704781e-06,1.3796174869185052e-08
1971,9.922245816085251e-07,1.3873672877195986e-08
1972,1.084000036399857e-06,6.156176013405457e-09
1973,8.468280832119035e-07,1.2129047988196362e-08
1974,9.68160902115045e-07,6.1881286761433785e-09
1975,1.4004549484525342e-06,1.599214449754527e-08
1976,9.073080855515059e-07,4.570821499072508e-09
1977,1.0137448454017317e-06,1.057820764316375e-08
1978,1.0015836990895366e-06,2.7326720442033547e-08
1979,1.2452999564871448e-06,1.462993370893173e-08
1980,8.163876543676452e-07,9.096241093686785e-09
1981,9.621160907968829e-07,8.855769451088236e-09
1982,9.96304099665224e-07,1.3035754697909852e-08
1983,8.550937904416855e-07,1.0104505676622466e-08
1984,1.004968149587171e-06,7.538710988796993e-09
1985,1.061144427438876e-06,3.0077789148208467e-09
1986,1.014866398918457e-06,7.792831269171074e-09
1987,1.0168399242616033e-06,7.944062296871834e-09
1988,9.786375967379968e-07,7.795519785247507e-09
1989,1.003228776497167e-06,1.7013178421620978e-08
1990,9.65500944971609e-07,9.80757164370516e-09
1991,1.3317249329958258e-06,1.992898113201136e-08
1992,9.201606934183815e-07,1.1019888113139586e-08
1993,9.959494793321255e-07,1.3294098266669607e-08
1994,1.3208416245191756e-06,1.160483886764041e-08
1995,1.6907201318971943e-06,1.6809597269684673e-08
1996,1.2400387952027359e-06,5.3380921904988554e-09
1997,1.1574874765329923e-06,6.7128524960935465e-09
1998,1.2749977891246544e-06,1.0013071261028017e-08
1999,1.228013043252929e-06,7.769341614505265e-09
2000,1.3298274703643642e-06,3.5344251969604557e-09
2001,1.2499597268345042e-06,1.445799924226776e-08
2002,1.3240051828233845e-06,5.257465574004527e-09
2003,1.4292545311711535e-06,7.083769126836614e-09
2004,1.4760455648854531e-06,4.404791198453495e-09
2005,1.2876219992463689e-06,9.457874483587148e-09
2006,1.366315891981884e-06,6.1768350434476815e-09
2007,1.580615506480143e-06,6.7906151812735516e-09
2008,1.4743514009651904e-06,5.960415716543821e-09
2009,1.530112985648202e-06,5.245011536203492e-09
2010,1.4733510091957669e-06,3.3066551718974324e-09
2011,1.4309303661974582e-06,7.647943611743813e-09
2012,1.487658446208684e-06,2.1787217363566924e-08
2013,1.621039503518773e-06,1.4503449996539075e-08
2014,1.6702078475816506e-06,1.407539329534302e-08
2015,1.604135595911771e-06,1.9727520950141297e-08
2016,1.626416244349116e-06,2.8791626860424913e-08
2017,1.6115006449268776e-06,7.2952728302766445e-09
2018,1.6072211774798006e-06,1.8328414341794996e-08
2019,1.5219193514326435e-06,1.4285530980373551e-08
