year,premier_ADJ oeil_NOUN,premier_ADJ seuil_NOUN
1800,2.2009151834367913e-08,0.0
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,0.0,1.1189200677108602e-08
1803,1.755305234496518e-08,9.751696339321825e-09
1804,7.4155526164076946e-09,4.943701892301533e-09
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,1.4234775136401367e-08,2.8469551160981155e-09
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,1.3905623319487859e-08
1817,0.0,0.0
1818,1.1921176934492905e-08,0.0
1819,2.070210003424222e-09,1.035105001712111e-09
1820,3.5599443393152796e-09,0.0
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-09,0.0
1823,0.0,0.0
1824,2.5263338088166165e-09,0.0
1825,0.0,9.68598712347557e-09
1826,8.807984341885344e-10,1.7615968683770689e-09
1827,2.7651818612639545e-09,1.8434546111834038e-09
1828,0.0,9.172301251858528e-10
1829,0.0,0.0
1830,0.0,0.0
1831,3.1182412207897414e-09,0.0
1832,1.3529969367098715e-09,0.0
1833,1.1583628500844156e-09,3.4750886612755494e-09
1834,2.8003592777992026e-09,1.8669061851994684e-09
1835,0.0,8.31939672707449e-09
1836,6.720750067579218e-10,2.688300027031687e-09
1837,0.0,2.0873671680021744e-09
1838,2.5248647617104325e-09,7.574594285131298e-09
1839,0.0,2.0974426639952526e-09
1840,0.0,1.9109065441114126e-09
1841,1.2841097074556274e-09,5.1364388298225094e-09
1842,0.0,2.683306021822318e-09
1843,5.906911071384968e-10,1.1813822142769936e-09
1844,2.195424508855126e-09,5.488561272137815e-10
1845,0.0,6.696273757711424e-09
1846,0.0,1.1709002656346001e-09
1847,0.0,5.393223645455691e-10
1848,0.0,4.82713291560799e-09
1849,0.0,0.0
1850,2.0366988096043315e-09,6.1100964288129944e-09
1851,0.0,7.739326512989919e-09
1852,6.510545436100301e-10,2.6042181744401205e-09
1853,1.7915795513800958e-09,7.763511611358354e-09
1854,1.0391328908454511e-09,1.0391328908454511e-09
1855,0.0,8.491099379170919e-09
1856,5.177189232874468e-10,5.177189343896771e-09
1857,4.881509085841174e-10,4.393358121745905e-09
1858,4.893676019968041e-10,8.808616946964776e-09
1859,5.092173349652285e-10,5.092173349652285e-10
1860,4.577183909670879e-10,8.238931314963338e-09
1861,4.715963730639317e-10,1.0375120318428799e-08
1862,0.0,5.421583626485926e-09
1863,1.4983863039219614e-09,1.897955925755923e-08
1864,0.0,2.3973640850272204e-09
1865,4.706844358715045e-10,2.3534221238463715e-09
1866,4.865612912574591e-10,1.4596839292835284e-09
1867,1.455843445796745e-09,1.455843445796745e-09
1868,9.87974813071446e-10,5.433861360870651e-09
1869,0.0,3.4184632902167778e-09
1870,5.734048791339319e-10,5.734048791339319e-10
1871,1.0621177271019633e-09,8.496941816815706e-09
1872,4.23313739617015e-09,3.0236697590169115e-09
1873,1.1972008939764578e-09,4.788803575905831e-09
1874,0.0,0.0
1875,5.721527140956084e-10,1.1443054281912168e-09
1876,4.836811839936672e-09,1.209202959984168e-09
1877,1.2369631985365004e-09,5.566334504436554e-09
1878,0.0,7.850815109122777e-09
1879,6.10932526790009e-10,4.887460214320072e-09
1880,2.5671385017744797e-09,0.0
1881,1.3945015142624584e-09,6.9725074602899895e-09
1882,1.3310770263785798e-09,1.2645231528551903e-08
1883,0.0,2.5277355764075082e-09
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,6.445635691854079e-10,6.445635580831777e-09
1886,1.2906927748801422e-09,8.38950331427668e-09
1887,0.0,6.528924623161458e-10
1888,0.0,1.268122939990235e-09
1889,6.265136742733546e-10,8.14467782106476e-09
1890,6.554386478008212e-10,5.243509182406569e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,1.2537024751679837e-09,1.191017329205124e-08
1893,6.158416554491453e-10,3.079208221734575e-09
1894,6.301539290376468e-10,8.192000855444803e-09
1895,6.018614495673091e-10,9.629783193076946e-09
1896,5.89702897624278e-10,1.179405795248556e-09
1897,1.1653427112179315e-09,5.2440420894583895e-09
1898,1.6975064687230201e-09,7.355861253444118e-09
1899,1.6582735185011188e-09,6.633094074004475e-09
1900,2.595526460424935e-09,7.786579381274805e-09
1901,3.353243460679778e-09,5.58873880507349e-09
1902,1.4730852093691738e-09,4.910283735171106e-09
1903,1.0800440541913758e-09,9.720396931811592e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,5.160759042333041e-10,4.64468330463319e-09
1906,2.0576738091193647e-09,8.745113966313056e-09
1907,1.028568674676933e-09,2.057137349353866e-09
1908,4.911389073214423e-10,1.5716445034286153e-08
1909,5.500983557560346e-10,5.5009836685826485e-09
1910,5.344150677544235e-10,5.34415089958884e-09
1911,1.5961122423746588e-09,9.044636151145369e-09
1912,5.209421227725386e-10,9.897900277167082e-09
1913,5.30298971401777e-10,1.5908969752675972e-08
