year,premier_ADJ oeil_NOUN,premier_ADJ seuil_NOUN
1914,6.696743715117748e-10,4.018046340092951e-09
1915,0.0,1.0602685840410686e-08
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,5.483212106582869e-09
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,0.0,7.366278698128781e-09
1920,0.0,7.572231730534895e-09
1921,3.0290989716519334e-09,1.5145494858259667e-09
1922,0.0,2.951174193910333e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,5.156649773851996e-09
1925,1.0998177923937646e-09,1.4297631523163545e-08
1926,2.229227691330493e-09,8.582526267453261e-08
1927,1.1149224876660924e-09,8.807887597050978e-08
1928,1.1426041224282812e-09,5.027458083173286e-08
1929,0.0,6.684243825105796e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,1.2545892325022123e-08
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,4.588264879146209e-09,4.588264879146209e-09
1934,0.0,3.5944740517379614e-08
1935,0.0,9.933675926276919e-08
1936,0.0,2.3036957230715416e-08
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,9.075650453382877e-09
1939,4.588215141154706e-09,1.070583532936098e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,2.0322646676618206e-08
1944,3.2131861615880553e-09,3.534504600111177e-08
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,1.5313215584455975e-08
1947,0.0,1.1920871401116528e-08
1948,0.0,8.697510267552389e-09
1949,0.0,5.890204768377316e-09
1950,1.0635361480382244e-09,1.701657836861159e-08
1951,0.0,2.1322803078760444e-08
1952,1.0544803918932644e-09,2.5307528517259925e-08
1953,0.0,1.4005975934594517e-08
1954,0.0,2.247683283940205e-08
1955,1.8771215692936494e-09,4.129667274810345e-08
1956,8.72114158667614e-10,1.4825940475304833e-08
1957,8.835037701437898e-10,9.718541527092839e-09
1958,8.272243445794913e-10,2.8125628048769613e-08
1959,7.750747821333448e-10,2.1702094343822864e-08
1960,6.920833350854139e-10,2.7683332959327345e-08
1961,0.0,1.945484662257968e-08
1962,5.0735651235811474e-09,3.86859341228174e-08
1963,1.2932106496776896e-09,2.198458126656533e-08
1964,1.8251904432275978e-09,2.068549243006146e-08
1965,5.472043373977442e-10,4.049311996823235e-08
1966,5.539074754423723e-10,4.375868911665748e-08
1967,9.860671168482327e-10,2.9582014060558492e-08
1968,2.245707841908029e-09,3.009248536467446e-08
1969,9.083515606356229e-10,5.995120488933026e-08
1970,4.5987250119061684e-10,3.770954465354137e-08
1971,2.569198631618974e-09,3.288574390580834e-08
1972,2.0520587451500205e-09,4.9762423515176124e-08
1973,2.7566018356850464e-09,2.921997932503473e-08
1974,1.6876715580593782e-09,7.538265833773039e-08
1975,1.7134440533084216e-09,5.3687912782152125e-08
1976,3.9994687561772935e-09,3.5423866506789636e-08
1977,2.3507127355770763e-09,3.643604779002274e-08
1978,2.3762365408686037e-09,2.6732661528861e-08
1979,1.1703946700691858e-09,4.037861600636461e-08
1980,2.8425752862659692e-09,3.865902442612423e-08
1981,5.69299452024552e-09,3.795329561739891e-08
1982,1.2415004579935385e-09,3.2279012573965815e-08
1983,1.2630632095778083e-09,4.8627934345901735e-08
1984,0.0,5.856998497311139e-08
1985,4.210890747202711e-09,5.8350912768290186e-08
1986,4.7955883708539204e-09,4.196139885559447e-08
1987,4.277571630240118e-09,4.1553553931095166e-08
1988,1.3792074149421296e-08,7.435726689930533e-08
1989,2.7440609784434855e-09,5.762528199060313e-08
1990,4.90378582185258e-09,6.42940831685479e-08
1991,1.1722930404189924e-09,5.568391819865681e-08
1992,5.509944167592096e-10,5.399745162115721e-08
1993,2.2156829704300662e-09,6.093128490647359e-08
1994,5.274926606624319e-10,3.850696472795789e-08
1995,2.1689803286761844e-09,4.771756678678685e-08
1996,2.135236876199542e-09,5.551616033550033e-08
1997,9.58978896292706e-10,5.993618146238333e-08
1998,0.0,6.246249284469485e-08
1999,1.8280804647829996e-09,6.124069687474254e-08
2000,0.0,6.494506266108147e-08
2001,1.3143635069212678e-09,5.78319939437133e-08
2002,4.38122149670761e-10,8.105259902135842e-08
2003,2.5001538617175356e-09,5.5003383181428944e-08
2004,8.809582507929292e-10,6.430995558304176e-08
2005,4.5037495954858286e-10,7.205999130732721e-08
2006,2.0589450144825605e-09,6.629803050994809e-08
2007,0.0,7.988958694582493e-08
2008,0.0,5.236650935103171e-08
2009,1.907277002999308e-09,6.81851544115375e-08
2010,1.4171379625338432e-09,4.345889692558558e-08
2011,3.82397197240536e-10,6.615471634385806e-08
2012,0.0,3.7787203394090696e-08
2013,5.578250084070646e-10,4.434708689160516e-08
2014,0.0,4.1143456974701564e-08
2015,0.0,2.9037137500020904e-08
2016,0.0,3.4591377151560465e-08
2017,5.031222660711876e-10,3.9746659880046664e-08
2018,2.5814667070633845e-10,2.9428720182966828e-08
2019,0.0,3.4183235575468984e-08
