year,tes_DET ombres_NOUN,tes_DET nombres_NOUN
1904,3.7622376325430196e-09,0.0
1905,4.128607344888735e-09,1.5482277682110634e-09
1906,2.0576738091193647e-09,1.0288369045596824e-09
1907,5.657127544189677e-09,4.114274698707732e-09
1908,1.964555629285769e-09,2.4556945366072114e-09
1909,2.750491778780173e-09,0.0
1910,6.412980924075384e-09,5.344150677544235e-10
1911,1.2236860857939291e-08,5.320374141248863e-10
1912,3.64659485940777e-09,5.209421227725386e-10
1913,6.36358749028787e-09,5.30298971401777e-10
1914,1.607218563792756e-08,6.027069177072519e-09
1915,9.424609537234119e-09,0.0
1916,2.197492410260793e-09,2.197492410260793e-09
1917,1.2063066656686772e-08,1.0966424435210342e-09
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,9.207848372660976e-10,0.0
1920,4.543339038320937e-09,2.2716695191604686e-09
1921,3.0290990271630847e-09,7.572747429129834e-10
1922,1.0329109734197317e-08,7.377935484775833e-10
1923,1.2739137744688378e-08,1.0615948120573648e-09
1924,9.024136882196387e-09,6.445812106292692e-09
1925,9.898360131543882e-09,4.399271169575059e-09
1926,1.5604594283402662e-08,2.229227691330493e-09
1927,1.6723837426013688e-08,0.0
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,8.912325100141061e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,5.7026783295555106e-09,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,0.0
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,1.196828414151696e-09
1936,8.487300195980652e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,3.777335333410292e-09
1938,3.8895642262559704e-09,0.0
1939,4.588215141154706e-09,4.588215141154706e-09
1940,1.01431314458722e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,3.534504777746861e-08,9.639558484764166e-09
1945,1.742803235060819e-08,0.0
1946,5.568441707737293e-09,0.0
1947,1.668921956188285e-08,0.0
1948,4.348755133776194e-09,2.174377566888097e-09
1949,2.061571779954363e-08,1.9634016634739737e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,6.396840945832594e-09,2.1322803522849654e-09
1952,8.43584291310151e-09,1.0544803918932644e-09
1953,4.30953106533849e-09,4.3095309543161875e-09
1954,1.3681550337096837e-08,9.772536113672459e-10
1955,8.447047061821422e-09,0.0
1956,7.849027205963921e-09,1.744228317335228e-09
1957,1.236905244894615e-08,8.835037701437898e-10
1958,1.0753916424022236e-08,8.272243445794913e-10
1959,3.875373910666724e-09,7.750747821333448e-10
1960,4.844583290086746e-09,2.076250060767393e-09
1961,8.337791235213388e-09,0.0
1962,1.0147130524718051e-08,1.5220695814832652e-08
1963,3.879632060055371e-09,6.466053248388448e-10
1964,4.8671746077921796e-09,0.0
1965,6.01924787790864e-09,2.188817405102128e-09
1966,1.1632057206334423e-08,5.539074754423723e-10
1967,1.4791006530678885e-08,2.9582012395223956e-09
1968,6.287982079467014e-09,8.982831700699023e-10
1969,8.629339909305145e-09,0.0
1970,1.3336302728816918e-08,3.219107563845469e-09
1971,8.221435865429783e-09,5.138397485282553e-10
1972,8.721249666887587e-09,5.130146862875051e-10
1973,6.615844760915479e-09,1.102640756478479e-09
1974,2.812785782069227e-09,1.1251143350321513e-09
1975,3.998036124386317e-09,0.0
1976,9.71299568552908e-09,5.713526873840635e-10
1977,8.815172591880582e-09,0.0
1978,9.504946496541322e-09,2.3762365408686037e-09
1979,2.9259866751729646e-09,0.0
1980,5.116635670709968e-09,0.0
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,9.932003552926005e-09,6.207502289967692e-10
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,5.799008384599347e-09,0.0
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,3.5966913891627428e-09,1.7983456945813714e-09
1987,3.055408481777988e-09,1.8332451112712533e-09
1988,4.197587610832443e-09,0.0
1989,6.585746614717891e-09,1.6464366536794728e-09
1990,3.2691906404203053e-09,0.0
1991,5.275318681885466e-09,2.344586080837985e-09
1992,5.509944167592096e-09,1.1019888335184191e-09
1993,2.2156829704300662e-09,1.6617622278225497e-09
1994,2.6374632478010085e-09,0.0
1995,2.7112253553340793e-09,1.0844901643380922e-09
1996,1.067618438099771e-09,0.0
1997,8.151320507465698e-09,0.0
1998,6.198567881199324e-09,9.536258449571733e-10
1999,4.570201106446348e-09,4.570201161957499e-10
2000,1.0161472552283612e-08,0.0
2001,4.819333099259637e-09,4.3812117822561447e-10
2002,4.3812213301741565e-09,0.0
2003,7.083768960303161e-09,8.333845835650777e-10
2004,7.047666006343434e-09,8.809582507929292e-10
2005,5.854874474131577e-09,1.3511248786457486e-09
2006,6.588624035241963e-09,2.0589450144825605e-09
2007,5.991719315145971e-09,2.3966877371606188e-09
2008,7.237647536850744e-09,2.554463751636149e-09
2009,5.245011758248097e-09,9.53638501499654e-10
2010,5.668551517068465e-09,4.723793023408973e-10
2011,3.059177577924288e-09,7.64794394481072e-10
2012,5.446804146602702e-09,0.0
2013,6.6938998788401705e-09,2.789125042035323e-10
2014,1.1260314680683337e-08,0.0
2015,5.541438696798906e-09,3.103205470367243e-09
2016,6.8354221449684616e-09,6.214020409345267e-10
2017,5.785905948796355e-09,7.54683426862357e-10
2018,9.809573375818559e-09,1.290733298020541e-09
2019,9.693753189043974e-09,1.02039510174734e-09
