year,pourrez_VERB être_VERB,pourrez_VERB etre_VERB
1885,6.252266615547342e-08,6.445635691854079e-10
1886,4.58195934527339e-08,0.0
1887,4.309090329002174e-08,0.0
1888,3.6775563927449184e-08,0.0
1889,7.455512474052739e-08,0.0
1890,8.192983358412675e-08,0.0
1891,7.33035321331954e-08,0.0
1892,4.0745330665004076e-08,0.0
1893,4.0645549148621285e-08,0.0
1894,5.1042469806361623e-08,0.0
1895,3.91209944439197e-08,0.0
1896,4.65865284127176e-08,0.0
1897,5.5936450138460714e-08,0.0
1898,3.677930848766664e-08,0.0
1899,6.798921248218903e-08,5.527578395003729e-10
1900,8.357595504548954e-08,0.0
1901,5.756401222356544e-08,5.588738916095792e-10
1902,5.106695155632224e-08,4.910283846193408e-10
1903,3.564145245604777e-08,1.6200660812870638e-09
1904,6.019580212068831e-08,0.0
1905,4.283430143914302e-08,5.160759042333041e-10
1906,4.0639058340730116e-08,0.0
1907,3.188563013623025e-08,0.0
1908,5.206072373198367e-08,4.911389073214423e-10
1909,6.271121577583472e-08,0.0
1910,4.1684376839157267e-08,0.0
1911,5.3203741856577835e-08,0.0
1912,8.022508524163641e-08,0.0
1913,4.931780495098792e-08,0.0
1914,3.9510787530616653e-08,0.0
1915,3.180805663305364e-08,0.0
1916,4.1752354462687435e-08,1.0987462051303964e-09
1917,3.61891991929042e-08,0.0
1918,2.412139110674616e-08,0.0
1919,5.800944435918609e-08,0.0
1920,4.0890050456710014e-08,0.0
1921,2.8019165654313838e-08,0.0
1922,4.0578644444622114e-08,0.0
1923,7.325004247604738e-08,0.0
1924,4.769901096324247e-08,0.0
1925,4.7292164850887275e-08,0.0
1926,3.009457216762712e-08,0.0
1927,5.686104742608222e-08,0.0
1928,3.085031252680892e-08,0.0
1929,9.023729319324048e-08,0.0
1930,6.932378227020308e-08,3.1510811737689437e-09
1931,4.676196141417677e-08,0.0
1932,2.9590749406338546e-08,0.0
1933,3.555905436769535e-08,0.0
1934,4.4331848414458364e-08,0.0
1935,4.4282650435434334e-08,0.0
1936,2.3036957230715416e-08,0.0
1937,5.0364473480613015e-08,0.0
1938,2.7226949583791793e-08,0.0
1939,5.964679417047591e-08,0.0
1940,3.550096039361961e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,3.034211815133858e-08,0.0
1943,4.935499831049128e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,5.664110602765504e-08,0.0
1946,5.150808490839154e-08,0.0
1947,6.07964452115084e-08,0.0
1948,4.783630558335972e-08,0.0
1949,6.47922533403289e-08,0.0
1950,4.4668517773516214e-08,0.0
1951,7.356366893418453e-08,0.0
1952,5.2724018928529404e-08,0.0
1953,4.955960619668076e-08,0.0
1954,2.7363100230104465e-08,0.0
1955,3.003394510869839e-08,0.0
1956,5.319896345667985e-08,0.0
1957,3.710716001137371e-08,0.0
1958,3.8052320405768114e-08,0.0
1959,3.952881399982289e-08,0.0
1960,3.18358317485945e-08,6.920833350854139e-10
1961,3.126671543896009e-08,0.0
1962,3.868593267952747e-08,0.0
1963,3.0390449268224984e-08,0.0
1964,4.319617374903828e-08,0.0
1965,3.173785145804686e-08,0.0
1966,4.375868911665748e-08,0.0
1967,4.092178684800274e-08,0.0
1968,3.9973599541553995e-08,4.4914158503495116e-10
1969,4.995933622353732e-08,4.5417578031781147e-10
1970,4.092865424354386e-08,0.0
1971,3.494110245583215e-08,0.0
1972,4.360624927812751e-08,2.0520587451500205e-09
1973,3.142526239230392e-08,0.0
1974,3.7691329168865195e-08,0.0
1975,3.198428899509054e-08,5.711480177694739e-10
1976,3.713792295911844e-08,0.0
1977,2.4094806150287695e-08,0.0
1978,4.217819693508318e-08,0.0
1979,4.037861600636461e-08,0.0
1980,4.8892296433677984e-08,0.0
1981,3.6055631369436014e-08,0.0
1982,3.1037512115972277e-08,0.0
1983,3.789189761960188e-08,0.0
1984,2.8415142239168745e-08,0.0
1985,3.9702683807263384e-08,0.0
1986,3.6566362382473017e-08,0.0
1987,3.5442738521851425e-08,0.0
1988,4.557380961500712e-08,0.0
1989,3.677041959804228e-08,0.0
1990,2.8332985735346483e-08,5.44865097484859e-10
1991,2.4032006606944378e-08,0.0
1992,3.0855687782604946e-08,0.0
1993,2.1048988330107932e-08,0.0
1994,3.2177052133874895e-08,0.0
1995,3.307695095600138e-08,0.0
1996,3.149474281372022e-08,5.338092190498855e-10
1997,2.5892429533769246e-08,0.0
1998,3.146965354972053e-08,0.0
1999,3.564757022900267e-08,0.0
2000,3.3135236776615784e-08,0.0
2001,4.205963222148057e-08,0.0
2002,4.162160394116654e-08,8.76244299341522e-10
2003,3.1251921939201566e-08,4.1669229178253886e-10
2004,3.964312256243829e-08,0.0
2005,3.783149793434859e-08,0.0
2006,5.394435831362898e-08,0.0
2007,6.191443446823541e-08,3.994479469415779e-10
2008,5.960415450090295e-08,0.0
2009,7.390698186782174e-08,2.384096253749135e-09
2010,8.644541082958312e-08,0.0
2011,1.4301654971404787e-07,0.0
2012,1.763402934784608e-07,0.0
2013,1.3973516388432472e-07,0.0
2014,1.323086991078526e-07,0.0
2015,1.516137615453772e-07,2.2165753954528356e-10
2016,1.4064399067592603e-07,0.0
2017,1.182337356908647e-07,5.031222660711876e-10
2018,1.4946692772355163e-07,0.0
2019,1.3596765313650394e-07,2.55098775436835e-10
