year,mes_DET oies_NOUN,mes_DET noix_NOUN
1968,1.616909695023594e-08,1.3474247273492779e-09
1969,2.7250546263957176e-09,2.2708788183223305e-09
1970,6.898087712148282e-09,3.6789800095249348e-09
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,4.104117490300041e-09,5.130146862875051e-10
1973,7.167165139154719e-09,1.6539611902288698e-09
1974,5.063014507644681e-09,5.625571675160757e-10
1975,3.998036124386317e-09,5.711480177694739e-09
1976,5.142174241967723e-09,2.285410749536254e-09
1977,2.3507127355770763e-09,2.938390863960194e-09
1978,7.128709511583509e-09,7.128709622605811e-09
1979,9.363157582598092e-09,5.851973128301324e-09
1980,7.95921106799824e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,5.69299452024552e-09
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,7.57837881337764e-09,2.5261264191556165e-09
1984,1.739702604197646e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,2.4062232206745193e-09
1986,5.994485463567401e-10,1.7983456945813714e-09
1987,2.4443267410134695e-09,2.4443267410134695e-09
1988,5.9965538645734284e-09,1.798966087207532e-09
1989,1.6464366536794728e-09,3.841685636274406e-09
1990,3.269190529398003e-09,4.358920779878872e-09
1991,1.0550637363770932e-08,2.344586080837985e-09
1992,7.713921945651236e-09,1.65298330578878e-09
1993,2.7696036575264316e-09,5.539207315052863e-09
1994,6.85740436656701e-09,2.1099706426497278e-09
1995,3.79571546416102e-09,1.626735190995987e-09
1996,1.6014276571496566e-09,2.6690460952494277e-09
1997,2.3974471297094624e-09,3.3564262480467733e-09
1998,2.3840646123929332e-09,4.7681290027412615e-09
1999,3.656160929565999e-09,2.7421207526856506e-09
2000,4.418031274155965e-09,1.7672125984802278e-09
2001,1.2267393101339508e-08,4.381211837767296e-09
2002,8.324320788233308e-09,1.752488598683044e-09
2003,9.583922655487243e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,4.404791198453495e-09
2005,6.305249211635555e-09,1.8014998381943315e-09
2006,7.000412693969338e-09,4.117890028965121e-09
2007,2.7961355453243186e-09,4.7933754743212376e-09
2008,2.554463751636149e-09,4.257439678578834e-10
2009,5.721830786953319e-09,2.860915504498962e-09
2010,6.140930985942816e-09,4.723792912386671e-09
2011,8.41273803398046e-09,8.795135286732148e-09
2012,9.531907513293802e-09,4.085103366691101e-09
2013,1.3945625543243523e-08,5.578249862026041e-09
2014,1.6240839117998007e-08,3.2481677347817595e-09
2015,8.866302025900552e-09,5.984753581600444e-09
2016,8.07822619908194e-09,1.0770968117412849e-08
2017,7.043711836018929e-09,8.553078245654433e-09
2018,1.523065362718512e-08,4.64663996169179e-09
2019,1.122434611922074e-08,4.591778068885333e-09
