year,vos_DET os_NOUN,vos_DET noces_NOUN
1800,4.087413785214267e-08,3.458580977167003e-08
1801,2.6193007984787187e-08,6.191074675143682e-08
1802,6.713520406265161e-09,4.0281122437590966e-08
1803,4.875847881002926e-08,4.8758479920252285e-08
1804,2.9662210465630778e-08,2.8673472041162995e-07
1805,6.254330742194725e-08,5.401467717547348e-08
1806,5.76333825108577e-09,7.204172902675055e-08
1807,2.2775640928784924e-08,1.4234775136401367e-08
1808,5.211970233176544e-08,4.078933102391602e-08
1809,2.0331274441787173e-08,2.9367397402779716e-08
1810,3.510190182964834e-08,1.3806747745093162e-07
1811,2.5070768128188092e-08,7.270522672797597e-08
1812,4.5342538612658245e-08,6.13457871168066e-08
1813,1.1502966579257645e-08,7.764502640839055e-08
1814,1.2586708564299443e-08,3.1466772298927026e-08
1815,4.5852800223400436e-08,2.1577788444915313e-08
1816,3.244645441213834e-08,5.3304887615013286e-08
1817,2.6466848268569265e-08,7.7843672841027e-08
1818,3.695565098382758e-08,6.556647491606782e-08
1819,2.2772310259711048e-08,4.5544620519422097e-08
1820,4.6279278187455475e-08,5.22125169766241e-08
1821,5.226588939422072e-08,1.094625198261312e-07
1822,6.616906489398389e-08,8.321261191213125e-08
1823,5.830785099192326e-08,6.917881023582595e-08
1824,2.7789671008804362e-08,4.294767386170406e-08
1825,2.6416328680056722e-08,6.78019147493103e-08
1826,4.1397527184017235e-08,3.435113926641975e-08
1827,5.8068820862899884e-08,6.175572764277604e-08
1828,4.4027046897099353e-08,3.210305266065916e-08
1829,2.2290258527846163e-08,3.429270378774163e-08
1830,6.783943584665053e-08,4.905312778191728e-08
1831,7.016043013230444e-08,5.9246584527272717e-08
1832,5.68258712307923e-08,6.764985016616265e-08
1833,5.6759780875381693e-08,5.3284692214106144e-08
1834,1.241492635362107e-07,7.934351042848675e-08
1835,5.8235777089521434e-08,8.31939672707449e-08
1836,5.443807604699202e-08,5.779845224651581e-08
1837,5.287997240088771e-08,5.0096815584765864e-08
1838,9.215756180402934e-08,7.637716237240966e-08
1839,5.173691708382222e-08,5.8728391483242603e-08
1840,5.2868414701645605e-08,4.840963468977222e-08
1841,6.420548848140584e-08,4.943822418113086e-08
1842,6.842430222420148e-08,4.22620693996123e-08
1843,4.961805377678985e-08,4.4892522643724675e-08
1844,6.750930259258325e-08,4.006649589882727e-08
1845,6.082448644750826e-08,7.198493989779564e-08
1846,6.322861256791157e-08,5.795956425913573e-08
1847,3.3437987490003707e-08,4.584240098637338e-08
1848,4.424871846708811e-08,4.34441957963827e-08
1849,5.6980020701757894e-08,1.9272654583346593e-08
1850,4.8880771430503955e-08,1.9009188889640427e-08
1851,7.545843616618697e-08,1.9348316726564008e-08
1852,5.4688582773465555e-08,3.0599563993760626e-08
1853,6.867721635828161e-08,2.8068079416243563e-08
1854,8.365019593670198e-08,3.948705074030556e-08
1855,6.845948519185185e-08,3.661786607267459e-08
1856,7.714011801551734e-08,2.27796321250473e-08
1857,4.393358044030293e-08,3.3194261561675376e-08
1858,6.214968584217218e-08,4.15962464472841e-08
1859,4.8884862824394304e-08,4.582955859255833e-08
1860,7.643897248499343e-08,5.538392597315145e-08
1861,6.460870594082735e-08,5.0932406736592384e-08
1862,5.2408641426637814e-08,3.5240294238292336e-08
1863,4.994620922404991e-08,5.094513344516827e-08
1864,4.31525504218655e-08,4.411149845395812e-08
1865,5.45993934508715e-08,5.17752880568878e-08
1866,6.179328693178832e-08,8.125573458528379e-08
1867,6.939520602600169e-08,7.182161176899626e-08
1868,5.433861460790723e-08,3.902500367303219e-08
1869,4.590507829416168e-08,4.834683953180985e-08
1870,7.167560767129544e-08,2.6376625328339287e-08
1871,4.248470730772169e-08,1.911811864374613e-08
1872,5.7449723089852966e-08,4.2936108002322726e-08
1873,4.6092235805872406e-08,5.207823877695361e-08
1874,3.2262889249068394e-08,2.5690820137924675e-08
1875,5.0921592276154115e-08,2.2313955738706426e-08
1876,3.688068872520489e-08,5.320492912908037e-08
1877,2.473926408175231e-08,4.638611983409646e-08
1878,2.4760263839240793e-08,4.589707458535486e-08
1879,4.215434479259983e-08,2.9935693590665835e-08
1880,3.3372799634889816e-08,2.8880309033141316e-08
1881,4.532129793677342e-08,6.066081681410651e-08
1882,5.657077450926806e-08,6.655385220710741e-08
1883,3.033282780506852e-08,5.1186645644296647e-08
1884,3.300848483434038e-08,3.630933154141758e-08
1885,2.513797880965285e-08,1.8692343672910283e-08
1886,3.743009102663564e-08,2.3232470169887165e-08
1887,2.676859012229471e-08,3.917354857163602e-08
1888,4.5018364147608736e-08,4.438430134534599e-08
1889,3.3205225236088154e-08,5.200063668553412e-08
1890,4.129263386776216e-08,2.6217546356122057e-08
1891,2.8683990294098294e-08,2.804656840105224e-08
1892,1.6298132621272998e-08,3.949162952210372e-08
1893,2.6481190629201734e-08,2.6481190795735188e-08
1894,4.4110773700367645e-08,2.5836311090543518e-08
1895,2.1065151400989635e-08,4.5741471499383124e-08
1896,2.653663089269287e-08,2.948514399303548e-08
1897,3.962165073811974e-08,2.2141512179274514e-08
1898,2.4896762096382474e-08,1.584339415217073e-08
1899,2.1004797901014172e-08,4.145683618617113e-08
1900,2.4917054419759666e-08,2.699347589896206e-08
1901,3.185581243236868e-08,3.1296938818314857e-08
1902,1.7677022512430085e-08,2.5042448115186744e-08
1903,2.8621167658116065e-08,3.672149651023915e-08
1904,2.741058846567057e-08,2.5260739278110123e-08
1905,4.3866453580676534e-08,3.664138842340847e-08
1906,1.8004646107350197e-08,1.1831624291414045e-08
1907,2.15999426123048e-08,2.262851062084792e-08
1908,2.2592390180875555e-08,3.192402764362612e-08
1909,2.970531171042623e-08,2.6954819709601452e-08
1910,4.061554459422467e-08,2.565192291914542e-08
1911,3.1390207766435196e-08,4.309503032207118e-08
1912,4.3238195857053796e-08,4.8968560817375106e-08
1913,2.545435129341911e-08,2.1211958411981868e-08
1914,2.2768928353844586e-08,2.276892807628883e-08
1915,3.2986132492140996e-08,3.1808056522031336e-08
1916,5.383856560570166e-08,3.076489463182952e-08
1917,4.934890984742424e-08,1.6449636319748606e-08
1918,4.82427813253139e-08,2.067547733020092e-08
1919,1.9336480860943084e-08,3.1306683467846597e-08
1920,6.057785206792232e-08,3.33178178379967e-08
1921,2.6504615391331754e-08,3.3320087633459394e-08
1922,4.500540562446531e-08,3.24629156334133e-08
1923,4.7771765654403e-08,2.9724654737606215e-08
1924,3.9964034748152244e-08,5.543398617913198e-08
1925,2.6395627683584166e-08,4.289289345926761e-08
1926,3.2323799858957614e-08,5.795992175094966e-08
1927,2.787306307983073e-08,3.3447675296116586e-08
1928,3.7705937039334e-08,2.9707707849269127e-08
1929,3.0079096546842266e-08,3.5649300400564243e-08
1930,3.2561171536826805e-08,2.2057568216382606e-08
1931,2.0529641986399838e-08,2.2810713318222042e-08
1932,1.3151444377967891e-08,2.082311922890767e-08
1933,2.982372038218273e-08,1.9500125958415992e-08
1934,2.6359476379411717e-08,1.677421224144382e-08
1935,1.555876849579363e-08,1.4361940969820353e-08
1936,2.0612014761667297e-08,2.182448621823596e-08
1937,1.7627565185307503e-08,2.7700460591972842e-08
1938,1.944782235252518e-08,1.9447821131279852e-08
1939,1.8352860564618823e-08,3.6705721129237645e-08
1940,1.5214697723919812e-08,2.028626333583361e-08
1941,3.246652813260198e-08,3.5418032950929046e-08
1942,3.944475457373642e-08,2.4273694165799498e-08
1943,1.7419411690866582e-08,4.935499831049128e-08
1944,4.819779242382083e-08,2.8918675454292497e-08
1945,3.485606470121638e-08,4.574858536443571e-08
1946,3.480275978517966e-08,3.7586982415405146e-08
1947,2.1457568166738383e-08,4.172304812755101e-08
1948,2.6092530802657166e-08,2.609253058061256e-08
1949,3.7304630495782476e-08,1.47255123650325e-08
1950,2.2334258220624292e-08,4.1477909551446146e-08
1951,2.2388944032059044e-08,3.838104589704017e-08
1952,3.4797853487589236e-08,4.639713679921442e-08
1953,1.939289007157896e-08,2.2625037843226892e-08
1954,2.5408593895548393e-08,3.713563678786613e-08
1955,2.3464019616170617e-08,3.2849626130371234e-08
1956,2.703553825256222e-08,1.9186511934776718e-08
1957,3.268964121616591e-08,3.445664731316356e-08
1958,2.978007690446205e-08,2.812562788223616e-08
1959,2.1702094343822864e-08,3.1002990952266885e-08
1960,5.052208251754564e-08,3.806458181987438e-08
1961,3.5435612832923624e-08,3.821487482014163e-08
1962,2.4733629200301976e-08,4.883306425895739e-08
1963,3.103705459306383e-08,3.9442924371080323e-08
1964,3.8937397306426647e-08,3.4070222199034106e-08
1965,2.407699106754535e-08,2.681301219942256e-08
1966,4.542041442956446e-08,2.160239198634173e-08
1967,2.021437633947798e-08,2.317257785655613e-08
1968,3.638046786047511e-08,3.593132746892991e-08
1969,3.360900702187308e-08,2.725054712438002e-08
1970,3.449043717296263e-08,2.1154135887435643e-08
1971,3.751030086540652e-08,2.3122789460927606e-08
1972,3.6937058189856486e-08,2.205963234302999e-08
1973,2.921997932503473e-08,2.59120574996885e-08
1974,2.7565301152776556e-08,1.1813700351304135e-08
1975,2.7415104852934746e-08,1.9419031715983692e-08
1976,2.913898611289767e-08,1.7711933142372516e-08
1977,2.879623084428573e-08,1.2928919990162768e-08
1978,3.089107636355948e-08,1.544553818177974e-08
1979,3.2185852205657284e-08,2.57486831856113e-08
1980,2.6720208268216084e-08,1.2507331226263574e-08
1981,4.301373757176208e-08,2.1506869174459098e-08
1982,3.600351305976801e-08,1.8001756418861703e-08
1983,2.5892795463278162e-08,2.3998201426067567e-08
1984,2.8415141350990325e-08,9.278413259927731e-09
1985,2.406223209572289e-08,1.5640450379272863e-08
1986,2.937297871596911e-08,1.978180286243969e-08
1987,1.772136820621384e-08,3.055408442920182e-08
1988,2.6984492806914062e-08,1.679035044332977e-08
1989,2.469655058234821e-08,1.3720305114262032e-08
1990,2.669838927715773e-08,1.7980548217000347e-08
1991,2.344586091940215e-08,2.1101275393675678e-08
1992,2.314176583695371e-08,2.3141765059797592e-08
1993,2.437251228615267e-08,1.938722604677423e-08
1994,4.74743406808642e-08,1.8989735894869852e-08
1995,2.2774294172744902e-08,2.4401028864140528e-08
1996,3.0427123709486636e-08,2.2419987200095193e-08
1997,2.3494982959171296e-08,2.157702461147437e-08
1998,3.7191408730485875e-08,1.5734826774860267e-08
1999,2.5593125674294726e-08,2.2393985332769262e-08
2000,2.6066385050427243e-08,1.7672125318668463e-08
2001,2.628727080455917e-08,1.3143635152479405e-08
2002,3.855474961511618e-08,1.3581786362237835e-08
2003,2.4168153534009917e-08,1.5417615462087753e-08
2004,3.347641452933203e-08,1.3654853081579432e-08
2005,3.3327748116818157e-08,1.3511249230546696e-08
2006,2.9237017695749046e-08,2.429554968319536e-08
2007,2.9559147685098708e-08,3.5950316862320975e-08
2008,5.2792252680511353e-08,2.639612536881053e-08
2009,4.2913731901350616e-08,3.147007032744398e-08
2010,6.282644715582819e-08,2.6925620177919996e-08
2011,5.1241222709386136e-08,6.997868584601719e-08
2012,8.782972127363564e-08,6.059569765404227e-08
2013,8.14424541140113e-08,5.661923790922785e-08
2014,9.116524468666398e-08,7.947184116341433e-08
2015,1.2013838279756328e-07,5.14245508675959e-08
2016,1.2283046446626145e-07,5.716898449081853e-08
2017,1.0666191929686875e-07,4.653881127691939e-08
2018,1.1616600215091921e-07,6.556925657985602e-08
2019,1.1198836347148244e-07,6.402979013664378e-08
