year,ces_DET airs_NOUN,ces_DET nerfs_NOUN
1940,1.3946805843545462e-07,1.9018371588686023e-07
1941,3.5418031529843574e-07,1.888961662643851e-07
1942,1.8205270713167465e-07,2.2149745504407292e-07
1943,1.9451676003257035e-07,2.438717565667048e-07
1944,2.7954719428180397e-07,1.8315161121051915e-07
1945,2.091363882072983e-07,2.5052796104318986e-07
1946,2.0324812055605435e-07,2.1716922482539758e-07
1947,1.8954184177744082e-07,1.5973967126825528e-07
1948,2.58750922910167e-07,4.076957935694736e-07
1949,2.130290823743053e-07,3.259246881270883e-07
1950,1.7441992206101986e-07,1.4251384250485444e-07
1951,2.1855874088316796e-07,2.292201344289424e-07
1952,1.6660790080891275e-07,3.173985945181812e-07
1953,1.853098279269716e-07,1.6591694418366387e-07
1954,2.277000969996834e-07,1.4854254359875085e-07
1955,2.017905682549781e-07,1.398455573564661e-07
1956,2.2936601773437815e-07,2.0145836998608502e-07
1957,1.899533081939353e-07,1.6963272742032132e-07
1958,1.7537156615787808e-07,1.3814646671050923e-07
1959,1.8524288059040828e-07,9.533419653706687e-08
1960,2.159299992143815e-07,8.58183373253496e-08
1961,1.9732772749136984e-07,1.0074831280348917e-07
1962,1.953322588121864e-07,7.737187157630387e-08
1963,2.3342452060148844e-07,1.1832877522266472e-07
1964,1.898198114247407e-07,1.0890303059341022e-07
1965,1.931631334883832e-07,8.536387596791428e-08
1966,1.9275980278621319e-07,1.345995137569389e-07
1967,2.760987953820404e-07,1.4150062810358577e-07
1968,3.265259405083043e-07,1.0509912851119907e-07
1969,1.7349514536135757e-07,1.0673130823590782e-07
1970,1.9590568989258372e-07,1.2002672278299542e-07
1971,2.3585244868229438e-07,6.063308877202189e-08
1972,3.539801411989174e-07,7.438713112151163e-08
1973,1.6429347304836028e-07,9.868635064691489e-08
1974,1.4176440465973883e-07,6.638174632200844e-08
1975,1.2565256346519504e-07,6.910890704148187e-08
1976,1.142705370327235e-07,6.799097018728162e-08
1977,1.3575366342166717e-07,3.937443660007034e-08
1978,1.841583285866477e-07,4.574255374478753e-08
1979,1.4805492387637287e-07,5.0326971035019596e-08
1980,1.4553986193988067e-07,4.8892295989588774e-08
1981,1.3030631418331495e-07,3.7320742496405046e-08
1982,1.502215489779246e-07,6.207502378785534e-08
1983,1.591459621863578e-07,2.8418922992656803e-08
1984,2.1456332177649529e-07,4.0593060912641477e-08
1985,1.3715471602893103e-07,2.406223209572289e-08
1986,1.492626822141574e-07,4.375974294035245e-08
1987,1.796580146873339e-07,5.255302326645506e-08
1988,1.3192418135687944e-07,7.735554374832532e-08
1989,1.388494963450171e-07,2.3050113373557224e-08
1990,1.422097835046543e-07,4.4678938770914556e-08
1991,1.9460065026066786e-07,4.9236308363731496e-08
1992,1.3885059324536542e-07,3.361065981088984e-08
1993,1.5066644287742292e-07,4.043621437688216e-08
1994,1.329281484885314e-07,4.167192013682097e-08
1995,1.5887781223966613e-07,4.0668382883524146e-08
1996,1.564061022918395e-07,6.832757826202851e-08
1997,1.3138010679369927e-07,3.4043750041234944e-08
1998,1.320771794155462e-07,3.433053086254745e-08
1999,1.5584385515410304e-07,3.427650918652603e-08
2000,1.586073281600875e-07,3.446064544831984e-08
2001,1.349413158990842e-07,3.154472549837806e-08
2002,1.5991459179076628e-07,5.3889023909903244e-08
2003,1.6084323029019743e-07,6.00036900166856e-08
2004,1.6870350627584685e-07,5.990515994369616e-08
2005,1.4186810837202302e-07,6.305249389271239e-08
2006,1.8365789244967345e-07,1.0500619040954007e-07
2007,1.633742110485059e-07,4.3539825078653394e-08
2008,1.8775308419094472e-07,4.385162899467332e-08
2009,1.7165492316451036e-07,7.819835801115005e-08
2010,1.620261036450188e-07,6.188168732990107e-08
2011,1.5181169388256421e-07,8.756895653050378e-08
2012,1.9846793719580091e-07,1.028084284371289e-07
2013,1.676264123062765e-07,4.518382379359309e-08
2014,2.7154682591401524e-07,5.500230582100585e-08
2015,2.4138505594351045e-07,1.0129749661302867e-07
2016,2.479394041188243e-07,6.669715091334183e-08
2017,1.5395541641538557e-07,5.0312226385074155e-08
2018,2.1632690661022025e-07,7.253921552319298e-08
2019,2.522926862980057e-07,6.785627437722042e-08
